question_id,title,body,tags
2908265,Why does a flat finite type morphism of irreducible noetherian schemes map generic pt to generic pt,"Basically the title, I came across this statement reading some notes on dimension of fibers of flat maps. (I don't know if Noetherian actually matters for this question) I think that for maps of irreducible schemes, sending generic point to generic point is the same as $f: X \to Y$ being dominant $\leftrightarrow$ the associated ring map (reducing to the case where everything is affine) is injective, so why should the finitely generated $A$-alg $B$, $f^{\sharp}: A \to B$ flat, imply $f$ is injective?","['algebraic-geometry', 'schemes', 'flatness', 'commutative-algebra']"
2908295,"If $f(x+y)=f(x)+f(y) ,\forall\;x,y\in\Bbb{R}$, then if $f$ is continuous at $0$, then it is continuous on $\Bbb{R}.$ [duplicate]","This question already has an answer here : Overview of basic facts about Cauchy functional equation (1 answer) Closed 5 years ago . I know that this question has been asked here before but I want to use a different approach. Here is the question. A function $f:\Bbb{R}\to\Bbb{R}$ is such that 
\begin{align} f(x+y)=f(x)+f(y) ,\;\;\forall\;x,y\in\Bbb{R}\qquad\qquad\qquad(1)\end{align}
I want to show that if $f$ is continuous at $0$, it is continuous on $\Bbb{R}.$ MY WORK Since $(1)$ holds for all $x\in \Bbb{R},$ we let \begin{align} x=x-y+y\end{align}
Then, 
\begin{align} f(x-y+y)=f(x-y)+f(y)\end{align}
\begin{align} f(x-y)=f(x)-f(y)\end{align}
Let $x_0\in \Bbb{R}, \;\epsilon>$ and $y=x-x_0,\;\;\forall\,x\in\Bbb{R}.$ Then,
 \begin{align} f(x-(x-x_0))=f(x)-f(x-x_0)\end{align}
 \begin{align} f(x_0)=f(x)-f(x-x_0)\end{align}
 \begin{align} f(y)=f(x_0)-f(x)\end{align} HINTS BY MY PDF: Let $x_0\in \Bbb{R}, \;\epsilon>$ and $y=x-x_0,\;\;\forall\,x\in\Bbb{R}.$ Then, show that  \begin{align} \left|f(x_0)-f(x)\right|=\left|f(y)-f(0)\right|\end{align}
Using this equation and the continuity of $f$ at $0$, establish properly that
 \begin{align}\left|f(y)-f(0)\right|<\epsilon,\end{align}
in some neighbourhood of $0$. My problem is how to put this hint together to complete the proof. Please, I need assistance, thanks!","['continuity', 'functions', 'analysis', 'real-analysis']"
2908296,Obtaining the polar form of the planar system?,"Consider the two variables $x_{1},x_{2}$ which are functions of time $t$, we refer $\dot{x_{1}}$ as the time derivative of $x_{1}$. Let $\alpha$ be a constant parameter, and consider the following system of equations: \begin{align*}
\dot{x_{1}} &= \alpha x_{1} - x_{2} - x_{1}(x_{1}^2 + x_{2}^2)\\
\dot{x_{2}} &= x_{1} + \alpha x_{2} - x_{2}(x_{1}^2 + x_{2}^2).
\end{align*} Now we transform the above system to polar $(\rho,\theta)$ coordinates. I think after the transformation the above equations lead to the following: \begin{align*}
\dot{\rho} &= \rho(\alpha - \rho^2)\\
\dot{\theta} &= 1.
\end{align*} Where $x_{1} = \rho \cos(\theta)$ and $x_{2} = \rho \sin(\theta)$. If I substitute then I am thinking about the partial derivatives involved and I think which variable I should differentiate with respect to the time?
I can observe that the $x_{1}^2 +x_{2}^2 = 1$ which could simplify a lot but how should I deal with $\dot{x_{1}}, \dot{x_{2}}$ which can help me in getting the polar form of the above system?","['polar-coordinates', 'transformation', 'ordinary-differential-equations', 'dynamical-systems']"
2908313,"If we say ""classes of non-zero integers modulo $n$"", why does this not include the $0$ class?","I suppose this is a bit of a wording question more than anything else - I'm working through group theory and was learning that ""the (classes of) non-zero integers modulo $p$ form an Abelian group under multiplication."" It's the wording of this that gets me a bit confused. Let's say $p = 3$. From my understanding the group described is meant to contain $\{[1],[2]\}$. I completely get why this would be an Abelian group under multiplication. However, if we're looking at all the non-zero integers modulo $3$, it seems to me like the ""non-zero"" attribute binds to the integer part only. So it's $\mathbb{Z} - \{0\}$ (which would include $3,-3,6,-6,...$) modulo $3$. Hence, since integer multiples of 3 are included in this set, $[0]$ would also be included. But clearly my interpretation can't be the case since including $[0]$ would mean it's not a multiplicative group. In summary, it's like I'm having trouble with the order of operations here: Interpretation 1: (set of non-zero integers) modulo $p$ Interpretation 2: set of non-zero (integers modulo $p$) So am I supposed to interpret it like interpretation 2? Since it seems like interpretation 1 would include $[0]$.","['elementary-number-theory', 'group-theory', 'modular-arithmetic']"
2908314,Solve for $\theta$: $x = \theta - \sin\theta$ [duplicate],"This question already has answers here : How to solve Kepler's equation $M=E-\varepsilon \sin E$ for $E$? (5 answers) Closed 5 years ago . Solve for $\theta$: $$x = \theta - \sin\theta$$ Is this type of isolation a matter of identities? If so, which one(s)?",['trigonometry']
2908317,Limit of sum of sequences at infinity,"Given two sequences $$a_n=\int_0^1 (1-x^2)^n dx$$ and $$b_n=\int_0^1 (1-x^3)^n dx$$ ,($n\in N$) then find the value of $$L=\lim_{n\to \infty} (10 \sqrt [n]{a_n} +5\sqrt [n]{b_n})$$ My try: $$a_n=\int_0^1 (1-x^2)^n dx= \frac 12 B\left( n+1, 1/2\right)=\frac 12\cdot \frac {\Gamma(n+1)\Gamma(1/2)}{\Gamma\left(n +\frac 32\right)}$$ Similarly $$b_n=\frac 13\cdot \frac {\Gamma(n+1)\Gamma(1/3)}{\Gamma\left(n +\frac 43\right)}$$ Now let's consider $$J=\lim_{n\to \infty} (b_n)^{1/n} =\lim_{n\to \infty} \left(\frac 13\right)^{1/n}\cdot \left(\frac {\Gamma(n+1)\Gamma(1/3)}{\Gamma\left(n +\frac 43\right)}\right) ^{1/n}$$ $$=\lim_{n\to\infty} \left(\frac 13\right)^{1/n}\cdot \left(\lim_{n\to \infty} \left(\frac {\Gamma(n+1)\Gamma(1/3)}{\Gamma\left(n +\frac 43\right)}\right) ^{1/n}\right)$$ $$=1\cdot \lim_{n\to  \infty} \left(\frac {\Gamma(n+1)\Gamma(1/3)}{\Gamma\left(n +\frac 43\right)}\right) ^{1/n}$$ $$=\exp \left( \lim_{n\to\infty} \frac {\ln(\Gamma(n+1)) +\ln(\Gamma(1/3))-\ln(\Gamma(n +4/3))}{n}\right)$$ Now by L'Hospital we have $$\exp {\left( \lim_{n\to \infty} \frac {\ln(\Gamma(n+1)) +\ln(\Gamma(1/3))-\ln(\Gamma(n +4/3))}{n}\right)} =\exp{\left( \lim_{n\to \infty} \left[\psi(n+1) -\psi(n+ 4/3)\right] \right)}$$ But for large $x$, $\psi(x)\sim \ln (x)$ Hence $$\exp {\left( \lim_{n\to \infty} \left[\psi(n+1) -\psi(n+ 4/3)\right]\right)}=\exp {\left( \lim_{n\to \infty} \left[\ln(n+1) -\ln(n+ 4/3)\right]\right)}=1$$ Similarly $$\lim_{n\to \infty} (a_n)^{1/n}= 1$$ Hence giving me the answer as $15$. I want to know whether I am correct or not.  And if I am correct I want to know if there is any other simple and elementary method to solve the question. Edit: By some other method I dont mean that just converting the Gamma function to factorial representation and then using Stirling's approximation","['digamma-function', 'gamma-function', 'calculus', 'sequences-and-series', 'limits']"
2908355,A representation of odd numbers.,"The problem asks to prove:
$$2\mathbb{Z}+1=\{x\in\mathbb{Z}\ |\ \exists\ n\in\mathbb{N}\ s.t. |x|=\frac{d(n^2)}{d(n)}\}.$$
where $d(n)$ is the function that counts the number of positive divisors of $n$. I see that if the prime factorization of $n=p_1^{m_1}\dots p_k^{m_k}$, then $d(n)=\prod_{i=1}^k(m_i+1)$, therefore reduce the problem to 
$$2\mathbb{Z}+1=\{x\in\mathbb{Z}|\exists m_1,\dots,m_k\in\mathbb{N} , s.t. |x|=\prod_{i=1}^k\frac{2m_i+1}{m_i+1}\}.$$
But I have no idea how to proceed, please help.",['number-theory']
2908378,Quotient by action of this matrix group is $S^2$?,"Let $M^{2 \times 2}_{\neq 0}$ denote the set of all non-zero $2 \times 2$ real matrices. Note that this set contains non-invertible elements. By an orthogonal matrix, let's mean a matrix $A$ such that $AA^\top$ is a non-zero scalar multiple of the identity. Note this is different to the usual definition. Write $\mathrm{Orth}^{2 \times 2}$ for the group of all real orthogonal $2 \times 2$ matrices. Let $\mathrm{Orth}^{2 \times 2}$ act on $M^{2 \times 2}_{\neq 0}$ by left-multiplication. I have a hunch that the resulting quotient space is homeomorphic to $S^2$. Is this correct? If so, what's the homeomorphism? Remark. It's explained in the comments that this is the same as trying to find $$\mathbb{RP}^3/O(2).$$ I actually think trying to find $\mathbb{RP}^3/SO(2)$ is the better question, and I think an assumption of orientation-preservingness was implicit in my thinking. However I am interested in both questions.","['matrices', 'general-topology', 'lie-groups', 'smooth-manifolds']"
2908390,Volume of a tetrahedron whose 4 faces are congruent.,"Suppose that I have a tetrahedron such that all four faces consist of congruent triangles, says with the lengths $a,b$ and $c$ for each side. Is there a beautiful method to compute its volume? PS. The reason for me tagging calculus and linear algebra is that I figured that the technique used to calculate such a problem may come from this areas.","['trigonometry', 'calculus', 'linear-algebra', 'geometry']"
2908410,Differential equation $(ax+by+c)dx+(ex+fy+g)dy=0$,"On Wikipedia:Homogeneous differential equation , it is said that a first order differential equation of the form ($a$, $b$, $c$, $e$, $f$, $g$ are all constants)
$${\displaystyle (ax+by+c)dx+(ex+fy+g)dy=0\,}$$ where $af \not= be$ can be transformed into a homogeneous type. What if $af = be$? Is there a general method for solving this kind of equations?",['ordinary-differential-equations']
