question_id,title,body,tags
1200622,"Group of all $2\times2$ matrices where $a$, $b$, $c$, and $d$ are integers modulo $p$, Herstein Q$26$ Page $37$ [duplicate]","This question already has an answer here : Order of group $GL_{2}\left( \mathbb{F}_{p}\right) $ (1 answer) Closed 9 years ago . Let $G$ be group of all square matrices of order $2$ $$\begin{bmatrix} a & b\\ c & d \end{bmatrix}$$ such that $a$, $b$, $c$, and $d$ are integers modulo a prime number $p$, such that $ad-bc\ne0$. $G$ forms a group relative to matrix multiplication. What is order of $G$? I have tried for smaller values of $p$ by explicitly writing matrices. But how do I do this for general $p$. Thanks","['abstract-algebra', 'self-learning', 'group-theory']"
1200624,Compute $\int_{1}^{\infty} \frac{J^2_{n}(k)}{k^m} dk$,"Question as the title showed,in which J means Bessel functions, n and m are positive integers. How to get the analytic result? Any comment is much appreciated. Many thanks in advance.How to simplify  the following formula when $n>2m+1$ and $n$ is odd.","['analysis', 'calculus', 'special-functions']"
1200631,Is there a way to know if the solution curve to a differential equation is an even or odd function?,"Suppose you are given a differential equation and a set of initial conditions (or boundary conditions) pointing to a unique solution.  Is there any way to know off-hand if the solution will be an even function, an odd function, or neither? This is, I suppose, tricky, because the fundamental set of solutions could include both even and odd functions (say, sine and cosine).  The trick is knowing a priori that, for a given set of conditions, the constant coefficient for all of the odd solutions is zero and the constant coefficient for all (or some?) of the even functions are non-zero values.  Or vice versa. Can this be done?",['ordinary-differential-equations']
1200637,Lebesgue Integral: $\int_1^{\infty}\frac{1}{x}$,"The following is an exercise from Carothers' Real Analysis : Show that $$\int_{1}^{\infty}\frac{1}{x}=\infty$$ (as a Lebesgue Integral). Attempt: Let $E=[1,\infty)$. $\int_E f=\int f\cdot \chi_E=\sup\{\int\varphi:\varphi \text{ simple }, 0\leq \varphi\leq f\}\cdot \chi_E$ I'm not sure how to find out what $\sup\{\int\varphi:\varphi \text{ simple }, 0\leq \varphi\leq f\}$ is. (Maybe I can say something about $\sum_{n=1}^{\infty}\frac{1}{n}\cdot \chi_\mathbb{R}$, which diverges since it's the harmonic series?) I note that I can express $E=\bigcup_{n=1}^{\infty}[1,n)$, which is measurable since it is the union of measurable sets. I'm pretty new to the Lebesgue integral so a hint would be preferred over a full solution if possible. Thanks.","['lebesgue-measure', 'real-analysis', 'lebesgue-integral', 'measure-theory']"
1200654,Orbital dimension of the action of $S_n$ on 2-subsets,"I have a question on a proof in a paper on the orbital dimension of a permutation group. Let $G \le S^\Omega$ be a permutation group. A base for $G$ is a subset $\Sigma \subseteq \Omega$ for which the pointwise stabilizer $G_{(\Sigma)}$ is the identity.  The base size of $G$, denoted $b(G)$, is the smallest size of a base for $G$. Suppose $G$ has orbitals $\{R_1,\ldots,R_t\}$ (these are the $G$-orbits on $\Omega \times \Omega$).   Define the color $C(x,y)$ of an ordered pair $(x,y) \in \Omega \times \Omega$ to be the value of $i$ for which $(x,y) \in R_i$.  A resolving set for $G$ is a subset $S = \{x_1,\ldots,x_k\} \subseteq \Omega$ such that for any $y,z \in \Omega, y \ne z$, we have $C(y,x_i) \ne C(z,x_i)$ for some $x_i \in S$.  The orbital dimension of $G$, denoted $\mu(G)$, is defined to be the smallest size of a resolving set for $G$.  It can be shown that every resolving set for $G$ is a base for $G$, whence $b(G) \le \mu(G)$. Let $G$ be the action of $S_n$ on the 2-subsets of $\{1,\ldots,n\}$, and henceforth assume also that $n \equiv 1 \pmod 3$. In Proposition 2.24 of [Bailey and Cameron, ""Base size, metric dimension and other invariants of groups and graphs"", preprint], it is shown that $b(G) = \frac{2}{3}(n-1)$.  In Theorem 3.32, it is shown that a particular set $S$ of size $b(G)$ is not a resolving set for $G$, but augmenting this set $S$ by adding one more element to it gives a resolving set for $G$.  From what I understand, this implies only that $b(G) \le \mu(G) \le b(G)+1$, whereas the authors conclude that $\mu(G)=b(G)+1$.  How is this equality proved?  I can see that $\mu(G)$ is one of $b(G)$ or $b(G)+1$.  But to prove $\mu(G)=b(G)+1$, we need to show that any set $S$ of size $b(G)$ is not a resolving set for $G$. I think the proof of Theorem 3.32 implicitly uses the fact that a base for $G$ that has cardinality $b(G)$ is unique (up to graph isomorphism).  Using this fact and the fact that a resolving set for $G$ is a base for $G$, it follows that if $G$ had a resolving set $S$ of size $b(G)$, then this set $S$ would have to be the unique base for $G$, which can be shown to not be a resolving set, a contradiction.  Uniqueness of minimum bases would thus establish that $\mu(G)=b(G)+1$. Is this what was assumed implicitly in the proof?","['discrete-mathematics', 'algebraic-combinatorics', 'combinatorics', 'algebraic-graph-theory']"
1200655,Integral of $\log(\sin(x)) \tan(x)$,"I would like to see a direct proof of the integral $$\int_0^{\pi/2} \log(\sin(x)) \tan(x) \, \mathrm{d}x = -\frac{\pi^2}{24}.$$ I arrived at this integral while trying different ways to evaluate $\frac{1}{1^2} + \frac{1}{2^2} + \frac{1}{3^2} + ...$ and found this value using the known sum $\frac{\pi^2}{6}.$ It would be better to have a direct way to evaluate this.","['logarithms', 'calculus', 'definite-integrals', 'trigonometry']"
1200665,"If a, b are complex numbers then the maximum value of $\dfrac{a\bar b+\bar ab}{|ab|}$","If a, b are complex numbers then the maximum value of $\dfrac{a\bar b+\bar ab}{|ab|}$ is (A) 2 (B) 1 (C) the expression may not always be a real number and hence maximum does not make sense (D) none of the above. My Steps: Let $a=x+iy$ and $b=p+iq$. Then $$\begin{align}
\dfrac{a\bar b+\bar ab}{|ab|} &= \dfrac{(x+iy)(p-iq)+(x-iy)(p+iq)}{|(x+iy)(p+iq)|}\\
&= \dfrac{2xp+2yq}{(xp-yq)^2+(xq+yp)^2}
\end{align}$$ If I take $y=q=0$ and $x=p=1/n$, the maximum value can be taken to $\infty$. So, is the answer option D ? Please advise.","['complex-numbers', 'algebra-precalculus']"
1200700,Does the vector space of compactly-supported continuous functions $X \rightarrow \mathbb{R}$ satisfy an interesting universal property?,"Let $S$ denote a set. Then the vector space $FS$ freely generated by $S$ can be identified with the set of all finitely-supported functions $S \rightarrow \mathbb{R}$. This gave me the following idea; assume $X$ is a topological space. Then perhaps it is worth studying the set $C_0(X)$ consisting of all compactly-supported continuous maps $X \rightarrow \mathbb{R}$. This is a vector space in its own right, because: finite unions of compact sets are compact finite linear combinations of continuous functions are continuous. Note that if $X$ is a discrete space, then $C_0(X)$ agrees with $FX$, because the compact subsets of a discrete space are precisely the finite subsets. (And also because every function out of a discrete space is continuous.) Question. Does $C_0(X)$ satisfy an interesting universal property? One idea is that we should be thinking about the forgetful functor from the category of topological vector spaces to the category of topological spaces. If there's a sensible way of equipping $C_0(X)$ with a topology, then perhaps it is left-adjoint to the forgetful functor.","['vector-spaces', 'topological-vector-spaces', 'general-topology', 'category-theory']"
1200706,Solve trigonometric equation for x,"Solve for x: $$2 \sin^2 x + \sin 2x = 1$$ I've tried a few strategies, just applying known, standard, equalities to get to some point of understanding. The latest is along the line of trying to work out al cosinuses to sinueses and arrive at a quadratic equation which I could solve using the abc-formula. This got me stuck with something I don't know how to deal with. I'm really just looking for a small hint on how to get further from here or on starting a new strategy, so I can (try to) figure the rest out myself. It's really important I understand this thoroughly, there are a few exercises left in this paragraph I have issues with and I want to be able to solve them all by myself. TL;DR. $$2 \sin^2 x + \sin 2x = 1$$ $$ 2 \sin^2 x + 2 \cos x \sin x = 1$$ Since this isn't my first attempt, I'm just trying to get somewhere... $$ 2 \sin^2 x + 2 \cos x \sin x = \cos^2x + \sin^2 x$$ $$ \sin^2 x + 2 \cos x \sin x - \cos^2 x = 0$$ The above does look alot like something familiar, so I thought perhaps if I get rid of the cosinus... $$ \sin^2 x + 2 \sin(\frac{\pi}{2} - x) \sin x - (1 - \sin^2 x) = 0$$ $$ 2 \sin^2 x + 2 \sin(\frac{\pi}{2} - x) \sin x - 1 = 0$$ Now I don't know how to progess any further, what to do with $\sin(\frac{\pi}{2} - x)$, for example. My strategy is probably just wrong. Where to go from here?","['algebra-precalculus', 'trigonometry']"
1200707,$T$ linear operator s.t. $\lim\limits_{n\to\infty}x_n{=}0_X$ $\Longrightarrow$ $\lim\limits_{n\to\infty}T(x_n){=}0_Y$ then $T$ is bounded,"Let $X$ and $Y$ be two normed spaces, with $X$ a reflexive space.
I suppone that $T:X\rightarrow Y$ is an operator such that: $\lim\limits_{n\to\infty}x_n{=}0_X$ $\Longrightarrow$ $\lim\limits_{n\to\infty}T(x_n){=}0_Y$. I have to prove that $T$ is bounded. Here is my attempt: If $X$ is reflexive, I know that every bounded sequences in $X$ have a subsequence $\{ x_{n_k} \}$ such that $T(\{ x_{n_k} \})$ converges in $Y$. For the sake of contradiction I assume that $T$ is not bounded so there exists a vector $y_n$
such that $\| y_n\| \leq 1$ but $ \| T y_n\| > n^3$. Now let $x_n=\frac{1}{n} y_n$. I have proved in this way that exists a sequence $ (x_{n})_{n \in \mathbb{N}} $ in $ X $ that converges in norm to $ 0_{X} $ (therefore $(x_n)$ is bounded)  but for which $ \| T(x_{n}) \|_{Y} \geq n^{2} $ for all $ n \in \mathbb{N} $. So I have a contraddiction Is my solution correct? Moreover I was wondering if it necessary here the hypothesis that $X$ is a reflexive space. Is there a way to prove this proposition without it? Any help  will be greatly appreciated.","['solution-verification', 'functional-analysis', 'normed-spaces']"
