question_id,title,body,tags
1088732,Find a and b of $x^3+ax^2+bx−26=0$,"I am doing practise papers and one of the questions is: The cubic equation $x^3+ax^2+bx−26=0$ has $3$ positive, distinct,
  integer roots. Find the values of $a$ and $b$ The mark scheme says: $3$ roots are $1, 2, 13$. Equation is $x^3-16x^2+41x-26=0$ I'm guessing this has something to do with the factor theorem thing where $x-a$ is a factor if $f(a)=0$ but with 3 unknowns I don't get how you find any of these. I tried just putting $x$ as $1$: $$
1^3+a+b-26=0
$$
$$
a+b=25
$$
then doing the same with $2$:
$$
2^3+4a+2b-26=0
$$
$$
4a+2b=18
$$
and after subsituting the two equations I got the answer of a $a=-16$ and $b=41$. However, I realised this was just by chance that these numbers were factors (it didn't work with $x=3$ for example). What is the proper way to solve this?","['factoring', 'cubics', 'algebra-precalculus']"
1088742,Are reference angles also coterminal angles?,"It would seem reference angles end up on the same terminal ray, so wouldn't it be safe to assume that reference angles are also coterminal angles by classification? Thank You","['trigonometry', 'algebra-precalculus']"
1088758,Defining a sheaf of differential operators,"I have two questions related to the coordinate-free definition of $\mathcal{D}$ -modules provided in Ginzburg's notes (see pages 24-25): Exercise 2.1.13 says that Diff( $M,M$ ) is almost-commutative, i.e. that the associated graded ring $A$ is commutative. But the zeroth graded piece is simply $A$ -linear homomorphisms from $M$ to $M$ , in which composition $f\circ g$ need not be commutative in general. What am I missing? We define $\mathcal{D}(\mathcal{M},\mathcal{N})$ (for $\mathcal{M},\mathcal{N}$ coherent) on $X$ by defining it on the basis of open affines of $X$ by $$\Gamma(U,\mathcal{D}(\mathcal{M},\mathcal{N}))=\text{Diff}_{\mathcal{O}(U)}(\mathcal{M}(U),\mathcal{N}(U)).$$ How do the details work out? I'm confused, in particular, about how to construct the restriction maps $$\rho_{VU}:\text{Diff}_{\mathcal{O}(U)}(\mathcal{M}(U),\mathcal{N}(U))\to \text{Diff}_{\mathcal{O}(V)}(\mathcal{M}(V),\mathcal{N}(V)).$$ Is the coherence hypothesis on $\mathcal{M},\mathcal{N}$ needed/used here? Thanks.","['modules', 'algebraic-geometry', 'd-modules']"
1088780,Proving that the solutions of a system of ODE $\frac{dx}{dt}=-\nabla V(x)$ are defined for all positive time.,"Let $V:\mathbb{R}^n \to \mathbb{R}$ s.t $V\in C^2$ and $\lim_{x\to \infty} V(x)=\infty$. Prove that the system: 
$$\frac{dx}{dt}=-\nabla V(x)$$ 
has defined solutions for all positive time. My questions: is the hypothesis right? How can I use the limit? Also, thanks for any suggestions.","['ordinary-differential-equations', 'real-analysis']"
1088782,Covariant derivative and geodesic,"Let $f: U \subset \mathbb{R}^2 \rightarrow \mathbb{R}^3$ be a surface patch. Then if we have two vector fields $$X = \sum_i \xi^i \frac{\partial f}{\partial u^i}$$ and $$Y = \sum_i \eta^i \frac{\partial f}{\partial u^i}$$ the covariant derivative is given by $$\nabla_X Y:= \sum_{i,k} \xi^{i} \left( \frac{\partial \eta^k}{\partial u^i} + \sum_j \Gamma_{i,j}^k \eta^j\right)\frac{\partial f}{\partial u^k}$$ Now my question is: If I have a curve $\gamma: I \rightarrow U$ and $c:=f \circ \gamma,$ then my textbook claims that $$\nabla_{c'}c' = \sum_{i,k} \dot{u}^{i}(t) \left( \frac{\partial \dot{u}^{k}(t)}{\partial u^i} + \sum_j \Gamma_{i,j}^k \dot{u}^{j}(t)\right)\frac{\partial f}{\partial u^k}$$ Although I don't know what this function $u$ should actually denote, this equation looks somehow wrong, as $\dot{u}$ is a function of $t$ but is differentiated with respect to $u^{i}$, which does not make sense to me. Could anybody explain this to me? So I have essentially two questions: 1.)  How is $u$ defined? 2.) How does this equation follow from the definition of the covariant derivative and why is the derivative of $\dot{u}$ with respect to $u^{i}$ not zero?","['calculus', 'differential-geometry', 'geodesic', 'real-analysis', 'analysis']"
1088801,Weak formulation for nonhomogeneous problem $-\Delta u = 0$,"I am wondering about the definition of weak solution to the nonhomogeneous problem
$$-\Delta u = 0 \text{ in }\Omega$$
$$u = g \text{ in }\partial\Omega$$
given $g \in H^{\frac 12}(\partial\Omega)$. It should be something like: $u \in H^1(\Omega)$ satisfies
$$\int_\Omega \nabla u \nabla v - \int_{\partial\Omega} v \partial_\nu u = 0\quad\text{for all $v \in H^1(\Omega)$}\tag{1}$$
and $\gamma(u) = g$ where $\gamma$ is the trace operator. Edit : as suggested by Tomas, the normal derivative is not defined for $H^1$ functions. So I am not sure what the natural weak formulation should be for this problem. I could test with $H^1_0$ functions instead, but this seems unnatural and we obtain a mixed bilinear form. Let $G$ extend $g$, and consider the homogeneous problem
$$-\Delta w = \Delta G \text{ in }\Omega$$
$$w = 0 \text{ in }\partial\Omega$$
This is well-posed via Lax-Milgram and we have $w \in H^1_0(\Omega)$ such that
$$\int_\Omega \nabla w \nabla \varphi = -\int_\Omega \nabla G \nabla \varphi$$
for all $\varphi \in H^1_0(\Omega)$.
So then set $u=w+G \in H^1(\Omega)$, then $\gamma(u) = g$ and $u$ satisfies
$$\int_\Omega \nabla u\nabla \varphi = 0\quad\text{for all $\varphi \in H^1_0(\Omega)$.}$$ How do I reconcile this with what I think should be the weak form $\text{(1)}$? Notice the different spaces the test functions lie in.","['sobolev-spaces', 'functional-analysis', 'partial-differential-equations']"
1088803,A better resource for vector calculus than Stewart?,"I took the Math GRE Subject Test last October and tried to relearn vector calculus via the current edition of Stewart's text. I thought, to put it lightly, that the exposition was atrocious and unmotivated, with too much of a focus on memorizing the equations needed to solve problems. I did do well on the calculus questions on the Subject Test [I think], but if I need to teach myself vector calculus again, I can't use Stewart to do it. What do you all recommend for a good rigorous, motivational text on vector calculus? I need the book to cover Green's Theorem [which I've noticed, for example, Kline's text does not cover]. [This is one of those times that I wished Spivak covered vector calculus.]","['multivariable-calculus', 'reference-request', 'vectors']"
1088826,Picard's theorem applied to $f^n + g^n =1$,"So I have the following problem. Part 1 is just to state Picard's theorem, so for that we have that any entire holomorphic function takes on every value with possibly one exception. Part 2 is to show that for $n\geq 2$ there are no nowhere vanishing and nonconstant entire functions $f, g$ such that $f^n+g^n=1$ The proof of that goes as follows. $f^n$ is entire, and $f^n=1-g^n$. Since $g\neq 0$, $g^n\neq 0$ hence $f^n \neq 1$ hence $f^n$ is an entire function omitting both $0$ and $1$, contradiction. The final part is assume that $n>2$. Find all the solutions $f$ and $g$ to $f^n+g^n=1$ in the ring of entire functions. The hint is to transform the problem to the setting of meromorophic functions  on the complex line, but I don't know how to proceed. Thanks for any help!","['complex-numbers', 'complex-analysis']"
1088848,Multiplication Operation,"I am a father of two young boys and I looks forward to exploring mathematics with them for as long as they will let me :-). I would really like for them to have a deeper understanding of mathematics than what I had when I was a young student. As I think about how I might approach some of the topics, there is one that remains particularly unclear to me to this day - the multiplication operation. Now I do not have a strong background in mathematics (e.g. never had a course in abstract algebra), so please forgive me if some things that I say are off - maybe  even way off. I have seen that there have been debates online as to what multiplication is, and how to teach it to students.  Often the discussion turns into interpretations of multiplication (e.g. repeated addition, scaling, etc.) but the discussions/debate from this approach seem to be fruitless. Other times properties of multiplication are discussed, but often the properties are the same as those found under different types of operations. Integer multiplication may be associative, but so is integer addition - leaving me no more informed about the unique and universal thread for the concept of multiplication. From my perspective, I am most confused by the many definitions for the multiplication operation depending on the type of objects of interest (real numbers, complex numbers, matrices, etc). I always think to myself, ""why would mathematics allow the same name to be associated with multiple definitions?"". It seems like there must be something that all the definitions must have in common. Surely, not just any binary operation on a set of objects can be labeled multiplication on a whim...or can it? So this is my question, is there a characterization of the multiplication operation that holds true for all operations labeled multiplication, that it is agreed on within the academic community, and is unique enough to be able to distinguish it from other operations (namely addition)? If so, please do share. And if not, how would you explain why the same term has various definitions in mathematics to students learning about operations like multiplication? From my limited mathematical knowledge, it appears that the only thing in common with different definitions of multiplication on different objects is that that they all rely on the use of the addition operation in their construction. So perhaps the term addition is used to reference an operation for a set of objects that is considered to be the simplest method for combining/connecting two objects in a set, and multiplication is a more complex method for  doing so (perhaps based on the use of simpler operations, like addition, already defined for the set). But, I would prefer that my discussion with my sons not rely on my experience. Hence, the reason for the post. Many thanks for taking the time to review my write up and I look forward to any insight that may be offered.","['soft-question', 'abstract-algebra', 'definition']"
1088853,Prove that a presheaf is a sheaf,"Let $X$ be a variety. Show that if $X$ is irreducible, then the constant abelian presheaf $\mathcal{F}$ with $\mathcal{F}(U)=\mathbb{Z}$ for every nonempty open subset $U\subseteq X$ and $\mathcal{F}(\emptyset)=0$ is a sheaf. Any leads? What does the word ""constant"" means here?",['algebraic-geometry']
