question_id,title,body,tags
3602149,A product sequence,"Evaluate $$\frac{\prod_{i=1}^n[(2i-1)^4+ 1/4]}{\prod_{i=1}^n[(2i)^4+ 1/4]}$$ First I thought I would multiply both the numerator and the denominator by the denominator itself.
Now, I am unable to evaluate the series.
I would appreciate innovative ideas to evaluate this product.",['sequences-and-series']
3602223,Is Integral is considered defined even when one method gives defined results and other undefined results,"something that I found confusing me.
Lets see for example the follow integral: $$\int_{A}^{B}e^{t\cdot x} \cdot dx=\left[\frac{e^{t\cdot x}}{t}\right]_{A}^B=\frac{e^{t\cdot B}-e^{t\cdot A}}{t}$$ From this results we may conclude that for $t=0$ , the integral is undefined: $$\frac{e^{t\cdot B}-e^{t\cdot A}}{t}=\frac{1-1}{0}=\frac{0}{0}$$ but from the other hand, if we evaluate the integral again for this case of $t=0$ , then we get a defined results: $$\int_{A}^{B}e^{t\cdot x} \cdot dx=\int_{A}^{B}e^{0\cdot x} \cdot dx=\int_{A}^{B}1\cdot dx=B-A$$ So is this integral is defined for $t=0$ or not?",['integration']
3602326,"Evaluate $\lim\limits_{x\to \infty} \frac{\int_0^x \left(\arctan t \right)^2\,dt}{\sqrt{x^2+1}}$","Evaluate $\lim\limits_{x\to \infty} \frac{\int_0^x \left(\arctan t \right)^2\,dt}{\sqrt{x^2+1}}$ My attempt was to start doing the integral by parts but at some point it just didn't work. Is there a simple way to do it ? Any help will be appreciated ! ( also, this is a highschool problem, so i would like to see some hints at that level) .","['limits', 'calculus', 'definite-integrals']"
3602439,Tree-planting problem with pagoda functions (from PROMYS),"This question has been asked before, at least twice by people who were trying to cheat on the PROMYS Europe 2020 Application, and once in a question closed because the OP showed no effort. I haven't been able to solve it, so I'm going to to ask it again.  PROMYS applications have closed, and I hope the effort shown below is enough to keep this question from being closed. The Mathematical Forest is grown in a two-dimensional plane, where
  trees can only grow on points with integer coordinates. To start with,
  there are no trees at all. The foresters plant the first tree at $(0,0)$ . Each year, they carry out tree planting according to the
  following rule. If there is a tree on the point (𝑚,𝑛) but there are
  no trees on the points $(m+1,n)$ and $(m,n+1)$ , then they can choose
  to remove the tree on $(m,n)$ and plant new trees on the points $(m,n+1)$ and $(m+1,n)$ . For an integer $k\geq1$ , the $k$ th diagonal
  consists of all points $(m,n)$ with $m+n=k−1$ . Is it possible for the
  foresters to arrange their planting so that eventually there are no
  trees on the first $2$ diagonals? What about the first $3$ diagonals? $4$ diagonals? Can you generalize? It's easy to get to a position with no trees on the first two diagonals.  (It only takes $4$ plantings.)  I can prove it's impossible to reach a position with no trees on the first $4$ diagonals, and I believe it's impossible to reach a position with no trees on the first $3$ diagonals, but I can't prove it. For the $k=4$ case, I used a pagoda function, as in a peg solitaire problem.  For $k=1,2,3,\dots$ define the potential of a tree on the $k$ th diagonal as $\frac1{2^{k-1}}$ , and the potential of the forest as the sum of the potentials of all the trees in it.  When a tree of potential $\frac1{2^{k-1}}$ is removed, it is replaced by $2$ trees of potential $\frac1{2^k}$ so the potential of the forest never changes.  Initially, the potential of the forest is $1$ . Since there are $k$ trees on diagonal $k$ , the potential of all points beyond the fourth diagonal is $$\sum_{k=5}^\infty\frac k{2^{k-1}}=\frac34<1,$$ so it is impossible that there are no trees on the first $4$ diagonals. The potential of the fourth diagonal is $\frac12$ , so this argument doesn't show that it's impossible to have no trees on the first $3$ diagonals.  I've done a lot of experimenting, though, and I believe that the statement is true.  (I even wrote a little computer game so I could experiment quickly.)  The best I've been able to do is to get down to one man on the third diagonal. The black circles are trees eligible for removal, and the gray circles are other trees.  You can see that there is a ""traffic jam"" in front of the lone tree on diagonal $3$ , and there seems to be no way to clear it. I've been trying to come up with an argument that reflects this traffic jam, but I haven't been at all successful. We know that after $n$ removals there are $n+1$ trees, and I've been trying to prove somehow that they can't all be sufficiently far from the origin to allow all trees to get past diagonal $3$ , but I haven't come close. In the diagram above, if the tree at $(1,1)$ were moved to $(0,2)$ , and the tree at $(1,2)$ were moved to $(2,0)$ , then it would be possible to remove the tree at $(0,2)$ , emptying the second diagonal.  In the fictitious position, we still have one tree on diagonal $2$ and two on diagonal $3$ . So, I think an argument along the lines I was trying cannot just be concerned with the distance from the origin; it must somehow take into account how the trees interfere with one another.  I haven't been able to do this. I'd be grateful for solutions, hints, or counterexamples. I wasn't really sure what tags to attach.  Please add any that seem appropriate.","['contest-math', 'recreational-mathematics', 'discrete-mathematics']"
3602490,Categories where possible automorphism groups are not understood.,"In many categories, such as the category of graphs or topological spaces, every group appears as an automorphism group of an object in that category. This certainly isn't true for all categories, even in cases when one might expect it; see Is every group the automorphism group of a group? for an example. Is there any category (ideally one that people care about) where it is unknown whether this property holds, or at least, a category where the collection of groups which do appear as automorphism groups is poorly understood?","['automorphism-group', 'group-theory', 'category-theory']"
3602546,Use group theory to calculate $9^{74} \pmod {13}$. [duplicate],"This question already has answers here : Mod of numbers with large exponents [modular order reduction] (3 answers) Closed 4 years ago . By Fermat's theorem (or more generally by Euler's totient function theorem), for $p$ prime, any nonzero element $a$ of $Z/pZ$ satisfies: $$a^{p-1}\equiv1 \mod p$$ Hence, in this case, we have $$9^{74}=(9^{12})^69^2$$ Applying the theorem: $$9^{12}\equiv1 \mod 13$$ So $$9^{74}\equiv9^2 \mod 13$$ And now, if I'm doing the math correctly, $$81=(13)(6)+3$$ So $$81\equiv3 \mod 13$$ Is this correct?","['group-theory', 'abstract-algebra']"
3602599,Proving $(\sin x)^{\sin x}<\cos x$ for $0<x\leq\frac{2\pi}{9}$,"Prove that $$(\sin x)^{\sin x}<\cos x$$ for $0<x\leq\frac{2\pi}{9}$ . My try was to do $\sin x\log\sin x-\log\cos x<0$ So I did $f(x)=\sin x\log\sin x-\log\cos x$ and $f'(x)=\cos x\log\sin x+\cos x+\cot x$ , but I don't know what to do now.","['proof-explanation', 'trigonometry', 'inequality']"
3602618,Construct best case example for quick sort with n = 15 [closed],"Closed. This question does not meet Mathematics Stack Exchange guidelines . It is not currently accepting answers. This question is not about mathematics, within the scope defined in the help center . Closed 4 years ago . Improve this question So the question is to construct a best case example for Quick Sort with 15 elements n = 15, hopefully somebody could give me a second opinion to whether this is the best case for this Quick Sort implementation. The way the algo works for this exercise is that pivot will always be the last element. Now as you will see in the picture we have a (j). (j) will be at first position initially. If value at that position is smaller than pivot, it will move to next element.(what actually happen is that it switches with the element itself but since the element is at same position nothing happened). Now if let say the value at (j) is larger than pivot then (j) stays where it is waiting for next element that is smaller than pivot then (j) and that element will switch. Lastly, the pivot will switch position with the j element. You may wonder why we still consider for when p(begining element) == q (last element) but that is just the way this exercise is Ex:(G(1,1), G(3,3),...) in these case we still call the function but will do nothing. Hint teacher gave was: best case has to do with the least number of exchanges in a partition when comparing with the pivot M. My thinking was to construct it bottom up and make sure both side of the tree will always equal hence prevent situtation when the pivot wont go into the middle but stay at side (aka list is almost sorted and we have a tree that is skewed to one side) Thank you for helping out!","['computer-science', 'discrete-mathematics', 'algorithms']"
3602620,Reference Request: Good book on parameter estimation for stochastic processes,"I have to do some work where I need to estimate the parameters for a poisson process and a Hawkes process from data. I was looking through some of my old probability and stochastic processes textbooks, but I really could not find much on the actual parameter estimation of these process. I checked Grimmett and Stirzaker and the Sheldon Ross' Probability Models book, but they don't reference much on parameter estimation, etc. The Vere-Jones book on point processes as a bit more info, but not really fully fleshed examples. It seems a bit odd that there is not more on numerical methods and estimation of parameters for stochastic processes? Since there is so much theory on the numerical issues surrounding numerical estimation of say ordinary differential equations and partial differential equations, I assume numerical estimation would be a popular topic for stochastic processes too. There are a number of books on estimating Stochastic Differential Equations, but they don't seem to cover other stochastic processes--as far as I could see. I am curious if I am just looking in the wrong places, or if there is just a lack of materials? Seems like maximum likelihood would be a simple enough method to fit parameters for some of these models, but there could be numerical computing issues that I am not thinking of. I can certainly envision numerical computing issues cropping up in the case of continuous time stochastic processes--that need to be approximated by some discrete scheme. What about having lots of zeros, or the potential for big jumps--these things might generally throw off the optimization routine for a given model. So any good reference on parameter estimation for different types of stochastic processes would really be appreciated. Thanks.","['statistics', 'poisson-distribution', 'stochastic-processes', 'numerical-methods', 'probability']"
3602668,"Spivak Chapter 10, Problem 29 : why is this true?","The problem is as follows (verbatim) : 
Prove that it is impossible to write $x = f(x)g(x)$ where $f$ and $g$ are differentiable and $f(0)=g(0)=0$ . I rephrased the question as I realized it wasn't optimally worded : Prove that it is impossible to write $x = f(x)g(x)$ for all $x \in \mathbb R$ , where $f$ are $g$ are differentiable on $\mathbb R$ and $f(0)=g(0)=0$ . I proved this by differentiating both sides of $x = f(x)g(x)$ , which gives $1 = f'(x)g(x) + f(x)g'(x)$ ; thus when $x=0, f'(0)g(0) + f(0)g'(0) = 0 \neq 1$ . However, this proof doesn't give me much insight on why this particular exercise is true. I am really interested in seeing a more intuitive explanation, but here are some of my attempts/hypotheses : $f'(x)g(x) + f(x)g'(x)$ is constant when $f$ or $g$ is constant. However, WLOG, if $f(x) = 0$ , then we will have to divide by zero in order to get a function $g$ such that $x = f(x)g(x)$ . If we define $f(x) = \frac{x}{g(x)},$ then clearly if $g(x) = 0$ then $f$ is not even continuous at $x=0$ , so $f$ would not be differentiable on $\mathbb R$ . I am more or less looking for a graphical(?), intuitive explanation. Thank you for your help!","['calculus', 'real-analysis']"
