question_id,title,body,tags
1468410,"If $t = \tan (x/2)$, find expressions for $\sin x, \cos x$ in terms of $t$. Hence, solve the equation $3\sin x - 4\cos x = 2$.","If $$t = \tan \frac{x}{2},$$ find expressions for $\sin x, \cos x$ in terms of $t$. Hence, solve the equation $$3\sin x - 4\cos x = 2.$$ Attempt: I have been solving a lot of trig questions lately but this is different. I don't know how to approach this. I'm thinking of getting $\sin x$ and $\cos x$ from $\tan x$ and replacing in the equation but not sure how because of the $t$. Help please.",['trigonometry']
1468424,Proof: Product of Expectation of two independent random variables!,"Consider two independent Random variables A, and B, now I know that, E[A+B] = E[A] + E[B] , E[AB] = E[A] * E[B] . I am looking for a prove of these properties, I am successful in proving the first one, but I am unable to prove the 2nd property. Can anyone throw some guideline, or a starting point for the second proof? Regards,","['probability', 'random-variables', 'expectation']"
1468484,Under what conditions can a collection of sets be turned into a pairwise disjoint collection of sets?,"I am looking at the construction of the Lebesgue measure, and the following doubt came up. When defining the outer Lebesgue measure, we let
$$m\left(\bigcup_{k \in \mathcal{K}}I_k\right) = \sum_{k \in \mathcal{K}} m(I_k)$$
for any countable pairwise disjoint collection of intervals $\{I_k \mid k \in \mathcal{K}\}$, thus satisfying the countable additivity requirement. Now I want to argue that this definition also works for any countable collection of intervals, not just pairwise disjoint ones. My understanding is that the standard construction is the following. Given a countable collection $\mathcal{A} = \{A_1, A_2, A_3, \dots\}$, we can construct $\mathcal{B} = \{B_1, B_2, B_3, \dots\}$ by
$$B_n = A_n \cap \left(\bigcap^{n - 1}_{i = 1} (A_i)^c\right).$$
Then we have $\bigcup_i A_i = \bigcup_i B_i$.
So back to the outer measure, if we have a countable collection $\mathcal{I}$ of intervals, then we can use the previous procedure to construct a countable pairwise disjoint collection $\mathcal{I}'$ such that
$$m\left(\bigcup \mathcal{I}\right) = m\left(\bigcup \mathcal{I}'\right).$$ My question is whether my understanding of this is correct, and under which conditions the construction holds. I guess we have to have closure under intersection for the construction to hold, but is there anything else?","['lebesgue-measure', 'elementary-set-theory']"
1468485,Seeking a combinatorial proof $\sum\limits _{k=0}^n (n-2k)^2\binom{n}{k}=n\times 2^n$ [closed],"Closed. This question is off-topic . It is not currently accepting answers. This question is missing context or other details : Please improve the question by providing additional context, which ideally includes your thoughts on the problem and any attempts you have made to solve it. This information helps others identify where you have difficulties and helps them write answers appropriate to your experience level. Closed 6 years ago . Improve this question I would appreciate if somebody could help me with the following problem Q: Seeking a combinatorial proof $(\binom{n}{k}=\frac{n!}{k! (n-k)!}
)$ $$\sum _{k=0}^n (n-2 k)^2 \binom{n}{k}=n\times
 2^n$$","['combinatorial-proofs', 'summation', 'binomial-coefficients', 'combinatorics']"
1468492,Where is the Hausdorff condition used?,"Here https://en.m.wikipedia.org/wiki/Continuous_functions_on_a_compact_Hausdorff_space It says that the space $C(\Omega)$ is a normed space if $\Omega$ is a compact hausdorff space. But why do we need the Hausdorff condition? Compactness gives that the sup norm for each function is finite. And the other normed properties seems to follow the same way they do if $\Omega=[0,1]$? Also,  is the space $C(\Omega)$ complete? It seemed like it was when i mimicked the proof for the special case $[0,1]$. However wikipedia didn't mention completeness. And does this question depend on the hausdorff condition?","['functional-analysis', 'real-analysis', 'general-topology']"
1468524,Multivariable continuity in ball,"How do you show continuity for ball-based functions such as
$$f:B[(0,0),1)]\rightarrow\mathbb{R}, \space f(x,y) = \sqrt{(1-(x^2+y^2)}$$","['continuity', 'multivariable-calculus']"
1468525,"how many permutations of {1,2,...,9}","How many permutations of {1,2,…,9} are there such that 1 does not immediately precede 2, 2 does not immediately precede 3, and so forth up to 8 not immediately preceding 9? One obvious example of such a permutation might be 987654321, but there are many others, such as 132465879 or 351724698.","['discrete-mathematics', 'combinatorics', 'permutations']"
1468536,Show $\{ a_n-b_n\} \rightarrow 0$ then $\{b_n\} \rightarrow L$,"Suppose ${a_n}$ and ${b_n}$ are sequences with $\{a_n\}\rightarrow L$. Show $\{ a_n-b_n\} \rightarrow 0$ then  $\{b_n\} \rightarrow L$ Not sure if my proof is sufficient. Proof Since $\lim{a_n}=L, \exists N_1 $ for $n>N_1$ $|a_n - L| < \epsilon$ Now suppose $\lim{a_n - b_n} = 0, \exists N_2 $ for $n>N_2$ $|(a_n - b_n) - 0| < \epsilon \Rightarrow |a_n-b_n|<\epsilon$ $\Rightarrow a_n - b_n < \epsilon \Rightarrow a_n<\epsilon + b_n \Rightarrow a_n-L < \epsilon + b_n - L$ Thus $|a_n - L| < \epsilon + b_n - L$ Let $M = max\{N_1,N_2\}$ and $n>M$ Then, $|a_n-L+L-b_n| \leq |a_n-L| - |b_n-L| < \epsilon + b_n
- L -|b_n - L| = \epsilon$","['limits', 'real-analysis']"
1468538,Exterior Derivative in overlapping charts,"Given a smooth manifold $M$, say of dimension $n$ and two charts $ (U,x)$ & $ (V,y)$, I want to prove that if $U \cap V \neq \emptyset $, then the exterior derivatives $d_x$ and $d_y$ coincide in $ U \cap V$. For this, there is a Lemma (8.36) in Jeffrey Lee's Manifolds and Differential Geometry that says that if I have two natural graded derivations of the same degree defined on the same set (such as $d_x$ and $d_y$ in $ U \cap V$), and they coincide when applied to smooth functions and exact forms, then they are equal. If $\alpha$ is an exact form, then $\alpha = d\beta$ for some differential form $\beta$. The exterior derivative $d$ satisfies that $d \circ d = 0$, so $d_x\alpha = d_y\alpha = d \circ d \beta = 0 $. Now, given a smooth function $f \in C^\infty(U \cap V)$, I want to show that $d_xf = \sum_i \partial f/\partial x^i dx^i = \sum_i \partial f/\partial y^i dy^i = d_yf$, but I don't know how. I only know that $\partial f/\partial x^i = \sum_k \partial f/\partial y^k \cdot \partial y^k/\partial x^i$.","['differential-geometry', 'smooth-manifolds', 'differential-forms']"
1468609,Find number of functions such that $f(f(a))=a$,"Let X ={1, 2, 3, 4}. Find the number of functions $f : X \rightarrow X$ satisfying $f(f(a)) = a$ for all $1 \le a \le 4$. I took the $f(x) =x$ and, then there are 1 possibilities. But answer is given as 10. How is it 10?","['permutations', 'combinatorics', 'functions']"
