question_id,title,body,tags
3154887,Walter Rudin's mathematical analysis: theorem 2.43. Why proof can't work under the perfect set is uncountable.,"I found several discussions about this theorem, like this one . I understand the proof adopts contradiction by assuming the perfect set $P$ is countable. My question is if the assumption is $P$ is uncountable, the proof seems remains the same, i.e., the $P$ can't be uncountable either. In other words, I think whatever the assumption is, we can draw the contradiction in any way. I don't understand in which way the uncountable condition could solve the contradiction in the proof.","['analysis', 'real-analysis']"
3155001,"A function being ""finite"" over a point on non-normal schemes?","I recently came across a remark about Cartier divisors in a textbook on algebraic geometry. I'm not sure how to interpret the remark. I've attached the previous paragraph as well for context. The phrasing I am confused about is ""thus the function $f$ may be finite over a point"". What exactly is meant by this, and why does it follow from the previous sentence about $f$ being integral? Does this mean finite as a morphism of schemes? A morphism to where though, the spectrum of the residue field? For reference, this is from page 139 of Mumford & Oda. A draft electronic copy is available here (on Mumford's web page) in which the remark appears on page 109.","['divisors-algebraic-geometry', 'algebraic-geometry', 'commutative-algebra', 'sheaf-theory']"
3155024,Side length of a quadrilateral incribed on a circle,"I've been doing math for 10 years now, yet every so often I get stumped by a ""basic"" high school question. This is one of those times. Here's the question: Part a is easy; we apply the cosine rule to the angle $92^\circ$ . I don't understand how to use the sine rule to find $CD$ . I managed to find it using the cosine rule; draw a line between $BD$ and use this as the ""main"" length in the cosine rule. The other two lengths are $5cm$ and $CD$ . You end up with a quadratic involving $CD$ that can be solved. But I don't understand how to use the sine rule to do this. Ideas anyone?","['quadrilateral', 'trigonometry', 'circles', 'geometry']"
3155070,Deforming a linear map a little preserves surjectivity,"Let $X$ be a Banach space, and $A: X\to X$ be a surjective linear map. Define $$\eta(A) = \{\lambda\in \mathbb{C}: A - \lambda I \text{ is surjective}\}$$ where $I: X\to X$ is the identity. Show that $\eta(A)$ is an open subset of $\mathbb{C}$ . This is a problem from a graduate qualifying exam and I'm a bit stuck on it—it suffices to show that a neighborhood of $0$ in $\mathbb{C}$ is contained in $\eta(A)$ . My initial idea was something like ""given $Ax \in X$ , consider $y\in A^{-1}(Ax + \lambda x)$ . This $y$ should under $A - \lambda I$ map to someone close to $Ax$ , if $\lambda$ is small. Then we use the difference between $Ay - \lambda y$ and $Ax$ to adjust $y$ . We repeat and hope we get convergence"". And that's about all I've got so far, but it requires the open mapping theorem, which requires $A$ to be continuous. Can the problem even be done without the continuity of $A$ ? Any help is appreciated, regarding whether the problem is possible without the continuity of $A$ and how actually to prove the result. Edit: this is Problem 6 of UCLA’s analysis qual from Spring 2007.",['functional-analysis']
3155091,Q: Help to understand simple probability problem from Kahneman 'Thinking fast and slow',"I'm new to statistics and I'm trying to solve this easy problem. Unfortunately I can't find a solution that would confirm that scenario with 4 same coloured marbles is six times more likely than the other one. Here's the problem from Kahneman's book: Imagine a large urn filled with marbles. Half the marbles are
  red, half are white. Next, imagine a very patient person (or a robot)
  who blindly draws 4 marbles from the urn, records the number of red
  balls in the sample, throws the balls back into the urn, and then does
  it all again, many times. If you summarize the results, you will find
  that the outcome “2 red, 2 white” occurs (almost exactly) 6 times as
  often as the outcome “4 red” or “4 white.” My solution (I assumed that there are 10k marbles in total): probability of drawing 4 marbles with same colour: 5000/10000 * 4999/9999 * 4998/9998 * 4997/9997 = 6,25% there are two combinations (rrrr, wwww), so: 6,25% * 2 = 12,49% probability of drawing 2 marbles of each colour: 5000/10000 * 4999/9999 * 5000/9998 * 4999/9997 = 6,25% here we have six combinations (wwrr, rrww, wrrw, rwwr, rwrw, wrwr): 6,25% * 6 = 37,51%","['statistics', 'probability']"
3155143,Show that $c(S) = \{a\in G : a\in gSg^{-1}\ \forall g\in G\}$ is normal in $G$,"Question : Let $G$ be a group, $S \leq G$ , and define $$c(S) := \{a\in G : a \in gSg^{-1}\ \textrm{for all}\ g\in G\}$$ Show that $c(S)$ is a normal subgroup of $G$ contained in $S$ Attempt : I have been able to show that $c(S)$ is a subgroup of $G$ : Let $a$ , $b$ $\in c(S)$ . Then we have that $$
a\in gSg^{-1} \implies a = gs_{1}g^{-1}\ \textrm{for some}\ s_1\in S \\
b\in gSg^{-1} \implies b = gs_{2}g^{-1}\ \textrm{for some}\ s_2\in S
$$ Proceeding with the subgroup test: \begin{align}
ab^{-1} &= \left(g s_1 g^{-1}\right)\left(g s_2 g^{-1}\right)^{-1} \\
&= g s_1 g^{-1} g {s_2}^{-1} g^{-1} \\
&= gs_1{s_2}^{-1}g^{-1} \\
&\in gSg^{-1}
\end{align} So $c(S)\leq G$ . I'm struggling in particular with showing that $c(S)$ is normal in $G$ . I have so far attempted to show that $c(S)$ is closed under conjugation by elements from $G$ : Let $b\in c(S)$ . If $gbg^{-1}\in c(S)$ for all $g\in G$ , then $c(S)\triangleleft G$ : \begin{align}
b\in c(S) &\implies b = gsg^{-1}\ \textrm{for some}\ s\in S\textrm{, for all}\ g\in G. \\
&\implies gbg^{-1} = ggsg^{-1}g^{-1} = (gg)s(gg)^{-1}
\end{align} I'm not sure how to proceed from this point. I am also confused at the definition of $c(S)$ itself, I definitely do not have any intuition as to what the object $c(S)$ actually is. Edit (In response to Chrystomath's comment) : Let $b\in c(S)$ . Then $b = lhl^{-1}$ for fixed $l\in G$ , $h\in S$ .
Let $k$ be any element of $G$ : \begin{aligned}
kbk^{-1} &= k(lhl^{-1})k^{-1} \\
&= klhl^{-1}k^{-1} \\
&= (kl)h(kl)^{-1} \\
&\in gSg^{-1}
\end{aligned} Writing $g=kl\in G$ . My questions are: Was I correct in the way I showed that $c(S)\leq G$ ? How can I interpret the definition of $c(S)$ ? How do I show that $c(S)$ is normal in $G$ ? Thank you","['group-theory', 'normal-subgroups']"
3155166,"Can we expand ""induction principle"" to a partial order $(X, \leq)$?","We know that every infinite can be made well-ordered with an unknown order.
Also  we can expand the induction principle on any infinite set  in
the sense that
it can made well ordered.
Now partially ordered set may not be a well ordered set with respect
to the partial order.
Let a partially ordered set $(X, \leq)$ with respect to this particular
order $'\leq'$ and suppose that this partial order $'\leq '$ does not make the
set $X$ well-ordered. My question is- Can we expand ""induction principle"" to the partially order set $(X,\leq)$ keeping
in mind that $(X,\leq)$ is not well ordered? I have great confusion here.","['elementary-set-theory', 'order-theory']"
3155292,"Proving $(\bf x\times y\cdot N)\ z+(y\times z\cdot N)\ x+(z\times x \cdot N)\ y= 0$ when $\bf x,y,z$ are coplanar and $\bf N$ is a unit normal vector","Prove that if $\mathbf{x},\mathbf{y},\mathbf{z} \in \mathbb{R}^3$ are coplanar vectors and $\mathbf{N}$ is a unit normal vector to the plane then $$(\mathbf{x}\times\mathbf{y} \cdot \mathbf{N})\ \mathbf{z} + (\mathbf{y}\times\mathbf{z} \cdot \mathbf{N})\ \mathbf{x} + (\mathbf{z}\times\mathbf{x} \cdot \mathbf{N})\ \mathbf{y}=\mathbf{0}.$$ This is an elementary identity involving cross products which is used in the proof of the Gauss-Bonnet Theorem and whose proof was left as an exercise. I've tried it unsuccessfully. Initially I tried writing $\mathbf{N}=\frac{\mathbf{x}\times\mathbf{y}}{\| \mathbf{x}\times\mathbf{y}\|}=\frac{\mathbf{y}\times\mathbf{z}}{\| \mathbf{y}\times\mathbf{z}\|}=\frac{\mathbf{z}\times\mathbf{x}}{\| \mathbf{z}\times\mathbf{x}\|}$ and substituting into the equation to get $\| \mathbf{x}\times\mathbf{y}\|z +\| \mathbf{y}\times\mathbf{z}\|\mathbf{x}+\| \mathbf{z}\times\mathbf{x}\|\mathbf{y}=\mathbf{0}$ but then I realised these terms are only correct up to $\pm$ signs. You could write the norms in terms of sines of angles and divide by norms to get unit vectors with coefficients $\sin\theta,\sin\psi,\sin(\theta+\psi)$ (or $2\pi -(\theta+\psi)$ I suppose) but I don't know what to do from there, especially when the terms are only correct up to sign. Any hints how to prove this identity? Perhaps there is a clever trick to it but I can't see it. Edit: Maybe writing $\mathbf{z}=\lambda\mathbf{x}+\mu\mathbf{y}$ will help.","['cross-product', 'linear-algebra', 'vectors']"
3155399,Proof of $f\in L^1(\mathbb R)$ then $m\{x\mid |f|=\infty \}=0$. Is my proof correct.,"Let $f\in L^1(\mathbb R)$ . Then $f$ is finite a.e. I did the following proof and my teacher gave me a mark of $0$ . What I did is : Let $E=\{x\mid |f(x)|=\infty \}$ . We have that $$ \int_E|f|\leq \int_{\mathbb R}|f|$$ If $m(E)>0$ then $$\int_E|f|=\infty \cdot m(E)=\infty,$$ and thus $\int_{\mathbb R}|f|=\infty $ which is a contradiction. He says that $a\cdot \infty =\infty $ for $a>0$ is more a convention than something formal. After he justify that if my proof is valid, then someone could make the proof $$\infty \cdot m(E)=\int_E|f|\leq \int_{\mathbb R}|f|<\infty ,$$ and thus $m(E)=0$ . Which is not completely wrong, but with rigor $\infty \cdot 0$ is undeterminated. So he didn't accepted my proof. I'm a bit confuse because for me it's a complete valid proof. What do you think ?","['measure-theory', 'lebesgue-integral']"
3155438,Problem 2B.4 in Finite Group Theory by Isaacs,"Suppose a finite group $G$ has more than one Sylow-2 subgroup and any two intersects trivially. Show $G$ contains exactly one conjugacy class of involutions. Here are some of my thoughts: Suppose not, then there exist involutions $s,t$ such that they are not conjugate. $s,t$ generates a dihedral group $D_{2n}$ . $n$ is even since $s,t$ are not conjugate in $D_{2n}$ . If $n$ is not a power of 2, then $D_{2n}$ has more than one Sylow 2 subgroups and $D_{2n}$ are generated by them. But any two of the Sylow 2 subgroups of $D_{2n}$ has a nontrival intersection, and any two Sylow-2 subgroups of G intersects trivally, so all  Sylow 2 subgroups of $D_{2n}$ must lie in the same  Sylow-2 subgroup of $G$ . So $D_{2n}$ lie in a Sylow-2 subgroup of $G$ , this leads a contradiction. But what if $n$ is a power of 2?","['group-theory', 'abstract-algebra', 'sylow-theory']"
