question_id,title,body,tags
3789529,"Method to compute $\int_{\sqrt{2}}^{2} \int_{1}^{\sqrt{2}} \frac{(\log(\frac{xy}{2}))^2 (x^2+y^2) }{(x^2-y^2)^{2}}\,dx \,dy$","Can anybody give a hint, how to compute the integral analytically $$
\int_{\sqrt{\,{2}\,}}^{2}\int_{1}^{\sqrt{\,{2}\,}}
\log^{2}\left(xy \over 2\right)\,
{x^{2} + y^{2} \over \left(\,{x^{2} - y^{2}}\,\right)^{2}}
\,\mathrm{d}x\,\mathrm{d}y.
$$ Please, I am not looking for computer assisted proofs.","['integration', 'multivariable-calculus', 'multiple-integral']"
3789543,Observation and conjecture on Lychrel numbers,"A palindromic number (also known as a numeral palindrome or a numeric palindrome) is a number that remains the same when its digits are reversed. Consider a number $n>0$ in base $b\geq2$ , where it is written in standard notation with $k+1$ digits $a_{i}$ as: $${\displaystyle n=\sum_{i=0}^{k}a_{i}b^{i}}$$ with, as usual, $0\leq a_{i}<b$ for all $i$ and $a_{k}\neq0$ . Then $n$ is palindromic if and only if $a_{i}=a_{k-i}$ for all $i$ . Zero is written $0$ in any base and is also palindromic by definition. In this context, a Lychrel number is a natural number that cannot form a palindrome through the iterative process of repeatedly reversing its digits and adding the resulting numbers. It is conjectured that $196$ and other numbers that have not yet yielded a palindrome are Lychrel numbers, but no number in base 10 has yet been proven to be Lychrel. I was curious about the sequence of ""candidate Lychrel"" numbers, which can be found at https://oeis.org/A023108 . I tried to find some kind of pattern among them, and I found the following: every number of the form $99k-2$ is a candidate Lychrel for $1<k<9$ . This “curious” fact led me to check if some similar property ocurred for higher candidate Lychrel numbers, and I have checked that every number of the form $999k-1$ is a candidate Lychrel for $1<k<10$ excepting $k=5$ , which is a palindromic number; and every number of the form $9999k$ is a candidate Lychrel for $1<k<10$ . I have not checked further, only that $99999*2+1$ is also a candidate Lychrel. Clearly, it can be made the following rough conjecture: Conjecture . Let it be some number in base $10$ of  the form $n=999...9k-m$ . Let us denote with $j$ the number of ""9"" composing the form of $n$ . Then, if $1<{k}<9$ , $j\geq2$ and $m=4-j$ , $n$ is either a palindromic number or a Lychrel number. Any guess about the relationship between this clear pattern, and the dynamic of the add-and-reverse-digits process? Any counterexample to the conjecture? Thanks in advance!","['number-theory', 'recreational-mathematics', 'palindrome']"
3789544,Find smallest positive integer $n$ such that this particular group is isomorphic to a subgroup of $S_{n} $,"This is a problem of a masters exam for which I am preparing. Find the smallest positive integer $n$ such that $\mathbb{Z}/2\mathbb{Z}\times\mathbb{Z}/2\mathbb{Z} \times\mathbb{Z}/2\mathbb{Z}$ is isomorphic to a subgroup of $S_{n}$ . The structure of $\mathbb{Z}/2\mathbb{Z}\times\mathbb{Z}/2\mathbb{Z} \times\mathbb{Z}/2\mathbb{Z}$ is easy to see. But the problem arises on how can I be sure that a particular  group of permutations like $S_{4}$ or $S_{5} $ has a subgroup of element 8 or not. Then only I can think of its structure. So, my question is how I can be sure whether $S_{n} $ has a subgroup of specific order or not?","['symmetric-groups', 'group-theory', 'abstract-algebra']"
3789580,Calculate the distance of any point on the arc from the center of circle,"This is my first time posting so I hope my formatting is correct. Consider this, I have two circles, one big one small with radius $r_1$ and $r_2$ . The borders of both circles are touching. See image: Correct me if I'm wrong, I believe the angle from the center of the big circle is $2\arcsin\left(\dfrac{r_2}{r_1-r_2}\right)$ What I am actually interested in is subtracting the smaller circle from the larger circle, making a small channel like this: Is there an expression where I can find the radius of the bigger circle to any point of the arc of the channel? For the shortest distance is easy, basically just $r_1-2r_2$ . But what about all the other points? How do I go about calculating the distance to any point on the arc of the channel ? I can approximate it from the middle and approximate triangles within small steps but if there is a mathematical expression for it, that would be great. The ideal expression would have $r_1,r_2,\theta$ Thank you","['angle', 'circles', 'geometry', 'plane-geometry']"
3789586,Relating basis vectors at different points in a small neighborhood of a point in a manifold,"I'm reading a section [Core Principles of Special and General Relativity by Luscombe] on how the derivative of a basis vector in a manifold is related to connection coefficient. Quoting (the notation $A^{\alpha}_{\beta'}$ means $\partial x^{\alpha}/\partial x^{\beta'}$ - instead of using primed and unprimed variables, we use primed/unprimed indices to distinguish different bases): Consider the total differential of a vector field $\mathbf{t}=t^{\alpha}(x^1,\ldots,x^n)\mathbf{e}_{\alpha}$ (without specifying what "" $\text{d}$ "" means): $$\text{d}\mathbf{t}=\text{d}t^{\alpha}\mathbf{e}_{\alpha}+t^{\alpha}\text{d}\mathbf{e}_{\alpha}=\bigg(\frac{\partial t^{\alpha}}{\partial x^{\beta}}\text{d}x^{\beta}\bigg)\mathbf{e}_{\alpha}+t^{\alpha}\bigg(\frac{\partial\mathbf{e}_{\alpha}}{\partial x^{\beta}}\text{d}x^{\beta}\bigg)$$ The second term involves derivatives of vectors - the very quantiuty we're trying to formulate with the covariant derivative. We expect a change $\mathbf{e}_{\beta}\to\mathbf{e}_{\beta}+\text{d}\mathbf{e}_{\beta}$ under $x^{\alpha}\to x^{\alpha}+\text{d}x^{\alpha}$ because coordinate basis vectors are tangent to coordinate curves. We know that the manifold $M$ is locally flat. Thus in a sufficiently small neighborhood $p\in M$ there is a local inertial frame, the basis vectors of which are constants ; call them $\{\mathbf{e}^0_{\beta}\}$ . The coordinate basis $\{\mathbf{e}_{\alpha}\}$ in a neighborhood of $p\in M$ can be expressed in the basis $\{\mathbf{e}^0_{\beta}\}$ , $\mathbf{e}_{\alpha}(x)=A^{\beta'}_{\alpha}(x)\mathbf{e}^0_{\beta'}$ . Differentiating this formula (the $\mathbf{e}^0_{\beta'}$ are constants), $$\partial_{\mu}\mathbf{e}_{\alpha}=(\partial_{\mu}A^{\beta'}_{\alpha})\mathbf{e}^0_{\beta'}=(\partial_{\mu}A^{\beta'}_{\alpha})A^{\rho}_{\beta'}\mathbf{e}_{\rho}$$ where we've inverted the basis transformation, $\mathbf{e}^0_{\beta'}=A^{\rho}_{\beta'}\mathbf{e}_{\rho}$ Now this ""we know that the manifold $M$ is locally flat"" doesn't seem like a good enough explanation for why basis vectors at two different points were related by the transformation law. The book covers the explicit, mathematical derivation for why basis vectors in the same tangent space but under different charts $(U,x)$ and $(U',x')$ can be related by $\mathbf{e}_{\beta'}=A^{\rho}_{\beta'}\mathbf{e}_{\rho}$ . But in the above quote, basis vectors at different points, and hence belonging to different tangent spaces have been related by the exact same formula. Can anyone help me with a proper mathematical proof on how the same transformation law comes about in this context? Without that, "" $M$ is locally flat"" is a handwavy argument. Edit: For more context, I quote the text after the above quoted paragraph: Thus there is a three-index symbol , call it $\gamma^{\rho}_{\mu\alpha}\equiv(\partial{\mu}A^{\beta'}_{\alpha})A^{\rho}_{\beta'}$ , effecting the derivative of $\mathbf{e}_{\alpha}$ along the coordinate curve $x^{\mu}$ : $$\partial_{\mu}\mathbf{e}_{\alpha}=\gamma^{\rho}_{\mu\alpha}\mathbf{e}_{\rho}$$ which we note involves all other vectors of the basis. We'll show that $\gamma^{\nu}_{\alpha\mu}=\Gamma^{\nu}_{\alpha\mu}$ , the Christoffel symbols. [footnote: Many books define the connection coefficient with the above equation] While we invoked a physical argument to get to this point (spacetime manifold is locally flat), it's not necessary to do so. We'll reach the same conclusion once we define geodesic curves on a manifold, which in turn require parallel transport and the covariant derivative. It's all connected!",['differential-geometry']
3789594,When is the convolution between a Schwartz function and a smooth function again a Schwartz function?,"Consider a distribution $u\in\mathscr{S}'(\mathbb{R}^n)$ which is given by a smooth, polynomially bounded function $u$ , i.e. \begin{align}
u(f)=\int_{\mathbb{R}^n}u(x)f(x)~d^nx.
\end{align} for all $f\in\mathscr{S}(\mathbb{R}^n)$ . Furthermore, $u$ is such that $u\ast f\in\mathscr{S}(\mathbb{R}^n)$ for all $f\in\mathscr{S}(\mathbb{R}^n)$ . Does this imply $u\in\mathscr{S}(\mathbb{R}^n)$ ? My incomplete Idea: Choose $f$ in a way to probe the approximate value of $u$ in a given point and show that this is rapidly decreasing. For the derivatives choose $\partial^\alpha f$ for $\alpha\in\mathbb{N}^n$ .","['convolution', 'functional-analysis', 'distribution-theory']"
3789612,"In a Hausdorff door space, at most one point is a limit point","I'm having some trouble proving the following: If $(X,\tau)$ is a Hausdorff door space, then at most one point $x \in X$ is a limit point of $X$ . My approach was the following: I assumed that there existed $y \in X$ such that $y$ is also a limit point of $X$ , and then prove by contradiction that if $x$ is already a limit point, then the point $y$ cannot exist. However, I'm having some trouble completing this proof. Is this the correct approach? Any tip on how to solve this?",['general-topology']
3789617,Can someone please help me explain this fallacy [closed],"Closed. This question is off-topic . It is not currently accepting answers. This question does not appear to be about math within the scope defined in the help center . Closed 3 years ago . Improve this question $$\Omega = \int_{-1}^1 \frac{dx}{1+x²}\ =\ -\int_{-1}^1\frac{dy}{1+y²} $$ $$ \text{ by using the transformation }\;  x= \frac{1}{y}$$ $$ \Omega = - \Omega ,\ 0\,\text{hence } \Omega =0 $$ but the integral is obviously $$\frac{π}{2} $$","['integration', 'definite-integrals', 'calculus', 'indefinite-integrals', 'riemann-integration']"
3789657,Does there Always Exist a Finer/Coarser Topology such that the space is compact?,"Sorry for the somewhat vague title. My questions are as follows: Suppose $T$ is a quasicompact space. Does there exist a finer topology on $T$ such that it becomes compact? Suppose $T$ is a Hausdorff space. Does there exist a coarser topology on $T$ such that it becomes compact? The way I see this is that quasicompact/Hausdorff is a upper/lower bound on how fine the topology can be. This bound is also tight, in the sense that if two topologies $\tau_1 \subset \tau_2$ are both compact, then $\tau_1 = \tau_2$ . So the questions ask if we can always get inside this bound from some starting point $T$ . I am not sure what the answer is. I have tried using Zorn's lemma, but quasicompactness and Haustorff properties aren't preserved at the obvious upper/lower bound of chains of topologies on a space X (made from taking union/intersection of all topologies in the chain). I have also tried to construct counterexamples, but they havn't really worked either. I suspect that my examples are all too ""nice"", but I feel there are few pointers as to what a counterexample would look like. Thanks for taking the time to read this. I would greatly appreciate any insight into this question.",['general-topology']
3789674,General coefficient of a Taylor series of $\frac{1}{e^{(e^{1-x})+\frac{x}{2}}+e^{\frac{x}{2}}}$,Is it possible to write a general Taylor coefficient of the function $$\frac{1}{e^{(e^{1-x})+\frac{x}{2}}+e^{\frac{x}{2}}}?$$ Wolfram alpha produces this nasty thing.,"['power-series', 'calculus', 'taylor-expansion', 'real-analysis']"
