question_id,title,body,tags
3554164,"A question on the possibility of a continuous surjective function from $(a,b) \mapsto [a,b]$","$\mathbf{Original \ Question}: $ Let $a,b \in \mathbb{R}$ and $a<b$ . Which of the following statement(s) is/are true? (A) There exists a continuous function $f:[a,b] \to (a,b)$ such that $f$ is one-one (B) There exists a continuous function $f:[a,b] \to (a,b)$ such that $f$ is onto (C) There exists a continuous function $f:(a,b) \to [a,b]$ such that $f$ is one-one (D) There exists a continuous function $f:(a,b) \to [a,b]$ such that $f$ is onto $\mathbf{Attempt}:$ Option $A$ is true. For example, consider $a=0 ,b=1$ , $f(x)=\frac{1}{2(x+1)}$ . Option $C$ is true. $f(x)=x$ with $a=0,b=1$ . Option $B$ cannot be true, Since: $f^{-1}((a,b))=[a,b]$ and by the property of continuous functions, $f^{-1}((a,b))$ must be an open set. But $[a,b]$ is closed. Option $D$ cannot be true since $f^{-1}([a,b])=(a,b)$ must be a closed set. But $(a,b)$ is open. But, in the answer key, $D$ is given as a correct choice. What am I doing wrong here? Any insight is much appreciated. Thank you!","['contest-math', 'metric-spaces', 'real-analysis', 'continuity', 'solution-verification']"
3554319,"If adding ONLY finitely many points to a (non-empty) subset of plane, $\mathbb{R}^2$ makes it closed, then is the closure all of $\mathbb{R}^2$?","Question: Let $E \subset \mathbb{R}^2$ be non-empty open set such that $E$ 's union with finitely many points becomes a closed set. Is it necessarily true that $$
\text{closure}{\ (E)} = \mathbb{R}^2 \, \, ?
$$ Equivalent Question: Looking into its complement you can rephrase it as: Given $F \subset \mathbb{R}^2$ closed, such that $F$ minus a finite set is a non-empty open set, does it follow that $ F = \mathbb{R}^2$ ? Answer and Update: As shown by different correct answers below, yes, the closure of the set has to be all of $\mathbb{R}^2$ . Also the proofs (at least many of them) illustrate the possibility of generalizing to the countable case, i.e. Lemma: If an open set has only countably many boundary points, then its closure is all of $\mathbb{R}^2$ . Proof: Proof 1 (@Danielwainfleet's comment) Let $E$ be an open set whose complement is not all of $\mathbb{R}^2$ . Pick a point in the complement of its closure which is a non-empty open set and consider an open ball around it that is contained in the complement. From its center every ray picks up a boundary point of $E$ , and no two rays pick the same point, as the boundary point is not that center itself. This is where we use openness of the complement is used. This tells us that $E$ has uncountably many boundary points -- for the uncountably many rays. (Other proofs do this with a line segment and that too will produce uncountably many boundary points.) Proof 2: (Lee Mosher) Their proof below works if you replace the finite $A$ with the ""countable"" $A$ -- it is true that $\mathbb{R}^2 \setminus A$ is still path connected if $A$ is a countable set.",['general-topology']
3554321,Is it possible to construct a matrix : $A^2 = J_{n}$.,"Consider $\Omega = Mat_{n\times n}(\{0,1\})$ - space of matrices of $1$ s and $0$ s.  We want to determine does there exist $A\in\Omega$ : $A^2 = J_n$ , where $J_n$ is a matrix of ones. We suppose that there are standard arithmetical operations : ( $\mathbb{R}$ ,+, $\cdot)$ . Actually I don't understand how to step it. I've thought about using some properties about spectrum of $J_n$ , but it looks like failure moment.","['matrices', 'linear-algebra']"
3554346,"In the epsilon-delta definition, what is wrong if I said: ""given delta, there exists an epsilon""?","WHY are we always given $\epsilon > 0$ first, then solving for a $\delta>0$ ? This is in the limit definition. I want to ask: Can we say ""given $\delta>0$ , there exists $\epsilon>0$ ""? Since we can always solve for one given the other. I found three counterexamples, but I don't understand them: Let $f(x) = \sin x$ , let $L$ and $\delta$ be arbitrary real numbers.  Then $\epsilon = |L| + 2$ satisfies your definition. (from post ) Q: What's wrong with setting $\epsilon = |L| + 2$ ? It's big, but it's not wrong! Let $f(x) = 1/x$ , and let $a = 1$ .  The definition fails for $\delta \ge 1$ , since for any $\epsilon$ we can choose $x=1/(L+\epsilon)$ if $L+\epsilon > 1$ , so that $f(x)-L \ge \epsilon$ . (from post ) Q: What are they saying here? At $x=1$ , the definition fails for $\epsilon \ge 1$ too! The problem is not $\delta$ . The problem is the function is undefined for $x \le 0$ . Counterexample: $\lim\limits_{x \to 0} f(x) = L$ $f(x) = \begin{cases} \sin \frac{1}{x}, & x \ne 0 \\ 0, & x = 0 \end{cases}$ Given any $\delta > 0$ , we can  find $\epsilon > 0$ such that $|f(x) - L| < \epsilon$ whenever $|x| < \delta$ .  For instance, set $\epsilon = 2$ ; then any choice of $L \in (-1,1)$ will satisfy this ""reversed"" situation. (from post ) Q: I don't see how setting $\epsilon = 2$ violates any definition. I mean, we did find a $\epsilon$ for a given $\delta$ . Thanks all for the pouring answers, I'll get back to each one personally. If I did not choose an answer, that means all submissions are still welcomed! The best answer will be chosen based on # of upvotes (50%) and if I understood it and agree it's the best (50%).","['limits', 'continuity', 'epsilon-delta']"
3554349,How to efficiently compute the minimal polynomial of a number expressed in radicals?,"Preamble: I want to calculate the minimal polynomial of a number of the form $$x=\sum_{i=1}^k \pm a_i^{1/k_i}$$ Where the $a_i$ are algebraic numbers also of this form with a finite expression and $k_i$ are positive integers. I can think of three approaches, all with serious problems: Using the resultant repeatedly: Apply the algorithm recursively until you arrive at a root of a rational number, therefore we can assume that we have the minimal polynomial of all $a_i$ . Then compute the minimal polynomial of $\pm a_1^{1/k_1}\pm a_2^{1/k_2}$ using the resultant of their minimal polynomials then repeat for that with $a_3, a_4...a_k$ . Let $d_i$ be the degree of the minimal polynomial of $a_i^{1/k_i}$ . In general this method requires computing the determinant of square matrices of orders $d_1+d_2$ , $d_1+d_2+d_3,\ldots$ up to $d_1+d_2+\ldots+d_k$ . According to wikipedia calculating the determinant of a matrix of order $n$ has complexity of the order $O(n^{2.373})$ but practically it's faster to use the LU decomposition method (this is what, for example, the blaze c++ library does) which has a complexity of $O(n^3)$ . If we have $d_1=d_2=...=d$ then the complexity is $O((2d)^3+(3d)^3...(kd)^3)=O(d^3k^4)$ . Using an Integer relation algorithm: If we know that the degree of $x$ is $n$ then we can run for example the LLL algorithm on ${1,x,x^2...x^n}$ . Problems with that include: Determination of $n$ : in the previous example we can get an upper bound of $d^k$ (yikes) so running the LLL algorithm on this would have complexity $O(d^k)$ assuming I'm interpreting wikipedia correctly. If $n$ does not match an upper bound then we either need to run the algorithm again or factor the polynomial. Precision: if we calculate these values outwards starting at the rational constants (for example $\sqrt[3]{2-\sqrt{2}}\approx\sqrt[3]{0.5858}\approx 0.8367$ ) we run into the problem that each operation has a tendency to exacerbate the errors of the previous ones. This is particularly problematic when subtracting two large numbers whose difference is small. So we'd need bounds on the error $x^i\pm\epsilon$ where the algorithm still returns the correct result. Edit: since writing this, I found this blog post by Jack Coughlin which details how to estimate this error. This greatly mitigates the problem. Afterwards we'd need to check if the polynomial found really has $x$ as a root and whether it's irreducible (this is only necessary if we don't know $n$ in advance, then we'd have to use an upper bound). Trying some symbolic manipulation, especially as a middle step of another algorithm: In some cases isolating the term with the highest root might be helpful. For example $$x=\sqrt{a}+\sqrt[3]{b}$$ $$x^3-3\sqrt a x^2+3ax-a\sqrt a = b$$ $$(x^3+3ax-b)^2=9ax^4-6a^2x^2+a^3$$ I get the impression that this isn't efficient, so maybe we can use a lookup table for small exponents with little nesting. Applications Of course I want to implement this in a computer so it does all the number crunching for me. For example, recently I was trying to do a search over graphs composed of triangular lattices so what I did is set the vertices of the graph as points in $\mathbb C$ so I had to check whether several numbers of the form $\eta(a+b\omega)+\mu$ where $w=\frac{1-\sqrt{-3}}2$ are equal to each other with sympy but since it stores expressions ""as is"" there's no trivial way to check equality, so I needed to check if the minimal polynomial of $\eta_1(a_1+b_1\omega)+\mu_1-\eta_2(a_2+b_2\omega)-\mu_2$ was equal to the identity polynomial, which takes forever . Sympy uses the first algorithm by default and alternatively something involving Gröbner bases which I did not understand. Of course the object-oriented-programming approach to solving this problem is declaring a class which represents an algebraically closed structure that holds all the numbers you're gonna need (and you better foresee all of them!). For example in c++: // a member of a real or imaginary quadratic field
// a+b*sqrt(n) where a,b,n are integers
class quadratic_int {
  int a;
  int b;
  int n; 
  quadratic_int operator+(quadratic_int p) const {
    // implement addition
  }
  // ...
}; This will be fast to perform operations on, but if you have a number which is not of the form $a+b\sqrt n$ you need to rewrite everything from scratch, plus if $n\equiv 1 \pmod 4$ , $a$ and $b$ need to be half integers, and if you wanted to perform operations on the field $\mathbb Q[\sqrt 2]$ instead the class should probably use a template type instead of ints...all of this complexity means that by the end the class will be over a hundred lines long. If we could compute minimal polynomials fast though, we could have a class called algebraic which internally represents a number as its minimal polynomial together with a way of distinguishing it from the other roots. Then its usage could be something like: algebraic a {""x^2-2"", 0}; // the 0th root of x^2-2 i.e. sqrt(2)
algebraic b {""x^3-3"", 0}; // in 3^(1/3)

// x = 2^(1/2)+3^(1/3)
// so x is an algebraic number of degree 6
// the internal representation of x holds the polynomial
// t^6-6t^4-6t^3+12t^2-36t+1
// as a list of 7 integers (1,0,-6,-6,12,-36,1) plus the number of the root
// which is an integer from 0 to 5
auto x = a + b; Where the 0th, 1st, etc roots are ordered say by absolute value and then by complex argument. This way we still get fast arithmetic without having to rewrite our class every time we need to work on a different algebraic structure. Statement of the question: What is the fastest algorithm to calculate the minimal polynomial of a number expressed in radicals? It should have good asymptotic complexity in the number of terms/the degree of the input. Performance for small entries is not so important because a look-up table can be implemented.","['computational-mathematics', 'minimal-polynomials', 'abstract-algebra', 'computer-algebra-systems', 'numerical-methods']"
3554357,Infinite monkey theorem independent of number of monkeys,"I was just thinking about the infinite monkey theorem and arrived at a creepy conclussion. Let's begin with the probability that one monkey types a set of $N$ letters with a chosen order, which is given by $P = \left( \frac{1}{N_k} \right)^N$ , being $N_k$ the number of keys available in a hypotetical typewriter (for example, the probability of a monkey typing ""MAMA"" in a 26-key typewriter would be $P = \left( \frac{1}{26} \right)^4 \simeq 2\times 10^{-6}$ ). If we have $N_m$ monkeys typewriting, we could think that each monkey $i$ would be required to type only a fraction $N_i = N/N_m$ of the $N$ ordered letters, so that we could arrange later the $N_m$ fractions and create the $N$ -letters original sequence. The total probability of every monkey achieving its task is given by the product of each monkey's probability, $P =  \left( \left( \frac{1}{N_k} \right)^{N_i} \right) ^{N_m} =  \left( \frac{1}{N_k} \right)^N$ , which is independent of $N_m$ . UPDATE: Now I know I have done nothing wrong, but I would like to derive the relation between $P$ and $N_m$ in order to analytically see how the $P$ improves as $N_m$ gets bigger.","['statistics', 'combinatorics', 'combinations']"
3554440,Existence of homomorphism $\phi:\mathbb{Z}[[X]]\to\mathbb{Q}$ such that $\phi(X)=3/4$?,"I'm curious as to whether there is a ring homomorphism from $\mathbb{Z} [[X]]$ ,the ring of formal power series in indeterminate $X$ , to the rationals such that for every polynomial $p(X)$ in the ring of power series, $\phi(p(X))=p(3/4)$ .","['ring-theory', 'abstract-algebra']"
3554479,Why we require to study a specific type of relation called function?,"I am recently preparing for a competitive exam and I am revising concepts again. During preparation, I mused over the following idea and got confused. Firstly, sorry for being too verbose, and Secondly, I know my question is naive in nature. Moving from Relations to Functions, I wondered that why we required a concept of function, if we already have concept of relations. Why we require a specific type of relation in which for every single element of domain there should be a single element in co-domain? i.e. why can't co-domain have two values for single value in domain. Why we define all mathematical expressions (equations) in terms of functions? Why we require to study a specific type of relation called function? I know 'how' of the question i.e. How we can move from relation to function? But, I am confusion over the philosophy or mathematical requirement over the idea of Functions. Hence , I can't figure out 'why' of the question i.e. Why we require to move from relation to function to study Mathematical Function? Final words, we study a specific relation which fulfills surjection, injection, and bi-jection, but strictly can't have two distinct values of domain having same value in co-domain. I can't image the wholesome image of requirement of function to study Mathematical Functions.","['functions', 'relations']"
3554497,"Cauchy's integral formula, application","Let $f: U \to \mathbb{C}$ be a holomorphic function and let $z_0 \in U$ . How can I use Cauchy's integral formula to express the third derivative of $f$ in $z_0$ . I do not see how to show this, but I need to use the statements in (1) and (2). I appreciate any help! (1) Cauchy's integral formula: Let $f$ be a holomorphic function on the open disc centered in in $z_0$ with radius $\rho$ . Then the number $a_n = \frac{1}{2 \pi r^n} \int_{0}^{2 \pi} f(r e^{it} + z_0) e^{-int} dt$ doesn't depend on the choice of $r < \rho$ the power series $\sum a_n z^n$ has a convergence radius of at least $\rho$ We have equality: $f(z) = \sum_{n \geq 0} a_n (z-z_0)^n$ for $ |z-z_0| < \rho$ (2) Uniqueness of developement of Taylor series: Every analytic function $f: U \to \mathbb{C}$ has an unique developement in a power series in an environment of its points $z_0 \in U$ .","['complex-analysis', 'complex-integration', 'complex-numbers']"
3554534,Fisher's exact test two sided confusion,"Consider the guessing milk tea example $$\begin{array}{c|c|c|} 
 & \text{Guess Milk} & \text{Guess Tea} \\ \hline
\text{Milk} & 3 & 1 \\ \hline
\text{Tea} & 1 & 3 \\ \hline
\end{array}$$ I want to test that $H_0: \theta  = 1$ (independent) vs. $H_a: \theta  \neq  1$ (associated) The formula for $P(n_{11} = t) = \frac{{n_{1+} \choose t} {n_{2+} \choose n_{+1}-t}}{{n \choose n_{+1}}}$ It's fixed on $n_{11}$ The range is given by $m_- = max(0, n_{11} - n_{22}) = max(0,0) = 0$ and $m_+ = min(n_{11}+n_{12}, n_{11}+n_{21}) = min(4,4) = 4$ . $$0 \leq n_{11} \leq 4$$ This is what my notes did after that $P(n_{11} = 0) = 0.0143, P(n_{11} = 1) = 0.2285, P(n_{11} = 2) = 0.5143, P(n_{11} = 3) = 0.2285, P(n_{11} = 4) = 0.0143$ Thus, the two sided p-value is $$P(n_{11} = 0) + P(n_{11} = 1) + P(n_{11} = 3) + P(n_{11} = 4) = 0.4857$$ . Why was $P(n_{11} = 2)$ excluded ?","['statistics', 'hypothesis-testing']"
