question_id,title,body,tags
1864058,Prove that $f'(0)$ exists and $f'(0) = b/(a - 1)$,"Problem : If $f(x)$ is continous at $x=0$, and $\lim\limits_{x\to 0} \dfrac{f(ax)-f(x)}{x}=b$, $a, b$ are constants and $|a|>1$, prove that $f'(0)$ exists and $f'(0)=\dfrac{b}{a-1}$. This approach is definitely wrong: \begin{align}
b&=\lim_{x\to 0} \frac{f(ax)-f(x)}{x}\\
&=\lim_{x\to 0} \frac{f(ax)-f(0)-(f(x)-f(0))}{x}\\
&=af'(0)-f'(0)\\
&=(a-1)f'(0)
\end{align} I will show you a case why this approach is wrong: \[f(x)= \begin{cases}
1,&x\neq0\\
0,&x=0
\end{cases}\]
  $\lim_{x\to0}\dfrac{f(3x)-f(x)}{x}=\lim_{x\to0} \dfrac{1-1}{x}=0$ but $\lim_{x\to0}\dfrac{f(3x)}{x}=\infty$,$\lim_{x\to0}\dfrac{f(x)}{x}=\infty$ Does anyone know how to prove it? Thanks in advance!","['derivatives', 'calculus']"
1864061,What is the value $f(-4)$ in the under function such that $f(x)+f(\frac1x)=\frac{x^2-12x+1}{2x}.$,"Let $f$ is a function such that 
$$f(x)+f(\frac{1}{x})=\dfrac{x^2-12x+1}{2x}.$$
Then what is the value $f(-4)=$?","['algebra-precalculus', 'functions', 'functional-equations']"
1864119,Closed form of $\int_0^1 \tan(\gamma\sqrt{1-x^2}) dx$,"Some context: I'm studying the problem of nonperturbative pair creation from strong fields in quantum electrodynamics. For certain time dependent electric fields I can get some information about the qualitative behavior from integrals of the form
$$ \tilde{h}(\gamma) = \int_0^1 h(\gamma\sqrt{1-x^2}) dx, $$
where $h$ depends on the field profile and $\gamma$ is something like an inverse timescale (if $h$ has any poles, $\gamma$ is always restricted to an appropriate region). For $h=\sinh$, $h=\tanh^{-1}$ and $h=\mathrm{erfi}$ (the imaginary error function) Mathematica provides closed form solutions, but not for $h=\tan$, which I am greatly interested in. The only idea I had was expressing $h$ using its Taylor series and integrating term by term, which I can do because $$ \int_0^1 \gamma^n (1-x^2)^{n/2} dx = \gamma^n  \frac{\sqrt{\pi}}{2} \frac{\Gamma(1+n/2)}{\Gamma(3/2 + n/2)}, $$ and then sum up the resulting series. This again works for the other functions mentioned above, but not for the tangent. Any ideas how to get a closed form result of the integral for $h=\tan$? Edit: The results Mathematica is able to compute are:
$$ \text{for } h = \sinh: \quad\tilde{h}(\gamma) = \frac{\pi}{2} I_1(\gamma ), $$
$$ \text{for } h = \tanh^{-1}: \quad\tilde{h}(\gamma) = \frac{\pi}{2}\frac{1-\sqrt{1-\gamma ^2}}{ \gamma }, $$
$$ \text{for } h = \mathrm{erfi}: \quad\tilde{h}(\gamma) = \frac{\sqrt{\pi }\gamma}{2}  e^{\frac{\gamma ^2}{2}}  \left(I_0\left(\frac{\gamma ^2}{2}\right)-I_1\left(\frac{\gamma ^2}{2}\right)\right). $$","['physics', 'integration', 'definite-integrals', 'closed-form']"
1864126,Separation of Variables and Linear PDEs,"Separation of variables is a powerful method which comes to our help for finding a closed form solution for a linear partial differential equation (PDE). For example, we all know that how the method works for the two dimensional Laplace equation in Cartesian Coordinates $$\nabla^2 \phi(x,y) = \partial^{2}_{x}\phi(x,y) + \partial^{2}_{y}\phi(x,y) = 0 \tag{1}$$ The steps are $1$. Consider a solution of the form $\phi(x,y)=X(x)Y(y) \tag{2}$ $2$. Put it into the equation, assuming $X(x) \ne 0,$ and $Y(y) \ne 0$, to get $$\dfrac{\text{D}^2 X}{X}+\dfrac{\text{D}^2 Y}{Y}=0 \tag{3}$$ where $\text{D}$ is the differential operator. $3$. Observe that the above functional equation $(3)$ is possible if and only if $$\dfrac{\text{D}^2 X}{X} = -\dfrac{\text{D}^2 Y}{Y} = \lambda \tag{4}$$ where $\lambda$ is some constant. $4$. Conclude that $X$ and $Y$ should satisfy the following ordinary differential equations (ODEs) $$\begin{align}
\left[ \text{D}^2 - \lambda \right]X &= 0 \\
\left[ \text{D}^2 + \lambda \right]Y &= 0
\end{align} \tag{5}$$ However, I always had some questions about this method which is not addressed in the elementary books. Here are my questions $1$. What are the restrictions of this method? I mean when it is not going to work! or equivalently When a linear PDE cannot have a separable solution of the form $(2)$? $2$. Has the method been used for system of linear PDEs? If Yes , would you please give an example.","['multivariable-calculus', 'ordinary-differential-equations', 'partial-differential-equations']"
1864161,"Solve 3 exponential equations $z^x=x$, $z^y=y$, $y^y=x$ to get $x$, $y$, $z$.","The main question is : $z^x=x$, $z^y=y$, $y^y=x$ Find $z$, $y$, $x$. My method : I first attempted to get two equation for the unknowns $x$ and $y$. We can happily write : $z=x^{1/x}$ and $z=y^{1/y}$ Thus we get,
$x^{1/x}=y^{1/y}$
Which is,
$x^y=y^x$. I can't go any farther than this. Please help me.","['algebra-precalculus', 'exponential-function', 'systems-of-equations']"
1864166,Circle has smallest shadow to area ratio,"I believe and would like to show that for an arbitrary two-dimensional geometrical figure, the average (with respect to rotation) one-dimensional shadow that it casts is larger than the shadow of a circle of the same area. Just to clarify: Let us define the figure as a set of points in a (x,y) coordinate system. 
We confine the problem to closed and bounded sets, and it is easily seen that any non-convex set has a convex equivalent with the same shadow and larger area, so we only need to consider convex sets. The shadow with respect to a parallel vertical light source is the largest x-value in the set minus the smallest x-value in the set.
We now calculate the shadow for all rotations of the figure, and average the shadow as a function of the angle with uniform weight to all angles. For example, the shadow of a circle is its diameter, and the shadow of a rod with length $l$ is $l \sin \phi$, where $\phi$ is the angle between the rod and the y-axis.","['convex-geometry', 'geometry']"
1864169,"inequality $\sqrt{\cos x}>\cos(\sin x)$ for $x\in(0,\frac{\pi}{4})$","How can I prove the inequality $\sqrt{\cos x}>\cos(\sin x)$ for $x\in(0,\frac{\pi}{4})$ ? The derivative of $f(x):=\sqrt{\cos x}-\cos(\sin x)$ is very unpleasant, so the standard method is probably not be the right choice...","['inequality', 'trigonometry', 'functions']"
1864176,How many subsets of $n$ linearly independent binary strings of length $n$?,"Let's consider binary words of length $n$ with elements {-1,1}. There are $2^n$ binary words of length $n$. Now let's consider a subset of $n$ such binary words. All possible subsets are $\binom{2^n}{n}$. These subsets might contains linearly independent or dependent words. For instance if $n = 2$ one has 6 possible subsets of 2 words of length 2. Two of them contain linearly dependent words: {(1,1),(-1,-1)} and {(1,-1),(-1,1)}. The other four are made up of linearly independents words. In general one can check linear dependency by evaluating the determinant of the square matrix whose rows are the binary words (In the example the determinant is zero in the first case, and different from zero in the other cases). Is there a way to evaluate the number of subsets containing linearly dependent words for a generic $n$? The absolute value of the determinant of {-1,1} matrices range from 0 to a maximum value $2^{n−1}\cdot D(n)$ (see Hadamard largest determinant problem) by steps of $2^{n−1}$. Here the problem is to find how many of these subsets have null determinant. For small $n$, the fraction of subsets with null determinant seems to increase with $n$.","['determinant', 'number-theory', 'combinatorics', 'sequences-and-series', 'linear-algebra']"
1864190,An exact sequence of compact topological groups.,"Let  $A, B, C $ be abelian topological groups such that we have the following exact sequence :
$$0\to A \to B \to C \to 0. $$ 
Assume also that A, C are compact and all the maps are open. Then it's it true that $B$ is also compact? If this is false, I would be interested in possible ways to strengthen the hypothesis so that it is true. If it's true, I would also be interested in various ways to weaken the hypothesis. In particular I would like to get rid of the open hypothesis if possible.","['exact-sequence', 'general-topology', 'topological-groups', 'compactness']"
1864208,"If $G$ is a locally cyclic group , then is $\operatorname{Aut}(G)$ abelian?","Let $G$ be a locally cyclic group, then is it true that $\operatorname{Aut}(G)$ is abelian ? I know that $G$ has to be abelian but I cannot decide for $\operatorname{Aut}(G)$.","['abelian-groups', 'locally-cyclic-groups', 'group-theory']"
