question_id,title,body,tags
4653373,"Measuring angle based on optic fibre extension, tricky geometry problem","For an experiment, I am trying to make use of an optic fibre to measure the angle of a mirror along the vertical axis. Simplifying to a two-dimensional slice, this mirror (line $S$ ) is connected to a fixed pivot on its top end, allowing free movement (between $-90^o$ and $+90^o$ degrees). The other bottom end is connected to optic fibre $l$ and another fixed pivot on the same vertical line as the first. Let the angle $\alpha$ be defined as the angle between $S$ and the vertical axis. For $\alpha = 0$ , let the length of the optic fibre $l$ be $L$ . For any other angle $\alpha$ , let the length be $L+\Delta L$ , with varying $\Delta L$ for varying $\alpha$ . I wish to express this angle $\alpha$ in terms of $L, S$ and $\Delta L$ . Please see the image below for a diagram I created in Geogebra. Here, I show circle segments for the movement of $S$ and $L$ with the extension of $\Delta L$ up until it connects to $S$ . Some guidelines with horizontal perpendicular lines are drawn. I have crunched a lot of trigonometry rules, Pythagoras, making use of areas and the composition of the triangles with guidelines, congruency and positioning it on a graph using functions, but I cannot seem to find an expression for $\alpha$ without any other variables than $S, L$ and $\Delta L$ . Would anyone be able to help? Thanks a lot!","['trigonometry', 'geometry']"
4653384,Establishing a simple upper bound (with one less parameter) to an unwieldy function with non-negative discrete parameters,"I have this function at hand with 3 non-negative integer parameters that I would like to put a bound to: $$f(n, b, d) = 1 - \left(1 - \left(\frac1n\right)^{b+d-1}\right)^{\left(n^{b-1}\right)}$$ My end goal is to show that for any positive $\varepsilon_0$ there is a $n_0$ and $d^*$ such that for all $n \ge n_0$ and $b > 0$ , $f(n, b, d^*) < \varepsilon_0$ . In simpler terms, I want to show that $f$ can be made arbitrarily small for any $n$ larger than a constant by affixing $d$ to be another large-enough constant. To do this, I am looking for a decreasing function $g(n, d)$ which satisfies $f(n, b, d) \le g(n, d)$ for all $b$ . Playing around with $f$ in Desmos's graphing calculator, it seems that $g(n, d) = \left(\frac{2}{d}\right)^d$ is such a function and seems very tight. link to graph I don't need it to be tight. I can make do with any other decreasing function that allows me to reach my goal. (I can even do away with the bounding function altogether so long as I can reach my goal, but I still am curious about how one can bound a function like $f$ .)","['multivariable-calculus', 'upper-lower-bounds', 'discrete-calculus']"
4653390,how to prove a torus in $\mathbb{R}^3$ is a smooth manifold,"I want to prove that $T^2=\{(x,y,z)\in\mathbb{R}^3:(\sqrt{x^2+y^2}-R)^2+z^2=r^2\}\ (r<R)$ is a smooth manifold. Since I am a student in physics and haven't learned much math, so I want to prove it by constructing an atlas with smooth transition functions. I tried taking something like $U_1=T^2\backslash\{(R\cos\theta,R\sin\theta,r):\theta\in[0,2\pi)\}\cup\{(R+r\cos\theta,0,R+r\sin\theta):\theta\in[0,2\pi)\}$ (namely a torus deleting the circle on the top and the circle in half plane $y=0,x>0$ ) and $\phi_1:U_1\to(0,2\pi)\times(0,2\pi):(R\cos\theta+r\cos\theta\sin\phi,R\sin\theta+r\sin\theta\sin\phi,r\cos\phi)\to(\theta,\phi)$ . Then I found that it seems I need to construct 2 more similar charts to get an atlas. Am I correct? Can we construct it more elegantly?","['submanifold', 'smooth-manifolds', 'differential-geometry']"
4653409,Does a connection exist between the roots of $\mathrm{Si}\left(\frac{z}{2}\right)$ and the roots of its derivative?,"From the answer to this question about the complex roots of $\mathrm{Si}\left(\frac{z}{2}\right)$ , we now know that the asymptotic of the $k$ -th complex root $z_k = x_k + i y_k $ is: \begin{align}
x_k &\approx 4\pi k - \frac{{\log k}}{{\pi k}} \\
\\
y_k &\approx 2\log x_k + 2\log (\pi /2)
\end{align} The Hadamard product for $\mathrm{Si}\left(\frac{z}{2}\right)$ is: $$\mathrm{Si}\left(\frac{z}{2}\right) = \frac{z}{2}\,\prod_{z_k} \left(1-\frac{z}{z_k} \right) \tag{1}$$ with $z_k$ taken as quadruples $z_k, -z_k, \overline{z_k}, -\overline{z_k}$ . The logarithmic derivative of the RHS of (1) then becomes: $$\frac{\mathrm{Si}'}{\mathrm{Si}}\left(\frac{z}{2}\right) = \sum_{z_k} \frac{1}{z-z_k} + \frac{1}{z}\tag{2}$$ hence, $$\mathrm{Si}'\left(\frac{z}{2}\right) = \frac{\sin\left(\frac{z}{2}\right)}{z} =\mathrm{Si}\left(\frac{z}{2}\right)\,\left( \sum_{z_k} \frac{1}{z-z_k} + \frac{1}{z}\right)\tag{3}$$ So, the regular real roots of $\displaystyle \frac{\sin\left(\frac{z}{2}\right)}{z}$ , i.e. $\mu_m = \pm 2\pi m$ with $m \in \mathbb{N}$ , will occur when: $$\sum_{z_k} \frac{1}{z-z_k} = -\frac{1}{z} \tag{4}$$ Question: Suppose we only know the asymptotic for the complex roots $z_k$ of $\mathrm{Si}\left(\frac{z}{2}\right)$ , could we then derive, e.g. using (4), any information/constraints about the location of the real roots $\mu_m$ of its derivative $\mathrm{Si}'\left(\frac{z}{2}\right)$ ? Potentially related questions here , here and here .","['integration', 'roots', 'asymptotics', 'complex-analysis', 'derivatives']"
4653420,Are there infinitely many primes of the form $y = 2p_1p_2 + 1$?,"I came up with this (I admit I'm probably not the first one to have this thought but I haven't been able to find anyone else with the same question) while reading about semiprimes. Clearly $y$ is always odd which suggests to me that it could also be prime a lot of the time. Additionally, There are infinitely many semiprimes so it seems somewhat likely (for purely intuitive reasons) that for semiprime $n$ it could be that $2n+1$ could also be prime.","['number-theory', 'prime-numbers', 'semiprimes']"
4653477,On the limit of a sum equalling $\pi$,"I've been looking at the following sum: $$S=\lim_{n\to\infty}\left(\frac{8}{n^2}\sum_{k=1}^n k\sqrt{\frac{n}{k}-1}\right)$$ Which I have proved converges to $\pi$ . My proof remains relatively simple. It goes as follows: We begin by developing the following expression: \begin{align}
S
&=\lim_{n\to\infty}\left(\frac{4}{n}\sum_{k=1}^{\infty}\frac{2k}{n}\sqrt{\frac{n}{k}-1}\right)\\
&=\lim_{n\to\infty}\left(\frac{4}{n}\sum_{k=1}^{\infty}\sqrt{\frac{4k}{n}-\frac{4k^2}{n^2}}\right)\\
&=2\lim_{n\to\infty}\left(\frac{2}{n}\sum_{k=1}^{\infty}\sqrt{1-\left(-1+\frac{2k}{n}\right)^2}\right)
\end{align} One can notice that the expression within the limit is just the Riemann representation of the following integral: $$\lim_{n\to\infty}\left(\frac{2}{n}\sum_{k=1}^{\infty}\sqrt{1-\left(-1+\frac{2k}{n}\right)^2}\right)=\int_{-1}^1\sqrt{1-x^2}\ dx$$ Which is simply the area of the unit circle in the top half of the plane, equalling $\frac{\pi}{2}$ . hence we have: \begin{align}
S&=2\lim_{n\to\infty}\left(\frac{2}{n}\sum_{k=1}^{\infty}\sqrt{1-\left(-1+\frac{2k}{n}\right)^2}\right)\\&=2\int_{-1}^1\sqrt{1-x^2}\ dx=\pi\end{align} My question to you is; if you were asked to solve this limit problem, how would you go about it? This is a purely recreational question and i'm curious as to whether there exists even more elementary and elegant ways to prove that this sum is indeed equal to $\pi$ . I'm purely looking for beautiful proofs to this limit problem!","['integration', 'limits', 'calculus']"
4653479,How to find the limit to an undefined point (asymptotic),"I am wondering about: $$  \lim_{x \rightarrow -1} \frac{x+1}{ \sqrt{x+5}-2 } $$ which seems to be an asymptotic function with each side of its corresponding graph approaching negative or positive infinity at the value of -1 . Solved by WolframAlpha, the expected result was calculated: Click to see result . So, I was just learning for a math exam and using the website KhanAcademy to refresh my math skills, where above term was to be solved, and indeed a two-sided limit should be found, which apparently seems to be 4 . This was done by first rationalizing the term in this manner , which results in: $$  \lim_{x \rightarrow -1}( \sqrt{x+5}+2)\text{ for  }x \neq -1 $$ Substituting x for -1 in this simplified term doesn't result in getting $\frac{0}{0}$ but 4 , which apparently means that 4 is the both-sided limit (even though the root of 4 has 2 as well as -2 as the possible solution, making 0 another viable limit?). I can't proof which one of those two approaches contains an error and therefore wanted to ask here, I hope someone can clarify this matter :) Best regards",['limits']
4653518,Proving a property of the Fourier coefficients of a continuous function,"We have that the function f defined on [- $\pi$ , $\pi$ ] is continuous, and we want to prove the following statement about its Fourier coefficients $c_n$ $$c_n = c_{-n}\;\; \text{for all}\; n\; \Rightarrow \text{f even}. $$ I am using the convention $$c_n = \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{-int}dt .$$ I have come up with two ways to show it but I am not sure if there are any flaws with method 2. Method 1: $$c_n = c_{-n} \iff \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{-int}dt = \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{int}dt $$ The variable change $t\to -t$ in the second integral gives the equality $$ \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{-int}dt = \frac{1}{2\pi} \int_{-\pi}^{\pi} f(-t)e^{-int}dt \\
\iff \frac{1}{2\pi} \int_{-\pi}^{\pi} (f(t)-f(-t))e^{-int}dx = 0 $$ Now, the integrand in the last integral is a continuous function and for such functions the integral is zero iff the integral is identically zero over that interval. Hence $$ (f(t)-f(-t))e^{-int} = 0 \iff f(t) = f(-t), t\in[-\pi,\pi] \iff \text{f even}. $$ Method 2: $$ c_n = c_{-n} \iff \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{-int}dt = \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)e^{int}dt \\
\iff \frac{1}{2\pi} \int_{-\pi}^{\pi} f(t)(e^{int}-e^{-int})dx = 0 \iff \int_{-\pi}^{\pi} f(t)sin(nt) dt = 0 \\
\Rightarrow f(t)sin(nt)\;\; \text{odd}\; \Rightarrow f(t)\; \text{even}.$$ I am unsure of whether I can conclude that f(t)sin(nt) is an odd function. I guess there is the possibility that the integral over the symmetric interval vanishes for other reasons. I think the implication only goes in the direction of ""if g is odd then $\int_{-a}^a g(t)dt = 0$ "". I also wanted to ask if the statements $$ c_n = -c_{-n} \; \Rightarrow \; \text{f odd}. $$ and $$\overline{c_n} = c_{-n} \; \Rightarrow \; \text{f real-valued}$$ are proven in the same manner as the above.","['fourier-series', 'calculus', 'fourier-analysis', 'analysis']"
4653527,How to calculate the R square if not given the number of points,"This is an interview problem I encountered and I have no idea about how to deal with it. Hope to get any hint or help for the first step. Suppose there is a unit circle centered at origin, we randomly sample N points on it. There is also another point (K, K), where K >> 1. Now we do a linear regression to these N+1 points, please calculate the $R^2$","['linear-regression', 'statistics']"
4653604,Undertanding rank-deficiencies of the differential of matrix function $f(A)=A^3$ in the space of $3 \times 3$ matrices,"This a follow-on of this question ""Q"" asked some days ago on Maths SE to which I had given an answer that will be denoted ""A"". This question ""Q"" was dealing with the mapping : $$f_{A_0}(X)=A_0^2X+A_0XA_0+XA_0^2$$ In fact (it wasn't mentionned in ""Q""), this mapping is, in the 9-dimensional space $\frak{M}_{3 \times 3}$ of $3 \times 3$ matrices, the differential of function $f:A \to A^3$ in ""point"" $A_0$ . As such $f_{A_0}$ is a linear function having a certain rank $r(f_{A_0})$ which can be maximal, i.e., equal to $9$ (for most $A_0$ ) or have a rank deficiency (equivalent naming : ""rank drop""), like $8$ for some $A_0$ or even less in very rare cases (see statistical study below). It will be easier to work on the complementary value of the rank, i.e., the dimension of the kernel : $$\underbrace{\dim(\ker(f_{A_0}))}_k = 9 - \underbrace{\operatorname{rank}(f_{A_0})}_r$$ Taking a pragmatic approach, I have done a large scale simulation on matrices $A$ having integer entries between $-3$ and $3$ which has given these approximate proportion of values for the dimension $k$ of the kernel of $f_{A_0}$ : $$\begin{array}{c|ccccccc}k&0&1&2&3&4&5&6 \\\hline &97 \% &2.6 \%&0.2\%&0.1 \%&0.0 \%&0.0 \%&0.1 \%\end{array}$$ Side remark : In fact the relative percentages aren't important ; the important fact is the ""holes"" in the spectrum  : no matrices for $k=4,5,7,8$ . I know that this approach doesn't meet the approval of some readers : this question has been downvoted probably for this reason, but I don't bother, I think that all the tools we now have, in particular simulation methods, are good to use in order to establish conjectures . Question 1 : Set apart the fact that in a large majority of cases this differential is injective, how is it possible to explain the presence of these particular cases ( $k=1, 2,3,6$ ) and the absence of other cases ? Let us enter into the details. Case $k=1$ : for matrices $A$ having a one-dimensional kernel, I observe on my simulations that this kernel is always with rank-1 matrices $X$ . Why ? Moreover, one doesn't see the rationale existing between $A$ and $X$ (btw, it was the main question in question ""Q""). Two examples of a matrix $A$ and an element $X$ of the kernel of $f_A$ : $$A=\begin{pmatrix}0&-1&1\\1&-2&2\\-1&2&2\end{pmatrix} \text{ and } X=\begin{pmatrix}0&0&0\\0&1&1\\0&1&1\end{pmatrix}$$ $$A=\begin{pmatrix}1&2&0\\2&1&0\\0&-2&0\end{pmatrix} \text{ and } X=\begin{pmatrix}0&0&0\\0&0&0\\4&-2&3\end{pmatrix}$$ Let us turn now to other cases $k=2,3,6$ where $X$ has (necessarily) rank $1$ : Case k=2 : examples $$A=\begin{pmatrix}0&1&0\\0&0&1\\1&0&0\end{pmatrix} \text{ and } X_1=\begin{pmatrix}0&-1&0\\0&0&1\\0&0&0\end{pmatrix}, X_2=\begin{pmatrix}-2&2&0\\0&1&2\\-4&0&1\end{pmatrix}$$ Case k=3 : example $$A=\begin{pmatrix}0&1&1\\1&0&0\\-1&1&0\end{pmatrix}$$ We are here in a particular case of a matrix where rank $(A)=2$ , rank $(A^2)=1$ and $A^3=A^2$ . Case k=6 : example $$A=\begin{pmatrix}-1&1&-2\\2&0&1\\2&1&1\end{pmatrix}.$$ This matrix has a very specific property $A^3=3I$ . In fact, all matrices of this category ( $k=6$ ) are such that $A^3=\mu A$ for a certain real number $A$ . Why that ?
(Another example of this special case $k=6$ can be seen in my former answer ""A""). Question 2 (the main question in fact) How can the disparate observations seen above be understood and proved under a common globalizing explanation ?","['derivatives', 'matrix-rank', 'linear-algebra']"
