question_id,title,body,tags
4644266,Arithmetic properties of cardinality of unions,"Given that the cardinality of a countable set $A$ equal $\mathfrak a$ , and $A$ be partitioned into singleton with elements within. Can we define the cardinality of disjoint double union with index $i\in I$ and $j\in J$ , $I, J\subset \Bbb N$ such that: $$A=\bigcup_{i=1}^{|I|}\bigcup_{j=1}^{|J|}\{a_{ij}\}$$ $$\left|\bigcup_{i=1}^{|I|}\bigcup_{j=1}^{|J|}\{a_{ij}\} \right|=\sum_{i=1}^{|I|}\sum_{j=1}^{|J|}|\{a_{ij}\}|=\sum_{i=1}^{|I|}\sum_{j=1}^{|J|}1 $$ $$=|I||J|=\mathfrak a\text{ is true?}$$ And if so, can it serve as an alternate definition of same cardinality between sets as existing a bijection? EDIT: The answer provided by @Hamdiken was satisfactory. Just to add the context of my motivation: I thought of a prove that $|\{2k:k\in\Bbb N\}|=|\{2k-1:k\in\Bbb N\}|=|\Bbb N|$ like: $$|\{2k:k\in\Bbb N\}|=\left|\lim_{n\to\infty}\bigcup_{k=1}^n\{2k\} \right| $$ $$=\lim_{n\to\infty}\left|\bigcup_{k=1}^n\{2k\} \right|=\lim_{n\to\infty}\sum_{k=1}^n|\{2k\}| $$ $$\lim_{n\to\infty}\sum_{k=1}^n 1=\lim_{n\to\infty}n=|\Bbb N|  $$ The same can be done for $\{2k-1:k\in\Bbb N\}$ . So given that for that case works, then I tried to prove with the same method that $|\Bbb Z|=|\Bbb N|$ , so i tried to define $\Bbb Z=\{k:k\in \Bbb N \}\cup\{-k:k\in \Bbb N\}\cup\{0\}$ , so: $$|\Bbb Z|=\lim_{n\to\infty}\left|\{0\}\cup\left(\bigcup_{i=1}^2\bigcup_{k=1}^n\{(-1)^ik\}\right) \right| $$ $$=\lim_{n\to\infty} 1+\left|\bigcup_{i=1}^2\bigcup_{k=1}^n\{(-1)^ik\} \right|=1+\lim_{n\to\infty}\sum_{i=1}^2\sum_{k=1}^n|\{(-1)^ik\}| $$ $$=1+\lim_{n\to\infty}\sum_{i=1}^2\sum_{k=1}^n 1=1+\lim_{n\to\infty}2n $$ $$1+2|\Bbb N| $$ and by the info in this page , $1+2|\Bbb N|=|\Bbb N| $ , and then this method would also work for $|\Bbb Q|=|\Bbb N|$ . Sadly, doesn't for for all cardinality so I don't think it serve as a proof.","['elementary-set-theory', 'cardinals']"
4644319,"Given a function $F$, how to evaluate $\max_{t\in (0,1)}\left\vert \frac{\partial^2 F}{\partial x_i \partial x_j}(ty)\right\vert$?","As an ""extra problem"" for my calculus 2 test class we got the following. Since it is an extra problem, I expected it to be more difficult than the other exercises, but actually but not that much. This is the problem: Let $F:\mathbb{R}^3\setminus\{0\}\to\mathbb{R}$ such that $$F:(x_1, x_2, x_3)\mapsto -\frac{1}{|x|^2} +\frac{1}{|x|}\in\mathbb{R}.$$ For a fixed $y\in\mathbb{R}^3\setminus\{0\}$ , find $$\max_{t\in (0,1)}\left\vert \frac{\partial^2 F}{\partial x_i \partial x_j}(ty)\right\vert.$$ To start I computed $\nabla F(x)$ which is $$\nabla F(x) = \left(\frac{2}{|x|^4}-\frac{1}{|x|^3}\right) x,$$ where $x$ denotes the vector $x=(x_1, x_2, x_3)$ . I went ahead by computing the second partial derivatives. I had $$\frac{\partial^2 F}{\partial x_i^2} = \frac{2}{|x|^4}-\frac{1}{|x|^3} +\frac{3x_i^2}{|x|^5}-\frac{8x_i^2}{|x|^6}, \quad i\in\{1, 2, 3\}$$ and $$\frac{\partial^2 F}{\partial x_i\partial x_j} = \frac{3x_i x_j}{|x|^5}-\frac{8x_i x_j}{|x|^6}, \quad i\in\{1, 2, 3\}, i\neq j.$$ I got stuck at this point since I have no idea how to establish the maximum. I’ve been thinking about it unsuccessfully for a couple of days, but I am really interested in the solution. Could someone please help in finding that maximum? Any hint will be very helpful. Thank you in advance.","['real-analysis', 'multivariable-calculus', 'calculus', 'functional-analysis', 'derivatives']"
4644350,Consistent or inconsistent estimator,"If $\hat{\theta}_n$ is an estimator for the parameter $\theta$ , then the two sufficient conditions to ensure consistency of $\hat{\theta}_n$ are: Bias( $\hat{\theta}_n)\to 0$ and Var $(\hat{\theta}_n)\to 0$ , then we will have $\lim_{n\to\infty}Pr(|\hat{\theta}_n-\theta|>\varepsilon)=0, \forall\varepsilon>0$ . Now suppose $X_1,\ldots X_n$ be iid samples drawn from the Bernoulli distribution with parameter $p$ . Let $\hat{p}=\bar{X}$ be the estimator for $p$ , where $\bar{X}$ is the sample mean. It is clear that $Bias(\hat p)=E(\hat{p})-p=0$ and $Var(\hat{p})=\frac{Var(X_1)}{n}\to 0$ , as $n\to\infty$ . We should expect that $\hat{p}$ is a consistent estimator. However, from the definition of consistency, if I choose $\varepsilon=0.25, p=0.5$ and $X_i=1$ for all i. Then $\hat{p}= 1$ and $$Pr(|\hat{p}-p|>\varepsilon) = Pr(1-0.5>0.25) = 1.$$ This looks like a contradiction to the sufficient conditions above. Can anyone let me know about the mistakes in my argument? Thank you!","['statistics', 'probability-limit-theorems', 'parameter-estimation', 'probability']"
4644357,Monte Carlo Integration by sampling according to general measure,"Is the following statement true: Let $f: C \rightarrow \mathbb{R}$ be a bounded function, where $C \subset \mathbb{R}^m$ compact. Let $\mu$ be a probability measure over $C$ . Furthermore, let $(X_n)_{n \in \mathbb{N}}$ be a sequence of i.i.d. random variables with $X_n \sim \mu$ . Then $\lim_{N \rightarrow \infty} \frac{1}{N} \sum_{i=1}^N f(X_n) = \mathbb{E}_{\mu}[f]= \int_C f d \mu$ almost surely. Proof:
Define $Y_n := f(X_n)$ for $n \in \mathbb{N}$ . As $f$ is bounded, $Y_n$ is a bounded random variable. By Popoviciu's inequality on variances , $Var(Y_n) = \sigma^2 < \infty$ . Therefore, the law of large numbers applies and the statement follows. I am hesitant because there are hardly any restrictions on $\mu$ . The compactness of $C$ rules out things like a Cauchy distribution. I am thankful for any pointers and sources on this.","['measure-theory', 'probability-theory']"
4644390,Simple proof involving functional equations,"I'm struggling with a proof involving a simple functional equation.  The problem asks to show that if $f$ satisfies ( for all $x,y$ real): $$f(xy+x+y) = f(xy)+f(x)+f(y),$$ then $f$ must also satisfy $$f(x+y) = f(x)+f(y).$$ I tried contrapositive.  Suppose there is one pair $(x,y)$ that satisfies the functional equation, but for which the second equation is not satisfied.  Then, it follows that $$f(xy+x+y) \ne f(xy)+f(x+y).$$ That is, if $(x,y)$ does not hold for the second equation, then neither does $(xy,x+y)$ .  This gives us a collection of points that, if the functional equation is true, also do not hold for second equation.  My goal was to show that the second equation would fail at all points and thus give a contradiction (because both equations are clearly satisfied if $x = 0$ , $y = 0$ , for example), but not sure if this is the right approach. I'm new to study of functional equations, so bear with me.","['functions', 'functional-equations', 'abstract-algebra', 'functional-analysis']"
4644488,Trying to do integration using residue theorem,"prove using residue theorem $$\int_{0}^{2\pi}\frac{\cos2\theta}{5+4\cos\theta}d\theta={\pi}/6$$ I tried by using $$z=e^{i\theta}$$ now $$\cos\theta=\frac{e^{i\theta}+e^{-i\theta}}{2}=\frac{z+z^{-1}}{2}$$ $$dz=izd\theta$$ $$\int_{0}^{2\pi}\frac{\cos2\theta}{5+4\cos\theta}d\theta=\int_{0}^{2\pi}\frac{2\cos^2\theta-1}{5+4\cos\theta}d\theta=\int_{|z|=1}\frac{(z^4+1)dz}{2iz^2(2z+1)(z+2)}$$ Now poles occur at $$z=0, -1/2, -2$$ rejecting $$z=-2,$$ as $$ |z|=2>1$$ Now $$Res_{z=-1/2}=\frac{(-1/2)^4+1)}{2i(-1/2)^2(-1/2+2)}=17/12i$$ Pole at z=0 is  of order 2 $$Res_{z=0}=\lim_{z \to 0} \frac{d}{dz}(\frac{(z^4+1)}{2i(2z+1)(z+2)})=-5/8i$$ $$\int_{0}^{2\pi}\frac{\cos2\theta}{5+4\cos\theta}d\theta={2\pi}i(Res_{z=-1/2}+Res_{z=0})=19{\pi}/12$$ But the answer is $${\pi}/6$$ I tried many times, but i get the same answer","['complex-analysis', 'residue-calculus', 'definite-integrals']"
4644501,In what sense is the sphere the limit of convex polyhedra?,"It seems intuitively clear that the sphere can be approximated (both in surface area, but also in a more geometric sense) by certain classes of polyhedra. Do there exist any good formalizations of this notion? Is there a simple sequence of polyhedra which ""converge"" to the sphere? Does anyone know of a good reference on this subject?","['spheres', 'polyhedra', 'combinatorial-geometry', 'geometry']"
4644509,Computation of Statistical Curvature for a Distribution [closed],"Closed. This question does not meet Mathematics Stack Exchange guidelines . It is not currently accepting answers. Please provide additional context , which ideally explains why the question is relevant to you and our  community. Some forms of context include: background and motivation, relevant definitions, source, possible strategies, your current progress, why the question is interesting or important, etc. Closed last year . Improve this question $\newcommand{\bracket}[1]{\left ( #1 \right )}$ $\newcommand{\curly}[1]{\left \{ #1 \right \} }$ $\newcommand{\squared}[1]{\left [ #1 \right ]}$ $\newcommand\tab[1][1cm]{\hspace*{#1}} $ This post is purely about checking my computation .
I am getting a result I am not supposed to get , which means there must be a computation mistake but I really need help finding it . To answer this post, all you need to do is to follow through my calculation and find out the first mistake you see. (Update: the LaTeX newcommand issue and the font issue has been completely resolved.) Fix positive integer $d$ and real number $\theta$ . Define function $f: \mathbb{R}^d \to \mathbb{R}$ by setting, for every $x = (x_1, \cdots, x_d)$ : \begin{equation*}
f(x) = C \exp \curly{- \sum_{i=1}^d (x_i-\theta)^4}
\end{equation*} Here $C$ is a constant such that $f$ becomes a probability density function with respect to the Lebesgue measure. The integral calculator shows that: \begin{equation*}
\int_{\mathbb{R}} \exp(-x^4)\, dx = \frac{1}{2} \Gamma \bracket{\frac{1}{4}}
\end{equation*} \begin{equation*}
\int_{\mathbb{R}} x^3\exp(-x^4)\,dx = 0
\end{equation*} \begin{equation*}
\int_{\mathbb{R}} x^2\exp(-x^4)\,dx = \frac{1}{2} \Gamma \bracket{\frac{3}{4}}
\end{equation*} \begin{equation*}
\int_{\mathbb{R}} x^4\exp(-x^4)\, dx = \frac{1}{8} \Gamma \bracket{\frac{1}{4}}
\end{equation*} \begin{equation*}
\int_{\mathbb{R}} x^6\exp(-x^4)\, dx = \frac{3}{8} \Gamma \bracket{\frac{3}{4}}
\end{equation*} Therefore, $C = \bracket{\frac{1}{2} \Gamma \bracket{\frac{1}{4}}}^{-d}$ . Next, define: \begin{equation*}
l_{\theta}(x) = \ln (C) - \sum_{i=1}^d (x_i-\theta)^4 
\end{equation*} \begin{equation*}
\dot{l_{\theta}}(x) = 4 \sum_{i=1}^d (x_i-\theta)^3
\end{equation*} \begin{equation*}
\ddot{l_{\theta}}(x) = - 12 \sum_{i=1}^d (x_i - \theta)^2
\end{equation*} And we define the matrix: \begin{equation*}
    M_{\theta} =
    \begin{bmatrix}
        \mathbb{E}_{\theta} \squared{\dot{l_{\theta}}^2} & \mathbb{E}_{\theta} \squared{\dot{l_{\theta}}\ddot{l_{\theta}}} \\
        \mathbb{E}_{\theta} \squared{\dot{l_{\theta}}\ddot{l_{\theta}}} & \mathbb{E}_{\theta} \squared{\ddot{l_{\theta}}^2} - \iota_{\theta}^2 
    \end{bmatrix}
\end{equation*} Here $\iota_{\theta} = \mathbb{E}_{\theta} \squared{\dot{l_{\theta}}^2}$ .
Finally, the statistical curvature $\gamma_{\theta}$ is defined as: \begin{equation*}
    \gamma_{\theta} = \sqrt{\frac{\det{M_{\theta}}}{\iota_{\theta}^3}} =
    \sqrt{\frac{\mathbb{E}_{\theta}\squared{\ddot{l_{\theta}}^2}}{\iota_{\theta}^2} 
    - \frac{\mathbb{E}_{\theta}^2\squared{\dot{l_{\theta}} \ddot{l_{\theta}}}}{\iota_{\theta}^3}- 1}
\end{equation*} Our goal is to compute the curvature for this $f$ .
We will be repeatedly using the formula: \begin{equation*}
\bracket{\sum_{i=1}^da_i}^2 = \sum_{i=1}^da_i^2 + 2\sum_{i=1}^d \sum_{j=1}^{i-1} a_ia_j
\end{equation*} We have: \begin{equation*}
    \begin{split}
    & \iota_{\theta} = \mathbb{E}_{\theta} \squared{\dot{l_{\theta}}^2} 
    = \int_{\mathbb{R}^d} \bracket{4 \sum_{i=1}^d (x_i-\theta)^3}^2 C \exp{- \sum_{i=1}^d (x_i-\theta)^4} dx
    \\ & = 16 C \curly{\sum_{i=1}^d \int_{\mathbb{R}^d} x_i^6 \exp{- \sum_{i=1}^d x_i^4}  dx +
    2 \sum_{i=1}^d \sum_{j=1}^{i-1}\int_{\mathbb{R}^d} x_i^3x_j^3 \exp{- \sum_{i=1}^d x_i^4}  dx }
    \\ & = 16 C d \bracket{\frac{1}{2} \Gamma \bracket{\frac{1}{4}}}^{d-1} \frac{3}{8} \Gamma \bracket{\frac{3}{4}}
    = 12d \bracket{\Gamma \bracket{\frac{1}{4}}}^{-1}\Gamma \bracket{\frac{3}{4}}
    \end{split}
\end{equation*} Clearly, $\mathbb{E}_{\theta} \squared{\dot{l_{\theta}} \ddot{l_{\theta}} } = 0$ . Finally: \begin{equation*}
    \begin{split}
        & \mathbb{E}_{\theta} \squared{\ddot{l_{\theta}}^2} =
        \mathbb{E}_{\theta} \squared{ \curly{- 12 \sum_{i=1}^d (x_i - \theta)^2 }^2 }
        \\ & = 144C \curly{\sum_{i=1}^d \int_{\mathbb{R}^d} x_i^4 \exp{-\sum_{i=1}^d x_i^4} dx 
        + 2\sum_{i=1}^d \sum_{j=1}^{i-1} \int_{\mathbb{R}^d} x_i^2x_j^2 \exp{-\sum_{i=1}^d x_i^4} dx}
        \\ & = 144C \curly{d \bracket{\frac{1}{2} \Gamma\bracket{\frac{1}{4}}}^{d-1} \frac{1}{8} \Gamma \bracket{\frac{1}{4}} +
        d(d-1) \bracket{\frac{1}{2} \Gamma\bracket{\frac{1}{4}}}^{d-2} \bracket{\frac{1}{2} \Gamma \bracket{\frac{3}{4}}}^2}
        \\ & = 36d + 144d(d-1) \bracket{\Gamma\bracket{\frac{1}{4}}}^{-2}\bracket{\Gamma\bracket{\frac{3}{4}}}^{2}
    \end{split}
\end{equation*} We see that the last entry is: \begin{equation*}
    \mathbb{E}_{\theta} \squared{\ddot{l_{\theta}}^2} - \iota_{\theta}^2  
    = 36d - 144d \bracket{\Gamma\bracket{\frac{1}{4}}}^{-2}\bracket{\Gamma\bracket{\frac{3}{4}}}^{2}
\end{equation*} Now we have a problem. The covariance matrix $M_{\theta}$ is positive-semidefinite.
The statistical curvature should be a real number.
However, my computation shows that this is not the case for $f$ . \begin{equation*}
    M_{\theta} =
    \begin{bmatrix}
        12d \bracket{\Gamma \bracket{\frac{1}{4}}}^{-1}\Gamma \bracket{\frac{3}{4}} & 0 \\
        0 &  36d - 144d \bracket{\Gamma\bracket{\frac{1}{4}}}^{-2}\bracket{\Gamma\bracket{\frac{3}{4}}}^{2}
    \end{bmatrix}
\end{equation*} \begin{equation*}
    \gamma_{\theta} = \frac{\sqrt{\bracket{\Gamma \bracket{\frac{1}{4}}}^2 - 4 \bracket{\Gamma \bracket{\frac{3}{4}}}^2}}
    {2 \Gamma \bracket{\frac{3}{4}}} 
\end{equation*} What went wrong ?","['statistical-inference', 'statistics', 'solution-verification', 'probability-theory']"
4644511,Minimizing a function in $\mathbb R^3.$,"I am currently solving the following task: Exercise. Minimize in $\mathbb R^3$ the function $f(x_1,x_2,x_3) = x_1^2 + x_2^2 + x_3^2 - x_1x_2 + x_2x_3 - x_1x_3.$ My attempt. I was able to show that $(0,0,0)$ is a local  strict minimizer (consequently, $f(0,0,0) = 0$ is a local strict minimum) using the usual arguments, i.e., I found the critical points of $f$ (which is only one, $(0,0,0)$ ); then, I found the hessian of $f$ in the point $(0,0,0)$ and proved it was positive defined. Therefore, from the theorem below I am able to guarantee that $(0,0,0)$ is a local strict minimizer. Theorem. Assume that $f$ is twice differentiable in $\bar x \in X.$ Then, if $\nabla f(\bar x) = 0$ and $H(\bar x) = \nabla ^2 f(\bar x)$ is positive defined, then $\bar x$ is a local strict minimizer. My question. After this, one question comes up to my mind: is $(0,0,0)$ a global minimizer? Looking to answer this further question, I gave some values to some of the coordinates ( $x_1, x_2 $ or $x_3$ ) individually and plotted the resultant graphs (which are $3D$ ). Every one I plotted (and I plotted a nice quantity...) leads me to the same conclusion: $(0,0,0)$ is, in fact, a global minimizer. After this, I tried to prove analitically that $f(x_1,x_2,x_3) \geqslant 0,$ for every $(x_1,x_2,x_3) \in \mathbb R^3$ (to show that, in fact $(0,0,0)$ is a global minimizer). But I am having a real hard time doing this. Any help towards proving this is apreciatted in advance.","['real-analysis', 'multivariable-calculus', 'solution-verification', 'optimization', 'hessian-matrix']"
4644513,"How to procedurally generate deterministic, easily differentiable terrain?","For my A-Level computer science project I'm making an arcade game in which I need to generate a heightmap for 3D terrain.
Originally I tried using a sum of sine curves (with randomly initialised x and y scale factors) as I need it to be easily differentiable (players are modelled as spheres rolling along the terrain so I need to know the gradient to calculate the portion of weight acting down the slope) but this doesn't provide a high enough periodicity or level of detail.
So without a very high number of sine curves to sum (which is very computationally expensive) this doesn't seem to really work.
Using a high degree polynomial is also difficult as the terrain should maintain roughly the same average height as the game progresses.
I need to be able to initialise an equation for the curve at the start of the game and then base all calculations on that since terrain generation should be deterministic (unloading then reloading the same chunk should generate same terrain without having to store it in memory) so I don't think I can just use Perlin Noise unfortunately.
Any ideas for alternate methods?","['fourier-analysis', 'continuity', 'calculus', 'polynomials', 'trigonometry']"
