,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,"When is the polynomial $\prod\limits_{i=1}^n\,\left(x-a_i\right)+1$ reducible in $\mathbb{Z}[x]$?",When is the polynomial  reducible in ?,"\prod\limits_{i=1}^n\,\left(x-a_i\right)+1 \mathbb{Z}[x]","This post is inspired by Prove that the polynomial $\prod\limits_{i=1}^n\,\left(x-a_i\right)-1$ is irreducible in $\mathbb{Z}[x]$. . (A) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1< a_2 < \ldots < a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is a reducible element of $\mathbb{Z}[x]$ (or equivalently, of $\mathbb{Q}[x]$). To prove (A), one attempt is to show that $f(x)$ can not be a perfect square.  Hence, it is natural to ask the following related problem (B). (B) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is a perfect square in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). While I have solutions to (A) and (B), I don't yet have a solution to the problem (C) given below. (C) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). I also don't have a solution to this modified version (D) of the link above. (D) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)-1$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). Even more generally, we have this seemingly monstrously difficult problem (E). (E) For given $u\in\mathbb{N}$ and $v\in\mathbb{Z}$ with $\gcd(u,v)=1$, find all integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=u\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+v$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). If (E) seems too difficult, it may make sense to try when $u$ and $|v|$ are perfect $k$-th powers for some integer $k>1$, when $u$ and $v$ are prime integers or $\pm 1$, or when $a_1<a_2<\ldots<a_n$ is assumed. I know that this post is loaded with multiple questions.  However, as they are very closely related, I don't think it hurts to place them in the same thread. P.S. Part (A) already has an answer here: Proving that a polynomial of the form $(x-a_1)\cdots(x-a_n) + 1$ is irreducible over $\mathbb{Q}$ .","This post is inspired by Prove that the polynomial $\prod\limits_{i=1}^n\,\left(x-a_i\right)-1$ is irreducible in $\mathbb{Z}[x]$. . (A) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1< a_2 < \ldots < a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is a reducible element of $\mathbb{Z}[x]$ (or equivalently, of $\mathbb{Q}[x]$). To prove (A), one attempt is to show that $f(x)$ can not be a perfect square.  Hence, it is natural to ask the following related problem (B). (B) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is a perfect square in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). While I have solutions to (A) and (B), I don't yet have a solution to the problem (C) given below. (C) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+1$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). I also don't have a solution to this modified version (D) of the link above. (D) Find all positive integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)-1$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). Even more generally, we have this seemingly monstrously difficult problem (E). (E) For given $u\in\mathbb{N}$ and $v\in\mathbb{Z}$ with $\gcd(u,v)=1$, find all integers $n$ and integers $a_1,a_2,\ldots,a_n$ such that $a_1 \leq  a_2 \leq \ldots \leq a_n$ and that the polynomial   $$f(x):=u\left(x-a_1\right)\left(x-a_2\right)\cdots\left(x-a_n\right)+v$$   is reducible in $\mathbb{Z}[x]$ (or equivalently, in $\mathbb{Q}[x]$). If (E) seems too difficult, it may make sense to try when $u$ and $|v|$ are perfect $k$-th powers for some integer $k>1$, when $u$ and $v$ are prime integers or $\pm 1$, or when $a_1<a_2<\ldots<a_n$ is assumed. I know that this post is loaded with multiple questions.  However, as they are very closely related, I don't think it hurts to place them in the same thread. P.S. Part (A) already has an answer here: Proving that a polynomial of the form $(x-a_1)\cdots(x-a_n) + 1$ is irreducible over $\mathbb{Q}$ .",,"['abstract-algebra', 'number-theory', 'elementary-number-theory', 'polynomials', 'ring-theory']"
1,Maximal ideals in the ring of measurable functions,Maximal ideals in the ring of measurable functions,,"The $R$ ring of continuous functions from $[0,1]$ to $\mathbb{R}$ has a property that its maximal  look like a subset of $R$ consisting of those functions which vanish at a common single point in $[0,1]$. Question: Let $S$ be the ring of all the measurable functions from $[0,1]$ to $\mathbb{R}$. How maximal ideals look like in this ring?","The $R$ ring of continuous functions from $[0,1]$ to $\mathbb{R}$ has a property that its maximal  look like a subset of $R$ consisting of those functions which vanish at a common single point in $[0,1]$. Question: Let $S$ be the ring of all the measurable functions from $[0,1]$ to $\mathbb{R}$. How maximal ideals look like in this ring?",,"['abstract-algebra', 'measure-theory', 'ring-theory']"
2,Getting better at proofs,Getting better at proofs,,"So, I don't like proofs. To me building a proof feels like constructing a steel trap out of arguments to make true what you're trying to assert. Oftentimes the proof in the book is something that I get if I study, but hard to come up with on my own.  In other words I can't make steel traps, but I feel fine buying them from others. How does one acquire the ability to create steel traps with fluency and ease?  Are there any particular reference books that you found helped you really get how to construct a proof fluently?  Or is it just practice?","So, I don't like proofs. To me building a proof feels like constructing a steel trap out of arguments to make true what you're trying to assert. Oftentimes the proof in the book is something that I get if I study, but hard to come up with on my own.  In other words I can't make steel traps, but I feel fine buying them from others. How does one acquire the ability to create steel traps with fluency and ease?  Are there any particular reference books that you found helped you really get how to construct a proof fluently?  Or is it just practice?",,['soft-question']
3,"On describing a sort of ""well-behaved"" subgroups of a free abelian group.","On describing a sort of ""well-behaved"" subgroups of a free abelian group.",,"I found this question when I tried to figure out what kind of subgroups of a free abelian group behave just as well as in the finitely generated case. Let $M$ be a free abelian group and $N$ a subgroup of $M$. Suppose that $M/N$ is a direct sum of cyclic groups. Can we always find a basis $\{x_i\}_{i\in I}$ of $M$ such that $N=\bigoplus_{i\in I}(N\cap\mathbb Zx_i)$? My attempt: I feel it's true so I tried to prove it. Let $\varphi$ denote the canonical projection $M\to M/N$. To begin with, I'd like to consider a special case that $M/N$ is $p$-primary for a certain prime number $p$. First, define a property $P$ on elements of $M$: for any $x\in M$, $P(x)$ is true iff for any $y\in M$ and $n\in\mathbb Z$, $ny=x$ implies $y\in\ker\varphi$. Using Zorn's Lemma, we can find a maximal submodule $L_1$ of $M$ consisting of elements satisfying $P$. Second, define a property $Q$ on submodules of $M$: for any $L\leqslant M$, $Q(L)$ is true iff $L$ is generated by some $\{a_i\}_{i\in I}$ such that $M/N=\bigoplus_{i\in I}\mathbb Z\varphi(a_i)$. I proved that $\{a_i\}_{i\in I}$ constructed above is always linearly independent (by considering at a time a certain finitely generated subgroup of $M$). I want to show that there is a maximal submodule $L_2$ of $M$ subject to $Q$ and that $M=L_1\oplus L_2$, but I got stuck here. Any thought will be appreciated.","I found this question when I tried to figure out what kind of subgroups of a free abelian group behave just as well as in the finitely generated case. Let $M$ be a free abelian group and $N$ a subgroup of $M$. Suppose that $M/N$ is a direct sum of cyclic groups. Can we always find a basis $\{x_i\}_{i\in I}$ of $M$ such that $N=\bigoplus_{i\in I}(N\cap\mathbb Zx_i)$? My attempt: I feel it's true so I tried to prove it. Let $\varphi$ denote the canonical projection $M\to M/N$. To begin with, I'd like to consider a special case that $M/N$ is $p$-primary for a certain prime number $p$. First, define a property $P$ on elements of $M$: for any $x\in M$, $P(x)$ is true iff for any $y\in M$ and $n\in\mathbb Z$, $ny=x$ implies $y\in\ker\varphi$. Using Zorn's Lemma, we can find a maximal submodule $L_1$ of $M$ consisting of elements satisfying $P$. Second, define a property $Q$ on submodules of $M$: for any $L\leqslant M$, $Q(L)$ is true iff $L$ is generated by some $\{a_i\}_{i\in I}$ such that $M/N=\bigoplus_{i\in I}\mathbb Z\varphi(a_i)$. I proved that $\{a_i\}_{i\in I}$ constructed above is always linearly independent (by considering at a time a certain finitely generated subgroup of $M$). I want to show that there is a maximal submodule $L_2$ of $M$ subject to $Q$ and that $M=L_1\oplus L_2$, but I got stuck here. Any thought will be appreciated.",,"['abstract-algebra', 'modules', 'abelian-groups', 'principal-ideal-domains', 'infinite-groups']"
4,Eisenstein's criterion for two variables,Eisenstein's criterion for two variables,,"I want to know if there is a criterion, like Eisenstein's criterion, for polynomials with 2 variables?  If there is, how does it work?","I want to know if there is a criterion, like Eisenstein's criterion, for polynomials with 2 variables?  If there is, how does it work?",,"['abstract-algebra', 'polynomials', 'irreducible-polynomials']"
5,How are non-associative groups called? [duplicate],How are non-associative groups called? [duplicate],,"This question already has answers here : Graphically Organizing the Interrelationships of Basic Algebraic Structures (2 answers) Closed 3 months ago . Is there a name for the algebraic objects that have all the properties of groups except associativity? For example, the unit octonions have this property. They satisfy the following definition. Definition: A set $G$ is called a _________ if there is a binary operation $\cdot:G\times G\to G$ such that (Identity) There exists an element $e\in G$ , such that $e \cdot a = a \cdot e = a$ for all $a\in G$ . (Inverse) For all $a \in G$ , there exists an element $b \in G$ such that $a \cdot b = b \cdot a = e$ .","This question already has answers here : Graphically Organizing the Interrelationships of Basic Algebraic Structures (2 answers) Closed 3 months ago . Is there a name for the algebraic objects that have all the properties of groups except associativity? For example, the unit octonions have this property. They satisfy the following definition. Definition: A set is called a _________ if there is a binary operation such that (Identity) There exists an element , such that for all . (Inverse) For all , there exists an element such that .",G \cdot:G\times G\to G e\in G e \cdot a = a \cdot e = a a\in G a \in G b \in G a \cdot b = b \cdot a = e,"['abstract-algebra', 'group-theory', 'terminology', 'definition']"
6,Radical of an infinite dimensional Lie Algebra,Radical of an infinite dimensional Lie Algebra,,"I am studying Lie Algebras and I just encountered the notion of radical $R$ of a finite dimensional Lie algebra $L$ over a field $F$, the maximal solvable ideal. Since the dimension of $L$ is finite, every increasing chain of solvable ideals is bounded, then exists a maximal element, and since the sums of two maximal solvable ideals still remains solvable, the maximal solvable ideal above is unique (and then well defined). Can we find some similar notions in the case $\dim_F (L)= \infty$? In the construction above we have used that every chain of solvable ideals has an upper bound, that may be not true in the infinite dimensional case. For example, there is a way to build a Lie algebra with a series of ideals $0=I_0<I_1<I_2<\ldots$ in which $(I_{i+1})'= I_i$ (here $L'$ is the derivated algebra of $L$)? If yes, this would means that the notion above of radical can't be extended, because $I=\bigcup_{j \ge 0}Ij$ would be not solvable.","I am studying Lie Algebras and I just encountered the notion of radical $R$ of a finite dimensional Lie algebra $L$ over a field $F$, the maximal solvable ideal. Since the dimension of $L$ is finite, every increasing chain of solvable ideals is bounded, then exists a maximal element, and since the sums of two maximal solvable ideals still remains solvable, the maximal solvable ideal above is unique (and then well defined). Can we find some similar notions in the case $\dim_F (L)= \infty$? In the construction above we have used that every chain of solvable ideals has an upper bound, that may be not true in the infinite dimensional case. For example, there is a way to build a Lie algebra with a series of ideals $0=I_0<I_1<I_2<\ldots$ in which $(I_{i+1})'= I_i$ (here $L'$ is the derivated algebra of $L$)? If yes, this would means that the notion above of radical can't be extended, because $I=\bigcup_{j \ge 0}Ij$ would be not solvable.",,"['abstract-algebra', 'ring-theory', 'lie-algebras']"
7,Tangent to dual curve.,Tangent to dual curve.,,"Let $C$ be a smooth projective plane curve, let $P \in C(k)$, and let $\ell$ denote the tangent line to $C$ at $P$. Let $C^*$ denote the dual curve to $C$, in the dual plane $(\mathbb{P}^2)^*$ (the plane that parameterizes lines in $\mathbb{P}^2$).Let $P^*$ denote the line in $(\mathbb{P}^2)^*$ that parameterizes the lines passing through the point $P$. Note that (by definition of $C^*$), the line $\ell$ corresponds to ta point of $C^*$. My question is, is $P^*$ the tangent line to $C^*$ at its point $\ell$? I am able to check that the answer is yes in the case of a conic, but I do not know how to show this in general.","Let $C$ be a smooth projective plane curve, let $P \in C(k)$, and let $\ell$ denote the tangent line to $C$ at $P$. Let $C^*$ denote the dual curve to $C$, in the dual plane $(\mathbb{P}^2)^*$ (the plane that parameterizes lines in $\mathbb{P}^2$).Let $P^*$ denote the line in $(\mathbb{P}^2)^*$ that parameterizes the lines passing through the point $P$. Note that (by definition of $C^*$), the line $\ell$ corresponds to ta point of $C^*$. My question is, is $P^*$ the tangent line to $C^*$ at its point $\ell$? I am able to check that the answer is yes in the case of a conic, but I do not know how to show this in general.",,['abstract-algebra']
8,"Prove that $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ is a PID.",Prove that  is a PID.,"\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})","While self-studying algebraic number theory, I came across the following problem: Prove that $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ is a PID. where $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ denotes the ring of algebraic integers in $\mathbb{Q}(\sqrt{2},\sqrt{-3})$.  My first intuition was to find the Minkowski bound and hope that it's below $2$, but this turns out to not be the case.  Let $R := \mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$; then we know that $|\text{disc}(R)| = 16\cdot2\cdot3\cdot6$, so the Minkowski bound is $$ \frac{4!}{4^4}\left(\frac{4}{\pi}\right)^2\sqrt{16\cdot 6 \cdot 3 \cdot 2} \approx 3.64. $$ Thus, I need only show that the primes lying over $2$ and $3$ are principally generated, but I'm having trouble showing that.  I don't (in general) know how  primes split in this ring, so I tried to use the different.  We know that $\| \text{diff}(R) \| = |\text{disc}(R)| = 2^6\cdot 3^2$, so we can conclude $$(3) = (\frak{p}_3\frak{p}_3')^2. $$ I'm not sure how this helps, though.  Any help is appreciated.","While self-studying algebraic number theory, I came across the following problem: Prove that $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ is a PID. where $\mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$ denotes the ring of algebraic integers in $\mathbb{Q}(\sqrt{2},\sqrt{-3})$.  My first intuition was to find the Minkowski bound and hope that it's below $2$, but this turns out to not be the case.  Let $R := \mathbb{A} \cap \mathbb{Q}(\sqrt{2},\sqrt{-3})$; then we know that $|\text{disc}(R)| = 16\cdot2\cdot3\cdot6$, so the Minkowski bound is $$ \frac{4!}{4^4}\left(\frac{4}{\pi}\right)^2\sqrt{16\cdot 6 \cdot 3 \cdot 2} \approx 3.64. $$ Thus, I need only show that the primes lying over $2$ and $3$ are principally generated, but I'm having trouble showing that.  I don't (in general) know how  primes split in this ring, so I tried to use the different.  We know that $\| \text{diff}(R) \| = |\text{disc}(R)| = 2^6\cdot 3^2$, so we can conclude $$(3) = (\frak{p}_3\frak{p}_3')^2. $$ I'm not sure how this helps, though.  Any help is appreciated.",,"['abstract-algebra', 'ring-theory', 'algebraic-number-theory', 'principal-ideal-domains']"
9,Is there a polynomial $p$ such that it is bijective and $ p: \mathbb{Q}^n \rightarrow \mathbb{Q}$ for $ n>1$ ??,Is there a polynomial  such that it is bijective and  for  ??,p  p: \mathbb{Q}^n \rightarrow \mathbb{Q}  n>1,"Let us define a polynomial $p$   defined as follow $$p: \mathbb{Q}^n \rightarrow \mathbb{Q}.$$ I acrossed this question in mind. Is there a polynomial $p$ such that it is bijective and  $p: \mathbb{Q}^n \rightarrow \mathbb{Q}$ for $n>1$   ? Note : $p$  is polynomial with $n$  variables $p(x_1,\dots x_n)$. Thank you for any help","Let us define a polynomial $p$   defined as follow $$p: \mathbb{Q}^n \rightarrow \mathbb{Q}.$$ I acrossed this question in mind. Is there a polynomial $p$ such that it is bijective and  $p: \mathbb{Q}^n \rightarrow \mathbb{Q}$ for $n>1$   ? Note : $p$  is polynomial with $n$  variables $p(x_1,\dots x_n)$. Thank you for any help",,"['abstract-algebra', 'polynomials', 'inverse', 'applications']"
