,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Can a basis for a vector space $V$ can be restricted to a basis for any subspace $W$?,Can a basis for a vector space  can be restricted to a basis for any subspace ?,V W,"I don't understand why this statement is wrong: $V$ is a vector space, and $W$ is a subspace of $V$. $K$ is a basis of $V$. We can manage to find a subset of $K$ that will be a basis of $W$. Sorry if my English is bad... and if you can show me an example of something that contradicts it, it'd be great.","I don't understand why this statement is wrong: $V$ is a vector space, and $W$ is a subspace of $V$. $K$ is a basis of $V$. We can manage to find a subset of $K$ that will be a basis of $W$. Sorry if my English is bad... and if you can show me an example of something that contradicts it, it'd be great.",,"['linear-algebra', 'vector-spaces']"
1,Eigenvalues of symmetric orthogonal matrix,Eigenvalues of symmetric orthogonal matrix,,Can we say that Eigenvalues of symmetric orthogonal matrix must be $+1$ and $-1$ ? Since eigenvalues of symmetric matrices are real and eigenvalues of orthogonal matrix have  unit modulus. Combining both result eigenvalues of symmetric orthogonal matrices must be $+1$ and $-1$ . Please clarify whether I am correct? Is there any other approach to solve this problem? Thanks,Can we say that Eigenvalues of symmetric orthogonal matrix must be and ? Since eigenvalues of symmetric matrices are real and eigenvalues of orthogonal matrix have  unit modulus. Combining both result eigenvalues of symmetric orthogonal matrices must be and . Please clarify whether I am correct? Is there any other approach to solve this problem? Thanks,+1 -1 +1 -1,"['linear-algebra', 'matrices', 'eigenvalues-eigenvectors', 'symmetric-matrices', 'orthogonal-matrices']"
2,Clarifying the definition of the Dual Map,Clarifying the definition of the Dual Map,,"I would appreciate help understanding the definition of the dual map $T'$ as presented in Axler's ""Linear Algebra Done Right"" 3rd ed. on page 103. If $T \in \cal {L}$$(V,W)$ then the dual map of $T$ is the linear map $T' \in \cal {L}$$(W',V')$ defined by $T'(\phi)= \phi \circ T$ for $\phi \in W'$ . With $\phi \in W'$ , on the LHS, $T'(\phi)$ maps to $V'$ , where elements of $V'$ are linear functionals on $V$ . This is my question: When looking at the RHS, $\phi \circ T$ , $T$ maps to $W$ but since $\phi \in W'$ , $\phi$ is a linear functional on $W$ and I would think should map to a scalar, not a linear functional on $V$ , i.e., not an element of $V'$ . So things don't seen to line up. Thanks.","I would appreciate help understanding the definition of the dual map as presented in Axler's ""Linear Algebra Done Right"" 3rd ed. on page 103. If then the dual map of is the linear map defined by for . With , on the LHS, maps to , where elements of are linear functionals on . This is my question: When looking at the RHS, , maps to but since , is a linear functional on and I would think should map to a scalar, not a linear functional on , i.e., not an element of . So things don't seen to line up. Thanks.","T' T \in \cal {L}(V,W) T T' \in \cal {L}(W',V') T'(\phi)= \phi \circ T \phi \in W' \phi \in W' T'(\phi) V' V' V \phi \circ T T W \phi \in W' \phi W V V'",['linear-algebra']
3,Eigenvalues of $A^TA$,Eigenvalues of,A^TA,"Suppose $A$ is a $n\times n$ matrix in $M(\mathbb{R})$ . I'd like to know if there is an exact formula for the eigenvalues of $A^TA$ . Clearly, it's false that $\lambda^2$ is an eigenvalue of $A^TA$ if $\lambda$ is an eigenvalue of $A$ .","Suppose is a matrix in . I'd like to know if there is an exact formula for the eigenvalues of . Clearly, it's false that is an eigenvalue of if is an eigenvalue of .",A n\times n M(\mathbb{R}) A^TA \lambda^2 A^TA \lambda A,"['linear-algebra', 'matrices']"
4,Why does a diagonalization of a matrix B with the basis of a commuting matrix A give a block diagonal matrix?,Why does a diagonalization of a matrix B with the basis of a commuting matrix A give a block diagonal matrix?,,"I am trying to understand a proof concerning commuting matrices and simultaneous diagonalization of these. It seems to be a well known result that when you take the eigenvectors of $A$ as a basis and diagonalize $B$ with it then you get a block diagonal matrix: $$B=  \begin{pmatrix}   B_{1} & 0 & \cdots & 0 \\   0 & B_{2} & \cdots & 0 \\   \vdots  & \vdots  & \ddots & \vdots  \\   0 & 0 & \cdots & B_{m}  \end{pmatrix},$$ where each $B_{i}$ is an $m_{g}(\lambda_{i}) \times m_{g}(\lambda_{i})$ block ($m_{g}(\lambda_{i})$ being the geometric multiplicity of $\lambda_{i}$). My question Why is this so? I calculated an example and, lo and behold, it really works :-) But I don't understand how it works out so neatly. Can you please explain this result to me in an intuitive and step-by-step manner - Thank you!","I am trying to understand a proof concerning commuting matrices and simultaneous diagonalization of these. It seems to be a well known result that when you take the eigenvectors of $A$ as a basis and diagonalize $B$ with it then you get a block diagonal matrix: $$B=  \begin{pmatrix}   B_{1} & 0 & \cdots & 0 \\   0 & B_{2} & \cdots & 0 \\   \vdots  & \vdots  & \ddots & \vdots  \\   0 & 0 & \cdots & B_{m}  \end{pmatrix},$$ where each $B_{i}$ is an $m_{g}(\lambda_{i}) \times m_{g}(\lambda_{i})$ block ($m_{g}(\lambda_{i})$ being the geometric multiplicity of $\lambda_{i}$). My question Why is this so? I calculated an example and, lo and behold, it really works :-) But I don't understand how it works out so neatly. Can you please explain this result to me in an intuitive and step-by-step manner - Thank you!",,"['linear-algebra', 'matrices', 'eigenvalues-eigenvectors', 'diagonalization', 'block-matrices']"
5,"If $A+A^T$ is negative definite, then the eigenvalues of $A$ have negative real parts?","If  is negative definite, then the eigenvalues of  have negative real parts?",A+A^T A,"Assume that $A$ is non-symmetric. ""If $A+A^T$ is positive definite, the eigenvalues of $A$ have positive real parts"" (originally, it was with negative definite/negative real parts, but I suspect it doesn't matter). This was claimed in a comment of an answer to if eigenvalues are positive, is the matrix positive definite? . Could anyone provide a proof for this? Is the other direction true? If yes can anyone present a proof, if not a counterexample. If $A$ is diagonalizable is the other direction true? If yes can anyone present a proof, if not a counterexample. Thank you. (In case anyone wonders what the motivation behind this is, I'm looking into it with the hope of getting some simple geometric intuition for the conditions of asymptotic stability of the origin of a continuous-time LTI system $\dot{x}=Ax$ (i.e. that the eigenvalues have negative real parts). If the other direction of the claim is true, it implies that the angle between the velocity vector $\dot{x}$ and the position vector $x$ is always greater than $\pi/2$, hence the state is always 'being pushed roughly in the direction of the origin'.)","Assume that $A$ is non-symmetric. ""If $A+A^T$ is positive definite, the eigenvalues of $A$ have positive real parts"" (originally, it was with negative definite/negative real parts, but I suspect it doesn't matter). This was claimed in a comment of an answer to if eigenvalues are positive, is the matrix positive definite? . Could anyone provide a proof for this? Is the other direction true? If yes can anyone present a proof, if not a counterexample. If $A$ is diagonalizable is the other direction true? If yes can anyone present a proof, if not a counterexample. Thank you. (In case anyone wonders what the motivation behind this is, I'm looking into it with the hope of getting some simple geometric intuition for the conditions of asymptotic stability of the origin of a continuous-time LTI system $\dot{x}=Ax$ (i.e. that the eigenvalues have negative real parts). If the other direction of the claim is true, it implies that the angle between the velocity vector $\dot{x}$ and the position vector $x$ is always greater than $\pi/2$, hence the state is always 'being pushed roughly in the direction of the origin'.)",,['linear-algebra']
6,What is the difference between linear space and a subspace?,What is the difference between linear space and a subspace?,,"If W is a subspace, is it also a linear space? If V is a linear space, is it also a subspace? I am having trouble wrapping my head around the difference between the two, as it seems that the way the book defines them is the following: both have to have a zero (neutral) element, both are closed under addition and scalar multiplication. Thanks!","If W is a subspace, is it also a linear space? If V is a linear space, is it also a subspace? I am having trouble wrapping my head around the difference between the two, as it seems that the way the book defines them is the following: both have to have a zero (neutral) element, both are closed under addition and scalar multiplication. Thanks!",,['linear-algebra']
7,The difference between applying a rotation matrix to a vector (points) and to a matrix (transformation),The difference between applying a rotation matrix to a vector (points) and to a matrix (transformation),,"Suppose that the rotation matrix is defined as $\mathbf{R}$ . Then in order to rotate a vector and a matrix, the following expressions are, respectively, used $\mathbf{u'}=\mathbf{R} \mathbf{u}$ and $\mathbf{U'}=\mathbf{R} \mathbf{U} \mathbf{R}^T$ , where $\mathbf{u}$ and $\mathbf{U}$ are, respectively, an arbitrary vector and an arbitrary matrix. For me, the first one is obvious since you simply multiply the rotation matrix by the vector (for example a point coordinate in 3D) and obtain the rotated vector (rotated point coordinate in 3D). However, the second one is not clear for me and why the rotation should be multiplied from both sides and how this expression is derived. P.S. The matrix $\mathbf{U}$ can be interpreted as a stretch matrix in 3D.","Suppose that the rotation matrix is defined as . Then in order to rotate a vector and a matrix, the following expressions are, respectively, used and , where and are, respectively, an arbitrary vector and an arbitrary matrix. For me, the first one is obvious since you simply multiply the rotation matrix by the vector (for example a point coordinate in 3D) and obtain the rotated vector (rotated point coordinate in 3D). However, the second one is not clear for me and why the rotation should be multiplied from both sides and how this expression is derived. P.S. The matrix can be interpreted as a stretch matrix in 3D.",\mathbf{R} \mathbf{u'}=\mathbf{R} \mathbf{u} \mathbf{U'}=\mathbf{R} \mathbf{U} \mathbf{R}^T \mathbf{u} \mathbf{U} \mathbf{U},"['linear-algebra', 'matrices', 'vectors', 'rotations']"
8,RQ decomposition,RQ decomposition,,"Can someone explain me how we can compute RQ decomposition for a given matrix (say, $3 \times 4$). I know how to compute QR decomposition. I know the function in MATLAB which computes this RQ decomposition. But, I want to know how we can do that on paper. PS: The practical use of RQ decomposition is in extracting the intrinsic and extrinsic parameters of the camera when the camera matrix $P(3 \times 4$) is given thanks!","Can someone explain me how we can compute RQ decomposition for a given matrix (say, $3 \times 4$). I know how to compute QR decomposition. I know the function in MATLAB which computes this RQ decomposition. But, I want to know how we can do that on paper. PS: The practical use of RQ decomposition is in extracting the intrinsic and extrinsic parameters of the camera when the camera matrix $P(3 \times 4$) is given thanks!",,"['linear-algebra', 'matrices', 'matrix-decomposition']"
9,Why doesn't the dot product give you the coefficients of the linear combination?,Why doesn't the dot product give you the coefficients of the linear combination?,,"So the setting is $\Bbb R^{2}$. Let's pick two unit vectors that are linearly independent.  Say: $v_{1}= \begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{2}\end{bmatrix}$ and $v_{2} = \begin{bmatrix}  \frac{\sqrt{3}}{2} \\ \frac{1}{2}\end{bmatrix}$. Now, let's pick another vector with length smaller than $1$, say, $a = \begin{bmatrix}  \frac{1}{2} \\ 0\end{bmatrix}$. I've been trying to understand the dot product geometrically, and what I've read online has led me to believe that $a \cdot v_{1}$ is the scalar $c$ so that $cv_{1}$ is the ""shadow"" of $a$ on $v_{1}$.  Similarly, $a \cdot v_{2}$ is the scalar $d$ so that $dv_{2}$ is the ""shadow"" of $a$ on $v_{2}$. If this is true, then it should be that $cv_{1} + dv_{2} = a$, right?  But this isn't the case. We have $a \cdot v_{1} = \frac{1}{4}$ and $a \cdot v_{2} = \frac{\sqrt{3}}{4}$.  So $$cv_{1} + d v_{2} = \frac{1}{4}\begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{2}\end{bmatrix} + \frac{\sqrt{3}}{4}\begin{bmatrix}  \frac{\sqrt{3}}{2} \\ \frac{1}{2}\end{bmatrix} =  \begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{4}\end{bmatrix} \neq a.$$ This means something is wrong with my understanding about the intuition of the dot product.  I'm not sure what's wrong with it, though.  Any help would be appreciated.","So the setting is $\Bbb R^{2}$. Let's pick two unit vectors that are linearly independent.  Say: $v_{1}= \begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{2}\end{bmatrix}$ and $v_{2} = \begin{bmatrix}  \frac{\sqrt{3}}{2} \\ \frac{1}{2}\end{bmatrix}$. Now, let's pick another vector with length smaller than $1$, say, $a = \begin{bmatrix}  \frac{1}{2} \\ 0\end{bmatrix}$. I've been trying to understand the dot product geometrically, and what I've read online has led me to believe that $a \cdot v_{1}$ is the scalar $c$ so that $cv_{1}$ is the ""shadow"" of $a$ on $v_{1}$.  Similarly, $a \cdot v_{2}$ is the scalar $d$ so that $dv_{2}$ is the ""shadow"" of $a$ on $v_{2}$. If this is true, then it should be that $cv_{1} + dv_{2} = a$, right?  But this isn't the case. We have $a \cdot v_{1} = \frac{1}{4}$ and $a \cdot v_{2} = \frac{\sqrt{3}}{4}$.  So $$cv_{1} + d v_{2} = \frac{1}{4}\begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{2}\end{bmatrix} + \frac{\sqrt{3}}{4}\begin{bmatrix}  \frac{\sqrt{3}}{2} \\ \frac{1}{2}\end{bmatrix} =  \begin{bmatrix}  \frac{1}{2} \\ \frac{\sqrt{3}}{4}\end{bmatrix} \neq a.$$ This means something is wrong with my understanding about the intuition of the dot product.  I'm not sure what's wrong with it, though.  Any help would be appreciated.",,"['linear-algebra', 'vector-spaces', 'vectors']"
