,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Showing that a first countable space is Hausdorff if and only if every sequence converging in $X$ has a unique limit,Showing that a first countable space is Hausdorff if and only if every sequence converging in  has a unique limit,X,"Show that a first countable space $X$ is Hausdorff if and only if every sequence converging in $X$ has a unique limit. My Proof $X$ is Hausdorff, then it is trivial that every convergent sequence has a unique limit... Now assume that $X$ is not Hausdorff then $\exists x \neq y$ such that they cannot be seperated by disjoint open neighborhoods of $x$ and $y$ Now because $X$ is first-countable then there exists a sequence of decreasing neighborhoods $U_i$ of $x$ and $V_i$ of $y$ such that $U_i \cap V_j \neq \phi$ , in particular $U_i \cap V_i \neq \phi$ , choose $z_i\in U_i \cap V_i$ , then the sequence $( z_i) $ converges to both $x$ snd $y$ . Is it correct? (note that the fact that $U_i$ and $V_i$ is decreasing sequence of neighborhoods is necessary to prove the convergence) When $X$ is not Hausdorff, then there is a sequence whose limit is not unique. Is this proof correct.","Show that a first countable space is Hausdorff if and only if every sequence converging in has a unique limit. My Proof is Hausdorff, then it is trivial that every convergent sequence has a unique limit... Now assume that is not Hausdorff then such that they cannot be seperated by disjoint open neighborhoods of and Now because is first-countable then there exists a sequence of decreasing neighborhoods of and of such that , in particular , choose , then the sequence converges to both snd . Is it correct? (note that the fact that and is decreasing sequence of neighborhoods is necessary to prove the convergence) When is not Hausdorff, then there is a sequence whose limit is not unique. Is this proof correct.",X X X X \exists x \neq y x y X U_i x V_i y U_i \cap V_j \neq \phi U_i \cap V_i \neq \phi z_i\in U_i \cap V_i ( z_i)  x y U_i V_i X,"['general-topology', 'limits', 'proof-verification', 'first-countable']"
1,Issue with the following limit $\bigg(2 \sqrt{1 + \frac{1}{n}}\bigg)^n$,Issue with the following limit,\bigg(2 \sqrt{1 + \frac{1}{n}}\bigg)^n,"Calculate the following limit: $\bigg(2  \sqrt{1 + \frac{1}{n}}\bigg)^n$ When I calculate it I get to different answers. First way (Edit: this is where I did the mistake): $$\bigg(2 * \sqrt{1 + \frac{1}{n}}\bigg)^n = \bigg({4 + \frac{4}{n} \bigg)^\frac{n}{2}} = \bigg({4 + \frac{4}{n} \bigg)^{\frac{n}{4} \cdot \frac{4}{n}\cdot\frac{n}{2}}}$$ When we do $\lim_{n \to \infty}\bigg(\bigg({4 + \frac{4}{n} \bigg)^{\frac{n}{4}\cdot \frac{4}{n}\cdot\frac{n}{2}}}\bigg)$ we get $e^2$ Now the second way: $$\bigg(2 \cdot \sqrt{1 + \frac{1}{n}}\bigg)^n = 2^n\cdot (1 + \frac{1}{n})^{n \cdot \frac{1}{2}}$$ When we do limit out of this we get $2^\infty \cdot \sqrt{e}$ which is of course $\infty$ . Could someone point out the mistake I made? Edit: I just realised where my mistake lies! I mistakenly thought that $(4 + \frac{4}{n})^\frac{n}{4} = e$ which is false, actually $(1 + \frac{4}{n})^\frac{n}{4} = e$ . The second way of calculating this limit is the correct one!","Calculate the following limit: When I calculate it I get to different answers. First way (Edit: this is where I did the mistake): When we do we get Now the second way: When we do limit out of this we get which is of course . Could someone point out the mistake I made? Edit: I just realised where my mistake lies! I mistakenly thought that which is false, actually . The second way of calculating this limit is the correct one!",\bigg(2  \sqrt{1 + \frac{1}{n}}\bigg)^n \bigg(2 * \sqrt{1 + \frac{1}{n}}\bigg)^n = \bigg({4 + \frac{4}{n} \bigg)^\frac{n}{2}} = \bigg({4 + \frac{4}{n} \bigg)^{\frac{n}{4} \cdot \frac{4}{n}\cdot\frac{n}{2}}} \lim_{n \to \infty}\bigg(\bigg({4 + \frac{4}{n} \bigg)^{\frac{n}{4}\cdot \frac{4}{n}\cdot\frac{n}{2}}}\bigg) e^2 \bigg(2 \cdot \sqrt{1 + \frac{1}{n}}\bigg)^n = 2^n\cdot (1 + \frac{1}{n})^{n \cdot \frac{1}{2}} 2^\infty \cdot \sqrt{e} \infty (4 + \frac{4}{n})^\frac{n}{4} = e (1 + \frac{4}{n})^\frac{n}{4} = e,"['sequences-and-series', 'limits', 'proof-verification']"
2,$\lim_{x \to 0} \frac{x^{11}-3x^2+\sin x}{e^x - \cos x}$ Is this solution correct?,Is this solution correct?,\lim_{x \to 0} \frac{x^{11}-3x^2+\sin x}{e^x - \cos x},Just want to double check whether all my operations are legal. The result seems to be correct but I want to make sure I didn't make any mistakes. $\require{cancel}$ $$\lim_{x \to 0} \frac{x^{11}-3x^2+\sin x}{e^x - \cos x}=$$ $$=\lim_{x \to 0} \frac{x^{11}-3x^2}{e^x - \cos x}+\frac{\sin x}{e^x - \cos x}=$$ $$=\lim_{x \to 0} \frac{x^{11}-3x^2}{e^x - \cos x}+\frac{x}{e^x - \cos x}\cdot\cancelto{1}{\frac{\sin x}{x}}=$$ $$=\lim_{x \to 0} \frac{x^{11}-3x^2+x}{e^x - 1 + 1 - \cos x}=$$ $$=\lim_{x \to 0} (\frac {1-\cos x}{x^{11} - 3x^2 + x} + \frac {e^x-1}{x^{11}-3x^2+x})^{-1}=$$ $$=\lim_{x \to 0} (\frac {1-\cos x}{x^2\cancelto{-\infty}{(x^9-3-\frac {1}{x})}} + \frac {e^x-1}{x\cancelto{1}{(x^{10}-3x+1)}})^{-1}=$$ $$ =\lim_{x \to 0} (\cancelto{\frac{1}{2}}{\frac{1-\cos x}{x^2}}\cdot\cancelto{0}{\frac{1}{-\infty}} + \cancelto{1}{\frac {e^x-1}{x}})^{-1}=$$ $$=\lim_{x \to 0} (\frac {1}{2} \cdot0+ 1)^{-1}=$$ $$=(0+1)^{-1} = 1$$ Is this correct?,Just want to double check whether all my operations are legal. The result seems to be correct but I want to make sure I didn't make any mistakes. Is this correct?,\require{cancel} \lim_{x \to 0} \frac{x^{11}-3x^2+\sin x}{e^x - \cos x}= =\lim_{x \to 0} \frac{x^{11}-3x^2}{e^x - \cos x}+\frac{\sin x}{e^x - \cos x}= =\lim_{x \to 0} \frac{x^{11}-3x^2}{e^x - \cos x}+\frac{x}{e^x - \cos x}\cdot\cancelto{1}{\frac{\sin x}{x}}= =\lim_{x \to 0} \frac{x^{11}-3x^2+x}{e^x - 1 + 1 - \cos x}= =\lim_{x \to 0} (\frac {1-\cos x}{x^{11} - 3x^2 + x} + \frac {e^x-1}{x^{11}-3x^2+x})^{-1}= =\lim_{x \to 0} (\frac {1-\cos x}{x^2\cancelto{-\infty}{(x^9-3-\frac {1}{x})}} + \frac {e^x-1}{x\cancelto{1}{(x^{10}-3x+1)}})^{-1}=  =\lim_{x \to 0} (\cancelto{\frac{1}{2}}{\frac{1-\cos x}{x^2}}\cdot\cancelto{0}{\frac{1}{-\infty}} + \cancelto{1}{\frac {e^x-1}{x}})^{-1}= =\lim_{x \to 0} (\frac {1}{2} \cdot0+ 1)^{-1}= =(0+1)^{-1} = 1,"['calculus', 'limits']"
3,Is evaluating the limit inside brackets then applying power valid?,Is evaluating the limit inside brackets then applying power valid?,,"I am attempting to find the limit of the sequence $$ \frac{(2n+3)^n}{(3n+1)^n} .$$ I started by making this into one fraction with a single power $$ \left(\frac{2n+3}{3n+1}\right)^n $$ after which I calculated that the fraction as $n \to \infty =\frac{2}{3}$ , and this to the power $\left(\frac{2}{3}\right)^n =0$ . However, I feel as though what I did wasn’t valid. Was it incorrect? And if so, why, and what should I have done? (note: we are not yet supposed to use L’Hopitals or logarithms)","I am attempting to find the limit of the sequence I started by making this into one fraction with a single power after which I calculated that the fraction as , and this to the power . However, I feel as though what I did wasn’t valid. Was it incorrect? And if so, why, and what should I have done? (note: we are not yet supposed to use L’Hopitals or logarithms)","
\frac{(2n+3)^n}{(3n+1)^n}
. 
\left(\frac{2n+3}{3n+1}\right)^n
 n \to \infty =\frac{2}{3} \left(\frac{2}{3}\right)^n =0","['real-analysis', 'calculus', 'sequences-and-series', 'limits', 'limits-without-lhopital']"
4,Solution of a limit of a sequence $\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}$,Solution of a limit of a sequence,\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n},"I'm trying to solve the limit of this sequence without the use an upper bound o asymptotic methods: $$\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\left(\frac{\infty-\infty}{\infty-\infty}\right)$$ Here there are my differents methods: assuming $f(n)=\sqrt{4n^2+1}, \,$$\ g(n)=2n$ , $h(n)=\sqrt{n^2-1}$ , $\ \psi(n)= n$ $$f(n)-g(n)=\frac{\dfrac{1}{g(n)}-\dfrac{1}{f(n)}}{\dfrac{1}{f(n)\cdot g(n)}}, \quad h(n)-\psi(n)=\frac{\dfrac{1}{\psi(n)}-\dfrac{1}{h(n)}}{\dfrac{1}{h(n)\cdot \psi(n)}}$$ I always have an undetermined form. I've done some rationalizations: $$\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}\cdot \frac{\sqrt{4n^2+1}+2n}{\sqrt{4n^2+1}+2n}$$ where to the numerator I find $1$ and to the denominator an undetermined form. Similar situation considering $$\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}\cdot \frac{\sqrt{n^2-1}+n}{\sqrt{n^2-1}+n}$$ $$\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\frac{n\left(\sqrt{4+\dfrac{1}{n^2}}-2\right)}{n\left(\sqrt{1-\dfrac{1}{n^2}}-1\right)}\rightsquigarrow \left(\frac{0}{0}\right)$$ At the moment I am not able to think about other possible simple solutions.","I'm trying to solve the limit of this sequence without the use an upper bound o asymptotic methods: Here there are my differents methods: assuming , , I always have an undetermined form. I've done some rationalizations: where to the numerator I find and to the denominator an undetermined form. Similar situation considering At the moment I am not able to think about other possible simple solutions.","\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\left(\frac{\infty-\infty}{\infty-\infty}\right) f(n)=\sqrt{4n^2+1}, \,\ g(n)=2n h(n)=\sqrt{n^2-1} \ \psi(n)= n f(n)-g(n)=\frac{\dfrac{1}{g(n)}-\dfrac{1}{f(n)}}{\dfrac{1}{f(n)\cdot g(n)}}, \quad h(n)-\psi(n)=\frac{\dfrac{1}{\psi(n)}-\dfrac{1}{h(n)}}{\dfrac{1}{h(n)\cdot \psi(n)}} \lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}\cdot \frac{\sqrt{4n^2+1}+2n}{\sqrt{4n^2+1}+2n} 1 \lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\lim_{n\longrightarrow\infty}\frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}\cdot \frac{\sqrt{n^2-1}+n}{\sqrt{n^2-1}+n} \frac{\sqrt{4n^2+1}-2n}{\sqrt{n^2-1}-n}=\frac{n\left(\sqrt{4+\dfrac{1}{n^2}}-2\right)}{n\left(\sqrt{1-\dfrac{1}{n^2}}-1\right)}\rightsquigarrow \left(\frac{0}{0}\right)","['calculus', 'sequences-and-series', 'limits']"
5,How to find $\lim_{n\to\infty} \int_{0}^{1} \frac{ne^{-\sqrt{nx}} \sin{x}}{(1+x^{2})\arctan{x}} dx$,How to find,\lim_{n\to\infty} \int_{0}^{1} \frac{ne^{-\sqrt{nx}} \sin{x}}{(1+x^{2})\arctan{x}} dx,"I know that I must use theorem of dominanted convergence,to bound function under integral.  I tried to solve that in two ways. First of all, I tried the method of substitute, to use that $t=\arctan{x}$ , and than i got $\lim_{n\to\infty} \int_{0}^{\frac{\pi}{4}} \frac{ne^{-\sqrt{n\tan{t}}}}{t} dx$ ,( $\sin{(\tan{t})}$ is always < 1 ).But i don't think that anything good  can be done with that. Secondly, I tried to substitute nx=t, but in that case, i really don't know what to do with $\arctan{t/n}$","I know that I must use theorem of dominanted convergence,to bound function under integral.  I tried to solve that in two ways. First of all, I tried the method of substitute, to use that , and than i got ,( is always < 1 ).But i don't think that anything good  can be done with that. Secondly, I tried to substitute nx=t, but in that case, i really don't know what to do with",t=\arctan{x} \lim_{n\to\infty} \int_{0}^{\frac{\pi}{4}} \frac{ne^{-\sqrt{n\tan{t}}}}{t} dx \sin{(\tan{t})} \arctan{t/n},"['real-analysis', 'limits', 'measure-theory']"
6,Finding $a$ and $b$ such that $\lim_{x\to25}\frac{\sqrt{x}-5}{ax+b} = \frac{1}{40}$,Finding  and  such that,a b \lim_{x\to25}\frac{\sqrt{x}-5}{ax+b} = \frac{1}{40},"So I am given the following question: Suppose $$\lim _{x\to 25}\frac{\sqrt{x}-5}{ax+b} = \frac{1}{40}$$ Find $a$ and $b$ . I'm not exactly what to do from here, but what I did was multiplying $$\frac{\sqrt{x}-5}{ax+b}$$ by its conjugate  ( $\frac{ax-b}{ax-b}$ ), resulting in $$\frac{100a}{625a^2-b^2} = \frac{1}{40}$$ Now I'm stuck and not sure what to do from here. Am I on a correct track?","So I am given the following question: Suppose Find and . I'm not exactly what to do from here, but what I did was multiplying by its conjugate  ( ), resulting in Now I'm stuck and not sure what to do from here. Am I on a correct track?",\lim _{x\to 25}\frac{\sqrt{x}-5}{ax+b} = \frac{1}{40} a b \frac{\sqrt{x}-5}{ax+b} \frac{ax-b}{ax-b} \frac{100a}{625a^2-b^2} = \frac{1}{40},['limits']
7,"I need to prove that $\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0$",I need to prove that,"\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0","I need to prove the following limit $$\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0$$ Using the Squeeze Theorem $$0\le|\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}|\leq\frac{|x|\log(1+y)}{y}\to0$$ For $(x,y)\to(0,0)$ Here I have used the fact that $$\sqrt{x^2+y^2}\ge\sqrt{y^2}=y$$ Such that $$\frac{1}{\sqrt{x^2+y^2}}\le\frac{1}{y}$$ And the fact that $$\lim_{y\to0}\frac{\log(1+y)}{y} =0$$ So I can conclude that $$0\le\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}\le\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{y}\le0$$ And thus by the Squeeze Theorem $$\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0$$ Is my proof correct?",I need to prove the following limit Using the Squeeze Theorem For Here I have used the fact that Such that And the fact that So I can conclude that And thus by the Squeeze Theorem Is my proof correct?,"\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0 0\le|\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}|\leq\frac{|x|\log(1+y)}{y}\to0 (x,y)\to(0,0) \sqrt{x^2+y^2}\ge\sqrt{y^2}=y \frac{1}{\sqrt{x^2+y^2}}\le\frac{1}{y} \lim_{y\to0}\frac{\log(1+y)}{y} =0 0\le\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}\le\lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{y}\le0 \lim_{(x, y)\to(0,0)}\frac{|x|\log(1+y)}{\sqrt{x^2+y^2}}=0","['calculus', 'limits', 'multivariable-calculus', 'proof-verification']"
8,Is $\lim_{x\to \infty} -\frac{2}{\sqrt{x-2} +\sqrt{2}} = 0$?,Is ?,\lim_{x\to \infty} -\frac{2}{\sqrt{x-2} +\sqrt{2}} = 0,"I was solving following limit problem: $$\lim_{x\to \infty} (\sqrt{x-2} - \sqrt{x})$$ Since (If I get this correctly) $\infty - \infty$ tells us nothing about the solution of the limit problem, we need do something. After multiplying $(\sqrt{x-2} - \sqrt{x})$ by $\frac{\sqrt{x-2}+\sqrt{x}}{\sqrt{x-2}+\sqrt{x}}$ , I got: $$\frac{x-2 - x}{\sqrt{x-2}+\sqrt{x}}  =\frac{-2 }{\sqrt{x-2}+\sqrt{x}} $$ I suppose that if it was something like this $\frac{-2}{\sqrt{x}}$ , it would evalute to zero, but what about fractional function like the one above? And while I am at it, I will ask one more question: suppose it was $\lim_{x\to \infty}\frac{-2 }{\sqrt{x-2}-\sqrt{x}}$ , what would that limit evaluate to?","I was solving following limit problem: Since (If I get this correctly) tells us nothing about the solution of the limit problem, we need do something. After multiplying by , I got: I suppose that if it was something like this , it would evalute to zero, but what about fractional function like the one above? And while I am at it, I will ask one more question: suppose it was , what would that limit evaluate to?",\lim_{x\to \infty} (\sqrt{x-2} - \sqrt{x}) \infty - \infty (\sqrt{x-2} - \sqrt{x}) \frac{\sqrt{x-2}+\sqrt{x}}{\sqrt{x-2}+\sqrt{x}} \frac{x-2 - x}{\sqrt{x-2}+\sqrt{x}}  =\frac{-2 }{\sqrt{x-2}+\sqrt{x}}  \frac{-2}{\sqrt{x}} \lim_{x\to \infty}\frac{-2 }{\sqrt{x-2}-\sqrt{x}},"['calculus', 'limits']"
9,Does $\lim_{x\to 0} \frac{\sqrt{x}}{x}$ exist? A comparison with the $\lim_{x\to 0} \sqrt{x}$,Does  exist? A comparison with the,\lim_{x\to 0} \frac{\sqrt{x}}{x} \lim_{x\to 0} \sqrt{x},"The $\lim_{x\to 0} \frac{\sqrt{x}}{x}$ can be easily evaluated  by simplification: $\lim_{x\to 0} \frac{\sqrt{x}}{x} = \lim_{x\to 0} \frac{1}{\sqrt{x}}$ . At this point, the right-hand limit can be taken: $\lim_{x\to 0+} \frac{1}{\sqrt{x}}=+\infty$ , but left-hand limit $\lim_{x\to 0-} \frac{1}{\sqrt{x}}$ can not be evaluated as the function is not defined for $x < 0$ . So my question now is: $\lim_{x\to 0} \frac{\sqrt{x}}{x} = +\infty$ or should I say it does not exist? My doubt comes from the fact that $\lim_{x\to0} \sqrt{x}=0$ , as explained in this  ( answer ).","The can be easily evaluated  by simplification: . At this point, the right-hand limit can be taken: , but left-hand limit can not be evaluated as the function is not defined for . So my question now is: or should I say it does not exist? My doubt comes from the fact that , as explained in this  ( answer ).",\lim_{x\to 0} \frac{\sqrt{x}}{x} \lim_{x\to 0} \frac{\sqrt{x}}{x} = \lim_{x\to 0} \frac{1}{\sqrt{x}} \lim_{x\to 0+} \frac{1}{\sqrt{x}}=+\infty \lim_{x\to 0-} \frac{1}{\sqrt{x}} x < 0 \lim_{x\to 0} \frac{\sqrt{x}}{x} = +\infty \lim_{x\to0} \sqrt{x}=0,"['calculus', 'limits']"
