,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Is the following matrix defined by the roots of Chebyshev polynomial invertible?,Is the following matrix defined by the roots of Chebyshev polynomial invertible?,,"Let $x_0, \dots , x_n$ be the roots of the Chebyshev polynomial $T_{n+1}(x)$ . We define: $$A=\begin{pmatrix}  \frac{1}{\sqrt2}T_0(x_0) & \cdots & \frac{1}{\sqrt2}T_0(x_n) \\  T_1(x_0) & \cdots & T_1(x_n) \\  \vdots  & \vdots& \vdots \\  T_n(x_0) & \cdots & T_n(x_n) \\  \end{pmatrix}$$ Is $A$ invertible? If so, calculate $A^{-1}$ . I have tried to solve it for the roots of $T_2(x)$ and I found that the matrix is invertible. How can I generalize this?","Let be the roots of the Chebyshev polynomial . We define: Is invertible? If so, calculate . I have tried to solve it for the roots of and I found that the matrix is invertible. How can I generalize this?","x_0, \dots , x_n T_{n+1}(x) A=\begin{pmatrix}
 \frac{1}{\sqrt2}T_0(x_0) & \cdots & \frac{1}{\sqrt2}T_0(x_n) \\
 T_1(x_0) & \cdots & T_1(x_n) \\
 \vdots  & \vdots& \vdots \\
 T_n(x_0) & \cdots & T_n(x_n) \\
 \end{pmatrix} A A^{-1} T_2(x)","['linear-algebra', 'matrices', 'orthogonal-polynomials', 'chebyshev-polynomials']"
1,Powers of bidiagonal Toeplitz matrix,Powers of bidiagonal Toeplitz matrix,,"Consider the following bidiagonal $n \times n$ Toeplitz matrix $A$ $$A = \begin{bmatrix}   1-p & 0 & 0 & \cdots & 0\\   p & 1-p & 0 && \vdots \\   0 & \ddots & \ddots & \ddots & 0 \\   \vdots && p & 1-p & 0\\   0 & \cdots & 0 & p & 1-p  \end{bmatrix}$$ where $0 < p < 1$ . What is $A^m$ for any $m \ge 2$ ? It's easy to show what the matrix is when $n = 2$ for all $m$ , but not for general $n$ . I have seen several papers on powers of tridiagonal Toeplitz matrices but they assume that the off-by- $1$ diagonals are all nonzero, but the ""upper"" diagonal here is all $0$ .","Consider the following bidiagonal Toeplitz matrix where . What is for any ? It's easy to show what the matrix is when for all , but not for general . I have seen several papers on powers of tridiagonal Toeplitz matrices but they assume that the off-by- diagonals are all nonzero, but the ""upper"" diagonal here is all .","n \times n A A = \begin{bmatrix}
  1-p & 0 & 0 & \cdots & 0\\
  p & 1-p & 0 && \vdots \\
  0 & \ddots & \ddots & \ddots & 0 \\
  \vdots && p & 1-p & 0\\
  0 & \cdots & 0 & p & 1-p
 \end{bmatrix} 0 < p < 1 A^m m \ge 2 n = 2 m n 1 0","['matrices', 'toeplitz-matrices']"
2,The relationship between vector space dualization and matrix transposition.,The relationship between vector space dualization and matrix transposition.,,"Let $\mathbb{F}$ be a field. The category of matrices $\mathbf{Mat}$ has $\mathbb{N}_0$ as class of objects and $\mathrm{hom}(n,m)=\mathbb{F}^{n\times m}$ for $n,m\in\mathbb{N}_0$ , with $\mathrm{id}_n=\mathbf{1}_n$ and $B\circ A=A\cdot B$ with the usual matrix multiplication whenever defined. The category of finite-dimensional vector spaces $\mathbf{FinVect}$ has $\mathbb{F}$ -vector spaces as objects and linear maps as morphisms, where composition is the usual composition of functions and the identity morphism is the identity map. The categories $\mathbf{Mat}$ and $\mathbf{FinVect}$ are equivalent. There is a contravariant duality functor $(-)^\ast\colon\mathbf{FinVect}\rightarrow\mathbf{FinVect}$ with $V^\ast=\mathrm{Hom}(V,\mathbb{F})$ for any vector space $V$ and $f^\ast\colon W^\ast\rightarrow V^\ast,\,g\mapsto g\circ f$ for any linear map $f\colon V\rightarrow W$ . There also is a contravariant transpose functor $(-)^t\colon\mathbf{Mat}\rightarrow\mathbf{Mat}$ where $n^t=n$ for $n\in\mathbb{N}_0$ and $A^t$ is the usual transpose of a matrix. These two contravariant functors on equivalent categories are related by the fact that for finite-dimensional vector spaces $V,W$ with bases $\mathscr{B},\mathscr{C}$ respectively, we have that $$(T^{\mathscr{B}}_{\mathscr{C}}(f))^t=T^{\mathscr{C}^\ast}_{\mathscr{B}^\ast}(f^\ast),$$ where $T$ denotes the transformation matrix for the respective bases. Is there a way to describe this relationship of functors in category-theoretical terms?","Let be a field. The category of matrices has as class of objects and for , with and with the usual matrix multiplication whenever defined. The category of finite-dimensional vector spaces has -vector spaces as objects and linear maps as morphisms, where composition is the usual composition of functions and the identity morphism is the identity map. The categories and are equivalent. There is a contravariant duality functor with for any vector space and for any linear map . There also is a contravariant transpose functor where for and is the usual transpose of a matrix. These two contravariant functors on equivalent categories are related by the fact that for finite-dimensional vector spaces with bases respectively, we have that where denotes the transformation matrix for the respective bases. Is there a way to describe this relationship of functors in category-theoretical terms?","\mathbb{F} \mathbf{Mat} \mathbb{N}_0 \mathrm{hom}(n,m)=\mathbb{F}^{n\times m} n,m\in\mathbb{N}_0 \mathrm{id}_n=\mathbf{1}_n B\circ A=A\cdot B \mathbf{FinVect} \mathbb{F} \mathbf{Mat} \mathbf{FinVect} (-)^\ast\colon\mathbf{FinVect}\rightarrow\mathbf{FinVect} V^\ast=\mathrm{Hom}(V,\mathbb{F}) V f^\ast\colon W^\ast\rightarrow V^\ast,\,g\mapsto g\circ f f\colon V\rightarrow W (-)^t\colon\mathbf{Mat}\rightarrow\mathbf{Mat} n^t=n n\in\mathbb{N}_0 A^t V,W \mathscr{B},\mathscr{C} (T^{\mathscr{B}}_{\mathscr{C}}(f))^t=T^{\mathscr{C}^\ast}_{\mathscr{B}^\ast}(f^\ast), T","['matrices', 'category-theory', 'dual-spaces']"
3,Correct notation for writing array reshape,Correct notation for writing array reshape,,"Suppose I am coding in python. Then one can do e.g. something like this: import numpy as np A = np.random.rand((6,6)) # Lets reshape it A_new = A.reshape(-1,3) So it went from 2D array (matrix) to a 2D array with six 12 rows and three columns. How would one write the re-shape operation formally in mathematical notation? Transpose is obviously easy, but is there a parallel for reshapes? $$\mathbf{A} \in \mathbb{R}^{6\times6} \rightarrow \mathbf{A} \in \mathbb{R}^{12 \times 3}$$ Thx","Suppose I am coding in python. Then one can do e.g. something like this: import numpy as np A = np.random.rand((6,6)) # Lets reshape it A_new = A.reshape(-1,3) So it went from 2D array (matrix) to a 2D array with six 12 rows and three columns. How would one write the re-shape operation formally in mathematical notation? Transpose is obviously easy, but is there a parallel for reshapes? Thx",\mathbf{A} \in \mathbb{R}^{6\times6} \rightarrow \mathbf{A} \in \mathbb{R}^{12 \times 3},"['matrices', 'notation', 'vectors', 'matrix-equations']"
4,"Let $A$ and $B$ be nilpotent matrices that commute with $[A,B]$. If $A$, $B$, and $[A,B]$ are all nilpotent, show that $A+B$ is nilpotent.","Let  and  be nilpotent matrices that commute with . If , , and  are all nilpotent, show that  is nilpotent.","A B [A,B] A B [A,B] A+B","How to prove that $A + B$ is nilpotent, when $A$ , $B$ , $[A, B]$ are nilpotent matrices, and also $A$ and $[A, B]$ , $B$ and $[A, B]$ are two pairs of commuting matrices? Looks like I should use binomial formula for commuting matrices, but if $$A  [A, B] = [A, B]  A \\ B [A, B] = [A, B] B,$$ does it mean that $A$ and $B$ commute? EDIT: Let $C = [A, B]$ , so $AB = BA + C$ , now we need to prove that every product of $A$ and $B$ is $C^kB^mA^n$ , if $k, m, n > 0$ . If it will be done, we can say, that with big $N$ (for example $2(k + m + n)$ ) every of the $2^N$ addends of the $(A + B)^N$ is equal to $0$ . So the matrix will be nilpotent. How can i prove this?","How to prove that is nilpotent, when , , are nilpotent matrices, and also and , and are two pairs of commuting matrices? Looks like I should use binomial formula for commuting matrices, but if does it mean that and commute? EDIT: Let , so , now we need to prove that every product of and is , if . If it will be done, we can say, that with big (for example ) every of the addends of the is equal to . So the matrix will be nilpotent. How can i prove this?","A + B A B [A, B] A [A, B] B [A, B] A  [A, B] = [A, B]  A \\ B [A, B] = [A, B] B, A B C = [A, B] AB = BA + C A B C^kB^mA^n k, m, n > 0 N 2(k + m + n) 2^N (A + B)^N 0","['linear-algebra', 'matrices', 'ring-theory', 'noncommutative-algebra', 'nilpotence']"
5,Show $\| X \| = \sqrt{X^* A X}$ is a norm,Show  is a norm,\| X \| = \sqrt{X^* A X},"I'm trying to show that, given a positive definite matrix $A\in \mathcal{M_n}(\mathbb{C})$, the function $$\begin{array}{cccl} \lVert \cdot \rVert: &\mathbb{C}^n &\longrightarrow &\mathbb{R} \\\ &X &\longmapsto & \lVert X \rVert = \sqrt{X^* A X} \end{array}$$ is a norm. I've proved all properties except $\| X+Y \| \leq \| X \|+\| Y \| \ \forall \ X,Y \in  \mathbb{C}^n$. $$\| X+Y \|= \sqrt{(X+Y)^* A (X+Y)}=\sqrt{(X^*+Y^*) A (X+Y)}=\sqrt{X^*AX+X^*AY+Y^*AX+Y^*AY}$$ $$\| X\| +\|Y \|= \sqrt{X^* A X} + \sqrt{Y^* A Y}$$ I don't know how to arrive to the inequality from here.","I'm trying to show that, given a positive definite matrix $A\in \mathcal{M_n}(\mathbb{C})$, the function $$\begin{array}{cccl} \lVert \cdot \rVert: &\mathbb{C}^n &\longrightarrow &\mathbb{R} \\\ &X &\longmapsto & \lVert X \rVert = \sqrt{X^* A X} \end{array}$$ is a norm. I've proved all properties except $\| X+Y \| \leq \| X \|+\| Y \| \ \forall \ X,Y \in  \mathbb{C}^n$. $$\| X+Y \|= \sqrt{(X+Y)^* A (X+Y)}=\sqrt{(X^*+Y^*) A (X+Y)}=\sqrt{X^*AX+X^*AY+Y^*AX+Y^*AY}$$ $$\| X\| +\|Y \|= \sqrt{X^* A X} + \sqrt{Y^* A Y}$$ I don't know how to arrive to the inequality from here.",,"['linear-algebra', 'matrices', 'normed-spaces']"
6,"If $Q$ is hermitian and unitary, prove that $Q=I-2P$ for some orthogonal projection $P$?","If  is hermitian and unitary, prove that  for some orthogonal projection ?",Q Q=I-2P P,"Good afternoon everyone. I am in a numerical linear algebra class, and have come across this problem: Prove that for $V$ a subspace of $\mathbb{C}^m$, $P$ the orthogonal projector onto $V$, and $Q=I-2P$, $Q=Q^*$ ($Q$ is hermitian) and $Q^*Q=QQ^*=I$ ($Q$ is unitary) and conversely, Prove that $\forall Q \in \mathbb{C}^{m\times m}. ((Q=Q^*)\land (Q^*Q=I) \implies \exists P \in \mathbb{C}^{m\times m}. (P=P^*) \land (Q=I-2P))$ or in other words If $Q$ is both hermitian and unitary then $Q=I-2P$ for some orthogonal projector $P$. I have succeeded in proving the first part of the problem by using some properties of the conjugate transpose (namely $(A+B)^*=A^*+B^*$) and some simple algebra, but the second one puzzles me. My paper literally just looks like this right now: $Q=Q^*$, $Q^*Q=I$ $Q^2=I$ And I'm stuck. Do I proceed by supposing a projection onto $V$? Do I somehow prove that $P$ is an orthogonal projector? Thanks much.","Good afternoon everyone. I am in a numerical linear algebra class, and have come across this problem: Prove that for $V$ a subspace of $\mathbb{C}^m$, $P$ the orthogonal projector onto $V$, and $Q=I-2P$, $Q=Q^*$ ($Q$ is hermitian) and $Q^*Q=QQ^*=I$ ($Q$ is unitary) and conversely, Prove that $\forall Q \in \mathbb{C}^{m\times m}. ((Q=Q^*)\land (Q^*Q=I) \implies \exists P \in \mathbb{C}^{m\times m}. (P=P^*) \land (Q=I-2P))$ or in other words If $Q$ is both hermitian and unitary then $Q=I-2P$ for some orthogonal projector $P$. I have succeeded in proving the first part of the problem by using some properties of the conjugate transpose (namely $(A+B)^*=A^*+B^*$) and some simple algebra, but the second one puzzles me. My paper literally just looks like this right now: $Q=Q^*$, $Q^*Q=I$ $Q^2=I$ And I'm stuck. Do I proceed by supposing a projection onto $V$? Do I somehow prove that $P$ is an orthogonal projector? Thanks much.",,"['linear-algebra', 'matrices', 'projection', 'projection-matrices']"
7,"Adding the constraint ""at least one entry of $x$ is $100$"" to a convex program","Adding the constraint ""at least one entry of  is "" to a convex program",x 100,"I have the following optimization problem in $x \in \mathbb R^p$ $$\begin{array}{ll} \text{minimize} & a^\top x\\ \text{subject to} & x \geq 0\end{array}$$ where $x \geq 0$ means that $x_1, x_2, \dots, x_p \geq 0$. To add the condition ""at least one entry of $x$ is $100$"", one option is to use the following $$(x_1−100) (x_2−100) \cdots (x_p−100)=0$$ But how do I represent this in matrix form? I used the example from the posted link. But looks like $$(x_1−100)(x_2−100) \cdots (x_p−100)=0$$ is difficult to express in matrix multiplication as it is not linear. The alternate solution, does not guarantee that value of 100 will be achieved.","I have the following optimization problem in $x \in \mathbb R^p$ $$\begin{array}{ll} \text{minimize} & a^\top x\\ \text{subject to} & x \geq 0\end{array}$$ where $x \geq 0$ means that $x_1, x_2, \dots, x_p \geq 0$. To add the condition ""at least one entry of $x$ is $100$"", one option is to use the following $$(x_1−100) (x_2−100) \cdots (x_p−100)=0$$ But how do I represent this in matrix form? I used the example from the posted link. But looks like $$(x_1−100)(x_2−100) \cdots (x_p−100)=0$$ is difficult to express in matrix multiplication as it is not linear. The alternate solution, does not guarantee that value of 100 will be achieved.",,"['matrices', 'optimization']"
8,Let $T: \mathbb{R}^4 \to \mathbb{R}^4$ be any linear transformation. Then how can I show that $T$ has a proper non zero invariant subspace. [duplicate],Let  be any linear transformation. Then how can I show that  has a proper non zero invariant subspace. [duplicate],T: \mathbb{R}^4 \to \mathbb{R}^4 T,This question already has an answer here : Invariant subspaces of specific dimension (1 answer) Closed 5 years ago . Let $T: \mathbb{R}^4 \to \mathbb{R}^4$ be any linear transformation. Then how can I show that $T$ has a proper non zero invariant subspace. If $T$ has an eigen value then it is clear but if not then I can't solve it. Please help me. Thanks.,This question already has an answer here : Invariant subspaces of specific dimension (1 answer) Closed 5 years ago . Let $T: \mathbb{R}^4 \to \mathbb{R}^4$ be any linear transformation. Then how can I show that $T$ has a proper non zero invariant subspace. If $T$ has an eigen value then it is clear but if not then I can't solve it. Please help me. Thanks.,,"['linear-algebra', 'abstract-algebra', 'matrices', 'linear-transformations']"
9,Calculate matrix powering given one outer product: $(x\cdot{y}^T)^k$,Calculate matrix powering given one outer product:,(x\cdot{y}^T)^k,"It is an exercise on the chapter one of a book. Book: ""Matrix Computations 4th edition"" by Golub and Van Loan. It reads: Give an $O(n^2)$ algorithm for computing $C=(x\cdot{y}^T)^k$ where $x$ and $y$ are $n$-vectors. I did a lot of research because I am not great at linear algebra, I am just starting learning. I know somethings: $x\cdot{y}^T$ is a matrix, so this can be translated to matrix powering. However, I believe knowing one outer product gives more information than just a given matrix. I was trying to figure out if I can use that to my benefit, but I am not sure how. I also know algorithms for fast exponentiation, but they will not help here. I believe there is a solution, because this book seems very good and I read good reviews. I would love hints at it. Can I translate $(x\cdot{y}^T)^k$ to something more useful, for example?","It is an exercise on the chapter one of a book. Book: ""Matrix Computations 4th edition"" by Golub and Van Loan. It reads: Give an $O(n^2)$ algorithm for computing $C=(x\cdot{y}^T)^k$ where $x$ and $y$ are $n$-vectors. I did a lot of research because I am not great at linear algebra, I am just starting learning. I know somethings: $x\cdot{y}^T$ is a matrix, so this can be translated to matrix powering. However, I believe knowing one outer product gives more information than just a given matrix. I was trying to figure out if I can use that to my benefit, but I am not sure how. I also know algorithms for fast exponentiation, but they will not help here. I believe there is a solution, because this book seems very good and I read good reviews. I would love hints at it. Can I translate $(x\cdot{y}^T)^k$ to something more useful, for example?",,"['matrices', 'algorithms', 'outer-product']"
