,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Proof of the Wirtinger Presentation using Van Kampen Theorem,Proof of the Wirtinger Presentation using Van Kampen Theorem,,"I have some difficulties understanding a proof of the Wirtinger presentation using the Van Kampen theorem, found in John Stiwell's ""Classical Topology and Combinatorial Group Theory"". I perfectly understand the proof except for its very end (which is crucial) : ""The typical generator of $\pi_1(A \cap B)$ , a circuit round a trench (Figure 161) has the form $a_ia_j^{-1}a_{i+1}^{-1}a_j$ in $\pi_1(A)$ and 1 in $\pi_1(B)$ . Thus, the SVK theorem gives precisely the Wirtinger relations for $\pi_1(A \cup B)$ "". (I understand we use a deform retract argument in the last sentence). What does ""has the form ... in $\pi_1(A)$ "" mean? Using SVK, we compute $\pi_1(A) \star_{\pi_1(A \cap B)} \{1\}$ (since $\pi_1(B) = \{1\}$ ), but I don't understand how the said relations apply to the amalgamated free product. Thank you very much! Respectfully, AF","I have some difficulties understanding a proof of the Wirtinger presentation using the Van Kampen theorem, found in John Stiwell's ""Classical Topology and Combinatorial Group Theory"". I perfectly understand the proof except for its very end (which is crucial) : ""The typical generator of , a circuit round a trench (Figure 161) has the form in and 1 in . Thus, the SVK theorem gives precisely the Wirtinger relations for "". (I understand we use a deform retract argument in the last sentence). What does ""has the form ... in "" mean? Using SVK, we compute (since ), but I don't understand how the said relations apply to the amalgamated free product. Thank you very much! Respectfully, AF",\pi_1(A \cap B) a_ia_j^{-1}a_{i+1}^{-1}a_j \pi_1(A) \pi_1(B) \pi_1(A \cup B) \pi_1(A) \pi_1(A) \star_{\pi_1(A \cap B)} \{1\} \pi_1(B) = \{1\},"['group-theory', 'knot-theory', 'group-presentation', 'free-product']"
1,"Show that if $K\triangleleft A\times B$ is non-abelian, then at least one of $K\cap A,K\cap B$ is non-trivial.","Show that if  is non-abelian, then at least one of  is non-trivial.","K\triangleleft A\times B K\cap A,K\cap B","Let $A,B$ be groups, $K\triangleleft A\times B$ be a non-abelian normal subgroup. Show that at least one of the intersection $K\cap A$ , $K\cap B$ is non-trivial. My attempts: We assume by contradiction that $K\cap A$ , $K\cap B$ are both trivial. We can show that the natural homomorphism: $$ \phi: A\times B \rightarrow (A/K\cap A)\times (B/K\cap B) $$ has kernel $\ker\phi=K$ , therefore by assumption $A\times B$ is isomorphic to $(A\times B)/K$ , I believe this implies that $K$ is Abelian, otherwise there will be some non-trivial commutator lies in K, therefore trivial in $(A\times B)/K$ . I feel a bit unsafe about this proof, I am not sure that ' $A\times B$ is isomorphic to $(A\times B)/K$ ' can happen. Are there any corrections or comments? THANKS! Edit: This proof seems problematic, maybe $\ker\phi\neq K$ ? Are there any other ideas?","Let be groups, be a non-abelian normal subgroup. Show that at least one of the intersection , is non-trivial. My attempts: We assume by contradiction that , are both trivial. We can show that the natural homomorphism: has kernel , therefore by assumption is isomorphic to , I believe this implies that is Abelian, otherwise there will be some non-trivial commutator lies in K, therefore trivial in . I feel a bit unsafe about this proof, I am not sure that ' is isomorphic to ' can happen. Are there any corrections or comments? THANKS! Edit: This proof seems problematic, maybe ? Are there any other ideas?","A,B K\triangleleft A\times B K\cap A K\cap B K\cap A K\cap B  \phi: A\times B \rightarrow (A/K\cap A)\times (B/K\cap B)  \ker\phi=K A\times B (A\times B)/K K (A\times B)/K A\times B (A\times B)/K \ker\phi\neq K","['abstract-algebra', 'group-theory', 'normal-subgroups', 'direct-product']"
2,Finite perfect group generated by odd powers,Finite perfect group generated by odd powers,,"Let $ G $ be a finite perfect group. Is it true that the the set $$ \{ g^n: g \in G \} $$ generates $ G $ for any odd $ n $ ? This is equivalent to asking if the set $$ \{ g^n: g \in G \} $$ generates $ G $ for $ n $ the largest odd divisor of $ |G| $ . And it is equivalent to $ G $ being generated by all its elements of order a power of $ 2 $ . If $ G $ is a finite perfect group which is moreover simple, then the answer is yes since $ G $ is generated by involutions see Is every finite non-abelian simple group generated by involutions? Since the subgroup generated by all elements of order a power of $ 2 $ is a normal subgroup then to show the claim it is enough to show that no finite perfect group has a normal subgroup containing all its elements of order a power of $ 2 $ .","Let be a finite perfect group. Is it true that the the set generates for any odd ? This is equivalent to asking if the set generates for the largest odd divisor of . And it is equivalent to being generated by all its elements of order a power of . If is a finite perfect group which is moreover simple, then the answer is yes since is generated by involutions see Is every finite non-abelian simple group generated by involutions? Since the subgroup generated by all elements of order a power of is a normal subgroup then to show the claim it is enough to show that no finite perfect group has a normal subgroup containing all its elements of order a power of ."," G  
\{ g^n: g \in G \}
  G   n  
\{ g^n: g \in G \}
  G   n   |G|   G   2   G   G   2   2 ","['group-theory', 'finite-groups']"
3,Doubt regarding cyclic group of prime power order,Doubt regarding cyclic group of prime power order,,"Let $G=\langle x,y\rangle$ be a cyclic group of prime power order. Then is it true that $G$ is generated by either $x$ or $y$ ? What we tried: Let $G=\langle z\rangle.$ Then $x=z^m, y=z^n$ for some integer $m,n.$ So $G=\langle x,y\rangle=\langle z^{gcd(m,n)}\rangle=\langle z\rangle.$ This gives $gcd(m,n)=1.$ By given condition, the order of $z$ is $p^r,$ for some prime $p$ and integer $r.$ Need to show either $m$ or $n$ is 1.","Let be a cyclic group of prime power order. Then is it true that is generated by either or ? What we tried: Let Then for some integer So This gives By given condition, the order of is for some prime and integer Need to show either or is 1.","G=\langle x,y\rangle G x y G=\langle z\rangle. x=z^m, y=z^n m,n. G=\langle x,y\rangle=\langle z^{gcd(m,n)}\rangle=\langle z\rangle. gcd(m,n)=1. z p^r, p r. m n","['group-theory', 'cyclic-groups']"
4,Are $S^1$ and $O_2(\mathbb{R})$ isomorphic?,Are  and  isomorphic?,S^1 O_2(\mathbb{R}),"Let $S^1 = \{z \in \mathbb{C} | |z| = 1\}$ and $O_2(\mathbb{R}) = \{A \in GL_2(\mathbb{R})|A^TA = I_2 \}$ . Is the group $(S^1, \cdot)$ isomorphic to $(O_2(\mathbb{R}), \cdot)$ ? Prove it. This is a question from ""Prova Extramuros (2013)"", a exam from Brazil. This question asks which of the options are isomorphisms. I easily found the correct option, but in this one I had a little trouble in proving that there was no isomorphism. I interpreted $(S^1, \cdot)$ as a rotation group and $(O_2(\mathbb{R}),\cdot)$ as a rotation and reflection group, so they could not be isomorphic. Is this reasoning correct? Is there a way to prove it more rigorously?","Let and . Is the group isomorphic to ? Prove it. This is a question from ""Prova Extramuros (2013)"", a exam from Brazil. This question asks which of the options are isomorphisms. I easily found the correct option, but in this one I had a little trouble in proving that there was no isomorphism. I interpreted as a rotation group and as a rotation and reflection group, so they could not be isomorphic. Is this reasoning correct? Is there a way to prove it more rigorously?","S^1 = \{z \in \mathbb{C} | |z| = 1\} O_2(\mathbb{R}) = \{A \in GL_2(\mathbb{R})|A^TA = I_2 \} (S^1, \cdot) (O_2(\mathbb{R}), \cdot) (S^1, \cdot) (O_2(\mathbb{R}),\cdot)","['linear-algebra', 'group-theory', 'linear-groups']"
5,Equivalence of definition of group action,Equivalence of definition of group action,,"It is known that $\varphi:G\times X\to X$ is a group action of group $G$ on non-empty set $X$ if $\varphi(e, x)=x$ , $\varphi(hg, x)=\varphi(h, \varphi(g, x))$ for all $g, h\in G$ and for all $x\in X$ . Assume that $G$ is finitely generated group and generating set is $S$ i.e. $G=\langle S\rangle$ . It is clear that if $\varphi:G\times X\to X$ is a group action, then $\varphi(s_1s_2, x)=\varphi(s_1, \varphi(s_2, x))$ for all $s_1, s_2\in S$ and for all $x\in X$ and $\varphi(e, x)=x$ . What can say about the converse of it? Is it true that if $\varphi(e, x)=x$ , $\forall x\in X$ , $\varphi(s_1s_2, x)=\varphi(s_1, \varphi(s_2, x))$ $\forall s_1, s_2\in S$ and  all $x\in X$ then $\varphi:G\times X\to X$ is a group action? Please help me to know it.","It is known that is a group action of group on non-empty set if , for all and for all . Assume that is finitely generated group and generating set is i.e. . It is clear that if is a group action, then for all and for all and . What can say about the converse of it? Is it true that if , , and  all then is a group action? Please help me to know it.","\varphi:G\times X\to X G X \varphi(e, x)=x \varphi(hg, x)=\varphi(h, \varphi(g, x)) g, h\in G x\in X G S G=\langle S\rangle \varphi:G\times X\to X \varphi(s_1s_2, x)=\varphi(s_1, \varphi(s_2, x)) s_1, s_2\in S x\in X \varphi(e, x)=x \varphi(e, x)=x \forall x\in X \varphi(s_1s_2, x)=\varphi(s_1, \varphi(s_2, x)) \forall s_1, s_2\in S x\in X \varphi:G\times X\to X","['group-theory', 'group-actions']"
6,Satisfiability of Divisible Group Axioms,Satisfiability of Divisible Group Axioms,,"I'm struggling with this problem: Let $\mathcal{G}=(G,+,-,0)$ be an abelian group. Work in the language $L=\{+,-,c_0\}$ and expand it with a constant symbol $c_g$ , for each $g\in G\setminus \{0\}$ . Let $\Sigma$ be the set of divisble group axioms and let: $$\Sigma' = \Sigma \cup\{c_{g_1}+c_{g_2}=c_h: g_1,g_2,h\in G \text{ and } g_1+g_2=h\} \cup \{c_g\neq c_h: g,h\in G \text{ and } g\neq h\}$$ (a) Prove that $\Sigma'$ is satisfiable; (b) Conclude that, up to isomorphism, every abelian group $\mathcal{G}$ embeds into some divisible abelian group $\mathcal{H}$ . (c) Show that, if $\mathcal{G}$ is infinite, there exists $\mathcal{H}$ as in (b) such that $|G|=|H|$ . Now I have problems with point (a), I can't manage to prove the satisfiability of $\Sigma'$ . I posted also points (b), (c) because I get the idea but I'm struggling to formalize it. Any help is very much appreciated :)","I'm struggling with this problem: Let be an abelian group. Work in the language and expand it with a constant symbol , for each . Let be the set of divisble group axioms and let: (a) Prove that is satisfiable; (b) Conclude that, up to isomorphism, every abelian group embeds into some divisible abelian group . (c) Show that, if is infinite, there exists as in (b) such that . Now I have problems with point (a), I can't manage to prove the satisfiability of . I posted also points (b), (c) because I get the idea but I'm struggling to formalize it. Any help is very much appreciated :)","\mathcal{G}=(G,+,-,0) L=\{+,-,c_0\} c_g g\in G\setminus \{0\} \Sigma \Sigma' = \Sigma \cup\{c_{g_1}+c_{g_2}=c_h: g_1,g_2,h\in G \text{ and } g_1+g_2=h\} \cup \{c_g\neq c_h: g,h\in G \text{ and } g\neq h\} \Sigma' \mathcal{G} \mathcal{H} \mathcal{G} \mathcal{H} |G|=|H| \Sigma'","['group-theory', 'logic', 'first-order-logic', 'model-theory']"
7,Does the forgetful functor from ${\rm Ab}$ to ${\rm Grp}$ preserve coequalizers?,Does the forgetful functor from  to  preserve coequalizers?,{\rm Ab} {\rm Grp},"Let $f, g$ morphisms from $G$ to $H$ abelian groups. The coequalizer $C$ in ${\rm Grp}$ will be an abelian group. Must it coincide with the coequalizer in ${\rm Ab}$ ? It seems like it should because given $\alpha : H \to X$ that coequalizes $f, g$ we are forced to send elements of $C$ to the image of $\alpha$ which is abelian. Is there a simpler argument to prove this, or am I wrong?","Let morphisms from to abelian groups. The coequalizer in will be an abelian group. Must it coincide with the coequalizer in ? It seems like it should because given that coequalizes we are forced to send elements of to the image of which is abelian. Is there a simpler argument to prove this, or am I wrong?","f, g G H C {\rm Grp} {\rm Ab} \alpha : H \to X f, g C \alpha","['group-theory', 'category-theory', 'abelian-groups']"
8,A question about Burnside normal p-complement theorem,A question about Burnside normal p-complement theorem,,"When I read the proof of Burnside normal p-complement theorem, I have a question. The theorem is : If for some prime $p$ a Sylow $p$ -subgroup $P$ of a finite group $G$ lies in the centre of its normalizer, then $G$ is p-nilpotent. The following proof comes from ""A course in the theory of groups"". Proof: By hypothesis $P$ is abelian and $P = C_P(N_G(P)$ , We deduce at once from $10.1.6$ that $P ~\cap $ $Ker ~\tau$ = $e$ where of course $\tau$ : $G \rightarrow P$ is the transfer. This means that Ker $\tau$ is a $p'$ -group, which in turn implies that $G$ is $p$ -nilpotent since $G/\mathrm{ker} \tau \cong \mathrm{Im} \tau $ , a $p$ -group. The theorem $10.1.6$ is : Let the finite group $G$ have an abelian Sylow $p$ -subgroup $P$ and let $N$ denote $N_G(P)$ . Then $P = C_P(N) \times [P, N]$ . Moreover, if $\tau $ : $G \rightarrow P$ is the transfer, Im $ \tau $ = $C_P(N)$ and $P ~\cap $ Ker $\tau$ = [P,N]. My question is how to get  ker $\tau$ is a $p'$ -group? Thanks!","When I read the proof of Burnside normal p-complement theorem, I have a question. The theorem is : If for some prime a Sylow -subgroup of a finite group lies in the centre of its normalizer, then is p-nilpotent. The following proof comes from ""A course in the theory of groups"". Proof: By hypothesis is abelian and , We deduce at once from that = where of course : is the transfer. This means that Ker is a -group, which in turn implies that is -nilpotent since , a -group. The theorem is : Let the finite group have an abelian Sylow -subgroup and let denote . Then . Moreover, if : is the transfer, Im = and Ker = [P,N]. My question is how to get  ker is a -group? Thanks!","p p P G G P P = C_P(N_G(P) 10.1.6 P ~\cap  Ker ~\tau e \tau G \rightarrow P \tau p' G p G/\mathrm{ker} \tau \cong \mathrm{Im} \tau  p 10.1.6 G p P N N_G(P) P = C_P(N) \times [P, N] \tau  G \rightarrow P  \tau  C_P(N) P ~\cap  \tau \tau p'","['abstract-algebra', 'group-theory', 'finite-groups', 'sylow-theory']"
9,Sylow-$2$ Subgroups of a simple group of order 168,Sylow- Subgroups of a simple group of order 168,2,"I'm stuck somewhere in the following claim, I would appreciate if you could help: Claim: Let $G$ be a simple group of order $168(=2^3\cdot 3\cdot 7).$ Then all Sylow $2$ -subgroups of $G$ are dihedral. We can easily see that the number of Sylow- $7$ subgroups of $G$ must be $8,$ and each of them are cyclic. With a little effort we can also see that the number of Sylow- $3$ subgroups of such a group must be $28,$ and again each of them are cyclic. Also, counting the elements one can easily see that the number of Sylow $2$ -subgroups of $G$ is $21.$ However, I could not see how to get the desired result. Thanks in advance.","I'm stuck somewhere in the following claim, I would appreciate if you could help: Claim: Let be a simple group of order Then all Sylow -subgroups of are dihedral. We can easily see that the number of Sylow- subgroups of must be and each of them are cyclic. With a little effort we can also see that the number of Sylow- subgroups of such a group must be and again each of them are cyclic. Also, counting the elements one can easily see that the number of Sylow -subgroups of is However, I could not see how to get the desired result. Thanks in advance.","G 168(=2^3\cdot 3\cdot 7). 2 G 7 G 8, 3 28, 2 G 21.","['abstract-algebra', 'group-theory', 'sylow-theory', 'dihedral-groups', 'simple-groups']"
