,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,"Does this sum converge, is my solution good?","Does this sum converge, is my solution good?",,"$$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7}+1)^{1/2}} $$ I would say that it doesn't converge, cause I would  write this as: $$  $$ $$ \frac{\sin(n)^{7}}{(n^{7})^{1/2}} $$ when  $$ \lim_{n\to \infty} $$ then I would write this as: $$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7})*n^{1/2}}$$ and then I would say that  $$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7})^{1/2}} $$ converges , but that the  $$ \sum_{n=1}^\infty \frac{1}{n^{1/2}} $$ doesn't converge, so overall sum doesn't converge.","$$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7}+1)^{1/2}} $$ I would say that it doesn't converge, cause I would  write this as: $$  $$ $$ \frac{\sin(n)^{7}}{(n^{7})^{1/2}} $$ when  $$ \lim_{n\to \infty} $$ then I would write this as: $$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7})*n^{1/2}}$$ and then I would say that  $$ \sum_{n=1}^\infty \frac{\sin(n)^{7}}{(n^{7})^{1/2}} $$ converges , but that the  $$ \sum_{n=1}^\infty \frac{1}{n^{1/2}} $$ doesn't converge, so overall sum doesn't converge.",,"['sequences-and-series', 'divergent-series']"
1,Limit of $\prod\limits_{k=2}^n\frac{k^3-1}{k^3+1}$,Limit of,\prod\limits_{k=2}^n\frac{k^3-1}{k^3+1},Calculate $$\lim_{n \to \infty} \frac{2^3-1}{2^3+1}\times \frac{3^3-1}{3^3+1}\times \cdots \times\frac{n^3-1}{n^3+1}$$ No idea how to even start.,Calculate $$\lim_{n \to \infty} \frac{2^3-1}{2^3+1}\times \frac{3^3-1}{3^3+1}\times \cdots \times\frac{n^3-1}{n^3+1}$$ No idea how to even start.,,"['calculus', 'sequences-and-series', 'limits', 'products', 'infinite-product']"
2,How to find the tenth derivative of an exponential function?,How to find the tenth derivative of an exponential function?,,"I have this equation, $f(x) = e^{-x^2}$. My question is how should I find $f^{(10)} (0)$, ie the tenth derivative of this equation. I have tried differentiating to get a formula, and I get $f^{(n)}(0) = (-1)^n*x^n*e^{-x^2}$. However, substituting $n=10$ and $x=0$ into this general formula gives me an answer of $0$. But this is incorrect as the answer given is $-10!/5!$. Should I convert this equation into a Taylor Series? If yes, how should I use Taylor Series to find the derivative? Thanks!","I have this equation, $f(x) = e^{-x^2}$. My question is how should I find $f^{(10)} (0)$, ie the tenth derivative of this equation. I have tried differentiating to get a formula, and I get $f^{(n)}(0) = (-1)^n*x^n*e^{-x^2}$. However, substituting $n=10$ and $x=0$ into this general formula gives me an answer of $0$. But this is incorrect as the answer given is $-10!/5!$. Should I convert this equation into a Taylor Series? If yes, how should I use Taylor Series to find the derivative? Thanks!",,"['calculus', 'sequences-and-series']"
3,"Finding the billionth number in the series: $2, 3, 4, 6, 9, 13, 19, 28, 42, \ldots $?",Finding the billionth number in the series: ?,"2, 3, 4, 6, 9, 13, 19, 28, 42, \ldots ","Series is defined as $$a_{n+1} = \lfloor\frac{3\cdot a_n}{2}\rfloor,\qquad  a_0 = 2$$ It can be viewed as the number of animals starting from a single pair if any pair of animals can produce a single offspring. The problem is if the most straightforward computer program was implemented (recurrence relation in a loop), it seems it would not finish for the lifetime of its creator... How to approach this differently? EDIT: This number is very large. Its approximation in scientific notation (let's say first 10 decimal digits, and decimal exponent) would be sufficient.","Series is defined as $$a_{n+1} = \lfloor\frac{3\cdot a_n}{2}\rfloor,\qquad  a_0 = 2$$ It can be viewed as the number of animals starting from a single pair if any pair of animals can produce a single offspring. The problem is if the most straightforward computer program was implemented (recurrence relation in a loop), it seems it would not finish for the lifetime of its creator... How to approach this differently? EDIT: This number is very large. Its approximation in scientific notation (let's say first 10 decimal digits, and decimal exponent) would be sufficient.",,"['sequences-and-series', 'recurrence-relations']"
4,Summation of a series help: $\sum \frac{n-1}{n!}$,Summation of a series help:,\sum \frac{n-1}{n!},Can someone teach me how to solve the following series. I have no idea how to deal with factorial. $$\sum_2^\infty \frac{n-1}{n!}$$ Thanks,Can someone teach me how to solve the following series. I have no idea how to deal with factorial. $$\sum_2^\infty \frac{n-1}{n!}$$ Thanks,,"['sequences-and-series', 'factorial']"
5,Does the series $\sum\limits_{n=1}^{\infty}n\tan\left(\frac {\pi}{2^{n+1}}\right)$ converge or diverge?,Does the series  converge or diverge?,\sum\limits_{n=1}^{\infty}n\tan\left(\frac {\pi}{2^{n+1}}\right),"Does the series $\sum\limits_{n=1}^{ \infty}n\tan\left( \dfrac { \pi}{2^{n+1}}\right)$ converge or diverge? My idea was to use the limit comparison test and $\sum\limits_{n=1}^{\infty} \dfrac {n}{2^{n}}$, but then I don't know what to do with the tangent which in the limit is 0.","Does the series $\sum\limits_{n=1}^{ \infty}n\tan\left( \dfrac { \pi}{2^{n+1}}\right)$ converge or diverge? My idea was to use the limit comparison test and $\sum\limits_{n=1}^{\infty} \dfrac {n}{2^{n}}$, but then I don't know what to do with the tangent which in the limit is 0.",,"['calculus', 'sequences-and-series', 'limits', 'convergence-divergence']"
6,"For any sequence of $n$ integers, there exists a subsequence whose sum is divisible by $n$.","For any sequence of  integers, there exists a subsequence whose sum is divisible by .",n n,"So I'm confused and stuck on how to approach this question. Any direction in the right path would be greatly appreciated. Let $n\in N$ . Prove that any sequence of $n$ integers $a_1, a_2, \ldots,a_n$ (no restriction on whether they are positive or negative, repetition is also possible), there exists a non-empty subsequence of consecutive integers such that their sum is divisible by $n$ . This subsequence could have any length from $1$ to $n$ . In other words, there exists two integers $i, j$ where $1\le i\le j \le n$ such that $\sum\limits_{k=i}^j$$a_k$ is divisible by $n$ . For example, when $n=5$ , the sequence $-12, 53, 3, 3, -44$ contains a subsequence $52, 3, 3, -44$ whose sum is $15$ , which is divisible by $5$ . Hint. Consider the $n$ sums of $a_1, a_1 + a_2, a_1 + a_2 + a_3, \ldots, a_1 + a_2, + \cdots + a_n$ . If any of these sums is divisible by $n$ , then we are done.  What happens if none of them is divisible by $n$ ?","So I'm confused and stuck on how to approach this question. Any direction in the right path would be greatly appreciated. Let . Prove that any sequence of integers (no restriction on whether they are positive or negative, repetition is also possible), there exists a non-empty subsequence of consecutive integers such that their sum is divisible by . This subsequence could have any length from to . In other words, there exists two integers where such that is divisible by . For example, when , the sequence contains a subsequence whose sum is , which is divisible by . Hint. Consider the sums of . If any of these sums is divisible by , then we are done.  What happens if none of them is divisible by ?","n\in N n a_1, a_2, \ldots,a_n n 1 n i, j 1\le i\le j \le n \sum\limits_{k=i}^ja_k n n=5 -12, 53, 3, 3, -44 52, 3, 3, -44 15 5 n a_1, a_1 + a_2, a_1 + a_2 + a_3, \ldots, a_1 + a_2, + \cdots + a_n n n","['sequences-and-series', 'combinatorics', 'elementary-number-theory', 'divisibility', 'pigeonhole-principle']"
7,Does $1/n$ satisfy the Cauchy criterion?,Does  satisfy the Cauchy criterion?,1/n,"I have been told that if a series satisfies the Cauchy criterion, it converges. I was not quite convinced on this, however, since some of the posts on this website seemed to imply otherwise. I came up with what I thought was a counterexample: I argued that $1/n$ satisfies the Cauchy criterion but diverges. However, I've been told afterwards that $1/n$ doesn't satisfy the Cauchy criterion. Now, I've tried to show that the $1/n$ does not satisfy the Cauchy criterion but couldn't come up with a proof. Can someone provide me a proof that shows that the series $1/n$ does not satisfy the Cauchy criterion?","I have been told that if a series satisfies the Cauchy criterion, it converges. I was not quite convinced on this, however, since some of the posts on this website seemed to imply otherwise. I came up with what I thought was a counterexample: I argued that $1/n$ satisfies the Cauchy criterion but diverges. However, I've been told afterwards that $1/n$ doesn't satisfy the Cauchy criterion. Now, I've tried to show that the $1/n$ does not satisfy the Cauchy criterion but couldn't come up with a proof. Can someone provide me a proof that shows that the series $1/n$ does not satisfy the Cauchy criterion?",,"['real-analysis', 'sequences-and-series']"
8,Convergence of $\sum\limits_{n=1}^\infty \sin^2(\pi(n + \frac{1}{n})) $?,Convergence of ?,\sum\limits_{n=1}^\infty \sin^2(\pi(n + \frac{1}{n})) ,"My friend was practicing for his entrance examination and one of the problems on older exams was this one. It asks if it converges and to explain the reasoning behind that answer. The series is: $$\sum_{n=1}^\infty \sin^2\left(\pi(n + \tfrac{1}{n})\right)$$ We had a few ideas, but none of them seemed to be working. Hoping for some help!","My friend was practicing for his entrance examination and one of the problems on older exams was this one. It asks if it converges and to explain the reasoning behind that answer. The series is: $$\sum_{n=1}^\infty \sin^2\left(\pi(n + \tfrac{1}{n})\right)$$ We had a few ideas, but none of them seemed to be working. Hoping for some help!",,['sequences-and-series']
9,Does the following series converge?,Does the following series converge?,,"Does the following series converge ? $$1+\frac{1}{\sqrt{2}}+\frac{1}{\sqrt{3}}+\frac{1}{\sqrt{4}}+...+\frac{1}{\sqrt{n}}+\ldots$$ Let, $u_{n}=\frac{1}{\sqrt{n}}$ $\lim\limits_{n\to\infty}{u_{n}}=\lim\limits_{n\to\infty}\frac{1}{\sqrt{n}}$ $\lim\limits_{n\to\infty}{u_{n}}= 0$","Does the following series converge ? $$1+\frac{1}{\sqrt{2}}+\frac{1}{\sqrt{3}}+\frac{1}{\sqrt{4}}+...+\frac{1}{\sqrt{n}}+\ldots$$ Let, $u_{n}=\frac{1}{\sqrt{n}}$ $\lim\limits_{n\to\infty}{u_{n}}=\lim\limits_{n\to\infty}\frac{1}{\sqrt{n}}$ $\lim\limits_{n\to\infty}{u_{n}}= 0$",,"['sequences-and-series', 'convergence-divergence']"
