,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,"Transferring the usual metric from $\mathbb{R}$ to $(0, 1)$ gives us a complete metric space on $(0, 1)$?",Transferring the usual metric from  to  gives us a complete metric space on ?,"\mathbb{R} (0, 1) (0, 1)","I'm watching this video here - https://www.youtube.com/watch?v=zcAvVTFUxS8 The lecturer says that $\mathbb{R}$ and $(0, 1)$ under the usual metric are homeomorphic yet $\mathbb{R}$ is complete and $(0, 1)$ is not. Fair enough. He then says that, due to the homeomorphism, we can 'pull over' the metric from $\mathbb{R}$ to $(0, 1)$ to form a complete metric space space on $(0,1)$... That doesn't make sense...its still the same ""usual metric"" under which $(0,1)$ was not complete. So what am I misunderstanding here?","I'm watching this video here - https://www.youtube.com/watch?v=zcAvVTFUxS8 The lecturer says that $\mathbb{R}$ and $(0, 1)$ under the usual metric are homeomorphic yet $\mathbb{R}$ is complete and $(0, 1)$ is not. Fair enough. He then says that, due to the homeomorphism, we can 'pull over' the metric from $\mathbb{R}$ to $(0, 1)$ to form a complete metric space space on $(0,1)$... That doesn't make sense...its still the same ""usual metric"" under which $(0,1)$ was not complete. So what am I misunderstanding here?",,"['general-topology', 'functional-analysis', 'metric-spaces']"
1,Is there any multiplicative linear functional on B(H)?,Is there any multiplicative linear functional on B(H)?,,"If A is a Banach algebra, we say that $\Phi: A \longrightarrow \mathbb{C}$ is a multiplicative linear functional if $\Phi$ is nontrivial, linear and $\Phi(xy)=\Phi(x)\Phi(y)$. It is easy to see that there is no multiplicative linear functional on $M_n(\mathbb{C})$. Is this statement true for B(H)? if yes, how can i prove it?","If A is a Banach algebra, we say that $\Phi: A \longrightarrow \mathbb{C}$ is a multiplicative linear functional if $\Phi$ is nontrivial, linear and $\Phi(xy)=\Phi(x)\Phi(y)$. It is easy to see that there is no multiplicative linear functional on $M_n(\mathbb{C})$. Is this statement true for B(H)? if yes, how can i prove it?",,"['functional-analysis', 'operator-theory', 'c-star-algebras', 'banach-algebras']"
2,Boundedness of Volterra operator with Sobolev norm,Boundedness of Volterra operator with Sobolev norm,,"Consider the subspace of $C^\infty([0,1])$ functions in the Sobolev space $H^1$.  I want to know whether the Volterra operator \begin{equation} V(f)(t) = \int_0^t f(s) \, ds \end{equation} is bounded as a linear operator from $(C^\infty([0,1]), \lVert \cdot \rVert_{1,2})$ to itself.  To be clear, the norm I'm using is \begin{equation} \lVert f \rVert_{1,2} = \left( \int_0^1 f^2 + (\frac{df}{dx})^2 \, dx \right)^{1/2}. \end{equation} I'm having trouble bounding the value of the function by its derivative, and would like some help with this or an example to show that $V$ is not bounded.","Consider the subspace of $C^\infty([0,1])$ functions in the Sobolev space $H^1$.  I want to know whether the Volterra operator \begin{equation} V(f)(t) = \int_0^t f(s) \, ds \end{equation} is bounded as a linear operator from $(C^\infty([0,1]), \lVert \cdot \rVert_{1,2})$ to itself.  To be clear, the norm I'm using is \begin{equation} \lVert f \rVert_{1,2} = \left( \int_0^1 f^2 + (\frac{df}{dx})^2 \, dx \right)^{1/2}. \end{equation} I'm having trouble bounding the value of the function by its derivative, and would like some help with this or an example to show that $V$ is not bounded.",,"['functional-analysis', 'operator-theory', 'sobolev-spaces']"
3,Banach Space: Open Unit Ball Totally Bounded?,Banach Space: Open Unit Ball Totally Bounded?,,"Just to be sure: In an infinite dimensional Banach space the open unit ball cannot be totally bounded, right? The context is that I need this in order to find a lack in here ...","Just to be sure: In an infinite dimensional Banach space the open unit ball cannot be totally bounded, right? The context is that I need this in order to find a lack in here ...",,"['integration', 'functional-analysis', 'banach-spaces']"
4,Semi-norms in Functional Analysis,Semi-norms in Functional Analysis,,"I'm self-studying functional analysis. The following is from Rudin's ""Functional Analysis, 2nd edition"". It consists of parts from question 7 and 13 from the first chapter. I am not sure if my answers are correct, and would appreciate any hints/help. Thanks! 7) Let $X$ be the vector space of all complex functions on the unit interval $[0,1]$, topologized by the family of semi-norms \begin{equation} p_x(f) = |f(x)|\,\,\,\,\,\, 0\leq x\leq 1 \end{equation} Show that there is a sequence $\{f_n\}$ in $X$ such that $\{f_n\}$ converges to $0$ as $n\rightarrow \infty$, but if $\{\gamma_n\}$ is any sequence of scalars such that $\gamma_n \rightarrow \infty$, then $\{\gamma_nf_n\}$ does not converge to $0$ (Hint: use the fact that the collection of all complex sequences converging to $0$ has the same cardinality as $[0,1]$.) 13) Let $C$ be the vector space of all complex continuous functions on $[0,1]$. Define \begin{equation} d(f,g) = \int_0^1\frac{|f(x) - g(x)|}{1+|f(x) - g(x)|}dx \end{equation} Let $(C,\sigma)$ be $C$ with the topology induced by this metric. Let $(C,\tau)$ be the topological vector space defined by the semi-norms \begin{equation} p_x(f) = |f(x)|\,\,\,\,\,0\leq x\leq1 \end{equation} a) Prove that every $\tau$-bounded set in $C$ is also $\sigma$-bounded and that the identity map $id:(C,\tau)\rightarrow (C,\sigma)$ therefore carries bounded sets into bounded sets. b)Prove that $id:(C,\tau)\rightarrow (C,\sigma)$ is not continuous, although it is sequentially continuous. Hence $(C,\tau)$ is not metrizable. Show also directly that $(C,\tau)$ has no countable local base. Attempt: 7) Im really struggling with this one. I don't see where the cardinality of $[0,1]$ comes in. 13) a) Let $E$ be a $\tau$-bounded set in $C$. Using Theorem 1.37 from the book, we can say that in the $\tau$-topology, a set $E\subset C$ is bounded if and only if every $p_x(f)$ is bounded on $E$. i.e., for any $f\in E$, $|f(x)| < k_x$ for all $x\in [0,1]$, where $k_x$ is some positive real number dependent on $x$. If $g\in E$ then $d(g,0)<1$, because $|g(x)|<\infty$, from the above statement. Let $V_{\sigma} = \{g\in C : d(g,0) < 1\}$. Then, $tV_{\sigma} = \{f\in C : d(f,0)<t\}$. Therefore, if $h\in E$, then $h\in tV_{\sigma}$ for all $t\geq s$, for $s$ large enough, and so $E$ is also $\sigma$-bounded. b) If $\{f_n\}\rightarrow f$ in the $\tau$-topology, then $d(f_n,f)\rightarrow 0$, and so $id$ is sequentially continuous. To show $(C,\tau)$ does not have a countable base: Let $\mathcal{B}$ be the base constructed by the family of semi-norms. i.e., $\mathcal{B}$ is the collection of all finite intersections of sets $V(p_x,n) = \{f:p_x(f)<\frac{1}{n}\}$, $n$ a positive integer. For a real number $x$ and an integer $n$, a base element is given by: \begin{equation} B_{x,n} = \{f\in C:|f(x)|<\frac{1}{n}\} \end{equation} Because $[0,1]$ is uncountable, there is an uncountable number of base elements. We can therefore conclude that $id$ is not continuous (sequential continuity result, found in A6 in appendix of the book), and that $(C,\tau)$ is not metrizable.","I'm self-studying functional analysis. The following is from Rudin's ""Functional Analysis, 2nd edition"". It consists of parts from question 7 and 13 from the first chapter. I am not sure if my answers are correct, and would appreciate any hints/help. Thanks! 7) Let $X$ be the vector space of all complex functions on the unit interval $[0,1]$, topologized by the family of semi-norms \begin{equation} p_x(f) = |f(x)|\,\,\,\,\,\, 0\leq x\leq 1 \end{equation} Show that there is a sequence $\{f_n\}$ in $X$ such that $\{f_n\}$ converges to $0$ as $n\rightarrow \infty$, but if $\{\gamma_n\}$ is any sequence of scalars such that $\gamma_n \rightarrow \infty$, then $\{\gamma_nf_n\}$ does not converge to $0$ (Hint: use the fact that the collection of all complex sequences converging to $0$ has the same cardinality as $[0,1]$.) 13) Let $C$ be the vector space of all complex continuous functions on $[0,1]$. Define \begin{equation} d(f,g) = \int_0^1\frac{|f(x) - g(x)|}{1+|f(x) - g(x)|}dx \end{equation} Let $(C,\sigma)$ be $C$ with the topology induced by this metric. Let $(C,\tau)$ be the topological vector space defined by the semi-norms \begin{equation} p_x(f) = |f(x)|\,\,\,\,\,0\leq x\leq1 \end{equation} a) Prove that every $\tau$-bounded set in $C$ is also $\sigma$-bounded and that the identity map $id:(C,\tau)\rightarrow (C,\sigma)$ therefore carries bounded sets into bounded sets. b)Prove that $id:(C,\tau)\rightarrow (C,\sigma)$ is not continuous, although it is sequentially continuous. Hence $(C,\tau)$ is not metrizable. Show also directly that $(C,\tau)$ has no countable local base. Attempt: 7) Im really struggling with this one. I don't see where the cardinality of $[0,1]$ comes in. 13) a) Let $E$ be a $\tau$-bounded set in $C$. Using Theorem 1.37 from the book, we can say that in the $\tau$-topology, a set $E\subset C$ is bounded if and only if every $p_x(f)$ is bounded on $E$. i.e., for any $f\in E$, $|f(x)| < k_x$ for all $x\in [0,1]$, where $k_x$ is some positive real number dependent on $x$. If $g\in E$ then $d(g,0)<1$, because $|g(x)|<\infty$, from the above statement. Let $V_{\sigma} = \{g\in C : d(g,0) < 1\}$. Then, $tV_{\sigma} = \{f\in C : d(f,0)<t\}$. Therefore, if $h\in E$, then $h\in tV_{\sigma}$ for all $t\geq s$, for $s$ large enough, and so $E$ is also $\sigma$-bounded. b) If $\{f_n\}\rightarrow f$ in the $\tau$-topology, then $d(f_n,f)\rightarrow 0$, and so $id$ is sequentially continuous. To show $(C,\tau)$ does not have a countable base: Let $\mathcal{B}$ be the base constructed by the family of semi-norms. i.e., $\mathcal{B}$ is the collection of all finite intersections of sets $V(p_x,n) = \{f:p_x(f)<\frac{1}{n}\}$, $n$ a positive integer. For a real number $x$ and an integer $n$, a base element is given by: \begin{equation} B_{x,n} = \{f\in C:|f(x)|<\frac{1}{n}\} \end{equation} Because $[0,1]$ is uncountable, there is an uncountable number of base elements. We can therefore conclude that $id$ is not continuous (sequential continuity result, found in A6 in appendix of the book), and that $(C,\tau)$ is not metrizable.",,['functional-analysis']
5,"if $\|x+y\|=\|x\|+\|y\|$, then $\|\alpha x+\beta y\|=\alpha \|x\|+\beta \|y\|$","if , then",\|x+y\|=\|x\|+\|y\| \|\alpha x+\beta y\|=\alpha \|x\|+\beta \|y\|,"Let $X$ be a normed linear space. Assume that for $x,y \in X$, we have $||x+y||=||x||+||y||$. Show that $||\alpha x+\beta y||=\alpha ||x||+\beta ||y||$ for every $\alpha,\beta \geq 0$. My attempt: Suppose $\beta \geq \alpha$. Then $\|\alpha x+\beta y\|=\|\alpha (x+y)-(\alpha-\beta)y\| \leq |\alpha|(\|x\|+\|y\|)+|\beta - \alpha|\|y\|=\alpha\|x\|+\beta\|y\|$. Since the inequality is true for all $\alpha,\beta \geq 0$ and $\beta \geq \alpha$, if we let $\alpha=\beta=1$, we have $||x+y|| \leq |x||+||y||$. If the inequality is a strict inequality, then this contradicts with $\|x+y\|=\|x\|+\|y\|$. Hence, we must have equality, which is the desired result. Is my proof correct? EDIT: Suppose we have $\|x+y\|=\|x\|+\|y\|$ for some $x,y \in X$. For the same $x$ and $y$, prove that $\| \alpha x+ \beta y\|=\alpha \|x\|+\beta \|y\|$","Let $X$ be a normed linear space. Assume that for $x,y \in X$, we have $||x+y||=||x||+||y||$. Show that $||\alpha x+\beta y||=\alpha ||x||+\beta ||y||$ for every $\alpha,\beta \geq 0$. My attempt: Suppose $\beta \geq \alpha$. Then $\|\alpha x+\beta y\|=\|\alpha (x+y)-(\alpha-\beta)y\| \leq |\alpha|(\|x\|+\|y\|)+|\beta - \alpha|\|y\|=\alpha\|x\|+\beta\|y\|$. Since the inequality is true for all $\alpha,\beta \geq 0$ and $\beta \geq \alpha$, if we let $\alpha=\beta=1$, we have $||x+y|| \leq |x||+||y||$. If the inequality is a strict inequality, then this contradicts with $\|x+y\|=\|x\|+\|y\|$. Hence, we must have equality, which is the desired result. Is my proof correct? EDIT: Suppose we have $\|x+y\|=\|x\|+\|y\|$ for some $x,y \in X$. For the same $x$ and $y$, prove that $\| \alpha x+ \beta y\|=\alpha \|x\|+\beta \|y\|$",,['functional-analysis']
6,In $\ell^1$ but not in $\ell^2$?,In  but not in ?,\ell^1 \ell^2,Can a sequence $f:\mathbb{Z}\to\mathbb{C}$ be in $\ell^1$ but not $\ell^2$? (any one counter example will suffice),Can a sequence $f:\mathbb{Z}\to\mathbb{C}$ be in $\ell^1$ but not $\ell^2$? (any one counter example will suffice),,"['functional-analysis', 'lp-spaces']"
7,What is the topological dual of $C_b(\mathbb{R})$,What is the topological dual of,C_b(\mathbb{R}),"Consider the Banach space $C_b(\mathbb{R})$ of continuous bounded functions on $\mathbb{R}$ equipped with the sup-norm. 1) Do we know a precise description of its topological dual $C_b(\mathbb{R})^*$ ? 2) I was wondering what kind of relation has $C_b(\mathbb{R})^*$ with $C_c(\mathbb{R})^*$, the topological dual of the space $C_c(\mathbb{R})$ of continuous functions having compact support. If $L\in C_b(\mathbb{R})^*$ then  there exists $C_L$ such that  $|L(f)|\leq C_L\|f\|_\infty$ for any $f\in C_b(\mathbb{R})$, and thus for all $f\in C_c(\mathbb{R})$, so that $L\in C_c(\mathbb{R})^*$ and $ C_b(\mathbb{R})^*\subset C_c(\mathbb{R})^*$. Is that correct ?  Then, can we find all the probability measures on $\mathbb{R}$ into $C_b(\mathbb{R})^*$ ? (In other worlds, is the ""weak"" topology for probability measures a weak* one ?)","Consider the Banach space $C_b(\mathbb{R})$ of continuous bounded functions on $\mathbb{R}$ equipped with the sup-norm. 1) Do we know a precise description of its topological dual $C_b(\mathbb{R})^*$ ? 2) I was wondering what kind of relation has $C_b(\mathbb{R})^*$ with $C_c(\mathbb{R})^*$, the topological dual of the space $C_c(\mathbb{R})$ of continuous functions having compact support. If $L\in C_b(\mathbb{R})^*$ then  there exists $C_L$ such that  $|L(f)|\leq C_L\|f\|_\infty$ for any $f\in C_b(\mathbb{R})$, and thus for all $f\in C_c(\mathbb{R})$, so that $L\in C_c(\mathbb{R})^*$ and $ C_b(\mathbb{R})^*\subset C_c(\mathbb{R})^*$. Is that correct ?  Then, can we find all the probability measures on $\mathbb{R}$ into $C_b(\mathbb{R})^*$ ? (In other worlds, is the ""weak"" topology for probability measures a weak* one ?)",,"['reference-request', 'functional-analysis', 'probability-theory', 'duality-theorems']"
8,"If for every $v\in V$  $\langle v,v\rangle_{1} = \langle v,v \rangle_{2}$ then $\langle\cdot,\cdot \rangle_{1} = \langle\cdot,\cdot \rangle_{2}$",If for every    then,"v\in V \langle v,v\rangle_{1} = \langle v,v \rangle_{2} \langle\cdot,\cdot \rangle_{1} = \langle\cdot,\cdot \rangle_{2}","Let $V$ be a vector space with a finite Dimension above $\mathbb{C}$ or $\mathbb{R}$. How does one prove that if $\langle\cdot,\cdot\rangle_{1}$ and $\langle \cdot, \cdot \rangle_{2}$ are two Inner products and for every $v\in V$  $\langle v,v\rangle_{1}$ = $\langle v,v\rangle_{2}$ so $\langle\cdot,\cdot \rangle_{1} = \langle\cdot,\cdot \rangle_{2}$ The idea is clear to me, I just can't understand how to formalize it. Thank you.","Let $V$ be a vector space with a finite Dimension above $\mathbb{C}$ or $\mathbb{R}$. How does one prove that if $\langle\cdot,\cdot\rangle_{1}$ and $\langle \cdot, \cdot \rangle_{2}$ are two Inner products and for every $v\in V$  $\langle v,v\rangle_{1}$ = $\langle v,v\rangle_{2}$ so $\langle\cdot,\cdot \rangle_{1} = \langle\cdot,\cdot \rangle_{2}$ The idea is clear to me, I just can't understand how to formalize it. Thank you.",,['linear-algebra']
9,"How to prove that the sequence of $x_n = (1,\frac{1}{2}, \frac{1}{3}, ... \frac{1}{n}, 0, 0...)$ does not converge under $\|\cdot\|_1$?",How to prove that the sequence of  does not converge under ?,"x_n = (1,\frac{1}{2}, \frac{1}{3}, ... \frac{1}{n}, 0, 0...) \|\cdot\|_1","I'm reviewing past assignments and am still having trouble formulating a proof for this: Consider the sequence $(x_n)$, where $x_n = (1,\frac{1}{2}, \frac{1}{3}, \ldots, \frac{1}{n}, 0, 0, \ldots)$. Determine whether $(x_n)$ converges in $l_1$. It's simple to show that the coordinate-wise limit does not converge, but how can I show that the coordinate-wise limit is the only possible limit? Alternatively, I'm trying to show that $(x_n)$ is unbounded, which I think should be straightforward also, but is giving me trouble.","I'm reviewing past assignments and am still having trouble formulating a proof for this: Consider the sequence $(x_n)$, where $x_n = (1,\frac{1}{2}, \frac{1}{3}, \ldots, \frac{1}{n}, 0, 0, \ldots)$. Determine whether $(x_n)$ converges in $l_1$. It's simple to show that the coordinate-wise limit does not converge, but how can I show that the coordinate-wise limit is the only possible limit? Alternatively, I'm trying to show that $(x_n)$ is unbounded, which I think should be straightforward also, but is giving me trouble.",,"['functional-analysis', 'convergence-divergence', 'metric-spaces']"
