,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Prove or disprove: $(A\setminus B) \times C = (A\times B)\setminus (B \times C)$,Prove or disprove:,(A\setminus B) \times C = (A\times B)\setminus (B \times C),"Prove or disprove: $$(A\setminus B) \times C = (A\times B)\setminus (B \times C).$$ If  we look at the left side of the statment, $(A\setminus B) \times C$ , we can say that we have $\{a,b\}$ where $a$ belongs to $A$ only and $b$ belong to $C$ (by the defenition of Cartesian product). But if we look at the right side, $(A\times B)\setminus (B \times C)$ , we can say that we have $\{a,b\}$ where $a$ belong to $A$ but not $B$ and $b$ belong to $B$ but not $C$ . the problem is that $y$ cant be belong to $C$ on the one hand and on the other hand not belong to $C$ ? Or am i mistaken ? Please help. If it's really not true I need a counterexample.","Prove or disprove: If  we look at the left side of the statment, , we can say that we have where belongs to only and belong to (by the defenition of Cartesian product). But if we look at the right side, , we can say that we have where belong to but not and belong to but not . the problem is that cant be belong to on the one hand and on the other hand not belong to ? Or am i mistaken ? Please help. If it's really not true I need a counterexample.","(A\setminus B) \times C = (A\times B)\setminus (B \times C). (A\setminus B) \times C \{a,b\} a A b C (A\times B)\setminus (B \times C) \{a,b\} a A B b B C y C C","['discrete-mathematics', 'elementary-set-theory', 'logic']"
1,Exponential generating function for making password.,Exponential generating function for making password.,,"There are special symbols $\{$ !,@,# $\} $ , three alphabet {a,b,c} and three numbers $\{1,2,3\}$ To make the $n$ -character password, the following rules are required. (A) Special symbol should be used only one time. (B) Alphabets should be used even times including the $0$ (C) The numbers should be used odd times Find the exponential generating function for making $n$ -character password. e.g.) when $n=4$ , $!123$ can be $4$ -character password that satisfying the above rules. Let's consider the exponential generating function, $f(x)$ . Then $f(x) = 3x(1+ {1\over2!}(3x)^2 + {1\over4!}(3x)^4+...)(3x+ {1\over3!}(3x)^3+{1\over5!}(5x)^5+...)$ $\therefore f(x) = 3x({e^{3x}+e^{-3x}\over2 })({e^{3x}-e^{-3x}\over2 })$ But In the solution sheet that my colleagues made said $f(x) = 3x({e^{x}+e^{-x}\over2 })^3({e^{x}-e^{-x}\over2 })^3$ I don't know why the answer should be like that. At least I believe his answer is not true.(It looks like mine is correct for me.) What do you think about that? Any help or solution would be appreciated.","There are special symbols !,@,# , three alphabet {a,b,c} and three numbers To make the -character password, the following rules are required. (A) Special symbol should be used only one time. (B) Alphabets should be used even times including the (C) The numbers should be used odd times Find the exponential generating function for making -character password. e.g.) when , can be -character password that satisfying the above rules. Let's consider the exponential generating function, . Then But In the solution sheet that my colleagues made said I don't know why the answer should be like that. At least I believe his answer is not true.(It looks like mine is correct for me.) What do you think about that? Any help or solution would be appreciated.","\{ \}  \{1,2,3\} n 0 n n=4 !123 4 f(x) f(x) = 3x(1+ {1\over2!}(3x)^2 + {1\over4!}(3x)^4+...)(3x+ {1\over3!}(3x)^3+{1\over5!}(5x)^5+...) \therefore f(x) = 3x({e^{3x}+e^{-3x}\over2 })({e^{3x}-e^{-3x}\over2 }) f(x) = 3x({e^{x}+e^{-x}\over2 })^3({e^{x}-e^{-x}\over2 })^3","['combinatorics', 'discrete-mathematics', 'generating-functions']"
2,Showing a bijection between binary string sets.,Showing a bijection between binary string sets.,,"I am working on showing a bijection between two sets: $B^6$ and $E_{10}$ . Here is the problem: Let $B = {0, 1}$ . $B^n$ is the set of binary strings with $n$ bits. Define the set $E_n$ to be the set of binary strings with $n$ bits that have an even number of 1's. Note that zero is an even number, so a string with zero 1's (i.e., a string that is all 0's) has an even number of 1's. Show a bijection between $B^9$ and $E_{10}$ . Explain why your function is a bijection. Here is my answer: Suppose $x \in B^9$ . We know an odd number is the result of an even number plus an odd number. Since there are only 9 digits for each $x \in B^9$ , and 9 is an odd number, this means that if there are an odd number of 1’s in x then there will be an even number of 0’s in x. Further, if there are an even number of 1’s in x then there will be an odd number of 0’s in x. Therefore, each $x \in B^9$ will have either an odd or even amount of 1’s. We could write a function f to say that if x has an odd number of 1’s, then append a 1, which would give us an even number of 1’s. We could also say that if x has an even number of 1’s than append a 0, which would then keep the number of 1’s even. Assuming each $x \in B^9$ is unique, according to our function we will be adding either a 1 or a 0 to the end of the string, which would produce a new unique string with 10 bits. For example, $f(100011000)=1000110001$ . This means that the function is injective (one-to-one) function because each element in the domain is mapped to 1 distinct element in the codomain. We can also have an inverse function $f^{-1}$ which removes the last binary digit from each $y \in E_{10}$ . $E_{10}$ is defined to be the set where each element from $B^9$ has a 1 or 0 appended to it, and thus producing a distinct element. Removing the end 1 or 0 from this new string produces the distinct unique element that was in $B^9$ . For example, $f^{-1}(1000110001)=100011000$ . This means each element in $E_{10}$ can be mapped to at least one unique $x \in B^9$ , meaning the function is onto Since the function is both one-to-one and onto, then it is a bijection. I feel like there is a much simpler way of showing this, and not really sure if I made a good case in the first place. I was hoping someone could provide a different way to think about this problem or provide some insight so that I can formulate a better answer. Thank you all so much!","I am working on showing a bijection between two sets: and . Here is the problem: Let . is the set of binary strings with bits. Define the set to be the set of binary strings with bits that have an even number of 1's. Note that zero is an even number, so a string with zero 1's (i.e., a string that is all 0's) has an even number of 1's. Show a bijection between and . Explain why your function is a bijection. Here is my answer: Suppose . We know an odd number is the result of an even number plus an odd number. Since there are only 9 digits for each , and 9 is an odd number, this means that if there are an odd number of 1’s in x then there will be an even number of 0’s in x. Further, if there are an even number of 1’s in x then there will be an odd number of 0’s in x. Therefore, each will have either an odd or even amount of 1’s. We could write a function f to say that if x has an odd number of 1’s, then append a 1, which would give us an even number of 1’s. We could also say that if x has an even number of 1’s than append a 0, which would then keep the number of 1’s even. Assuming each is unique, according to our function we will be adding either a 1 or a 0 to the end of the string, which would produce a new unique string with 10 bits. For example, . This means that the function is injective (one-to-one) function because each element in the domain is mapped to 1 distinct element in the codomain. We can also have an inverse function which removes the last binary digit from each . is defined to be the set where each element from has a 1 or 0 appended to it, and thus producing a distinct element. Removing the end 1 or 0 from this new string produces the distinct unique element that was in . For example, . This means each element in can be mapped to at least one unique , meaning the function is onto Since the function is both one-to-one and onto, then it is a bijection. I feel like there is a much simpler way of showing this, and not really sure if I made a good case in the first place. I was hoping someone could provide a different way to think about this problem or provide some insight so that I can formulate a better answer. Thank you all so much!","B^6 E_{10} B = {0, 1} B^n n E_n n B^9 E_{10} x \in B^9 x \in B^9 x \in B^9 x \in B^9 f(100011000)=1000110001 f^{-1} y \in E_{10} E_{10} B^9 B^9 f^{-1}(1000110001)=100011000 E_{10} x \in B^9",['discrete-mathematics']
3,"Show that if four distinct integers are chosen between 1 and 60 inclusive, some two of them must differ by at most 19.","Show that if four distinct integers are chosen between 1 and 60 inclusive, some two of them must differ by at most 19.",,"Let us observe a set that attempts to find 4 numbers that vary by more than 19 from each element. Such a set will be 60, 60-20=40, 60-20-20=20, 60-20-20-20=0. Since 0 is out of range we can say that such a set does not exist. Hence it is a proof by contradiction. Is it satisfactory? Is there another way to prove this directly?","Let us observe a set that attempts to find 4 numbers that vary by more than 19 from each element. Such a set will be 60, 60-20=40, 60-20-20=20, 60-20-20-20=0. Since 0 is out of range we can say that such a set does not exist. Hence it is a proof by contradiction. Is it satisfactory? Is there another way to prove this directly?",,"['discrete-mathematics', 'pigeonhole-principle']"
4,Recurrence relation of Sn that depends on Sn-1,Recurrence relation of Sn that depends on Sn-1,,"OK, so I have run into this weird question about recurrence relations that I cannot complete by myself (first year comp. sci. student and first discrete math class, studying by myself). To help you better understand the question, I have written some examples right next to them (eg.). Here it is: A password is valid if it contains an odd number of the digit 9 (eg. 1239499786 is valid but 129789945698 is not). Lets say that $S_n$ is the number of valid passwords that have $n$ digits. I need to find a recurrence relation for $S_n$ . In other words, $S_n$ need to depend on $S_{\text{n - 1}}$ . Now I am not too good at this type of math and combinatorics are the worst for me. I have spent some time on this question, but I cannot see the answer, so please try to be a bit precise in your answers. I am sure that I will understand it if someone can provide a good explanation. Thanks, your help will be very appreciated!!! :D","OK, so I have run into this weird question about recurrence relations that I cannot complete by myself (first year comp. sci. student and first discrete math class, studying by myself). To help you better understand the question, I have written some examples right next to them (eg.). Here it is: A password is valid if it contains an odd number of the digit 9 (eg. 1239499786 is valid but 129789945698 is not). Lets say that is the number of valid passwords that have digits. I need to find a recurrence relation for . In other words, need to depend on . Now I am not too good at this type of math and combinatorics are the worst for me. I have spent some time on this question, but I cannot see the answer, so please try to be a bit precise in your answers. I am sure that I will understand it if someone can provide a good explanation. Thanks, your help will be very appreciated!!! :D",S_n n S_n S_n S_{\text{n - 1}},['discrete-mathematics']
5,Need Help Simplifying Set Expression Using Set Identities,Need Help Simplifying Set Expression Using Set Identities,,"one of the questions in our textbook requires us to simplify a set expression using set laws such as distributive laws, associative laws and so on. $$ ((A\cap (B\cup C))\cap (A-B))\cap (B\cup C') $$ Here's what I have so far. $$ ((A\cap (B\cup C))\cap (A\cap B'))\cap (B\cup C') $$ $$ (((A\cap B)\cup (A\cap C))\cap (A\cap B'))\cap (B\cup C') $$ $$ (((B\cap C)\cup A)\cap (A\cap B'))\cap (B\cup C') $$ $$ ((B\cap C)\cup A)\cap ((A\cap B')\cap (B\cup C') $$","one of the questions in our textbook requires us to simplify a set expression using set laws such as distributive laws, associative laws and so on. Here's what I have so far.","
((A\cap (B\cup C))\cap (A-B))\cap (B\cup C')
 
((A\cap (B\cup C))\cap (A\cap B'))\cap (B\cup C')
 
(((A\cap B)\cup (A\cap C))\cap (A\cap B'))\cap (B\cup C')
 
(((B\cap C)\cup A)\cap (A\cap B'))\cap (B\cup C')
 
((B\cap C)\cup A)\cap ((A\cap B')\cap (B\cup C')
",['discrete-mathematics']
6,Clarifying the definition of antisymmetry (binary relation properties),Clarifying the definition of antisymmetry (binary relation properties),,"An anti-symmetric relationship says that there is no pair of distinct elements of set $A$ which are related by $R$ to the other. A relation is anti-symmetric if for every pair of distinct elements in the domain one of the following situations holds: $xRy$ , but it is not true that $yRx$ $yRx$ , but it is not true that $xRy$ Neither $xRy$ nor $yRx$ is true The Formal definitions of anti-symmetry: $$\require{cancel}\forall x,y \in A, (xRy \rightarrow y\cancel{R}x) \vee (yRx \rightarrow x\cancel{R}y) \rightarrow x \neq y$$ Or the logically equivalent way to express this is: $$ \forall x,y \in A, (xRy \wedge yRx) \rightarrow x = y$$ How do the formal definitions of anti-symmetry show the above statements? Alternatively, how do the formal definitions show that there is no pair of distinct elements of set $A$ which are related by $R$ to the other? From my understanding, it's saying that for a relation to be anti-symmetric, $\require{cancel}(xRy \rightarrow y\cancel{R}x) \vee (yRx \rightarrow x\cancel{R}y)$ , then x cannot equal y, and if $(xRy \wedge yRx)$ then x=y. So why does x have to equal y for $(xRy \wedge yRx)$ ?","An anti-symmetric relationship says that there is no pair of distinct elements of set which are related by to the other. A relation is anti-symmetric if for every pair of distinct elements in the domain one of the following situations holds: , but it is not true that , but it is not true that Neither nor is true The Formal definitions of anti-symmetry: Or the logically equivalent way to express this is: How do the formal definitions of anti-symmetry show the above statements? Alternatively, how do the formal definitions show that there is no pair of distinct elements of set which are related by to the other? From my understanding, it's saying that for a relation to be anti-symmetric, , then x cannot equal y, and if then x=y. So why does x have to equal y for ?","A R xRy yRx yRx xRy xRy yRx \require{cancel}\forall x,y \in A, (xRy \rightarrow y\cancel{R}x) \vee (yRx \rightarrow x\cancel{R}y) \rightarrow x \neq y  \forall x,y \in A, (xRy \wedge yRx) \rightarrow x = y A R \require{cancel}(xRy \rightarrow y\cancel{R}x) \vee (yRx \rightarrow x\cancel{R}y) (xRy \wedge yRx) (xRy \wedge yRx)",['discrete-mathematics']
7,Finding all non isomorphic graphs of a given degree sequence,Finding all non isomorphic graphs of a given degree sequence,,"Is there is a general way to draw all the non-isomorphic graphs of a given degree sequence? We can use Havel Hakimi's algorithm to find graphs for a given degree sequence, but how do we find all the non-isomorphic graphs?","Is there is a general way to draw all the non-isomorphic graphs of a given degree sequence? We can use Havel Hakimi's algorithm to find graphs for a given degree sequence, but how do we find all the non-isomorphic graphs?",,"['discrete-mathematics', 'graph-theory', 'algorithms']"
8,Let $f:A→B$ be an onto function and let $T⊆B$. Prove that $(f◦f^{-1})(T) =T$,Let  be an onto function and let . Prove that,f:A→B T⊆B (f◦f^{-1})(T) =T,"Let $f:A→B$ be an onto function and let $T⊆B$ .  Prove that $(f◦f^{−1})(T) = T$ How would I go about proving this? Let $x$ be an element of $(f◦f^{−1})(T)$ . By the definition of composition/composite functions, $\text{Dom}(f◦f^{−1}) = \text{Dom}(f)$ and the $\text{Ran}(f◦f^{−1}) = \text{Ran}(f^{-1})$ . By the definition of the inverse, the range of $f^{-1}$ is the domain of $f$ . Thus $(f◦f^{−1})(T)$ is a function from $A$ to $A$ . (?) I can't get much past this. My prof hinted to using double containment but I can't get past the first part.","Let be an onto function and let .  Prove that How would I go about proving this? Let be an element of . By the definition of composition/composite functions, and the . By the definition of the inverse, the range of is the domain of . Thus is a function from to . (?) I can't get much past this. My prof hinted to using double containment but I can't get past the first part.",f:A→B T⊆B (f◦f^{−1})(T) = T x (f◦f^{−1})(T) \text{Dom}(f◦f^{−1}) = \text{Dom}(f) \text{Ran}(f◦f^{−1}) = \text{Ran}(f^{-1}) f^{-1} f (f◦f^{−1})(T) A A,"['real-analysis', 'discrete-mathematics', 'elementary-set-theory']"
9,How to solve the equation $\sqrt{\frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}}=12$,How to solve the equation,\sqrt{\frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}}=12,"Consider the following equation, $$\sqrt{\frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}}=12$$ I tried first to eliminates all radicals using squring both sides to get the following , $$\frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}={{12}^{2}}\Leftrightarrow \frac{\sqrt{x!\times x!!\times x!!!}}{\sqrt{\left( x-2 \right)!+x}}=\frac{x!\times x!!\times x!!!}{\left( x-2 \right)!+x}={{12}^{4}}$$ Now how will continue attacking this problem?","Consider the following equation, I tried first to eliminates all radicals using squring both sides to get the following , Now how will continue attacking this problem?",\sqrt{\frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}}=12 \frac{\sqrt{x!}\times \sqrt{x!!}\times \sqrt{x!!!}}{\sqrt{\left( x-2 \right)!+x}}={{12}^{2}}\Leftrightarrow \frac{\sqrt{x!\times x!!\times x!!!}}{\sqrt{\left( x-2 \right)!+x}}=\frac{x!\times x!!\times x!!!}{\left( x-2 \right)!+x}={{12}^{4}},"['sequences-and-series', 'discrete-mathematics', 'recreational-mathematics', 'computational-science']"
