,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,irreducible representation of non-abelian p-group,irreducible representation of non-abelian p-group,,"Can someone help with the following problem? Let $G$ be a non-abelian group of prime-power order $p^n$ and $E$ be an irreducible $G$-space over $\mathbb{C}$ giving a faithful representation of $G$. (i) Show that $G$ has a normal abelian subgroup $H$ which properly contains $Z(G)$. (ii) By complete reducibility, $E$ can be written as an $H$-direct sum $E=\bigoplus_{\psi}F_{\psi}$, where $F_{\psi}$ is the subspace of $E$ spanned by all 1-dimensional $H$-spaces with character $\psi$. Show that $E\neq F_{\psi}$ for any one $\psi$, using the facts that $Z(G)$ is a proper subgroup of $H$ and $E$ is faithful. (iii) Note that $G$ permutes the subspaces $F_{\psi}$ transitively. Fix $\psi$ and let $F=F_{\psi}$. Let $H_1$ be the stabiliser of $F$ under the action of $G$. Clearly $H\subset H_1$. Show that $F$ is irreducible as an $H_1$-space ad that $E$ is isomorphic to the induced representation space $i_!F$. (iv) What does (iii) imply about the (not necessarily faithful) irreducible representations of $G$? For (i), I've proved that $Z(G)$ has order $p^k$ where $1\leq k\leq n-2$ and that any $H\leq G$ containing $Z(G)$ of order $p^{k+1}$ must be abelian; all that's left is to prove $H$ is normal in $G$. I can't quite get my head around (ii): what relevance does $Z(G)$ have to representations of $G$? For (iii), since $H_1$ preserves $F$, $F$ is a representation of $H_1$, but why must it be irreducible? Proving it by inner products of characters doesn't look good; maybe we can prove that $H_1$ acts transitively on the 1-dimensional subspaces of $F$? Many thanks for any help with this!","Can someone help with the following problem? Let $G$ be a non-abelian group of prime-power order $p^n$ and $E$ be an irreducible $G$-space over $\mathbb{C}$ giving a faithful representation of $G$. (i) Show that $G$ has a normal abelian subgroup $H$ which properly contains $Z(G)$. (ii) By complete reducibility, $E$ can be written as an $H$-direct sum $E=\bigoplus_{\psi}F_{\psi}$, where $F_{\psi}$ is the subspace of $E$ spanned by all 1-dimensional $H$-spaces with character $\psi$. Show that $E\neq F_{\psi}$ for any one $\psi$, using the facts that $Z(G)$ is a proper subgroup of $H$ and $E$ is faithful. (iii) Note that $G$ permutes the subspaces $F_{\psi}$ transitively. Fix $\psi$ and let $F=F_{\psi}$. Let $H_1$ be the stabiliser of $F$ under the action of $G$. Clearly $H\subset H_1$. Show that $F$ is irreducible as an $H_1$-space ad that $E$ is isomorphic to the induced representation space $i_!F$. (iv) What does (iii) imply about the (not necessarily faithful) irreducible representations of $G$? For (i), I've proved that $Z(G)$ has order $p^k$ where $1\leq k\leq n-2$ and that any $H\leq G$ containing $Z(G)$ of order $p^{k+1}$ must be abelian; all that's left is to prove $H$ is normal in $G$. I can't quite get my head around (ii): what relevance does $Z(G)$ have to representations of $G$? For (iii), since $H_1$ preserves $F$, $F$ is a representation of $H_1$, but why must it be irreducible? Proving it by inner products of characters doesn't look good; maybe we can prove that $H_1$ acts transitively on the 1-dimensional subspaces of $F$? Many thanks for any help with this!",,"['group-theory', 'finite-groups', 'representation-theory', 'p-groups']"
1,Is my proof that $U_{pq}$ is not cyclic if $p$ and $q$ are distinct odd primes correct?,Is my proof that  is not cyclic if  and  are distinct odd primes correct?,U_{pq} p q,"Prove that $U_{pq}$ is not cyclic if $p$ and $q$ are distinct odd primes. I am a self taught person. I just learned this and tried this on my own and came up with this. $x \equiv 1 \pmod{p}$ and $x \equiv -1 \pmod{q}$ has a solution $[a]_{pq}$, since $p$ and $q$ are relatively prime. Because $q$ is an odd prime, $[-1]_{pq}$ is not a solution, so $[a]_{pq}\neq [-1]_{pq}$. But $a^2 \equiv 1 \pmod{p}$ and $a^2 \equiv 1 \pmod{q}$, so $a^2 \equiv 1\pmod{pq}$ since $p$ and $q$ are relatively prime, and thus $[a]_{pq}$ has order 2. Can someone please tell me if this proof this correct? Please help with proof as I learned it just now as a self taught person.","Prove that $U_{pq}$ is not cyclic if $p$ and $q$ are distinct odd primes. I am a self taught person. I just learned this and tried this on my own and came up with this. $x \equiv 1 \pmod{p}$ and $x \equiv -1 \pmod{q}$ has a solution $[a]_{pq}$, since $p$ and $q$ are relatively prime. Because $q$ is an odd prime, $[-1]_{pq}$ is not a solution, so $[a]_{pq}\neq [-1]_{pq}$. But $a^2 \equiv 1 \pmod{p}$ and $a^2 \equiv 1 \pmod{q}$, so $a^2 \equiv 1\pmod{pq}$ since $p$ and $q$ are relatively prime, and thus $[a]_{pq}$ has order 2. Can someone please tell me if this proof this correct? Please help with proof as I learned it just now as a self taught person.",,"['abstract-algebra', 'group-theory', 'elementary-number-theory']"
2,How to prove one-one and onto?,How to prove one-one and onto?,,"Let $G$ be a group of odd order. Show that the function $\phi:G \to G $ given by $\phi(g)=g^2$ is one-one and onto. To prove one-one, I did  $\phi(g_1)=\phi(g_2)$ implies $g_1^2=g_2^2$. Somehow I got $g_2^{-1} g_1=g_2g_1^{-1}$. I got stuck here. How to conclude from here? Can anyone give a hint? Thank you.","Let $G$ be a group of odd order. Show that the function $\phi:G \to G $ given by $\phi(g)=g^2$ is one-one and onto. To prove one-one, I did  $\phi(g_1)=\phi(g_2)$ implies $g_1^2=g_2^2$. Somehow I got $g_2^{-1} g_1=g_2g_1^{-1}$. I got stuck here. How to conclude from here? Can anyone give a hint? Thank you.",,"['abstract-algebra', 'group-theory', 'finite-groups']"
3,Rees matrix semigroup,Rees matrix semigroup,,"Let $\mathcal{M}^0 = \mathcal{M}^0 ( G; I , \Lambda ;P)$ be a Rees matrix semigroup ($G$ a group, $I$, $\Lambda$ non-empty sets, $P=(p_{\lambda i})$ a $\Lambda \times I$ matrix over $G \cup \{0\}$ such that every row/column of $P$ contains at least one non-zero entry), where $P$ does not contain any $0$'s. Show that the idempotents of $\mathcal{M}^0$ form a subsemigroup of $S \iff \forall \; i,j\in I$ and $\lambda , \mu \in \Lambda$ we have $p_{\mu i} p_{\lambda i}^{-1} p_{\lambda j} p_{\mu j}^{-1} = 1_G$.","Let $\mathcal{M}^0 = \mathcal{M}^0 ( G; I , \Lambda ;P)$ be a Rees matrix semigroup ($G$ a group, $I$, $\Lambda$ non-empty sets, $P=(p_{\lambda i})$ a $\Lambda \times I$ matrix over $G \cup \{0\}$ such that every row/column of $P$ contains at least one non-zero entry), where $P$ does not contain any $0$'s. Show that the idempotents of $\mathcal{M}^0$ form a subsemigroup of $S \iff \forall \; i,j\in I$ and $\lambda , \mu \in \Lambda$ we have $p_{\mu i} p_{\lambda i}^{-1} p_{\lambda j} p_{\mu j}^{-1} = 1_G$.",,"['abstract-algebra', 'group-theory', 'semigroups', 'monoid', 'inverse-semigroups']"
4,Are the irreps of SO(4) necessarily real?,Are the irreps of SO(4) necessarily real?,,"I'm not a group theory buff, but I was confused when I used some code to generate the irreducible representatives of SO(4) and found the resulting matrix elements to be complex. Is this possible, or must the irreps of SO(4) be real? (It would seem to me that the distinction of ""orthogonal"" ought to be reserved for real matrices, which is why this seems strange to me, but I'm probably missing something).","I'm not a group theory buff, but I was confused when I used some code to generate the irreducible representatives of SO(4) and found the resulting matrix elements to be complex. Is this possible, or must the irreps of SO(4) be real? (It would seem to me that the distinction of ""orthogonal"" ought to be reserved for real matrices, which is why this seems strange to me, but I'm probably missing something).",,"['linear-algebra', 'group-theory', 'representation-theory']"
5,Is there a simple and a non-simple group with same numbers of elements of each order.,Is there a simple and a non-simple group with same numbers of elements of each order.,,"Are there finite groups $G$ and $H$ such that: $n:=|G|=|H|$. $G$ is simple. $H$ is not simple. for every $d\mid n$, $G$ and $H$ have the same number of elements of order $d$. ?","Are there finite groups $G$ and $H$ such that: $n:=|G|=|H|$. $G$ is simple. $H$ is not simple. for every $d\mid n$, $G$ and $H$ have the same number of elements of order $d$. ?",,['group-theory']
6,Isomorphism between the group of upper triangular matrix in $\mathbb{F}_3$ and $(‎\mathbb{Z}_{3}‎\times\mathbb{Z}_{3})‎\rtimes\mathbb{Z}_{3}$,Isomorphism between the group of upper triangular matrix in  and,\mathbb{F}_3 (‎\mathbb{Z}_{3}‎\times\mathbb{Z}_{3})‎\rtimes\mathbb{Z}_{3},"By a‎ ‎well ‎known ‎fact ‎we ‎have: ‎ ‎ \begin{equation} \left\{ \left(\begin{array}{ccc} 1 & a & b\\ 0 & 1 & c\\ 0 & 0 & 1 \end{array}\right)‎‎\vert‎‎‎a,b,c\in‎\mathbb{F}_{3}\right\} ‎‎\cong(‎\mathbb{Z}_{3}‎\times\mathbb{Z}_{3})‎\rtimes\mathbb{Z}_{3} \end{equation} ‎ Now I have two questions:‎‎ 1) What is the action of ‎$‎‎‎\mathbb{Z}_3‎‎$‎ on ‎$‎\mathbb{Z}_3 ‎\times \mathbb{Z}_3‎‎$‎?‎‎ 2) Under which isomorphism these two groups are isomorphic?‎ Many thanks.","By a‎ ‎well ‎known ‎fact ‎we ‎have: ‎ ‎ \begin{equation} \left\{ \left(\begin{array}{ccc} 1 & a & b\\ 0 & 1 & c\\ 0 & 0 & 1 \end{array}\right)‎‎\vert‎‎‎a,b,c\in‎\mathbb{F}_{3}\right\} ‎‎\cong(‎\mathbb{Z}_{3}‎\times\mathbb{Z}_{3})‎\rtimes\mathbb{Z}_{3} \end{equation} ‎ Now I have two questions:‎‎ 1) What is the action of ‎$‎‎‎\mathbb{Z}_3‎‎$‎ on ‎$‎\mathbb{Z}_3 ‎\times \mathbb{Z}_3‎‎$‎?‎‎ 2) Under which isomorphism these two groups are isomorphic?‎ Many thanks.",,['group-theory']
7,Question about quotient group - is the operation defined or is it a consequence?,Question about quotient group - is the operation defined or is it a consequence?,,"Given a normal subgroup $N \le G$.  Do we define the operation $*$ on $G/N$ to be $$(aN) * (bN) = abN$$ or is the group operation the usual product, $$aNbN = \{an_1bn_2 : n_1, n_2 \in N \}$$ with the above being $abN$ due to normality?","Given a normal subgroup $N \le G$.  Do we define the operation $*$ on $G/N$ to be $$(aN) * (bN) = abN$$ or is the group operation the usual product, $$aNbN = \{an_1bn_2 : n_1, n_2 \in N \}$$ with the above being $abN$ due to normality?",,"['abstract-algebra', 'group-theory']"
8,Index of a sublattice in a lattice and a homomorphism between them,Index of a sublattice in a lattice and a homomorphism between them,,"I am asked to show that if $\phi_A$ is the homomorphism from $\mathbb{Z}^k \rightarrow \mathbb{Z}^k$ given by $\phi_A(x)=xA$ then the index of $\phi(\mathbb{Z}^k)$ in $\mathbb{Z}^k$ is finite if and only if $A$ is nonsingular. While this seems intuitive to me, one obstacle to proving this is that I am not quite sure of how to represent the index of a sublattice in a lattice! The way I understand it, $j\mathbb{Z}^k$ has index $j^k$ in $\mathbb{Z}^k$, for an integer $j$. I am used to indices in finite groups but not infinite groups, so is the trick to show this sort of correspondence? Furthermore, I would like to know if this is a valid sketch of a proof: If $A$ nonsingular, $A'$ is in Smith Normal Form ($PAQ=A'$) and $\det A'$ is nonzero, so the columns of $P^{-1}$ form a basis for $\mathbb{Z}^k$ and the columns of $AQ$ form a basis for the sublattice such that each column in the basis for the sublattice is an integral multiple of the columns in the basis for the lattice $\mathbb{Z}^k$, and since these multiples are given by the diagonal entries of SNF, we have that for every one point in the sublattice, there are $\prod a_i=\det A'=\det A$ points in the main lattice. If $A$ singular, we have the same as (1) except now at least one of these columns is a multiple $0$ times the column for the basis in the main lattice, so there are infinitely many points in the main lattice for each point in the sublattice.","I am asked to show that if $\phi_A$ is the homomorphism from $\mathbb{Z}^k \rightarrow \mathbb{Z}^k$ given by $\phi_A(x)=xA$ then the index of $\phi(\mathbb{Z}^k)$ in $\mathbb{Z}^k$ is finite if and only if $A$ is nonsingular. While this seems intuitive to me, one obstacle to proving this is that I am not quite sure of how to represent the index of a sublattice in a lattice! The way I understand it, $j\mathbb{Z}^k$ has index $j^k$ in $\mathbb{Z}^k$, for an integer $j$. I am used to indices in finite groups but not infinite groups, so is the trick to show this sort of correspondence? Furthermore, I would like to know if this is a valid sketch of a proof: If $A$ nonsingular, $A'$ is in Smith Normal Form ($PAQ=A'$) and $\det A'$ is nonzero, so the columns of $P^{-1}$ form a basis for $\mathbb{Z}^k$ and the columns of $AQ$ form a basis for the sublattice such that each column in the basis for the sublattice is an integral multiple of the columns in the basis for the lattice $\mathbb{Z}^k$, and since these multiples are given by the diagonal entries of SNF, we have that for every one point in the sublattice, there are $\prod a_i=\det A'=\det A$ points in the main lattice. If $A$ singular, we have the same as (1) except now at least one of these columns is a multiple $0$ times the column for the basis in the main lattice, so there are infinitely many points in the main lattice for each point in the sublattice.",,"['abstract-algebra', 'group-theory', 'integer-lattices']"
9,Perfect group of exponent 3?,Perfect group of exponent 3?,,"Question. Is there a nontrivial group $G$ such that $[G,G]=G$ and $g^3=1$ for every $g\in G$? All I could think of so far is the following. If such a group exists it must be infinitely generated due to the local finiteness of groups of exponent 3. Perfect groups of large enough prime exponent do exist, e.g. a Tarski Monster .","Question. Is there a nontrivial group $G$ such that $[G,G]=G$ and $g^3=1$ for every $g\in G$? All I could think of so far is the following. If such a group exists it must be infinitely generated due to the local finiteness of groups of exponent 3. Perfect groups of large enough prime exponent do exist, e.g. a Tarski Monster .",,['group-theory']
