,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Metal Ball Cage Template Cardinality: A Brilliantly Lazy PROOF,Metal Ball Cage Template Cardinality: A Brilliantly Lazy PROOF,,"N.B. - I'm looking for the simplest way to ascertain the number of templates $T$ (see below) comprising the structure from just one angle alone; that is, I'm sitting down looking up at this thing, and I want a way to compute its cardinality based on the simplest methods, but perhaps relying on some underlying abstract concept, in particular, graph theory, geodesics, topology, algebra, or something totally new. My working theory is that we need only the equation $$V-E+F=2,$$ and the Inclusion-Exclusion Principle. In fact, we might also need the fact that the star is a fraction of the whole, and some other symmetry to rely on to create a system of equations. That is $$\frac{V}{n}-\frac{E}{n}+\frac{F}{n}=2$$ and $$\frac{V}{m}-\frac{E}{m}+\frac{F}{m}=2,$$ where we know the relationship between $m$ and $n$. Actually, that makes no sense... Hmm... UPDATE: I have verified, with sufficient effort, Mr. Narain's proposal that the structure is a snub dodecahedron: There are indeed 60 pieces, however, I'd still like a lazy method using the ideas I've alluded to all throughout this post... I'm at a fancy restaurant, and I saw these template ball lights: http://tinypic.com/r/2co6b9w/5 I'm trying to figure out the number of template pieces, call them $T$; they look like this: http://tinypic.com/r/29cs8cw/5 Here is my approach: Count the number of things that look like this: http://tinypic.com/r/wmnssn/5 Now notice that for each $T$ coming out from the center there are four legs which the rest are connected to, two of which are connected to adjacent $T$'s which are coming out from the same center mentioned before. I feel this problem is one of algebra. My friend here thinks that if you measured the shape of $T$, then you could find it easily with the surface area of a sphere, but she can't seem to work out how to get the number of $T$'s. If you need more photos, let me know. Just in case you don't see it: This appears to be a snub dodecahedron--as was pointed out by one of the commenters--and can be seen in an overlay here: Look at this: I believe these two can be related in a system of equations via the Euler Characteristic--perhaps I'd need a third distinct shape... Here are some statistics: Based on these statistics, here is the template--just in case you want to make one for yourself: If you pay me $50 I'll make a larger one for you out of balsa wood . ^_^ THE BIG IDEA: Assume I am a tree--maybe I'm an African Baobab, and my Baobab friend next to me has this thing dangling motionlessly from her branches. Me being an Baobab, I don't know about snub dodecahedrons, but--for some genetically mutative reason--I know a bit of mathematics. So, now, I'm looking at this thing wondering if I can count how many $T$'s there are (see above) just by noting how the arms of the $T$'s are connected. What is the least amount of data that I need from my single, grounded point of view to ascertain the number of the $T$'s comprising this object?","N.B. - I'm looking for the simplest way to ascertain the number of templates $T$ (see below) comprising the structure from just one angle alone; that is, I'm sitting down looking up at this thing, and I want a way to compute its cardinality based on the simplest methods, but perhaps relying on some underlying abstract concept, in particular, graph theory, geodesics, topology, algebra, or something totally new. My working theory is that we need only the equation $$V-E+F=2,$$ and the Inclusion-Exclusion Principle. In fact, we might also need the fact that the star is a fraction of the whole, and some other symmetry to rely on to create a system of equations. That is $$\frac{V}{n}-\frac{E}{n}+\frac{F}{n}=2$$ and $$\frac{V}{m}-\frac{E}{m}+\frac{F}{m}=2,$$ where we know the relationship between $m$ and $n$. Actually, that makes no sense... Hmm... UPDATE: I have verified, with sufficient effort, Mr. Narain's proposal that the structure is a snub dodecahedron: There are indeed 60 pieces, however, I'd still like a lazy method using the ideas I've alluded to all throughout this post... I'm at a fancy restaurant, and I saw these template ball lights: http://tinypic.com/r/2co6b9w/5 I'm trying to figure out the number of template pieces, call them $T$; they look like this: http://tinypic.com/r/29cs8cw/5 Here is my approach: Count the number of things that look like this: http://tinypic.com/r/wmnssn/5 Now notice that for each $T$ coming out from the center there are four legs which the rest are connected to, two of which are connected to adjacent $T$'s which are coming out from the same center mentioned before. I feel this problem is one of algebra. My friend here thinks that if you measured the shape of $T$, then you could find it easily with the surface area of a sphere, but she can't seem to work out how to get the number of $T$'s. If you need more photos, let me know. Just in case you don't see it: This appears to be a snub dodecahedron--as was pointed out by one of the commenters--and can be seen in an overlay here: Look at this: I believe these two can be related in a system of equations via the Euler Characteristic--perhaps I'd need a third distinct shape... Here are some statistics: Based on these statistics, here is the template--just in case you want to make one for yourself: If you pay me $50 I'll make a larger one for you out of balsa wood . ^_^ THE BIG IDEA: Assume I am a tree--maybe I'm an African Baobab, and my Baobab friend next to me has this thing dangling motionlessly from her branches. Me being an Baobab, I don't know about snub dodecahedrons, but--for some genetically mutative reason--I know a bit of mathematics. So, now, I'm looking at this thing wondering if I can count how many $T$'s there are (see above) just by noting how the arms of the $T$'s are connected. What is the least amount of data that I need from my single, grounded point of view to ascertain the number of the $T$'s comprising this object?",,"['abstract-algebra', 'general-topology', 'graph-theory', 'connectedness', 'geodesic']"
1,Prove that if for all $aba=bab$ then $|G|=1$.,Prove that if for all  then .,aba=bab |G|=1,"Let $G$ be a group such that for all $a,b \in G$ we have $aba=bab$. Prove that $|G|=1$. So I have to show that $G =\left\{e \right\} $. Because for any $a,b \in G$ we have $aba=bab$, let $b=e$. Then $aea=eae$ so $a^2 = a$ hence $a = e$. Because $a$ is any we have $G=\left\{e \right\} $. Does it work?","Let $G$ be a group such that for all $a,b \in G$ we have $aba=bab$. Prove that $|G|=1$. So I have to show that $G =\left\{e \right\} $. Because for any $a,b \in G$ we have $aba=bab$, let $b=e$. Then $aea=eae$ so $a^2 = a$ hence $a = e$. Because $a$ is any we have $G=\left\{e \right\} $. Does it work?",,"['abstract-algebra', 'group-theory']"
2,Finite groups with periodic cohomology,Finite groups with periodic cohomology,,"I'm trying to understand Chapter 12, Section 11 in Cartan + Eilenberg's Homological Algebra , which concerns finite groups with periodic cohomology. Unfortunately I am jumping right to this section in the book (I've been working in Serre's Local Fields , and I'm doing the exercise at the end of Chapter 8, Section 4, which refers to the above section in Cartan + Eilenberg), so I'm a little disconcerted with the notation change (and things like using $(\Pi:1)$ for the order of the group $\Pi$ - what is up with that?) I suppose I have two main questions. How do we know that, given a finite group $G$ with periodic cohomology, say with $${\widehat{H}}{}^n(G,A)\cong\!\!\!{\widehat{H}}{}^{n+q}(G,A)$$ for all $n\in\mathbb{Z}$ for some $q\in\mathbb{N}$, these isomorphisms must be given by cup-producting with a fixed element $g\in\widehat{H}{}^q(G,\mathbb{Z})$? This seems to be an implicit assumption in their investigation, and while I can very well believe that it's true (the cup-product satisfies some universal property, if I understand correctly), I don't see what's barring the isomorphisms from being ""accidental"". The fact that the period $q$ is necessarily even (unless $G$ is trivial in which case $q=1$) seems very mysterious to me. Of course, this is the key property for the exercise I'm doing (defining a generalization of the Herbrand quotient), so I would like to have a firm grasp of why it's true. I can more or less follow the reasoning in Cartan + Eilenberg for why this is true, but it's just a proof by contradiction by making a computation using the cup product, and using the fact that $\mathbb{Z}/2\mathbb{Z}$ has periodic cohomology with even period. Furthermore, I again am not seeing why cup-producting with an element of $\widehat{H}{}^q(G,\mathbb{Z})$ is necessarily involved. So, are there any more intuitive explanations of why group cohomology, if it is periodic, has even period? Are there any references other than Cartan + Eilenberg I can look at for this fact?","I'm trying to understand Chapter 12, Section 11 in Cartan + Eilenberg's Homological Algebra , which concerns finite groups with periodic cohomology. Unfortunately I am jumping right to this section in the book (I've been working in Serre's Local Fields , and I'm doing the exercise at the end of Chapter 8, Section 4, which refers to the above section in Cartan + Eilenberg), so I'm a little disconcerted with the notation change (and things like using $(\Pi:1)$ for the order of the group $\Pi$ - what is up with that?) I suppose I have two main questions. How do we know that, given a finite group $G$ with periodic cohomology, say with $${\widehat{H}}{}^n(G,A)\cong\!\!\!{\widehat{H}}{}^{n+q}(G,A)$$ for all $n\in\mathbb{Z}$ for some $q\in\mathbb{N}$, these isomorphisms must be given by cup-producting with a fixed element $g\in\widehat{H}{}^q(G,\mathbb{Z})$? This seems to be an implicit assumption in their investigation, and while I can very well believe that it's true (the cup-product satisfies some universal property, if I understand correctly), I don't see what's barring the isomorphisms from being ""accidental"". The fact that the period $q$ is necessarily even (unless $G$ is trivial in which case $q=1$) seems very mysterious to me. Of course, this is the key property for the exercise I'm doing (defining a generalization of the Herbrand quotient), so I would like to have a firm grasp of why it's true. I can more or less follow the reasoning in Cartan + Eilenberg for why this is true, but it's just a proof by contradiction by making a computation using the cup product, and using the fact that $\mathbb{Z}/2\mathbb{Z}$ has periodic cohomology with even period. Furthermore, I again am not seeing why cup-producting with an element of $\widehat{H}{}^q(G,\mathbb{Z})$ is necessarily involved. So, are there any more intuitive explanations of why group cohomology, if it is periodic, has even period? Are there any references other than Cartan + Eilenberg I can look at for this fact?",,"['abstract-algebra', 'homology-cohomology', 'group-cohomology']"
3,Examples of classes $\mathcal{C}$ of structures such that every finite group is isomorphic to the automorphism group of a structure in $\mathcal{C}$,Examples of classes  of structures such that every finite group is isomorphic to the automorphism group of a structure in,\mathcal{C} \mathcal{C},"Since it is not the case that every group is the automorphism group of a group (see Is every group the automorphism group of a group? ), it is natural to ask: what are some examples of classes $\mathcal{C}$ of structures such that for each finite group $G$, there exists a structure $C$ of class $\mathcal{C}$ such that $\text{Aut}(C) \cong G$? As discussed in Peter Cameron's Automorphisms of graphs , a class $\mathcal{C}$ of structures is said to be universal if every finite group is the automorphism group of a structure in $\mathcal{C}$. As indicated in this article, the following classes of structures are universal: $\bullet$ The class of graphs ( Frucht's theorem ); $\bullet$ The class of trivalent graphs; $\bullet$ The class of graphs of valency $k$ for fixed $k > 2$; $\bullet$ The class of bipartite graphs; $\bullet$ The class of strongly regular graphs ; $\bullet$ The class of Hamiltonian graphs ; $\bullet$ The class of $k$-connected graphs for $k \in \mathbb{N}$; $\bullet$ The class of $k$-chromatic graphs for $k > 1$; $\bullet$ The class of finite distributive lattices ; $\bullet$ Switching classes of graphs ; $\bullet$ The class of projective planes ; $\bullet$ The class of Steiner triple systems ; and $\bullet$ The class of balanced incomplete block designs . It is also known that: $\bullet$ The class of matroids is universal, as shown in the article On the automorphism group of a matroid ; $\bullet$ The class of finite posets is universal, as shown in the article Automorphism groups of finite posets ; and $\bullet$ The class of complete, connected, locally connected metric spaces of any fixed positive dimension is universal, as discussed in the following link: Automorphism group of a topological space ; $\bullet$ The class of directed acyclic graphs is universal, as discussed in the following link: Can any finite group be realized as the automorphism group of a directed acyclic graph? ; and $\bullet$ The class of finite orthomodular lattices is universal, as proven in the article Every finite group is the automorphism group of some finite orthomodular lattice . Observe that most of the universal classes given above are classes of combinatorial / discrete structures as opposed to algebraic structures defined in terms of binary operations such as monoids and rings, or geometric structures such as manifolds. It is natural to ask: (1) What are some other interesting examples of universal classes of structures? (2) Are there any known examples of universal classes of 'algebraic' structures, i.e. structures endowed with at least one binary operation satisfying certain axioms? Is the class of rings universal? Is the class of monoids universal? Is the class of semigroups universal? (3) Are there any known examples of universal classes of 'geometric' structures, e.g., structures such as smooth manifolds? (4) What are some interesting examples of classes of structures which are known to be non-universal? As shown by Polya, one such example is the class of trees. It is also known that the class of planar graphs is not universal. Also, it is known that any minor-closed class of graphs is not universal.","Since it is not the case that every group is the automorphism group of a group (see Is every group the automorphism group of a group? ), it is natural to ask: what are some examples of classes $\mathcal{C}$ of structures such that for each finite group $G$, there exists a structure $C$ of class $\mathcal{C}$ such that $\text{Aut}(C) \cong G$? As discussed in Peter Cameron's Automorphisms of graphs , a class $\mathcal{C}$ of structures is said to be universal if every finite group is the automorphism group of a structure in $\mathcal{C}$. As indicated in this article, the following classes of structures are universal: $\bullet$ The class of graphs ( Frucht's theorem ); $\bullet$ The class of trivalent graphs; $\bullet$ The class of graphs of valency $k$ for fixed $k > 2$; $\bullet$ The class of bipartite graphs; $\bullet$ The class of strongly regular graphs ; $\bullet$ The class of Hamiltonian graphs ; $\bullet$ The class of $k$-connected graphs for $k \in \mathbb{N}$; $\bullet$ The class of $k$-chromatic graphs for $k > 1$; $\bullet$ The class of finite distributive lattices ; $\bullet$ Switching classes of graphs ; $\bullet$ The class of projective planes ; $\bullet$ The class of Steiner triple systems ; and $\bullet$ The class of balanced incomplete block designs . It is also known that: $\bullet$ The class of matroids is universal, as shown in the article On the automorphism group of a matroid ; $\bullet$ The class of finite posets is universal, as shown in the article Automorphism groups of finite posets ; and $\bullet$ The class of complete, connected, locally connected metric spaces of any fixed positive dimension is universal, as discussed in the following link: Automorphism group of a topological space ; $\bullet$ The class of directed acyclic graphs is universal, as discussed in the following link: Can any finite group be realized as the automorphism group of a directed acyclic graph? ; and $\bullet$ The class of finite orthomodular lattices is universal, as proven in the article Every finite group is the automorphism group of some finite orthomodular lattice . Observe that most of the universal classes given above are classes of combinatorial / discrete structures as opposed to algebraic structures defined in terms of binary operations such as monoids and rings, or geometric structures such as manifolds. It is natural to ask: (1) What are some other interesting examples of universal classes of structures? (2) Are there any known examples of universal classes of 'algebraic' structures, i.e. structures endowed with at least one binary operation satisfying certain axioms? Is the class of rings universal? Is the class of monoids universal? Is the class of semigroups universal? (3) Are there any known examples of universal classes of 'geometric' structures, e.g., structures such as smooth manifolds? (4) What are some interesting examples of classes of structures which are known to be non-universal? As shown by Polya, one such example is the class of trees. It is also known that the class of planar graphs is not universal. Also, it is known that any minor-closed class of graphs is not universal.",,"['abstract-algebra', 'group-theory', 'discrete-mathematics', 'graph-theory']"
4,A group acting on functions of functions of functions,A group acting on functions of functions of functions,,"Given a group acting on a set $X$, there is a standard way to define an action of the group on the set of functions of $X$. This can be extended to the set of functions of functions of $X$ as I show below, and it can also be extended to functions of functions of functions (and of course to higher orders beyond that). However, for the latter (and higher) cases, I can't see a way to write out the action explicitly in terms of function compositions, rather than in terms of the action on ""lower-order"" functions. My question is about whether it's possible to do this. The following paragraphs present the problem in greater detail. Consider a group $G$ acting upon a set $X$. If we consider the set $A$ of functions $a:X\to P$ for some set $P$, there is a natural action of $G$ upon $A$ given by $(g.a)(x) = a(g^{-1}.x)$ for all $g\in G$, $a\in A$, $x\in X$. Here the period '$.$' is used to represent both the action of $G$ upon $X$ and the action of $G$ upon $A$. As a concrete example, let $X$ be the set of faces of a cube and $G$ be its group of rotational symmetries. Then $A$ can be thought of as the set of colourings of the cube's faces, with $P$ being the set of colours. If we write the action of $G$ upon $X$ as $g(x)$ instead of $g.x$ then we can write the action of $G$ upon $F$ as $g.a = a\circ g^{-1}$. This is useful because it allows us to eliminate $x$ from the notation, and allows us to think in terms of function composition rather than the more abstract notion of a group action. Let us now consider the set $B$ of functions of functions of $X$, that is, the set of functions $b:A\to Q$ for some set $Q$. An example might be a functiom that counts the number of blue faces that are adjacent to red faces. We want to define a natural action of $G$ upon $B$. Since we already have an action of $G$ on $A$ we can apply the same trick again and write $(g.b)(a) = b(g^{-1}.a)$, for all $a\in A$, $b\in B$, $g\in G$. In terms of funtion composition this becomes  $(g.b)(a) = b(a\circ g)$, but I can't see an obvious way to eliminate $a$ from the notation as we were able to do with $x$ above. Finally, let us consider the set $C$ of functions $c:B\to R$ for some set $R$. That is, functions of functions of functions of $X$. As before we can write $(g.c)(b) = c(g^{-1}.b)$. However, what I can't see is how to write out this action explicitly in terms of function composition, rather than in terms of the action on $B$. That is, I want to get rid of the '$.$' in the right-hand side of this equation, but I can't see a way to do it. My question is whether it is possible to do this, and if so, how. If it can be done for functions of functions of functions, can it also be done for functions of functions of functions of functions, etc.?","Given a group acting on a set $X$, there is a standard way to define an action of the group on the set of functions of $X$. This can be extended to the set of functions of functions of $X$ as I show below, and it can also be extended to functions of functions of functions (and of course to higher orders beyond that). However, for the latter (and higher) cases, I can't see a way to write out the action explicitly in terms of function compositions, rather than in terms of the action on ""lower-order"" functions. My question is about whether it's possible to do this. The following paragraphs present the problem in greater detail. Consider a group $G$ acting upon a set $X$. If we consider the set $A$ of functions $a:X\to P$ for some set $P$, there is a natural action of $G$ upon $A$ given by $(g.a)(x) = a(g^{-1}.x)$ for all $g\in G$, $a\in A$, $x\in X$. Here the period '$.$' is used to represent both the action of $G$ upon $X$ and the action of $G$ upon $A$. As a concrete example, let $X$ be the set of faces of a cube and $G$ be its group of rotational symmetries. Then $A$ can be thought of as the set of colourings of the cube's faces, with $P$ being the set of colours. If we write the action of $G$ upon $X$ as $g(x)$ instead of $g.x$ then we can write the action of $G$ upon $F$ as $g.a = a\circ g^{-1}$. This is useful because it allows us to eliminate $x$ from the notation, and allows us to think in terms of function composition rather than the more abstract notion of a group action. Let us now consider the set $B$ of functions of functions of $X$, that is, the set of functions $b:A\to Q$ for some set $Q$. An example might be a functiom that counts the number of blue faces that are adjacent to red faces. We want to define a natural action of $G$ upon $B$. Since we already have an action of $G$ on $A$ we can apply the same trick again and write $(g.b)(a) = b(g^{-1}.a)$, for all $a\in A$, $b\in B$, $g\in G$. In terms of funtion composition this becomes  $(g.b)(a) = b(a\circ g)$, but I can't see an obvious way to eliminate $a$ from the notation as we were able to do with $x$ above. Finally, let us consider the set $C$ of functions $c:B\to R$ for some set $R$. That is, functions of functions of functions of $X$. As before we can write $(g.c)(b) = c(g^{-1}.b)$. However, what I can't see is how to write out this action explicitly in terms of function composition, rather than in terms of the action on $B$. That is, I want to get rid of the '$.$' in the right-hand side of this equation, but I can't see a way to do it. My question is whether it is possible to do this, and if so, how. If it can be done for functions of functions of functions, can it also be done for functions of functions of functions of functions, etc.?",,"['abstract-algebra', 'group-theory', 'discrete-mathematics']"
5,Closest cyclotomic integer to a cyclotomic number?,Closest cyclotomic integer to a cyclotomic number?,,"Let's take a cyclotomic field of the form $K=\mathbb{Q}(\zeta_n)$ where $\zeta_p$ is the $n$th root of unity. Then the ring of integers of $K$ is $\mathcal{O}_K= \mathbb{Z}(\zeta_n)$. Is there a generalisation of the rounding function $\left \lfloor \cdot \right \rceil: \mathbb{Q} \to \mathbb{Z}$ to some rounding function $\left \lfloor \cdot \right \rceil_K : K \to \mathcal{O}_K $ for cyclotomic fields that rounds a cyclotomic number to its ""nearest"" cyclotomic integer? EDIT: I found something that might be useful. The following definition comes from https://hal.archives-ouvertes.fr/hal-00632997v1/document : Definition : For any $\eta \in K$, the real number $m_K(\eta)= \min_{z \in \mathcal{O}_K}|N_{K/\mathbb{Q}}(\eta - z)|$ is the Euclidean minimum of $\eta$. Does this give us a generalisation of the rounding function, and if so does the ""rounding"" function only hold for Euclidean domains?","Let's take a cyclotomic field of the form $K=\mathbb{Q}(\zeta_n)$ where $\zeta_p$ is the $n$th root of unity. Then the ring of integers of $K$ is $\mathcal{O}_K= \mathbb{Z}(\zeta_n)$. Is there a generalisation of the rounding function $\left \lfloor \cdot \right \rceil: \mathbb{Q} \to \mathbb{Z}$ to some rounding function $\left \lfloor \cdot \right \rceil_K : K \to \mathcal{O}_K $ for cyclotomic fields that rounds a cyclotomic number to its ""nearest"" cyclotomic integer? EDIT: I found something that might be useful. The following definition comes from https://hal.archives-ouvertes.fr/hal-00632997v1/document : Definition : For any $\eta \in K$, the real number $m_K(\eta)= \min_{z \in \mathcal{O}_K}|N_{K/\mathbb{Q}}(\eta - z)|$ is the Euclidean minimum of $\eta$. Does this give us a generalisation of the rounding function, and if so does the ""rounding"" function only hold for Euclidean domains?",,"['abstract-algebra', 'number-theory', 'algebraic-number-theory', 'cyclotomic-fields']"
6,When is $(x^n-1)/(x-1)$ a prime number?,When is  a prime number?,(x^n-1)/(x-1),"Let $x > 1$ and let $n$ be a prime. I'm wondering if a characterization of this is known. That is, what are sufficient and necessary conditions for  $$ \dfrac{x^n-1}{x-1} = 1 + x + x^2 + \cdots + x^{n-1} $$ to be a prime number? What are these conditions if we restrict $x$ to be a power of a prime? Note that $n$ can not be composite since otherwise it is easy to show that so is $(x^n-1)/(x-1)$. Thanks in advance.","Let $x > 1$ and let $n$ be a prime. I'm wondering if a characterization of this is known. That is, what are sufficient and necessary conditions for  $$ \dfrac{x^n-1}{x-1} = 1 + x + x^2 + \cdots + x^{n-1} $$ to be a prime number? What are these conditions if we restrict $x$ to be a power of a prime? Note that $n$ can not be composite since otherwise it is easy to show that so is $(x^n-1)/(x-1)$. Thanks in advance.",,"['abstract-algebra', 'elementary-number-theory', 'cyclotomic-polynomials']"
7,On solvable quintics and septics,On solvable quintics and septics,,"Here is a nice sufficient (but not necessary) condition on whether a quintic is solvable in radicals or not.  Given, $x^5+10cx^3+10dx^2+5ex+f = 0\tag{1}$ If there is an ordering of its roots such that, $x_1 x_2 + x_2 x_3 + x_3 x_4 + x_4 x_5 + x_5 x_1 - (x_1 x_3 + x_3 x_5 + x_5 x_2 + x_2 x_4 + x_4 x_1) = 0\tag{2}$ or alternatively, its coefficients are related by the quadratic in f , $(c^3 + d^2 - c e) \big((5 c^2 - e)^2 + 16 c d^2\big) = (c^2 d + d e - c f)^2 \tag{3}$ then (1) is solvable.  This also implies that if $c\neq0$, then it has a solvable twin , $x^5+10cx^3+10dx^2+5ex+f' = 0\tag{4}$ where $f'$ is the other root of (3). The Lagrange resolvent are the roots of, $z^4+fz^3+(2c^5-5c^3e-4d^2e+ce^2+2cdf)z^2-c^5fz+c^{10} = 0\tag{5}$ so, $x = z_1^{1/5}+z_2^{1/5}+z_3^{1/5}+z_4^{1/5}\tag{6}$ Two questions though: I. Does the septic (7th deg) analogue, $x_1 x_2 + x_2 x_3 + \dots + x_7 x_1 – (x_1 x_3 + x_3 x_5 + \dots + x_6 x_1) = 0\tag{7}$ imply such a septic is solvable? II. The septic has a $5! = 120$-deg resolvent. While this is next to impossible to explicitly construct, is it feasible to construct just the constant term? Equating it to zero would then imply a family of solvable septics, just like (3) above. More details and examples for (2) like the Emma Lehmer quintic in my blog .","Here is a nice sufficient (but not necessary) condition on whether a quintic is solvable in radicals or not.  Given, $x^5+10cx^3+10dx^2+5ex+f = 0\tag{1}$ If there is an ordering of its roots such that, $x_1 x_2 + x_2 x_3 + x_3 x_4 + x_4 x_5 + x_5 x_1 - (x_1 x_3 + x_3 x_5 + x_5 x_2 + x_2 x_4 + x_4 x_1) = 0\tag{2}$ or alternatively, its coefficients are related by the quadratic in f , $(c^3 + d^2 - c e) \big((5 c^2 - e)^2 + 16 c d^2\big) = (c^2 d + d e - c f)^2 \tag{3}$ then (1) is solvable.  This also implies that if $c\neq0$, then it has a solvable twin , $x^5+10cx^3+10dx^2+5ex+f' = 0\tag{4}$ where $f'$ is the other root of (3). The Lagrange resolvent are the roots of, $z^4+fz^3+(2c^5-5c^3e-4d^2e+ce^2+2cdf)z^2-c^5fz+c^{10} = 0\tag{5}$ so, $x = z_1^{1/5}+z_2^{1/5}+z_3^{1/5}+z_4^{1/5}\tag{6}$ Two questions though: I. Does the septic (7th deg) analogue, $x_1 x_2 + x_2 x_3 + \dots + x_7 x_1 – (x_1 x_3 + x_3 x_5 + \dots + x_6 x_1) = 0\tag{7}$ imply such a septic is solvable? II. The septic has a $5! = 120$-deg resolvent. While this is next to impossible to explicitly construct, is it feasible to construct just the constant term? Equating it to zero would then imply a family of solvable septics, just like (3) above. More details and examples for (2) like the Emma Lehmer quintic in my blog .",,"['abstract-algebra', 'group-theory', 'galois-theory']"
8,Proof $\pi$ is transcendental without symmetric function theory,Proof  is transcendental without symmetric function theory,\pi,"Recently for a bonus homework assignment in my algebra class, I was asked to review the literature and write up a proof that $\pi$ is transcendental. Essentially every source I found (""The Transcendence of $\pi$ "" by Steve Mayer for example) presents the classic proof of Lindemann, which heavily relies on symmetric function theory and in particular the fundamental theorem of elementary symmetric functions. Before this assignment, I did not know symmetric function theory, and by far the biggest difficulty in my solution and write up was understanding this theory and the argument used in the proof (which in my opinion, was not spelled out enough for a beginner to the theory to easily understand the argument in the sources I consulted). Now, symmetric function theory was useful to learn, and I am aware it is very useful in the proof of the Lindemann-Weierstrass theorem, but it begs the question: Is there any proof (preferably understandable to approximately a beginning graduate student) that $\pi$ is transcendental, without using symmetric function theory, and if not, is there a theoretical explanation for why? Edit: Crossposted to MO after 2.5 weeks https://mathoverflow.net/questions/466288/proof-pi-is-transcendental-without-symmetric-function-theory","Recently for a bonus homework assignment in my algebra class, I was asked to review the literature and write up a proof that is transcendental. Essentially every source I found (""The Transcendence of "" by Steve Mayer for example) presents the classic proof of Lindemann, which heavily relies on symmetric function theory and in particular the fundamental theorem of elementary symmetric functions. Before this assignment, I did not know symmetric function theory, and by far the biggest difficulty in my solution and write up was understanding this theory and the argument used in the proof (which in my opinion, was not spelled out enough for a beginner to the theory to easily understand the argument in the sources I consulted). Now, symmetric function theory was useful to learn, and I am aware it is very useful in the proof of the Lindemann-Weierstrass theorem, but it begs the question: Is there any proof (preferably understandable to approximately a beginning graduate student) that is transcendental, without using symmetric function theory, and if not, is there a theoretical explanation for why? Edit: Crossposted to MO after 2.5 weeks https://mathoverflow.net/questions/466288/proof-pi-is-transcendental-without-symmetric-function-theory",\pi \pi \pi,"['abstract-algebra', 'number-theory', 'pi', 'transcendental-numbers']"
9,On a ring $R$ such that every subring of $R$ is an ideal .,On a ring  such that every subring of  is an ideal .,R R,"$\mathbf {The \ Problem \ is}:$ Give an example of a non-commutative ring $R$ (which may or may not contain the identity) such that every subring of $R$ is an ideal . $\mathbf {My \ approach} :$ I found a proof of a problem that if a ring $R$ contains no divisors of $0$ and every subring of $R$ is an ideal, then $R$ is commutative . Again if $R$ has an identity and it satisfies the above stated property, then $R$ is either the ""zero ring"" $\{0\}$ , $\mathbb Z$ or $\mathbb Z_n$ under the criterion that every subring of $R$ must contain the identity of $R .$ And, for any group $(R , +)$ , if we define the multiplication operation such that $ab =0$ for all $a, b$ in $R$ , then also the criterion would have been satisfied without the requirement of having an identity . But, I tried some subrings of the matrix groups but failed .","Give an example of a non-commutative ring (which may or may not contain the identity) such that every subring of is an ideal . I found a proof of a problem that if a ring contains no divisors of and every subring of is an ideal, then is commutative . Again if has an identity and it satisfies the above stated property, then is either the ""zero ring"" , or under the criterion that every subring of must contain the identity of And, for any group , if we define the multiplication operation such that for all in , then also the criterion would have been satisfied without the requirement of having an identity . But, I tried some subrings of the matrix groups but failed .","\mathbf {The \ Problem \ is}: R R \mathbf {My \ approach} : R 0 R R R R \{0\} \mathbb Z \mathbb Z_n R R . (R , +) ab =0 a, b R","['abstract-algebra', 'ring-theory', 'ideals']"
