,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Simplify the series given by the recurrence relation $na_n=2a_{n-2}$,Simplify the series given by the recurrence relation,na_n=2a_{n-2},"If you are given a recurrence relation such that: $$na_n=2a_{n-2}\implies a_n= \begin{cases} 0  & \text{odd} \,n \\ \frac{2}{n}a_{n-2} & \text{even} \,n \end{cases}$$ My textbook suggests that the series can be simplified by Putting $n=2m$ (since only even terms appear in this series), we get $$a_{2m}=\frac{2}{2m}a_{2m-2}=\bbox[#AF0]{\frac{1}{m}a_{2m-\color{red}{2}}=\frac{1}{m}\color{red}{\frac{1}{(m-1)}}a_{2m-\color{red}{4}}}=\frac{1}{m!}a_0$$ I understand the final equality as $$\frac{1}{m}\frac{1}{(m-1)}\frac{1}{(m-2)}\frac{1}{(m-3)}\cdots=\frac{1}{m!}$$ But I do not understand the highlighted equality. Why does the $\color{red}{\cfrac{1}{m-1}}$ appear when $a_{2m-\color{red}{2}}$ is reduced to $a_{2m-\color{red}{4}}$?","If you are given a recurrence relation such that: $$na_n=2a_{n-2}\implies a_n= \begin{cases} 0  & \text{odd} \,n \\ \frac{2}{n}a_{n-2} & \text{even} \,n \end{cases}$$ My textbook suggests that the series can be simplified by Putting $n=2m$ (since only even terms appear in this series), we get $$a_{2m}=\frac{2}{2m}a_{2m-2}=\bbox[#AF0]{\frac{1}{m}a_{2m-\color{red}{2}}=\frac{1}{m}\color{red}{\frac{1}{(m-1)}}a_{2m-\color{red}{4}}}=\frac{1}{m!}a_0$$ I understand the final equality as $$\frac{1}{m}\frac{1}{(m-1)}\frac{1}{(m-2)}\frac{1}{(m-3)}\cdots=\frac{1}{m!}$$ But I do not understand the highlighted equality. Why does the $\color{red}{\cfrac{1}{m-1}}$ appear when $a_{2m-\color{red}{2}}$ is reduced to $a_{2m-\color{red}{4}}$?",,"['real-analysis', 'sequences-and-series', 'algebra-precalculus', 'recurrence-relations']"
1,How to write a sum that only includes even terms?,How to write a sum that only includes even terms?,,Suppose I have a sum $$\sum_{n=0}^{\infty}f(n)$$ and that for $n$ even $f(n)\neq0$ but for $n$ odd $f(n)=0$ how could I write the sum to indicate that only the even terms need to be summed. I have seen $$\sum_{\text{n even}}^{\infty}f(n)$$ be used but is there another way where I can write it?,Suppose I have a sum $$\sum_{n=0}^{\infty}f(n)$$ and that for $n$ even $f(n)\neq0$ but for $n$ odd $f(n)=0$ how could I write the sum to indicate that only the even terms need to be summed. I have seen $$\sum_{\text{n even}}^{\infty}f(n)$$ be used but is there another way where I can write it?,,"['sequences-and-series', 'summation', 'notation']"
2,Existence finite limit implies bounded sequence,Existence finite limit implies bounded sequence,,Consider a sequence of real numbers $\{a_n\}_n$. I have read in several sources that (*) If $\exists$ $\lim_{n\rightarrow \infty}a_n=L$ with $-\infty<L<\infty$ then $\{a_n\}_n$ is bounded i.e. $\exists$ $0<M<\infty$ s.t. $|a_n|\leq M$ $\forall n$ Isn't the correct statement (**) If $\exists$ $\lim_{n\rightarrow \infty}a_n=L$ with $-\infty<L<\infty$ then $\{a_n\}_n$ is bounded above and/or below ? ? Why? Do similar conclusions hold for a function $f:\mathbb{R}\rightarrow\mathbb{R}$ with $\lim_{x\rightarrow \infty}f(x)=L$ and $-\infty<L<\infty$?,Consider a sequence of real numbers $\{a_n\}_n$. I have read in several sources that (*) If $\exists$ $\lim_{n\rightarrow \infty}a_n=L$ with $-\infty<L<\infty$ then $\{a_n\}_n$ is bounded i.e. $\exists$ $0<M<\infty$ s.t. $|a_n|\leq M$ $\forall n$ Isn't the correct statement (**) If $\exists$ $\lim_{n\rightarrow \infty}a_n=L$ with $-\infty<L<\infty$ then $\{a_n\}_n$ is bounded above and/or below ? ? Why? Do similar conclusions hold for a function $f:\mathbb{R}\rightarrow\mathbb{R}$ with $\lim_{x\rightarrow \infty}f(x)=L$ and $-\infty<L<\infty$?,,"['sequences-and-series', 'limits']"
3,Uniform convergence of $\sum_{n=0}^{\infty} \frac{\int_{\sin nx}^{\sin(n+1)x}\sin t^2dt \int_{nx}^{\infty}\frac{dt}{\sqrt{t^4+1}}}{1+n^3x^2}$,Uniform convergence of,\sum_{n=0}^{\infty} \frac{\int_{\sin nx}^{\sin(n+1)x}\sin t^2dt \int_{nx}^{\infty}\frac{dt}{\sqrt{t^4+1}}}{1+n^3x^2},"I am preparing for the exam. Please help me to solve the following problem: Given a series $$\sum_{n=0}^{\infty} \frac{\int_{\sin nx}^{\sin(n+1)x}\sin t^2dt \int_{nx}^{\infty}\frac{dt}{\sqrt{t^4+1}}}{1+n^3x^2}$$ determine, if it is uniformly convergent on 1) $(0, \infty)$ ? 2) $(0, c)$, where $c < \infty$ ? Thanks a lot for your help!","I am preparing for the exam. Please help me to solve the following problem: Given a series $$\sum_{n=0}^{\infty} \frac{\int_{\sin nx}^{\sin(n+1)x}\sin t^2dt \int_{nx}^{\infty}\frac{dt}{\sqrt{t^4+1}}}{1+n^3x^2}$$ determine, if it is uniformly convergent on 1) $(0, \infty)$ ? 2) $(0, c)$, where $c < \infty$ ? Thanks a lot for your help!",,"['calculus', 'sequences-and-series', 'convergence-divergence', 'uniform-convergence']"
4,"Prove or Disprove: if $\lim\limits_{n \to \infty} (a_{2n}-a_n)=0,$ then $\lim\limits_{n \to \infty} a_n=0.$",Prove or Disprove: if  then,"\lim\limits_{n \to \infty} (a_{2n}-a_n)=0, \lim\limits_{n \to \infty} a_n=0.","Prove or Disprove: if $\lim\limits_{n \to \infty} (a_{2n}-a_n)=0,$ then $\lim\limits_{n \to \infty} a_n=0.$ I don't think that this is true. and I'm trying to think about counterexample, but couldn't figure out a mathematical form of the sequence that I thought about, its a sequence where certain terms that are multipliers of $2n$ and $n$ become more close to each other as $n$ grows. any hints ?","Prove or Disprove: if $\lim\limits_{n \to \infty} (a_{2n}-a_n)=0,$ then $\lim\limits_{n \to \infty} a_n=0.$ I don't think that this is true. and I'm trying to think about counterexample, but couldn't figure out a mathematical form of the sequence that I thought about, its a sequence where certain terms that are multipliers of $2n$ and $n$ become more close to each other as $n$ grows. any hints ?",,"['sequences-and-series', 'limits']"
5,Is this sufficient to show that the partial sums converge?,Is this sufficient to show that the partial sums converge?,,"I am trying to show explicitly that the partial sums (for the series $\sum \frac{1}{j(j+1)}$ from j=1 to $\infty$) converge. Would it be sufficient to say that by looking at $\sum \frac{1}{j(j+1)}$ = $\frac{1}{j}-\frac{1}{j+1}$ and $\frac{1}{j}-\frac{1}{j+1} \rightarrow 0$ as $j \rightarrow \infty$? There is a theorem in the book that says that if $\sum a_j$ converges, then $a_j \rightarrow 0$ as $j \rightarrow \infty$, but I dont know if this is an iff condition that holds the other way.","I am trying to show explicitly that the partial sums (for the series $\sum \frac{1}{j(j+1)}$ from j=1 to $\infty$) converge. Would it be sufficient to say that by looking at $\sum \frac{1}{j(j+1)}$ = $\frac{1}{j}-\frac{1}{j+1}$ and $\frac{1}{j}-\frac{1}{j+1} \rightarrow 0$ as $j \rightarrow \infty$? There is a theorem in the book that says that if $\sum a_j$ converges, then $a_j \rightarrow 0$ as $j \rightarrow \infty$, but I dont know if this is an iff condition that holds the other way.",,"['calculus', 'real-analysis', 'sequences-and-series', 'functions', 'convergence-divergence']"
6,PI as an infinite set of integers,PI as an infinite set of integers,,"I just had an interesting conversation with my kid who asked an innocent question about the $\pi$: If $\pi$ is infinite - does that mean that somewhere in it there's another $\pi$? I looked around and found this question and a few other, similar ones but I'm afraid my math knowledge is a bit limited to draw a definitive conclusion to the above question. Further conversation yielded a secondary question: Is there a place within $\pi$ where the complete previous set of numbers (starting with the $3.14...$) repeats all the way to the beginning of that repetition set? This question seems rather tricky to me as my assumption is that such a set should exist (because the set is infinite, so the probability of such set's existence should be non-$0$, right?) but the longer we ""wait"" for such a repetition to occur the longer that repeated set should be, which makes the ""wait"" longer... and I'm falling into a recursion here :) In addition the fact that $\pi$ is irrational means there are no repeatable sequences of digits in it (if my understanding is correct) which kind of throws off the whole ""such a sequence should exist since the series is infinite"" logic. An extension to the second question is: Is it possible to calculate the probability of such a subset's existence (the one that repeats all the previously seen numbers in the exact same sequence) and if so - what would that probability be?","I just had an interesting conversation with my kid who asked an innocent question about the $\pi$: If $\pi$ is infinite - does that mean that somewhere in it there's another $\pi$? I looked around and found this question and a few other, similar ones but I'm afraid my math knowledge is a bit limited to draw a definitive conclusion to the above question. Further conversation yielded a secondary question: Is there a place within $\pi$ where the complete previous set of numbers (starting with the $3.14...$) repeats all the way to the beginning of that repetition set? This question seems rather tricky to me as my assumption is that such a set should exist (because the set is infinite, so the probability of such set's existence should be non-$0$, right?) but the longer we ""wait"" for such a repetition to occur the longer that repeated set should be, which makes the ""wait"" longer... and I'm falling into a recursion here :) In addition the fact that $\pi$ is irrational means there are no repeatable sequences of digits in it (if my understanding is correct) which kind of throws off the whole ""such a sequence should exist since the series is infinite"" logic. An extension to the second question is: Is it possible to calculate the probability of such a subset's existence (the one that repeats all the previously seen numbers in the exact same sequence) and if so - what would that probability be?",,"['sequences-and-series', 'pi']"
7,Is there a nice expression for $f(x) = (1+x)(1+x^2)(1+x^3)\cdots$,Is there a nice expression for,f(x) = (1+x)(1+x^2)(1+x^3)\cdots,"While I was solving a problem, I stumbled upon this function  $$f(x) = (1+x)(1+x^2)(1+x^3)\cdots$$ I tried to write out the first few products but I couldn't recognize any meaningful pattern. Is there some well known facts about this special function? Thank you very much!","While I was solving a problem, I stumbled upon this function  $$f(x) = (1+x)(1+x^2)(1+x^3)\cdots$$ I tried to write out the first few products but I couldn't recognize any meaningful pattern. Is there some well known facts about this special function? Thank you very much!",,"['abstract-algebra', 'sequences-and-series', 'polynomials']"
8,"If $f_n \to f$ , $f , f_n \in \mathcal R[a,b] $ , then is it true that $\lim_{n \to \infty} \int_a^bf_n=\int_a^b f$ ?","If  ,  , then is it true that  ?","f_n \to f f , f_n \in \mathcal R[a,b]  \lim_{n \to \infty} \int_a^bf_n=\int_a^b f","Let $\{f_n\}$ be a sequence of real valued functions with domain $[a,b]$ converging pointwise to $f$ and such that each $\{f_n\}$ and $f$ is Riemann integrable in $[a,b]$ , then must it hold that $\lim_{n \to \infty} \int_a^bf_n=\int_a^b f$ ?","Let $\{f_n\}$ be a sequence of real valued functions with domain $[a,b]$ converging pointwise to $f$ and such that each $\{f_n\}$ and $f$ is Riemann integrable in $[a,b]$ , then must it hold that $\lim_{n \to \infty} \int_a^bf_n=\int_a^b f$ ?",,"['real-analysis', 'integration']"
9,Longest sequence of primes with no difference greater than $2n$,Longest sequence of primes with no difference greater than,2n,"Let $N\ge 1$ be a natural number. The object is to find the longest possible sequence of prime numbers $p_1<p_2<...<p_n$ such that $p_{i+1}-p_i\leq 2N$ for $i=1,...,n-1$. In other words, there is no difference exceeding $2n$. For $N=1$, the maximum length is $4$ because one of the numbers $n,n+2,n+4$ must be divisible by $3$, but $2,3,5,7$ is a sequence of length $4$ with the desired property. For $N=2$, the sequence $2,3,5,7,11,13,17,19,23$ has the desired property, so the maximum length is at least $9$. How can I get the maximum length for each given $N$ ?","Let $N\ge 1$ be a natural number. The object is to find the longest possible sequence of prime numbers $p_1<p_2<...<p_n$ such that $p_{i+1}-p_i\leq 2N$ for $i=1,...,n-1$. In other words, there is no difference exceeding $2n$. For $N=1$, the maximum length is $4$ because one of the numbers $n,n+2,n+4$ must be divisible by $3$, but $2,3,5,7$ is a sequence of length $4$ with the desired property. For $N=2$, the sequence $2,3,5,7,11,13,17,19,23$ has the desired property, so the maximum length is at least $9$. How can I get the maximum length for each given $N$ ?",,"['sequences-and-series', 'number-theory', 'prime-numbers']"
10,Is there a name for the closed form of $\sum_{n=0}^{\infty} \frac{1}{1+ a^n}$?,Is there a name for the closed form of ?,\sum_{n=0}^{\infty} \frac{1}{1+ a^n},"I hope this is not a duplicate question. If we modify the well known geometric series, with $a>1$, to $$ \sum_{n=0}^{\infty} \frac{1}{1+a^n} $$ is there a closed form with a name? I suspect strongly that the answer is not in terms of elementary functions but will be some special function defined as such (as e.g. of the likes of the Hurwitz zeta function)","I hope this is not a duplicate question. If we modify the well known geometric series, with $a>1$, to $$ \sum_{n=0}^{\infty} \frac{1}{1+a^n} $$ is there a closed form with a name? I suspect strongly that the answer is not in terms of elementary functions but will be some special function defined as such (as e.g. of the likes of the Hurwitz zeta function)",,"['sequences-and-series', 'special-functions', 'closed-form']"
11,Recurrence relation in terms of another sequence,Recurrence relation in terms of another sequence,,"How do I solve a recurrence of the form $$nd^{n-1}a_n+a_{n+1}d^{n+1}=b_n$$ for $a_n$, where $b_n$ is another (known) sequence and $d$ is a constant? My only idea was to use a generating function and try to separate the added terms on the left and hammer them into a form where they can go together, but I can't make it work.","How do I solve a recurrence of the form $$nd^{n-1}a_n+a_{n+1}d^{n+1}=b_n$$ for $a_n$, where $b_n$ is another (known) sequence and $d$ is a constant? My only idea was to use a generating function and try to separate the added terms on the left and hammer them into a form where they can go together, but I can't make it work.",,"['calculus', 'sequences-and-series', 'summation', 'recurrence-relations', 'generating-functions']"
12,Find the natural boundary of $\sum_{n=1}^\infty \frac{z^n}{1-z^n}$,Find the natural boundary of,\sum_{n=1}^\infty \frac{z^n}{1-z^n},"I'm asked to prove that the natural boundary of $\sum_{n=1}^\infty \frac{z^n}{1-z^n}$ is the unit circle. My try: First, use root test to show that the series converges for $|z|<1$. Then I have to show that every point on the unit circle is singular, or equivalently, there is a dense set of singular point on the unit circle. However, I didn't succeed. Can anyone give a hint? Note: The series can be rewritten as $\sum_{n=1}^\infty d(n)z^n$, where $d(n)$ is the number of positive divisors of $n$. (Maybe it is helpless.)","I'm asked to prove that the natural boundary of $\sum_{n=1}^\infty \frac{z^n}{1-z^n}$ is the unit circle. My try: First, use root test to show that the series converges for $|z|<1$. Then I have to show that every point on the unit circle is singular, or equivalently, there is a dense set of singular point on the unit circle. However, I didn't succeed. Can anyone give a hint? Note: The series can be rewritten as $\sum_{n=1}^\infty d(n)z^n$, where $d(n)$ is the number of positive divisors of $n$. (Maybe it is helpless.)",,"['sequences-and-series', 'complex-analysis']"
13,Sum of infinite series and ratio of powers.,Sum of infinite series and ratio of powers.,,If $A = 1 + r^{a} + r^{2a} + \cdots ~~~~~ ;~~~ B= 1 + r^{b} + r^{2b} + \cdots $ Then $a/b$ is ? I took the sum of both series : $$A = \dfrac{1}{1-r^a}~~;~~~ B=\dfrac{1}{1-r^b}$$ But now how do we break this to find $a/b$ Answer was given to be $\log_{\frac{B-1}{B}}(\frac{A-1}{A})$. How did they get this?,If $A = 1 + r^{a} + r^{2a} + \cdots ~~~~~ ;~~~ B= 1 + r^{b} + r^{2b} + \cdots $ Then $a/b$ is ? I took the sum of both series : $$A = \dfrac{1}{1-r^a}~~;~~~ B=\dfrac{1}{1-r^b}$$ But now how do we break this to find $a/b$ Answer was given to be $\log_{\frac{B-1}{B}}(\frac{A-1}{A})$. How did they get this?,,"['sequences-and-series', 'algebra-precalculus', 'logarithms']"
