,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Limit with a summation and sine: how to calculate $\lim_{n\to \infty} n^2\sum_{k=0}^{n-1} \sin\left(\frac{2\pi k}n\right)$?,Limit with a summation and sine: how to calculate ?,\lim_{n\to \infty} n^2\sum_{k=0}^{n-1} \sin\left(\frac{2\pi k}n\right),"This is the limit: $$\lim_{n\to \infty} n^2\sum_{k=0}^{n-1} \sin\left(\frac{2\pi k}n\right)$$ I found that $k/n <1$ if $n=2k$ the term of the summation is $0$ until $n=4$ the summation is $0$ $ \sin\left(\frac{2\pi k}n\right)= 2\sin\left(\frac{\pi k}n\right)\cos\left(\frac{\pi k}n\right)$ I also tried to increase or decrease the summation  with an integral but I think I can do it only if the term in the summation  is monotonous. I totally don't know how to deal with this kind of exercise, I'm looking for a general approach Thanks! Sorry for english.","This is the limit: $$\lim_{n\to \infty} n^2\sum_{k=0}^{n-1} \sin\left(\frac{2\pi k}n\right)$$ I found that $k/n <1$ if $n=2k$ the term of the summation is $0$ until $n=4$ the summation is $0$ $ \sin\left(\frac{2\pi k}n\right)= 2\sin\left(\frac{\pi k}n\right)\cos\left(\frac{\pi k}n\right)$ I also tried to increase or decrease the summation  with an integral but I think I can do it only if the term in the summation  is monotonous. I totally don't know how to deal with this kind of exercise, I'm looking for a general approach Thanks! Sorry for english.",,"['calculus', 'limits', 'trigonometry', 'summation']"
1,"If $\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x}=k$, find $\sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}.$ Additional data added","If , find  Additional data added",\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x}=k \sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}.,"If $\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x}=k$, find $\sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}$ I raised $\sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}$ to the second power in order to express $k$: \begin{align}&\color{white}=1-\cos^2x+2\sqrt{1-\cos^2x}\sqrt{1+\sin^2x}+1+\sin^2x\\&=1-\cos^2x+\sqrt{1+\sin^2x}(2\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x})\\&=1-\cos^2x+\sqrt{1+\sin^2x}2k.\end{align} Since it doesn't give the answer, I also raised the second expression equalling $k$ to the second power. That didn't work out. The variants are: A)$1.5k$ B)$2k$ C)$\frac{2}{k}$ D)$-k$ E)$-\frac{1}{k}$ I have solved it in the way Fred did (having learnt from him) but as is obvious there is NOT such an answer in the variants above. The correct answer is E)$-\frac{1}{k}$ (according to the answer tables in the book). How to get to that correct answer E)???","If $\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x}=k$, find $\sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}$ I raised $\sqrt{1-\cos^2x}+\sqrt{1+\sin^2x}$ to the second power in order to express $k$: \begin{align}&\color{white}=1-\cos^2x+2\sqrt{1-\cos^2x}\sqrt{1+\sin^2x}+1+\sin^2x\\&=1-\cos^2x+\sqrt{1+\sin^2x}(2\sqrt{1-\cos^2x}-\sqrt{1+\sin^2x})\\&=1-\cos^2x+\sqrt{1+\sin^2x}2k.\end{align} Since it doesn't give the answer, I also raised the second expression equalling $k$ to the second power. That didn't work out. The variants are: A)$1.5k$ B)$2k$ C)$\frac{2}{k}$ D)$-k$ E)$-\frac{1}{k}$ I have solved it in the way Fred did (having learnt from him) but as is obvious there is NOT such an answer in the variants above. The correct answer is E)$-\frac{1}{k}$ (according to the answer tables in the book). How to get to that correct answer E)???",,"['trigonometry', 'radicals']"
2,How to evaluate $\lim_{n \to 0} n\cot(n)$ [duplicate],How to evaluate  [duplicate],\lim_{n \to 0} n\cot(n),"This question already has answers here : How do I find $\lim\limits_{x \to 0} x\cot(6x) $ without using L'Hôpital's rule? (4 answers) Closed 6 years ago . I already know that the value of the limit $$\lim_{n \to 0} n\cot(n)$$ is equal to $1$, but I'm not quite sure how to evaluate it in an airtight way. I tried L'Hopital, but it just becomes circular. Does anybody have any hints?","This question already has answers here : How do I find $\lim\limits_{x \to 0} x\cot(6x) $ without using L'Hôpital's rule? (4 answers) Closed 6 years ago . I already know that the value of the limit $$\lim_{n \to 0} n\cot(n)$$ is equal to $1$, but I'm not quite sure how to evaluate it in an airtight way. I tried L'Hopital, but it just becomes circular. Does anybody have any hints?",,"['limits', 'trigonometry', 'limits-without-lhopital']"
3,Find $\sin(\frac{1}{2}\arccos(\frac{1}{9}))$,Find,\sin(\frac{1}{2}\arccos(\frac{1}{9})),"This question puts me in mind of the previous alike question beginning with tangent. So, tried to solve it using that method: if $\arccos(\frac{1}{9})=\alpha,$ then $\sin(\frac{\alpha}{2}).$ The formula: $$\sin(\frac{x}{2})=\pm\sqrt{\frac{1-\cos(x)}{2}}$$ doesn't work because there are signs and there wasn't said in which quarter $\frac{1}{9}$ is in. So is representing $\sin(\frac{\alpha}{2})$ via a tangent of a half angle.","This question puts me in mind of the previous alike question beginning with tangent. So, tried to solve it using that method: if $\arccos(\frac{1}{9})=\alpha,$ then $\sin(\frac{\alpha}{2}).$ The formula: $$\sin(\frac{x}{2})=\pm\sqrt{\frac{1-\cos(x)}{2}}$$ doesn't work because there are signs and there wasn't said in which quarter $\frac{1}{9}$ is in. So is representing $\sin(\frac{\alpha}{2})$ via a tangent of a half angle.",,"['trigonometry', 'inverse-function']"
4,How to evaluate $\cos{\frac{\pi}{8}}$?,How to evaluate ?,\cos{\frac{\pi}{8}},"I have to evaluate $\cos{\frac{\pi}{8}}$ and I'm supposed to do so evaluating first  $\cos^2{\frac{\pi}{8}}$ (since it's an exercise to practice half-angle formulas). Solving this second formula I get to $\cos^2{\frac{\pi}{8}} = \frac{1}{2} + \frac{1}{2\sqrt[]{2}}$ where I'm stuck. I'm not sure it is an useful evaluation and, worst of all, I don't think that could help me solving  $\cos{\frac{\pi}{8}}$. I don't know how to get to  $\frac{\sqrt[]{2 + \sqrt[]{2}}}{2}$, which is given as the proper answer. Could anyone explain it to me? Thank you very much in advance.","I have to evaluate $\cos{\frac{\pi}{8}}$ and I'm supposed to do so evaluating first  $\cos^2{\frac{\pi}{8}}$ (since it's an exercise to practice half-angle formulas). Solving this second formula I get to $\cos^2{\frac{\pi}{8}} = \frac{1}{2} + \frac{1}{2\sqrt[]{2}}$ where I'm stuck. I'm not sure it is an useful evaluation and, worst of all, I don't think that could help me solving  $\cos{\frac{\pi}{8}}$. I don't know how to get to  $\frac{\sqrt[]{2 + \sqrt[]{2}}}{2}$, which is given as the proper answer. Could anyone explain it to me? Thank you very much in advance.",,"['trigonometry', 'radicals', 'pi', 'angle']"
5,Show that $|\frac {\sin x}{x}| < 1$ for all $ x \in \Bbb R $\ $\{0\}$,Show that  for all \,|\frac {\sin x}{x}| < 1  x \in \Bbb R  \{0\},"Problem : Show that $\left|\frac {\sin x}{x}\right| < 1$ for all $ x \in \Bbb R $\ $\{0\}$. The result seems obvious for $|x| \geq 1$, but I am not sure how to show it on the interval $(-1,0) \cup (0, 1)$. it seems this amounts to showing that $\sum_{n=0}^\infty \frac {|x^{2n}|}{(2n+1)!} < 1$, but I am not sure how to proceed, hints appreciated.","Problem : Show that $\left|\frac {\sin x}{x}\right| < 1$ for all $ x \in \Bbb R $\ $\{0\}$. The result seems obvious for $|x| \geq 1$, but I am not sure how to show it on the interval $(-1,0) \cup (0, 1)$. it seems this amounts to showing that $\sum_{n=0}^\infty \frac {|x^{2n}|}{(2n+1)!} < 1$, but I am not sure how to proceed, hints appreciated.",,"['calculus', 'trigonometry']"
6,Show that $\lim_{n\to \infty}\cos\frac{a}{n\sqrt n}\cos\frac{2a}{n\sqrt n}\cdots \cos\frac{na}{n\sqrt n} = e^{-a^2/6}$ for any constant $a$,Show that  for any constant,\lim_{n\to \infty}\cos\frac{a}{n\sqrt n}\cos\frac{2a}{n\sqrt n}\cdots \cos\frac{na}{n\sqrt n} = e^{-a^2/6} a,"For any constant $a$, find the value of $$\lim_{n\to \infty}\cos{\left(\frac{a}{n\sqrt{n}}\right)}\cos{\left(\frac{2a}{n\sqrt{n}}\right)} \dotsm \cos{\left(\frac{na}{n\sqrt{n}}\right)}$$ I figured out that limit of the sequence is $e^{-a^2/6}$    However, I still couldn't solve this question.. please help me I didn't know whether it would help or not, but it might relative to $\ln$ ..","For any constant $a$, find the value of $$\lim_{n\to \infty}\cos{\left(\frac{a}{n\sqrt{n}}\right)}\cos{\left(\frac{2a}{n\sqrt{n}}\right)} \dotsm \cos{\left(\frac{na}{n\sqrt{n}}\right)}$$ I figured out that limit of the sequence is $e^{-a^2/6}$    However, I still couldn't solve this question.. please help me I didn't know whether it would help or not, but it might relative to $\ln$ ..",,"['sequences-and-series', 'limits', 'trigonometry']"
7,Is it possible to calculate trigonometric functions with the imaginary exponential,Is it possible to calculate trigonometric functions with the imaginary exponential,,By Eulers identity $e^{i \theta}=\cos(\theta)+i \sin(\theta)$ sine and cosine can be written in exponential form as $\sin(\theta)=\frac {e^{i \theta}-e^{-i \theta}}{2i}$ and $\cos(\theta)=\frac {e^{i \theta}+e^{-i \theta}}{2}$. Could you calculate specific values of the trigonometric function with these formulae? My guess is that the complex exponential can only be calculated using Euler's identity so you have to know the values of sine / cosine to begin with. Is there any method to calculate the value of sine / cosine using the identity above? Is there any reason why it isn't (is?) possible?,By Eulers identity $e^{i \theta}=\cos(\theta)+i \sin(\theta)$ sine and cosine can be written in exponential form as $\sin(\theta)=\frac {e^{i \theta}-e^{-i \theta}}{2i}$ and $\cos(\theta)=\frac {e^{i \theta}+e^{-i \theta}}{2}$. Could you calculate specific values of the trigonometric function with these formulae? My guess is that the complex exponential can only be calculated using Euler's identity so you have to know the values of sine / cosine to begin with. Is there any method to calculate the value of sine / cosine using the identity above? Is there any reason why it isn't (is?) possible?,,"['complex-analysis', 'trigonometry', 'complex-numbers']"
8,Find $\theta$ for which $\sin m \theta = \cos n \theta$,Find  for which,\theta \sin m \theta = \cos n \theta,"Question: Find $\theta$ for which $\sin m \theta = \cos n \theta$ My attempt: $$\cos(m\theta)=\sin(\pi/2 - m\theta)$$ $$=\sin\big[k\pi + (-1)^k (\pi/2-m\theta)\big]$$ Since $\cos(m \theta)=\sin(n \theta)$, therefore: $$\big[k\pi + (-1)^k (\pi/2-m\theta)\big]=n\theta$$ And hence we get $$\theta = \frac{\pi\Big[k+\frac{(-1)^k}{2}\Big]}{n+(-1)^km}$$ $m,n,k$ can be any number $\in \mathbb{R}$ as in my case. But is there any better representation of $\theta$ instead of what I've shown? I know I'm not wrong anywhere, but still if there's a shorter representation of the value of $\theta$ in terms some real number (positive, negative or zero), do write an answer. Regards, Mathbg","Question: Find $\theta$ for which $\sin m \theta = \cos n \theta$ My attempt: $$\cos(m\theta)=\sin(\pi/2 - m\theta)$$ $$=\sin\big[k\pi + (-1)^k (\pi/2-m\theta)\big]$$ Since $\cos(m \theta)=\sin(n \theta)$, therefore: $$\big[k\pi + (-1)^k (\pi/2-m\theta)\big]=n\theta$$ And hence we get $$\theta = \frac{\pi\Big[k+\frac{(-1)^k}{2}\Big]}{n+(-1)^km}$$ $m,n,k$ can be any number $\in \mathbb{R}$ as in my case. But is there any better representation of $\theta$ instead of what I've shown? I know I'm not wrong anywhere, but still if there's a shorter representation of the value of $\theta$ in terms some real number (positive, negative or zero), do write an answer. Regards, Mathbg",,['trigonometry']
9,How do I simplify $\tan(\alpha-\beta)$ into $\frac{\tan\alpha-\tan\beta}{1+\tan\alpha\tan\beta}$?,How do I simplify  into ?,\tan(\alpha-\beta) \frac{\tan\alpha-\tan\beta}{1+\tan\alpha\tan\beta},How do I simplify $\tan(\alpha-\beta)$ into $\frac{\tan\alpha-\tan\beta}{1+\tan\alpha\tan\beta}$? I tried: $$\tan(\alpha-\beta) = \\\frac{\sin(\alpha-\beta)}{\cos(\alpha-\beta)}=\\\frac{\sin(\alpha)\cos(\beta)-\cos(\alpha)\sin(\beta)}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)} = \\\frac{\sin\alpha\cos\beta}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)}-\frac{\cos\alpha\sin\beta}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)} = ???$$ What do I do next?,How do I simplify $\tan(\alpha-\beta)$ into $\frac{\tan\alpha-\tan\beta}{1+\tan\alpha\tan\beta}$? I tried: $$\tan(\alpha-\beta) = \\\frac{\sin(\alpha-\beta)}{\cos(\alpha-\beta)}=\\\frac{\sin(\alpha)\cos(\beta)-\cos(\alpha)\sin(\beta)}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)} = \\\frac{\sin\alpha\cos\beta}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)}-\frac{\cos\alpha\sin\beta}{\cos(\alpha)\cos(\beta)+\sin(\alpha)\sin(\beta)} = ???$$ What do I do next?,,"['calculus', 'trigonometry']"
