,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Why are parallel vector fields called parallel?,Why are parallel vector fields called parallel?,,"In Lee's ""Riemannian Manifolds: An Introduction to Curvature"" given a curve $\gamma:[a,b]\to M$ and a tangent vector $V_0\in T_{\gamma(t_0)}M$, where $t_0\in [a,b]$, there is a drawing of the parallel translate of $V_0$ in figure 4.7. This parallel vector field seems to be drawn so that it is perpendicular to $\gamma$ at every point. Is there a geometric interpretation as to why parallel vector fields are called parallel? Why is the parallel translate drawn in this way?","In Lee's ""Riemannian Manifolds: An Introduction to Curvature"" given a curve $\gamma:[a,b]\to M$ and a tangent vector $V_0\in T_{\gamma(t_0)}M$, where $t_0\in [a,b]$, there is a drawing of the parallel translate of $V_0$ in figure 4.7. This parallel vector field seems to be drawn so that it is perpendicular to $\gamma$ at every point. Is there a geometric interpretation as to why parallel vector fields are called parallel? Why is the parallel translate drawn in this way?",,"['differential-geometry', 'riemannian-geometry']"
1,"Ellipticity of Ricci tensor, does it depend on coordinates?","Ellipticity of Ricci tensor, does it depend on coordinates?",,"Well, I am afraid this is a silly question because I know the answer must be 'yes, it does'. But I don't see why. I put the problem in context. The ricci tensor can be regarded as a differential operator acting of metrics (it is an expression that depends on second and first derivatives of the metric). You give the ricci a metric on your manifold $M$ an the ricci gives you a symmetric two tensor. It is non linear. $$ Ric: \{\text{metrics on } M\} \to \{\text{symmetric two-tensors on }M\} $$ So one says that the ricci tensor is elliptic at the metric $g$ if its differential at $g$ denoted by $L:=d_g Ric$ is elliptic. Note that since {metrics on $M$} are an open set of the vector space of symmetric two-tensors, we have $$ L: \{\text{symmetric two tensors}\} \to \{\text{symmetric two tensors}\} $$ and $L$ is a linear differential operator of order two. Recall that $L$ is by definition elliptic if for every $\xi \in T^*_x M$ its principal symbol $$ p(\xi,x): \{\text{symmetric bilinear forms on } x \} \to \{\text{symmetric bilinear forms on } x \} $$  is an isomorphism for $\xi \ne 0$. In coordinates the principal symbol is obtained just by taking the part that involves two derivatives, and in that part changing every $\nabla_i$ you find in for $\xi_i$, the $i-th$ coordinates of $\xi$. It turns out that $p(\xi,x)$ does not depend or coordinates regarded as a endomorphism between vector spaces. Indeed, let $z$ be a symmetric bilinear form on $T_x M$ and let $u$ be a symmetric two tensor on $M$ such that $u(x)=z$. Let $\phi$ be a smooth function on $M$ with $\phi(x)=0$ and $d_x \phi =\xi$. Then $p(x,\xi)z = L(\phi ^2 u)|_x$. This invariant definition is on Besse's Einstein Manifolds. So the principal symbol regarded as a endomorphism between vector spaces does not depend on coordinates, so being elliptic should not depend on coordinates either. But the books, for example Besse's Einstein Manifolds, says that the ricci tensor is elliptic in harmonic coordinates, and it is not elliptic in any coordinates. I must say that is never explicitly said that the ricci operator is not elliptic in any coordinates, but I deduce that because the elliptic regularity results are not true in any coordinates. The question is ¿how is it possible that being elliptic depens on coordinates? Thank you for any help.","Well, I am afraid this is a silly question because I know the answer must be 'yes, it does'. But I don't see why. I put the problem in context. The ricci tensor can be regarded as a differential operator acting of metrics (it is an expression that depends on second and first derivatives of the metric). You give the ricci a metric on your manifold $M$ an the ricci gives you a symmetric two tensor. It is non linear. $$ Ric: \{\text{metrics on } M\} \to \{\text{symmetric two-tensors on }M\} $$ So one says that the ricci tensor is elliptic at the metric $g$ if its differential at $g$ denoted by $L:=d_g Ric$ is elliptic. Note that since {metrics on $M$} are an open set of the vector space of symmetric two-tensors, we have $$ L: \{\text{symmetric two tensors}\} \to \{\text{symmetric two tensors}\} $$ and $L$ is a linear differential operator of order two. Recall that $L$ is by definition elliptic if for every $\xi \in T^*_x M$ its principal symbol $$ p(\xi,x): \{\text{symmetric bilinear forms on } x \} \to \{\text{symmetric bilinear forms on } x \} $$  is an isomorphism for $\xi \ne 0$. In coordinates the principal symbol is obtained just by taking the part that involves two derivatives, and in that part changing every $\nabla_i$ you find in for $\xi_i$, the $i-th$ coordinates of $\xi$. It turns out that $p(\xi,x)$ does not depend or coordinates regarded as a endomorphism between vector spaces. Indeed, let $z$ be a symmetric bilinear form on $T_x M$ and let $u$ be a symmetric two tensor on $M$ such that $u(x)=z$. Let $\phi$ be a smooth function on $M$ with $\phi(x)=0$ and $d_x \phi =\xi$. Then $p(x,\xi)z = L(\phi ^2 u)|_x$. This invariant definition is on Besse's Einstein Manifolds. So the principal symbol regarded as a endomorphism between vector spaces does not depend on coordinates, so being elliptic should not depend on coordinates either. But the books, for example Besse's Einstein Manifolds, says that the ricci tensor is elliptic in harmonic coordinates, and it is not elliptic in any coordinates. I must say that is never explicitly said that the ricci operator is not elliptic in any coordinates, but I deduce that because the elliptic regularity results are not true in any coordinates. The question is ¿how is it possible that being elliptic depens on coordinates? Thank you for any help.",,"['differential-geometry', 'partial-differential-equations', 'riemannian-geometry', 'general-relativity', 'ricci-flow']"
2,Chern-Weil: why do we divide by $2\pi$?,Chern-Weil: why do we divide by ?,2\pi,"So here's a somewhat incoherent question. To define characteristic classes in the Chern–Weil way, one takes a curvature form $\Omega$ on a vector bundle $E \to M$ and an invariant polynomial $f$ on $\mathrm{GL}(\mathrm{rk }(E),\mathbb R)$, and then forms the cohomology class $c = \Big[f\big(\!\frac 1{2\pi}\Omega\big)\Big]$. Why do we divide by $2\pi$? I understand why in the sense that ""it works"": if we want an integral class, so that $\langle c, [M] \rangle = \int_M f\big(\!\frac 1{2\pi}\Omega\big) \in \mathbb Z$, and agreeing with other standard definitions of these classes, dividing by $2\pi$ works, and not doing it doesn't. But why does it work? ""Morally,"" why is this the right thing to do? I suppose this is analogous to asking why one always divides by $2\pi i$ in complex analysis, but there I feel I have some grasp on the answer: Cauchy's theorem holds, the only power of $z$ whose antiderivative isn't well-defined everywhere a power is $1/z$, and $t \mapsto z_0 + re^{it}$ describes one loop around a point $z_0$ as $t$ ranges from $0$ to $2\pi$. I don't have even that clear an understanding what's going on in the case of the Chern–Weil homomorphism.","So here's a somewhat incoherent question. To define characteristic classes in the Chern–Weil way, one takes a curvature form $\Omega$ on a vector bundle $E \to M$ and an invariant polynomial $f$ on $\mathrm{GL}(\mathrm{rk }(E),\mathbb R)$, and then forms the cohomology class $c = \Big[f\big(\!\frac 1{2\pi}\Omega\big)\Big]$. Why do we divide by $2\pi$? I understand why in the sense that ""it works"": if we want an integral class, so that $\langle c, [M] \rangle = \int_M f\big(\!\frac 1{2\pi}\Omega\big) \in \mathbb Z$, and agreeing with other standard definitions of these classes, dividing by $2\pi$ works, and not doing it doesn't. But why does it work? ""Morally,"" why is this the right thing to do? I suppose this is analogous to asking why one always divides by $2\pi i$ in complex analysis, but there I feel I have some grasp on the answer: Cauchy's theorem holds, the only power of $z$ whose antiderivative isn't well-defined everywhere a power is $1/z$, and $t \mapsto z_0 + re^{it}$ describes one loop around a point $z_0$ as $t$ ranges from $0$ to $2\pi$. I don't have even that clear an understanding what's going on in the case of the Chern–Weil homomorphism.",,"['differential-geometry', 'algebraic-topology', 'characteristic-classes']"
3,Showing that some symplectomorphism isn't Hamiltonian,Showing that some symplectomorphism isn't Hamiltonian,,"I have the next symplectomorphism $(x,\xi)\mapsto (x,\xi+1)$ of $T^* S^1$, and I am asked if it's Hamiltonian symplectomorphism, i believe that it's not, though I am not sure how to show it. I know that it's Hamiltonian when there's a hamiltonian isotopy $\phi_t$ s.t $\phi_0=Id \ \phi_1=\psi$ where $\psi$ is the above symplectomorphism, and its vector field associated with it is Hamiltonian. But I don't see how to relate it to the question above. I was given a hint to calculate the Jacobian of this transformation, but don't see relevancy here. Any tips? Thanks, depressed MP.","I have the next symplectomorphism $(x,\xi)\mapsto (x,\xi+1)$ of $T^* S^1$, and I am asked if it's Hamiltonian symplectomorphism, i believe that it's not, though I am not sure how to show it. I know that it's Hamiltonian when there's a hamiltonian isotopy $\phi_t$ s.t $\phi_0=Id \ \phi_1=\psi$ where $\psi$ is the above symplectomorphism, and its vector field associated with it is Hamiltonian. But I don't see how to relate it to the question above. I was given a hint to calculate the Jacobian of this transformation, but don't see relevancy here. Any tips? Thanks, depressed MP.",,"['differential-geometry', 'differential-topology', 'symplectic-geometry']"
4,"Spivak's ""Differential Geometry"" Volume 1, Chapter 1 ,Problem #20 part (b)","Spivak's ""Differential Geometry"" Volume 1, Chapter 1 ,Problem #20 part (b)",,"Problem 20 part (b) of Chapter 1 asks us to show that the infinite-holed torus is homeomorphic to the ""infinite jail cell window."" His hint helped me to get started (I think). (I apologize for not having a diagram, but one can be found by going to http://www.scribd.com/doc/49767065/Michael-Spivak-A-Comprehensive-Introduction-to-Differential-Geometry-3Ed-Publish-or-Perish-1999-Vol1 and scrolling down to the text's page 24) If one makes two additional cuts at the top (relative to the page) of the original outlined cylinder and perpendicular to it, another cylinder results: a cylinder perpindicular to the original, running along the top of the original. This new cylinder can be stretched around the original cylinder until its ends almost meet, forming a hole.  This is similar to the left end of the infinite-holed torus. This is where I get stuck, because we've now distorted the cell windows adjacent to the one we started with, and the hole created in the paragraph above isn't attached to anything - and gluing isn't allowed. Asking for online help for this kind of problem is a bit like asking for online help in learning to ride a bicycle.  It is difficult to put into words, but I would be grateful for any help/hints. This is not an assigned problem, but I thought the homework tag would be appropriate. Thank you for your consideration. Dave","Problem 20 part (b) of Chapter 1 asks us to show that the infinite-holed torus is homeomorphic to the ""infinite jail cell window."" His hint helped me to get started (I think). (I apologize for not having a diagram, but one can be found by going to http://www.scribd.com/doc/49767065/Michael-Spivak-A-Comprehensive-Introduction-to-Differential-Geometry-3Ed-Publish-or-Perish-1999-Vol1 and scrolling down to the text's page 24) If one makes two additional cuts at the top (relative to the page) of the original outlined cylinder and perpendicular to it, another cylinder results: a cylinder perpindicular to the original, running along the top of the original. This new cylinder can be stretched around the original cylinder until its ends almost meet, forming a hole.  This is similar to the left end of the infinite-holed torus. This is where I get stuck, because we've now distorted the cell windows adjacent to the one we started with, and the hole created in the paragraph above isn't attached to anything - and gluing isn't allowed. Asking for online help for this kind of problem is a bit like asking for online help in learning to ride a bicycle.  It is difficult to put into words, but I would be grateful for any help/hints. This is not an assigned problem, but I thought the homework tag would be appropriate. Thank you for your consideration. Dave",,['differential-geometry']
5,Smooth curve with no Frenet frame,Smooth curve with no Frenet frame,,"Let $\gamma: I \rightarrow \mathbb{R}^n$ be a smooth curve. We define a Frenet frame to be an orthonormal frame $X_1, \ldots X_n$ such that for all $1 \leq k \leq n$, $\gamma^{(k)}(t)$ is contained in the linear span of $X_1(t), \ldots, X_k(t)$, $t \in I$. What is an example of a smooth curve $\gamma$ with no Frenet frame?","Let $\gamma: I \rightarrow \mathbb{R}^n$ be a smooth curve. We define a Frenet frame to be an orthonormal frame $X_1, \ldots X_n$ such that for all $1 \leq k \leq n$, $\gamma^{(k)}(t)$ is contained in the linear span of $X_1(t), \ldots, X_k(t)$, $t \in I$. What is an example of a smooth curve $\gamma$ with no Frenet frame?",,[]
6,"Another Smooth Structure on $\mathbb R$, clarification needed, John M. Lee","Another Smooth Structure on , clarification needed, John M. Lee",\mathbb R,"In Introduction to Smooth Manifolds by John M. Lee, we have two statements, I hope I got the situation correct The first is on p. 17, Example 1.23 (Another Smooth Structure on $\mathbb R$ ). Consider the homeomorphism $\psi: \mathbb R \to \mathbb R$ given by $$ \psi(x) = x^3 \tag{1.1} $$ The atlas consisting of the single chart $(\mathbb R,\psi)$ deﬁnes a smooth structure on $\mathbb R$ . This chart is not smoothly compatible with the standard smooth structure, because the transition map $\text{Id}_\mathbb R \circ \psi^{-1} (y)=  y^{1/3}$ is not smooth at the origin. Therefore, the smooth structure deﬁned on $\mathbb R$ by $\psi$ is not the same as the standard one. ...// While on page 40, In fact, as you will see later, there is only one smooth structure on $\mathbb R$ up to diffeo- morphism (see Problem 15-13). More precisely, if $\mathcal A_1$ and $\mathcal A_2$ are any two smooth structures on $\mathbb R$ , there exists a diffeomorphism $F :(\mathbb R,\mathcal A_1)  \to (\mathbb R,\mathcal A_2)$ . In fact, it follows from work of James Munkres [Mun60] and Edwin Moise [Moi77] that every topological manifold of dimension less than or equal to 3 has a smooth structure that is unique up to diffeomorphism. ... So to make things clear, in our case, one has to find a diffeomorphism $F:(\mathbb R,\psi) \to (\mathbb R,\text{Id}_\mathbb R )$ . If I got it correctly this map should be $F(x) = x^3$ , since $\text{Id}_\mathbb R \circ F \circ \psi^{-1} = \text{Id}_\mathbb R$ , correct ? I'm confused about diffeomorphic smooth structures and the differentiabilities they define. So it seems that if there is a diffeomorphism between two smooth structures on the same manifold, it doesn't mean that every map or function that is smooth wrt one of these structures will be smooth wrt the other","In Introduction to Smooth Manifolds by John M. Lee, we have two statements, I hope I got the situation correct The first is on p. 17, Example 1.23 (Another Smooth Structure on ). Consider the homeomorphism given by The atlas consisting of the single chart deﬁnes a smooth structure on . This chart is not smoothly compatible with the standard smooth structure, because the transition map is not smooth at the origin. Therefore, the smooth structure deﬁned on by is not the same as the standard one. ...// While on page 40, In fact, as you will see later, there is only one smooth structure on up to diffeo- morphism (see Problem 15-13). More precisely, if and are any two smooth structures on , there exists a diffeomorphism . In fact, it follows from work of James Munkres [Mun60] and Edwin Moise [Moi77] that every topological manifold of dimension less than or equal to 3 has a smooth structure that is unique up to diffeomorphism. ... So to make things clear, in our case, one has to find a diffeomorphism . If I got it correctly this map should be , since , correct ? I'm confused about diffeomorphic smooth structures and the differentiabilities they define. So it seems that if there is a diffeomorphism between two smooth structures on the same manifold, it doesn't mean that every map or function that is smooth wrt one of these structures will be smooth wrt the other","\mathbb R \psi: \mathbb R \to \mathbb R 
\psi(x) = x^3 \tag{1.1}
 (\mathbb R,\psi) \mathbb R \text{Id}_\mathbb R \circ \psi^{-1} (y)=  y^{1/3} \mathbb R \psi \mathbb R \mathcal A_1 \mathcal A_2 \mathbb R F :(\mathbb R,\mathcal A_1)  \to (\mathbb R,\mathcal A_2) F:(\mathbb R,\psi) \to (\mathbb R,\text{Id}_\mathbb R ) F(x) = x^3 \text{Id}_\mathbb R \circ F \circ \psi^{-1} = \text{Id}_\mathbb R","['differential-geometry', 'smooth-manifolds']"
7,A Riemannian metric on the torus $T^n$,A Riemannian metric on the torus,T^n,"This exercise is from Do Carmo, Riemannian Geometry. Introduce a Riemannian metric on the torus $T^n$ in such a way that the natural projection $\pi:\mathbb{R}^n\to T^n$ given by $$\pi(x_1,...,x_n)=(e^{2\pi ix_1},...,e^{2\pi ix_n})$$   is a local isometry. Show that with this metric $T^n$ is isometric to the flat torus.* *The flat torus is just $T^n=S^1\times ...\times S^1$ with the product Riemannian metric. I don't know if this is correct, but in the Lee's book Introduction to Smooth Manifolds, there's something about proper actions that may be related: The discrete group $\mathbb{Z}^n$ acts smoothly, freely and properly on $\mathbb{R}^n$ by translations. Then there is a unique smooth structure making the quotient map into a smooth covering map. To verify that this smooth structure is the same as the one we defined proviously (thinking of $T^n$ as the product manifold $S^1\times ...\times S^1$) we just check that the covering map $\pi:\mathbb{R}^n\to T^n$ [defined above] is a local diffeomorphism with the product smooth structure on $T^n$. Hence $\mathbb{R}^n/\mathbb{Z}^n$ is diffeomorphic to $T^n$. So basically me question is if we can use the fact that $\mathbb{Z}^n$ acts on $\mathbb{R}^n$ to give $\mathbb{R}^n/\mathbb{Z}^n$ a Riemannian structure? Is there any bibliography that can be useful? Thank you.","This exercise is from Do Carmo, Riemannian Geometry. Introduce a Riemannian metric on the torus $T^n$ in such a way that the natural projection $\pi:\mathbb{R}^n\to T^n$ given by $$\pi(x_1,...,x_n)=(e^{2\pi ix_1},...,e^{2\pi ix_n})$$   is a local isometry. Show that with this metric $T^n$ is isometric to the flat torus.* *The flat torus is just $T^n=S^1\times ...\times S^1$ with the product Riemannian metric. I don't know if this is correct, but in the Lee's book Introduction to Smooth Manifolds, there's something about proper actions that may be related: The discrete group $\mathbb{Z}^n$ acts smoothly, freely and properly on $\mathbb{R}^n$ by translations. Then there is a unique smooth structure making the quotient map into a smooth covering map. To verify that this smooth structure is the same as the one we defined proviously (thinking of $T^n$ as the product manifold $S^1\times ...\times S^1$) we just check that the covering map $\pi:\mathbb{R}^n\to T^n$ [defined above] is a local diffeomorphism with the product smooth structure on $T^n$. Hence $\mathbb{R}^n/\mathbb{Z}^n$ is diffeomorphic to $T^n$. So basically me question is if we can use the fact that $\mathbb{Z}^n$ acts on $\mathbb{R}^n$ to give $\mathbb{R}^n/\mathbb{Z}^n$ a Riemannian structure? Is there any bibliography that can be useful? Thank you.",,"['differential-geometry', 'differential-topology', 'riemannian-geometry']"
8,Does the Lie derivative commute with $\partial$?,Does the Lie derivative commute with ?,\partial,"It is well-known that on a smooth manifold $M$, the Lie derivative commutes with the exterior derivative, i.e. $${\cal L}_Xd\alpha=d{\cal L}_X\alpha$$ for any vector field $X$ and differential form $\alpha$. If $M$ is a complex manifold, is there a similar result for the partial derivative $${\cal L}_X\partial\alpha=\partial{\cal L}_X\alpha?$$ ( Edit: By ""similar"" I mean maybe it does not hold in this form but there is nevertheless an analogous statement?)","It is well-known that on a smooth manifold $M$, the Lie derivative commutes with the exterior derivative, i.e. $${\cal L}_Xd\alpha=d{\cal L}_X\alpha$$ for any vector field $X$ and differential form $\alpha$. If $M$ is a complex manifold, is there a similar result for the partial derivative $${\cal L}_X\partial\alpha=\partial{\cal L}_X\alpha?$$ ( Edit: By ""similar"" I mean maybe it does not hold in this form but there is nevertheless an analogous statement?)",,"['differential-geometry', 'smooth-manifolds', 'complex-geometry', 'lie-derivative']"
9,Ricci tensor from Riemann tensor,Ricci tensor from Riemann tensor,,"I have been studying differential geometry and general relativity, and I have a question about the Ricci tensor. So as I understand, to set things up: one defines the Riemann curvature operator as $R: (U,V,W) \rightarrow R(U,V)W$ mapping three vector fields to a fourth one: $$ R(U,V)W = \nabla_{U}\nabla_{V}W - \nabla_{V}\nabla_{U}W - \nabla_{[U,V]}W $$ with $[U,V]$ being the commutator. This has a nice geometrical interpretation as a measure of the noncommutativity of successive parallel transport along directions $U$ and $V$, versus $V$ and $U$. Then, in some coordinate system one computes: $$R(\partial_{\alpha},\partial_{\beta})\partial_{\gamma} = \nabla_{\partial_{\alpha}}\nabla_{\partial_{\beta}}\partial_{\gamma} - \nabla_{\partial_{\beta}}\nabla_{\partial_{\alpha}}\partial_{\gamma} $$ where the commutator term disappears; this has a nice expression in terms of the Christoffel symbols, and then $ R^{\delta}_{\gamma \alpha \beta} = dx^{\delta} \left(R(\partial_{\alpha},\partial_{\beta})\partial_{\gamma}\right) $ is the Riemann tensor in component notation. Everything is wonderful and beautiful thus far. And so now, enter the Ricci tensor. I know it is defined as the contraction of the Riemann tensor: $$ R_{\mu \nu} = R^{\delta}_{\mu \delta \nu} $$ My questions are the following: 1) What is the geometrical motivation behind this particular contraction of the Riemann tensor? (we are contracting in the index corresponding to the first ""test direction"" used in the Riemann curvature operator, is there a purpose for this choice?) 2) What is the geometrical interpretation of the Ricci tensor? Is there a coordinate-free way of defining it as a curvature operator, like the Riemann tensor? 3) Why contract the second covariant index and not another one? Is there a reason for this, or is it just a convention? Thanks in advance!","I have been studying differential geometry and general relativity, and I have a question about the Ricci tensor. So as I understand, to set things up: one defines the Riemann curvature operator as $R: (U,V,W) \rightarrow R(U,V)W$ mapping three vector fields to a fourth one: $$ R(U,V)W = \nabla_{U}\nabla_{V}W - \nabla_{V}\nabla_{U}W - \nabla_{[U,V]}W $$ with $[U,V]$ being the commutator. This has a nice geometrical interpretation as a measure of the noncommutativity of successive parallel transport along directions $U$ and $V$, versus $V$ and $U$. Then, in some coordinate system one computes: $$R(\partial_{\alpha},\partial_{\beta})\partial_{\gamma} = \nabla_{\partial_{\alpha}}\nabla_{\partial_{\beta}}\partial_{\gamma} - \nabla_{\partial_{\beta}}\nabla_{\partial_{\alpha}}\partial_{\gamma} $$ where the commutator term disappears; this has a nice expression in terms of the Christoffel symbols, and then $ R^{\delta}_{\gamma \alpha \beta} = dx^{\delta} \left(R(\partial_{\alpha},\partial_{\beta})\partial_{\gamma}\right) $ is the Riemann tensor in component notation. Everything is wonderful and beautiful thus far. And so now, enter the Ricci tensor. I know it is defined as the contraction of the Riemann tensor: $$ R_{\mu \nu} = R^{\delta}_{\mu \delta \nu} $$ My questions are the following: 1) What is the geometrical motivation behind this particular contraction of the Riemann tensor? (we are contracting in the index corresponding to the first ""test direction"" used in the Riemann curvature operator, is there a purpose for this choice?) 2) What is the geometrical interpretation of the Ricci tensor? Is there a coordinate-free way of defining it as a curvature operator, like the Riemann tensor? 3) Why contract the second covariant index and not another one? Is there a reason for this, or is it just a convention? Thanks in advance!",,"['differential-geometry', 'general-relativity']"
