,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Real valued continuous function on a closed disc,Real valued continuous function on a closed disc,,"Assume that $D\subseteq \mathbb R^2$ is a closed disc and $S$ is its boundary circle. Moreover $x,y\in S$ are distinct points, which determine exactly two arcs $I,J\subseteq S$ , and $f:D\rightarrow \mathbb R$ is a continuous function such that $f(x)<0$ , $f(y)>0$ . I want to prove the following: There exist points $p\in I$ , $q\in J$ and a connected set $C\subseteq f^{-1}(0)$ such that $p,q\in C$ . To me it seems intuitively true, but I have no serious idea how to prove it. Any help appreciated!","Assume that is a closed disc and is its boundary circle. Moreover are distinct points, which determine exactly two arcs , and is a continuous function such that , . I want to prove the following: There exist points , and a connected set such that . To me it seems intuitively true, but I have no serious idea how to prove it. Any help appreciated!","D\subseteq \mathbb R^2 S x,y\in S I,J\subseteq S f:D\rightarrow \mathbb R f(x)<0 f(y)>0 p\in I q\in J C\subseteq f^{-1}(0) p,q\in C","['real-analysis', 'general-topology']"
1,A Technicality for an Arbitrary Cartesian Product Intersection Identity,A Technicality for an Arbitrary Cartesian Product Intersection Identity,,"I'm going through Munkre's Topology book. To set the stage, we want to be able to define a cartesian product for arbitrary index sets. He employs the following definition: Let $\{A_{\alpha} \}_{\alpha \in J}$ be an indexed family of sets; let $X = \bigcup_{\alpha \in J}A_{\alpha}$ . The cartesian product of this indexed family, denoted by $\prod_{\alpha \in J}A_{\alpha}$ is defined to be the set of all J-tuples of elements of $X$ . That is, the set of all functions \begin{equation} x: J \to \bigcup_{\alpha \in J}A_{\alpha} \end{equation} such that $x(\alpha) \in A_{\alpha}$ for each $\alpha \in J$ . Alright, this is all well and good. My goal is to show the following identity: Let $\{U_{\alpha}\}_{\alpha \in J}$ and $\{V_{\alpha}\}_{\alpha \in J}$ be two indexed family of sets. Then, \begin{equation}      \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) = \prod_{\alpha \in J}U_{\alpha} \cap \prod_{\alpha \in J} V_{\alpha} \end{equation} Going in one of these directions isn't difficult to do but I've been having trouble with the reverse direction due to a subtlety. I am having difficulty showing that $f \in \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha})$ implies $f \in \prod_{\alpha \in J}U_{\alpha} \cap \prod_{\alpha \in J} V_{\alpha}$ . I'll now walk through my attempt until the point where I got stuck: Suppose that $f \in \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha})$ , then $f: J \to \bigcup_{\alpha \in J}(U_{\alpha} \cap V_{\alpha})$ such that $f(\alpha) \in U_{\alpha} \cap V_{\alpha}$ for each $\alpha \in J$ . Therefore, $f(\alpha) \in U_{\alpha}$ and $f(\alpha) \in V_{\alpha}$ . Trivial so far, no issues. Our goal is to simultaneously show that we can write $f: J \to \bigcup_{\alpha \in J}U_{\alpha}$ and $f: J \to \bigcup_{\alpha \in J}V_{\alpha}$ . Here is where it gets nuanced for me. For us to be able to do this requires that $\bigcup_{\alpha \in J}V_{\alpha} = \bigcup_{\alpha \in J}U_{\alpha} = \bigcup_{\alpha \in J}(U_{\alpha} \cap V_{\alpha})$ . Part of what defines a function is its codomain, so these sets must be equivalent for us to proceed with the result, but it seems like there is no reason why these sets should be equal. I will say that it's trivial to construct functions \begin{equation}      f': J \to \bigcup_{\alpha \in J}U_{\alpha}, \qquad f'': J \to \bigcup_{\alpha \in J}V_{\alpha} \end{equation} such that $f'(\alpha) = f(\alpha)$ for all $\alpha \in J$ and $f''(\alpha) = f(\alpha)$ for all $\alpha \in J$ . However, $f \neq f' \neq f''$ because the codomains are all different. I was wondering whether I'm missing something or if the notion of a cartesian product requires an amendment, namely something like ""...that it is the set of all surjective functions $x: J \to A$ such that $A \subset \bigcup_{\alpha \in J}A_{\alpha}$ and $x_{\alpha} \in A_{\alpha}$ for all $\alpha \in J$ "".","I'm going through Munkre's Topology book. To set the stage, we want to be able to define a cartesian product for arbitrary index sets. He employs the following definition: Let be an indexed family of sets; let . The cartesian product of this indexed family, denoted by is defined to be the set of all J-tuples of elements of . That is, the set of all functions such that for each . Alright, this is all well and good. My goal is to show the following identity: Let and be two indexed family of sets. Then, Going in one of these directions isn't difficult to do but I've been having trouble with the reverse direction due to a subtlety. I am having difficulty showing that implies . I'll now walk through my attempt until the point where I got stuck: Suppose that , then such that for each . Therefore, and . Trivial so far, no issues. Our goal is to simultaneously show that we can write and . Here is where it gets nuanced for me. For us to be able to do this requires that . Part of what defines a function is its codomain, so these sets must be equivalent for us to proceed with the result, but it seems like there is no reason why these sets should be equal. I will say that it's trivial to construct functions such that for all and for all . However, because the codomains are all different. I was wondering whether I'm missing something or if the notion of a cartesian product requires an amendment, namely something like ""...that it is the set of all surjective functions such that and for all "".","\{A_{\alpha} \}_{\alpha \in J} X = \bigcup_{\alpha \in J}A_{\alpha} \prod_{\alpha \in J}A_{\alpha} X \begin{equation}
x: J \to \bigcup_{\alpha \in J}A_{\alpha}
\end{equation} x(\alpha) \in A_{\alpha} \alpha \in J \{U_{\alpha}\}_{\alpha \in J} \{V_{\alpha}\}_{\alpha \in J} \begin{equation}
     \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) = \prod_{\alpha \in J}U_{\alpha} \cap \prod_{\alpha \in J} V_{\alpha}
\end{equation} f \in \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) f \in \prod_{\alpha \in J}U_{\alpha} \cap \prod_{\alpha \in J} V_{\alpha} f \in \prod_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) f: J \to \bigcup_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) f(\alpha) \in U_{\alpha} \cap V_{\alpha} \alpha \in J f(\alpha) \in U_{\alpha} f(\alpha) \in V_{\alpha} f: J \to \bigcup_{\alpha \in J}U_{\alpha} f: J \to \bigcup_{\alpha \in J}V_{\alpha} \bigcup_{\alpha \in J}V_{\alpha} = \bigcup_{\alpha \in J}U_{\alpha} = \bigcup_{\alpha \in J}(U_{\alpha} \cap V_{\alpha}) \begin{equation}
     f': J \to \bigcup_{\alpha \in J}U_{\alpha}, \qquad f'': J \to \bigcup_{\alpha \in J}V_{\alpha}
\end{equation} f'(\alpha) = f(\alpha) \alpha \in J f''(\alpha) = f(\alpha) \alpha \in J f \neq f' \neq f'' x: J \to A A \subset \bigcup_{\alpha \in J}A_{\alpha} x_{\alpha} \in A_{\alpha} \alpha \in J","['general-topology', 'elementary-set-theory']"
2,"In an open set $U$, can we always extend a disc to an open ball contained in $U$?","In an open set , can we always extend a disc to an open ball contained in ?",U U,"Let $X$ be a metric space and $U$ be an open set containing $D_R(x_0) := \{x\in X : d(x, x_0)\le R\}$ . Now, can we say that there will be an $R_1 > R$ such that $B_{R_1}(x_0)\subseteq U$ ? If I replace $D_R(x_0)$ by $B_R(x_0)$ , then it's obviously false.","Let be a metric space and be an open set containing . Now, can we say that there will be an such that ? If I replace by , then it's obviously false.","X U D_R(x_0) := \{x\in X : d(x, x_0)\le R\} R_1 > R B_{R_1}(x_0)\subseteq U D_R(x_0) B_R(x_0)","['general-topology', 'metric-spaces']"
3,Question about properly discontinuous actions in a metric space,Question about properly discontinuous actions in a metric space,,"I was reading the Katok's book on Fuchsian groups and I read that she asserts the following: It is clear from the definition that $G$ acts properly and discontinuously on $X$ if and only if each orbit is discrete and the order of the stabilizer of each point is finite. I am trying to show that if each orbit is discrete and the order of the stabilizer of each point is finite, then $G$ acts properly and discontinuously on $X.$ In this SE discussion there's an answer that apparently show this fact using the following argument: Consider a compact $K\subset X, x\in X$ and the subset $K_x=K\cap Gx.$ Then $K_x$ is a discrete closed subspace of a compact space. But every discrete closed subspace of a compact space is finite. I am really stuck in proving that $K_x$ must be a closed subspace of $X.$ I tried to do this by showing that $Gx$ is a closed subset of $X$ (because if then, we would have that $K\cap G_x$ is a closed subset of $X$ contained in the compact space $K$ ), but I only achieve this by assuming that $G$ is a group of isometries instead of homeomorphisms . Is this true if we only assume that $G$ is as group of homeomorphisms? (the OP on the link cited above asserts that he could prove this fact only assuming that $G$ is a group of homeomorphisms of $X$ ). How can I prove it if so? Thanks in advance. Note: There are several discussions on SE concluding that Katok refers in general to isometries groups, for example, here ; but this particular SE discussion do not adress the question of wheter is true that $Gx\cap K$ is always closed or not (I think that the example $\{1/n:n \in \mathbb{N}\}$ may not be a counterexample because I don't know if this can be an orbit of a point by a group acting by homeomorphisms on $X$ ).","I was reading the Katok's book on Fuchsian groups and I read that she asserts the following: It is clear from the definition that acts properly and discontinuously on if and only if each orbit is discrete and the order of the stabilizer of each point is finite. I am trying to show that if each orbit is discrete and the order of the stabilizer of each point is finite, then acts properly and discontinuously on In this SE discussion there's an answer that apparently show this fact using the following argument: Consider a compact and the subset Then is a discrete closed subspace of a compact space. But every discrete closed subspace of a compact space is finite. I am really stuck in proving that must be a closed subspace of I tried to do this by showing that is a closed subset of (because if then, we would have that is a closed subset of contained in the compact space ), but I only achieve this by assuming that is a group of isometries instead of homeomorphisms . Is this true if we only assume that is as group of homeomorphisms? (the OP on the link cited above asserts that he could prove this fact only assuming that is a group of homeomorphisms of ). How can I prove it if so? Thanks in advance. Note: There are several discussions on SE concluding that Katok refers in general to isometries groups, for example, here ; but this particular SE discussion do not adress the question of wheter is true that is always closed or not (I think that the example may not be a counterexample because I don't know if this can be an orbit of a point by a group acting by homeomorphisms on ).","G X G X. K\subset X, x\in X K_x=K\cap Gx. K_x K_x X. Gx X K\cap G_x X K G G G X Gx\cap K \{1/n:n \in \mathbb{N}\} X","['general-topology', 'group-theory', 'group-actions', 'topological-groups']"
4,Definition of Polish space: why homeomorphic?,Definition of Polish space: why homeomorphic?,,"While glancing over measure theory books I noticed a discrepancy in the definition of a Polish space: given a topological space $(X,\mathcal T)$ , some authors use Definition A : $X$ is a Polish space when $X$ is separable, metrizable by a distance $d$ , and $(X,d)$ is complete. Others use Definition B : $X$ is a Polish space when $X$ is homeomorphic to a complete separable metric space. A clearly implies B (identity is a homeomorphism). If $(Y,d)$ is a complete separable metric space and $f:X\to Y$ is a homeomorphism, then $D:(x_1,x_2)\mapsto d(f(x_1),f(x_2))$ is a distance on $X$ , and $(X,D)$ is isometric to $(Y,d)$ hence complete, and the topology on $X$ is metrized by $D$ . Why is Definition B preferred in some references ?","While glancing over measure theory books I noticed a discrepancy in the definition of a Polish space: given a topological space , some authors use Definition A : is a Polish space when is separable, metrizable by a distance , and is complete. Others use Definition B : is a Polish space when is homeomorphic to a complete separable metric space. A clearly implies B (identity is a homeomorphism). If is a complete separable metric space and is a homeomorphism, then is a distance on , and is isometric to hence complete, and the topology on is metrized by . Why is Definition B preferred in some references ?","(X,\mathcal T) X X d (X,d) X X (Y,d) f:X\to Y D:(x_1,x_2)\mapsto d(f(x_1),f(x_2)) X (X,D) (Y,d) X D","['general-topology', 'metric-spaces', 'polish-spaces']"
5,Why do all norms in $\Bbb R^n$ generate the same open sets?,Why do all norms in  generate the same open sets?,\Bbb R^n,"The theorem states that all norms in $\Bbb R^n$ generate the same open sets. How can this be the case when we are talking about norms in terms of a distance/length? Moreover, what do we mean here with ""generate the same open sets""? How would we go about to prove this theorem? I have just started taking Advanced Math courses and thus I am a beginner. I would appreciate any help on the idea behind this theorem.","The theorem states that all norms in generate the same open sets. How can this be the case when we are talking about norms in terms of a distance/length? Moreover, what do we mean here with ""generate the same open sets""? How would we go about to prove this theorem? I have just started taking Advanced Math courses and thus I am a beginner. I would appreciate any help on the idea behind this theorem.",\Bbb R^n,"['general-topology', 'vector-spaces', 'normed-spaces']"
6,Proof that this set is open,Proof that this set is open,,"Consider the sequence $(a_n)_n$ that is defined by $a_n:=1/n$ and the set $A:=\{a_n \ | \ n \in \mathbb{N}\} \cup \{0\}$ . I want to show that $\mathbb{R} \setminus A$ is open in $\mathbb{R}$ . I had two ideas to show this. $(1)$ It should be the case that $\mathbb{R} \setminus A = (-\infty,0) \cup (1, \infty) \cup \bigcup_{n \geq 2} \left(\frac{1}{n+1}, \frac{1}{n}\right)$ , so it is in particular a union of open sets and thus open. $(2)$ Let $x \in \mathbb{R} \setminus A$ . Then define $\delta:= \min\{|x-a| \ : \ a \in A\}$ and $B:=\left(x-\frac{\delta}{2},x+\frac{\delta}{2}\right)$ . Then $B$ is open with $x \in B$ and $B \subseteq \mathbb{R} \setminus A$ . Im not quite sure if the minimum exists here, which is why I am not sure if this would work. If one would not have $0$ in A for example and choose $x=0$ , then one would have $\delta=0$ which would also be a problem. Are these attempts correct?","Consider the sequence that is defined by and the set . I want to show that is open in . I had two ideas to show this. It should be the case that , so it is in particular a union of open sets and thus open. Let . Then define and . Then is open with and . Im not quite sure if the minimum exists here, which is why I am not sure if this would work. If one would not have in A for example and choose , then one would have which would also be a problem. Are these attempts correct?","(a_n)_n a_n:=1/n A:=\{a_n \ | \ n \in \mathbb{N}\} \cup \{0\} \mathbb{R} \setminus A \mathbb{R} (1) \mathbb{R} \setminus A = (-\infty,0) \cup (1, \infty) \cup \bigcup_{n \geq 2} \left(\frac{1}{n+1}, \frac{1}{n}\right) (2) x \in \mathbb{R} \setminus A \delta:= \min\{|x-a| \ : \ a \in A\} B:=\left(x-\frac{\delta}{2},x+\frac{\delta}{2}\right) B x \in B B \subseteq \mathbb{R} \setminus A 0 x=0 \delta=0",['general-topology']
7,Proving that $ X$ is homeomorphic to $ Y / A $,Proving that  is homeomorphic to, X  Y / A ,"I want to solve the following exercise: Exercise Suppose that $ X $ and $ Y $ are compact Hausdorff topological spaces and $ A \subset Y $ is non-empty and closed. Let $ x_0 \in X $ be a point. Prove that if $ \varphi \colon X \setminus \{ x_0 \} \to Y \setminus A $ is a homeomorphism, then there exists a homeomorphism $ f \colon X \to Y / A $ . I think that I can intuitively see why this is true, but I cannot formally prove this statement. My attempt Let $ f $ be given by $$ f(x) =  \begin{cases}     (q \circ \varphi)(x) &\text{ if } x \neq x_0 \, , \\     a &\text{ otherwise} \, , \end{cases} $$ where $ q \colon Y \to Y / A $ is the quotient map and $ a \in q(A) \subset Y / A $ is a fixed point. Since $ \varphi $ and $ q \colon Y \setminus A \to Y / A $ are homeomorphisms (we restricted $ q $ to $ Y \setminus A $ - this is a homeomorphism onto its image), we know that $ f $ is a bijection. We need to prove that $ f(U) $ is open for any open $ U \subset X $ and $ f^{-1}(O) $ is open for any open $ O \subset Y / A $ . Let $ U \subset X $ . If $ x_0 \not \in U $ , then $ f(U) $ is clearly open in $ Y / A $ , because $ f(U) = (q \circ \varphi)(U) $ . If $ x_0 \in U $ , then $$ f(U)              = f(U \setminus \{ x_0 \}) \cup f(\{ x_0 \})              = (q \circ \varphi)(U \setminus \{ x_0 \}) \cup \{ a \} \, . $$ Let $ f(U) = W $ . We know that $ W $ is open if and only if $ q^{-1}(W) = \varphi(U \setminus \{ x_0 \}) \cup A $ is open. I don't know how to proceed from here. Similarly, I do not know how to prove $ f^{-1}(O) $ is open given an open $ O \subset Y / A $ such that $ a \in O $ , but it seems to me that the proof must use a very similar argument. I imagine we now need to use the compactness of $ X $ , $ Y $ , and $ A $ somehow, but I've no idea how.","I want to solve the following exercise: Exercise Suppose that and are compact Hausdorff topological spaces and is non-empty and closed. Let be a point. Prove that if is a homeomorphism, then there exists a homeomorphism . I think that I can intuitively see why this is true, but I cannot formally prove this statement. My attempt Let be given by where is the quotient map and is a fixed point. Since and are homeomorphisms (we restricted to - this is a homeomorphism onto its image), we know that is a bijection. We need to prove that is open for any open and is open for any open . Let . If , then is clearly open in , because . If , then Let . We know that is open if and only if is open. I don't know how to proceed from here. Similarly, I do not know how to prove is open given an open such that , but it seems to me that the proof must use a very similar argument. I imagine we now need to use the compactness of , , and somehow, but I've no idea how."," X   Y   A \subset Y   x_0 \in X   \varphi \colon X \setminus \{ x_0 \} \to Y \setminus A   f \colon X \to Y / A   f  
f(x) = 
\begin{cases}
    (q \circ \varphi)(x) &\text{ if } x \neq x_0 \, , \\
    a &\text{ otherwise} \, ,
\end{cases}
  q \colon Y \to Y / A   a \in q(A) \subset Y / A   \varphi   q \colon Y \setminus A \to Y / A   q   Y \setminus A   f   f(U)   U \subset X   f^{-1}(O)   O \subset Y / A   U \subset X   x_0 \not \in U   f(U)   Y / A   f(U) = (q \circ \varphi)(U)   x_0 \in U  
f(U) 
            = f(U \setminus \{ x_0 \}) \cup f(\{ x_0 \}) 
            = (q \circ \varphi)(U \setminus \{ x_0 \}) \cup \{ a \} \, .
  f(U) = W   W   q^{-1}(W) = \varphi(U \setminus \{ x_0 \}) \cup A   f^{-1}(O)   O \subset Y / A   a \in O   X   Y   A ","['general-topology', 'quotient-spaces']"
8,Undecidability of simple-connectedness of a special class of simplicial complexes.,Undecidability of simple-connectedness of a special class of simplicial complexes.,,"It's a well known fact that determining simple-connectedness of a CW-complex is in general undecidable, but I'm interested whether that's also true in the following class of topological spaces. Let $\Delta_n$ be a simplex with vertices $\{1, 2, \dots, n\}$ , where we view $\Delta_n$ as a $(n - 1)$ -dimensional simplicial complex. Now let $Y \subseteq \Delta_n$ be a $2$ -dimensional simplicial subcomplex of $\Delta_n$ , such that $Y$ contains all $0$ -faces and all $1$ -faces of $\Delta_n$ (that is, $Y$ contains the $1$ -skeleton of $\Delta_n$ ). Does there exists an algorithm that would in general determine whether $Y$ is simple-connected? If not, what would be the counterexample? My first thought was to check whether every $3$ -cycle of a complete graph $K_n$ is contractible in $Y$ , but I don't know how you would do that (at least semi-efficiently).","It's a well known fact that determining simple-connectedness of a CW-complex is in general undecidable, but I'm interested whether that's also true in the following class of topological spaces. Let be a simplex with vertices , where we view as a -dimensional simplicial complex. Now let be a -dimensional simplicial subcomplex of , such that contains all -faces and all -faces of (that is, contains the -skeleton of ). Does there exists an algorithm that would in general determine whether is simple-connected? If not, what would be the counterexample? My first thought was to check whether every -cycle of a complete graph is contractible in , but I don't know how you would do that (at least semi-efficiently).","\Delta_n \{1, 2, \dots, n\} \Delta_n (n - 1) Y \subseteq \Delta_n 2 \Delta_n Y 0 1 \Delta_n Y 1 \Delta_n Y 3 K_n Y","['general-topology', 'algebraic-topology']"
9,Prove/disprove that $U$ and $V$ are disjoint.,Prove/disprove that  and  are disjoint.,U V,"Let $x, y \in \mathbb{R}^{n}$ such that $x \neq y, -y$ and $|x| = 1 = |y|$ , and take $r = \min \{ |x - y|, |x + y|, 1\}$ . Let $U = \bigcup_{0 \neq \lambda \in \mathbb{R}}{B_{|\lambda| r}(\lambda x)}$ and $V = \bigcup_{0 \neq \lambda \in \mathbb{R}}{B_{|\lambda| r}(\lambda y)}$ . I'm trying to prove that $U$ and $V$ are disjoint by assuming that $z \in U, V$ , which implies that there exist nonzero $\lambda_{x}, \lambda_{y} \in \mathbb{R}$ such that $|z - \lambda_{x} x| < |\lambda_{x}| r$ and $|z - \lambda_{y} y| < |\lambda_{y}| r$ . But I'm stucked at this point because I don't know how to arrive at a contradiction. But $U$ and $V$ being disjoint is only a hypothesis, and so $U$ and $V$ might not be necessarily disjoint. I really appreciate it if someone could give an idea/hint on how to prove this, or if someone could come up with a counterexample.","Let such that and , and take . Let and . I'm trying to prove that and are disjoint by assuming that , which implies that there exist nonzero such that and . But I'm stucked at this point because I don't know how to arrive at a contradiction. But and being disjoint is only a hypothesis, and so and might not be necessarily disjoint. I really appreciate it if someone could give an idea/hint on how to prove this, or if someone could come up with a counterexample.","x, y \in \mathbb{R}^{n} x \neq y, -y |x| = 1 = |y| r = \min \{ |x - y|, |x + y|, 1\} U = \bigcup_{0 \neq \lambda \in \mathbb{R}}{B_{|\lambda| r}(\lambda x)} V = \bigcup_{0 \neq \lambda \in \mathbb{R}}{B_{|\lambda| r}(\lambda y)} U V z \in U, V \lambda_{x}, \lambda_{y} \in \mathbb{R} |z - \lambda_{x} x| < |\lambda_{x}| r |z - \lambda_{y} y| < |\lambda_{y}| r U V U V","['general-topology', 'analysis', 'metric-spaces', 'normed-spaces']"
