,title_raw,title_text,title_latex,body_raw,body_text,body_latex,tags
0,Geometric Interpretation of Projective Cover,Geometric Interpretation of Projective Cover,,The projective cover of a module $V$ is defined to be an epimorphism $p\colon P\rightarrow V$ where $P$ is a projective module and $\ker(p)$ is superfluous. Now I wonder if there is any interpretation (or an analogue) of this notion in terms of algebraic geometry?,The projective cover of a module is defined to be an epimorphism where is a projective module and is superfluous. Now I wonder if there is any interpretation (or an analogue) of this notion in terms of algebraic geometry?,V p\colon P\rightarrow V P \ker(p),"['abstract-algebra', 'algebraic-geometry', 'representation-theory']"
1,Hartshorne 5.11 twisted sheaf,Hartshorne 5.11 twisted sheaf,,"Question 5.11 of Hartshorne Let $S$ and $T$ be two graded rings with $S_0=T_0=A$ . We define the Cartesian product $S\times_A T$ to be  the graded ring $\bigoplus_{d\geq 0}S_d\otimes T_d.$ If $X= \operatorname{Proj}(S)$ and $Y= \operatorname{Proj}(T)$ , then show that : $\operatorname{Proj}(S\times_A T)\cong X\times_A Y$ and the sheaf $\mathcal{O}(1)$ on $\operatorname{Proj}(S\times_A T)$ is isomorphic to the sheaf $p_1^{*}(\mathcal{O}_X(1))\otimes p_2^{*}(\mathcal{O}_Y(1))$ on $X\times_A Y$ . Attempt I have shown that $\operatorname{Proj}(S\times_A T)\cong X\times_A Y$ . However I am facing difficulty proving the second part. Let $X\times_A Y$ be represented as $(Z,\mathcal{O}_Z)$ Firstly I am unable to define the map from $p_1^{*}(\mathcal{O}_X(1))\otimes p_2^{*}(\mathcal{O}_Y(1))$ to $\mathcal{O}_Z(1)$ . Secondly can anyone give hints for proving it an isomorphism.(It seems that Proposition 5.12 might be useful but how, I don't know). Any help is appreciated.","Question 5.11 of Hartshorne Let and be two graded rings with . We define the Cartesian product to be  the graded ring If and , then show that : and the sheaf on is isomorphic to the sheaf on . Attempt I have shown that . However I am facing difficulty proving the second part. Let be represented as Firstly I am unable to define the map from to . Secondly can anyone give hints for proving it an isomorphism.(It seems that Proposition 5.12 might be useful but how, I don't know). Any help is appreciated.","S T S_0=T_0=A S\times_A T \bigoplus_{d\geq 0}S_d\otimes T_d. X= \operatorname{Proj}(S) Y= \operatorname{Proj}(T) \operatorname{Proj}(S\times_A T)\cong X\times_A Y \mathcal{O}(1) \operatorname{Proj}(S\times_A T) p_1^{*}(\mathcal{O}_X(1))\otimes p_2^{*}(\mathcal{O}_Y(1)) X\times_A Y \operatorname{Proj}(S\times_A T)\cong X\times_A Y X\times_A Y (Z,\mathcal{O}_Z) p_1^{*}(\mathcal{O}_X(1))\otimes p_2^{*}(\mathcal{O}_Y(1)) \mathcal{O}_Z(1)","['algebraic-geometry', 'graded-rings', 'quasicoherent-sheaves']"
2,Smooth projective surface whose hyperplane sections are elliptic curves is ruled,Smooth projective surface whose hyperplane sections are elliptic curves is ruled,,"This is a problem from chapter 6 in Beauville's book Complex Algebraic Surfaces . I have a smooth projective surface $S$ whose smooth hyperplane sections $H$ are elliptic curves. I want to show that $S$ is either a del Pezzo surface or is an elliptic ruled surface. I want to proceed by the hint in the book. I have managed to show that $q=h^1(S,\mathcal O_S)\le 1$ by looking at two holomorphic 1-forms, restricting them to the hyperplane sections, doing some stuff and getting that they have to be proportional everywhere. Now I want to take care of the cases $q=0$ and $q=1$ separately. When $q=0$ , Beauville suggests that I show that $K\equiv -H$ , i.e. that the canonical class is the negative of $H$ in $\mathrm{Pic}(S)$ . This would solve this part of the problem because I have a result from an exercise a while ago saying if $K\equiv -H$ then $S$ is a del Pezzo surface. The problem is that I'm not sure how to go about showing this. The best I can think of is to show that $H=-K$ in cohomology, which would suffice because the Chern class map $\mathrm{Pic}(S)\to H^2(S,\mathbb Z)$ is an injection since $q=0$ . However I'm not sure how this helps. To be frank, I don't know how to go abut showing two divisor classes are the same if I don't have some explicit description for them. For the case $q=1$ , I'm hoping that the previous part will show me that $H.K<0$ in general or something, as this would imply that $S$ is ruled. I haven't thought too much about this part to be honest. Any help is appreciated. I'm more looking for a hint or nudge that will get me thinking in the right direction, but even just ideas which are not fleshed out at all could be helpful.","This is a problem from chapter 6 in Beauville's book Complex Algebraic Surfaces . I have a smooth projective surface whose smooth hyperplane sections are elliptic curves. I want to show that is either a del Pezzo surface or is an elliptic ruled surface. I want to proceed by the hint in the book. I have managed to show that by looking at two holomorphic 1-forms, restricting them to the hyperplane sections, doing some stuff and getting that they have to be proportional everywhere. Now I want to take care of the cases and separately. When , Beauville suggests that I show that , i.e. that the canonical class is the negative of in . This would solve this part of the problem because I have a result from an exercise a while ago saying if then is a del Pezzo surface. The problem is that I'm not sure how to go about showing this. The best I can think of is to show that in cohomology, which would suffice because the Chern class map is an injection since . However I'm not sure how this helps. To be frank, I don't know how to go abut showing two divisor classes are the same if I don't have some explicit description for them. For the case , I'm hoping that the previous part will show me that in general or something, as this would imply that is ruled. I haven't thought too much about this part to be honest. Any help is appreciated. I'm more looking for a hint or nudge that will get me thinking in the right direction, but even just ideas which are not fleshed out at all could be helpful.","S H S q=h^1(S,\mathcal O_S)\le 1 q=0 q=1 q=0 K\equiv -H H \mathrm{Pic}(S) K\equiv -H S H=-K \mathrm{Pic}(S)\to H^2(S,\mathbb Z) q=0 q=1 H.K<0 S","['algebraic-geometry', 'divisors-algebraic-geometry']"
3,Is there any known categorification of the completion of the rational numbers to the real numbers?,Is there any known categorification of the completion of the rational numbers to the real numbers?,,"Classically we start with natural numbers and integers, then invert to obtain rational numbers. We can then complete the rational numbers to obtain the real numbers. One categorical level up, natural numbers can be realised as the cardinalities of sets. Likewise we can obtain positive rational numbers as the cardinalities of groupoids. Here, the cardinality of a grouped $\mathcal{G}$ is $$ |\mathcal{G}|:= \sum_{g\in\mathrm{Ob{\mathcal{G}}}}\frac{1}{|\mathrm{Aut}(g)|}. $$ This kind of counting is very natural in the context of algebraic stacks, where standard integral invarients of schemes become rational. My question is whether the completion of the rational numbers to the real numbers can be realised in a categorified way fitting into the above framework. In particular, is there some plausible algebraic geometric context in which standard integral invariants are replaced not by rational numbers but by real numbers?","Classically we start with natural numbers and integers, then invert to obtain rational numbers. We can then complete the rational numbers to obtain the real numbers. One categorical level up, natural numbers can be realised as the cardinalities of sets. Likewise we can obtain positive rational numbers as the cardinalities of groupoids. Here, the cardinality of a grouped is This kind of counting is very natural in the context of algebraic stacks, where standard integral invarients of schemes become rational. My question is whether the completion of the rational numbers to the real numbers can be realised in a categorified way fitting into the above framework. In particular, is there some plausible algebraic geometric context in which standard integral invariants are replaced not by rational numbers but by real numbers?","\mathcal{G} 
|\mathcal{G}|:= \sum_{g\in\mathrm{Ob{\mathcal{G}}}}\frac{1}{|\mathrm{Aut}(g)|}.
","['algebraic-geometry', 'category-theory', 'soft-question', 'algebraic-stacks']"
4,Canonical lift of Elliptic curve in Smart attack,Canonical lift of Elliptic curve in Smart attack,,"Smart attack details Given some curve $E/\mathbb F_p$ with order $p$ , lift it to $E_0=E/\mathbb Q_p$ and define the subgroups of $E/\mathbb Q_p$ : $E_r=\{(x,y)\in E/\mathbb Q_p|v_p(x)\leq-2r,v_p(y)\leq-3r\}\cup\{\infty\}$ . We have the following isomorphism of groups: $\frac{E_0}{E_1}\cong E/\mathbb F_p$ and $\frac{E_1}{E_2}\cong\mathbb F^+_p$ , which the first isomorphism given by reduction mod $p$ last isomorphism given by $\psi:(x,y)\to -\frac x{py}\pmod p$ Assume that $kP=Q$ in $E/\mathbb F_p$ , typically if we are only given $P,Q$ , findiing $k$ is computationally hard. However since $E/\mathbb F_p$ is anomalous, Smart attack gives us a simple solution: After lifting the curve to $E/\mathbb Q_p$ , let $\tilde P,\tilde Q$ be the lifted points of $P,Q$ respectively, then we have $p\tilde P,p\tilde Q,k\tilde P-\tilde Q\in E_1$ since $E/\mathbb F_p$ is of order $p$ . Furthermore, since $k\psi(p\tilde P)-\psi(p\tilde Q)=p\psi(k\tilde P-\tilde Q)=0$ , we get that $k=\frac{\psi(p\tilde Q)}{\psi(p\tilde P)}\pmod p$ , which is pretty simple to compute. When the attack fails The proof fails if $pP\in E_2$ , since we get $k=\frac00$ . This is noted in the Smart attack 's paper, where he notes that for 'canonical lifts', such points exist, and 'canonical lifts' occur at a frequency of $\frac1p$ . An example of such a lift can be found at the crypto SE question why the Smart attack fails for a particular lift . My question is why does hitting the canonical lift cause the attack to fail(which was answered in the comments), and why does it happen with a $\frac1p$ probability? Some examples of 'canonical lifts': The curve, $y^2=x^3+3x+5$ over $\mathbb F_7$ , has the following 'canonical lifts' when lifted to $\mathbb Q_7$ , for $m,n>0,m,n\in\mathbb Z$ and $p=7$ : $$y^2=x^3+\left(3+0p+mp^2\right)x+\left(5+3p+np^2\right)$$ $$y^2=x^3+\left(3+1p+mp^2\right)x+\left(5+2p+np^2\right)$$ $$y^2=x^3+\left(3+2p+mp^2\right)x+\left(5+1p+np^2\right)$$ $$y^2=x^3+\left(3+3p+mp^2\right)x+\left(5+0p+np^2\right)$$ $$y^2=x^3+\left(3+4p+mp^2\right)x+\left(5+6p+np^2\right)$$ $$y^2=x^3+\left(3+5p+mp^2\right)x+\left(5+5p+np^2\right)$$ $$y^2=x^3+\left(3+6p+mp^2\right)x+\left(5+4p+np^2\right)$$ In general(as far as I can tell by direct computation), one finds $p$ 'canonical lifts' mod $p^2$ for any anomalous curves, which satisfies the $\frac1p$ probability that Smart gave. About the 'canonical lift'(from comments) If the Frobenius endomorphism $f\in\text{End}\left(E/\overline{\mathbb F_p}\right)$ lifts to a endomorphism $\tilde f\in\text{End}\left(E/\overline{\mathbb Q_p}\right)$ , then this is the 'canonical lift' that Smart is referring to, which is less strict than requiring $\text{End}\left(E/\overline{\mathbb F_p}\right)\cong\text{End}\left(E/\overline{\mathbb Q_p}\right)$ . Since $\left|E/\mathbb F_p\right|=p$ , the dual of $f$ , $f^*$ has kernel $E/\mathbb F_p$ and is separable, which implies the dual of $\tilde f$ , $\tilde f^*$ , has a kernel of order $p$ , which is precisely the $p$ -torsion elements of $E/\mathbb Q_p$ , and is the torsion group $\left(E/\mathbb Q_p\right)_\text{tors}$ of this curve, hence $E_0\cong E_1\times\left(E/\mathbb Q_p\right)_\text{tors}$ , hence $pE_0=pE_1$ and $p\tilde P\in E_2$ , causing the attack to fail.","Smart attack details Given some curve with order , lift it to and define the subgroups of : . We have the following isomorphism of groups: and , which the first isomorphism given by reduction mod last isomorphism given by Assume that in , typically if we are only given , findiing is computationally hard. However since is anomalous, Smart attack gives us a simple solution: After lifting the curve to , let be the lifted points of respectively, then we have since is of order . Furthermore, since , we get that , which is pretty simple to compute. When the attack fails The proof fails if , since we get . This is noted in the Smart attack 's paper, where he notes that for 'canonical lifts', such points exist, and 'canonical lifts' occur at a frequency of . An example of such a lift can be found at the crypto SE question why the Smart attack fails for a particular lift . My question is why does hitting the canonical lift cause the attack to fail(which was answered in the comments), and why does it happen with a probability? Some examples of 'canonical lifts': The curve, over , has the following 'canonical lifts' when lifted to , for and : In general(as far as I can tell by direct computation), one finds 'canonical lifts' mod for any anomalous curves, which satisfies the probability that Smart gave. About the 'canonical lift'(from comments) If the Frobenius endomorphism lifts to a endomorphism , then this is the 'canonical lift' that Smart is referring to, which is less strict than requiring . Since , the dual of , has kernel and is separable, which implies the dual of , , has a kernel of order , which is precisely the -torsion elements of , and is the torsion group of this curve, hence , hence and , causing the attack to fail.","E/\mathbb F_p p E_0=E/\mathbb Q_p E/\mathbb Q_p E_r=\{(x,y)\in E/\mathbb Q_p|v_p(x)\leq-2r,v_p(y)\leq-3r\}\cup\{\infty\} \frac{E_0}{E_1}\cong E/\mathbb F_p \frac{E_1}{E_2}\cong\mathbb F^+_p p \psi:(x,y)\to -\frac x{py}\pmod p kP=Q E/\mathbb F_p P,Q k E/\mathbb F_p E/\mathbb Q_p \tilde P,\tilde Q P,Q p\tilde P,p\tilde Q,k\tilde P-\tilde Q\in E_1 E/\mathbb F_p p k\psi(p\tilde P)-\psi(p\tilde Q)=p\psi(k\tilde P-\tilde Q)=0 k=\frac{\psi(p\tilde Q)}{\psi(p\tilde P)}\pmod p pP\in E_2 k=\frac00 \frac1p \frac1p y^2=x^3+3x+5 \mathbb F_7 \mathbb Q_7 m,n>0,m,n\in\mathbb Z p=7 y^2=x^3+\left(3+0p+mp^2\right)x+\left(5+3p+np^2\right) y^2=x^3+\left(3+1p+mp^2\right)x+\left(5+2p+np^2\right) y^2=x^3+\left(3+2p+mp^2\right)x+\left(5+1p+np^2\right) y^2=x^3+\left(3+3p+mp^2\right)x+\left(5+0p+np^2\right) y^2=x^3+\left(3+4p+mp^2\right)x+\left(5+6p+np^2\right) y^2=x^3+\left(3+5p+mp^2\right)x+\left(5+5p+np^2\right) y^2=x^3+\left(3+6p+mp^2\right)x+\left(5+4p+np^2\right) p p^2 \frac1p f\in\text{End}\left(E/\overline{\mathbb F_p}\right) \tilde f\in\text{End}\left(E/\overline{\mathbb Q_p}\right) \text{End}\left(E/\overline{\mathbb F_p}\right)\cong\text{End}\left(E/\overline{\mathbb Q_p}\right) \left|E/\mathbb F_p\right|=p f f^* E/\mathbb F_p \tilde f \tilde f^* p p E/\mathbb Q_p \left(E/\mathbb Q_p\right)_\text{tors} E_0\cong E_1\times\left(E/\mathbb Q_p\right)_\text{tors} pE_0=pE_1 p\tilde P\in E_2","['algebraic-geometry', 'elliptic-curves', 'cryptography', 'p-adic-number-theory']"
5,When is relative Hilbert scheme $\text{Hilb}_{X/S}^{p(t)}$ flat over $S$?,When is relative Hilbert scheme  flat over ?,\text{Hilb}_{X/S}^{p(t)} S,"Let $S$ be a scheme of finite type over the complex numbers $\mathbb{C}$ and let $X\subset S\times\mathbb{P}^r$ be a projective family over $S$ . In the book ""Geometry of Algebraic Curves Volume II"" by Arbarello, Cornalba and Griffiths, Chapter 1, Section 7 it is described how to construct the relative Hilbert scheme $\text{Hilb}_{X/S}^{p(t)}$ parametrizing pairs $(s,Y)$ of a points $s\in S$ and a subscheme $Y\subset X_s$ with Hilbert polynomial $p(t)$ . It is described as a closed subscheme of $S\times \text{Hilb}_r^{p(t)}$ so, in particular, it comes with a projection $\text{Hilb}_{X/S}^{p(t)}\to S$ . Now my question is, under which circumstances is $\text{Hilb}_{X/S}^{p(t)}$ flat over $S$ ? For example, is this true if $X$ is flat over $S$ ? In the specific example I'm trying to work out, $S=\mathbb{P}^N$ is the projective space parametrizing degree $d$ curves in $\mathbb{P}^2$ , $X\subset S\times\mathbb{P}^2$ is the universal family over $S$ and $p(t)\equiv n$ is constant, so the fiber of $\text{Hilb}_{X/S}^n$ over $[C]\in S$ is the Hilbert scheme of $n$ points in the curve $C$ . Is this true in this case?","Let be a scheme of finite type over the complex numbers and let be a projective family over . In the book ""Geometry of Algebraic Curves Volume II"" by Arbarello, Cornalba and Griffiths, Chapter 1, Section 7 it is described how to construct the relative Hilbert scheme parametrizing pairs of a points and a subscheme with Hilbert polynomial . It is described as a closed subscheme of so, in particular, it comes with a projection . Now my question is, under which circumstances is flat over ? For example, is this true if is flat over ? In the specific example I'm trying to work out, is the projective space parametrizing degree curves in , is the universal family over and is constant, so the fiber of over is the Hilbert scheme of points in the curve . Is this true in this case?","S \mathbb{C} X\subset S\times\mathbb{P}^r S \text{Hilb}_{X/S}^{p(t)} (s,Y) s\in S Y\subset X_s p(t) S\times \text{Hilb}_r^{p(t)} \text{Hilb}_{X/S}^{p(t)}\to S \text{Hilb}_{X/S}^{p(t)} S X S S=\mathbb{P}^N d \mathbb{P}^2 X\subset S\times\mathbb{P}^2 S p(t)\equiv n \text{Hilb}_{X/S}^n [C]\in S n C","['algebraic-geometry', 'algebraic-curves', 'schemes', 'flatness']"
6,Frobenius between $\mathbb{Z}_p[p^{1/p^m}]$-modules etale,Frobenius between -modules etale,\mathbb{Z}_p[p^{1/p^m}],"The questions are motivated by P. Scholze's answer in MO question https://mathoverflow.net/questions/132438/why-is-faltings-almost-purity-theorem-a-purity-theorem . Consider for every $m \in \mathbb{N}$ and $p$ prime the rings $$A_m = \mathbb{Z}_p[p^{1/p^m},T^{\pm 1/p^m}]$$ Each $A_m$ is a $R_m:= \mathbb{Z}_p[p^{1/p^m}]$ -algebra given by canonical inclusion $$i_m:\mathbb{Z}_p[p^{1/p^m}] \to \mathbb{Z}_p[p^{1/p^m},T^{\pm 1/p^m}]$$ We can also endow the $R_m$ with transition maps $t_{mn}: R_m \to R_n$ for $m >n$ induced by iterations of the canonical inclusions: $$t_{m,m+1}: \mathbb{Z}_p[p^{1/p^{m}},T^{\pm 1/p^{m}}] \to \mathbb{Z}_p[p^{1/p^{m+1}},T^{\pm 1/p^{m+1}}]$$ I have some questions about the properties of $i_m$ and $t_{mn}$ . Question I Why is $i_m$ is a smooth ring map? What might be the most elegant/ conventional/standard way to show smoothness of $i_m$ in this question? One criterion for smoothness I'm familar with is that a morphism of schemes $f: X \to Y$ is smooth iff it is flat and all geometric fibers are smooth. That's a very general criterion working for arbitrary schemes. Here $i_m$ induce a morphism $\operatorname{Spec} \ A_m \to \operatorname{Spec} R_m$ between affine schemes, so I hope that in this case there is a more ""simple"" way to show smoothness without passing explicitely to the $\operatorname{Spec}$ structure and for example not to talking about geometric fibers? In my searching I found in Stacks this: https://stacks.math.columbia.edu/tag/00T1 They are working with the concept of cotangent complex and the criterion/definition Definition 10.136.1 requiring to check quasi-isomorpism looks not really more accesible than the criterion above. Question II: Why the transition maps $t_{m+1,m}$ are etale after inverting $p$ ? ie when we invert $p$ in $R_m$ or localize $R_m$ at $p$ we obtain $(R_m)_p:=\mathbb{Z}_p[p^{ \pm 1/p^m},T^{\pm 1/p^m}]$ , right? So the question boils down why is the induced Frobenius $$(t_{m,m+1})_p: (R_{m})_p \to (R_{m+1})_p$$ etale? One criterion for etaleness (that I know) is flat and unramified. On flatness I have no idea, on ramification we have to show that the discriminant ideal becomes unit ideal after interting $p$ . The proplem is I haven't here an ideal how to calculate the discriminant ideal of $R_m$ .","The questions are motivated by P. Scholze's answer in MO question https://mathoverflow.net/questions/132438/why-is-faltings-almost-purity-theorem-a-purity-theorem . Consider for every and prime the rings Each is a -algebra given by canonical inclusion We can also endow the with transition maps for induced by iterations of the canonical inclusions: I have some questions about the properties of and . Question I Why is is a smooth ring map? What might be the most elegant/ conventional/standard way to show smoothness of in this question? One criterion for smoothness I'm familar with is that a morphism of schemes is smooth iff it is flat and all geometric fibers are smooth. That's a very general criterion working for arbitrary schemes. Here induce a morphism between affine schemes, so I hope that in this case there is a more ""simple"" way to show smoothness without passing explicitely to the structure and for example not to talking about geometric fibers? In my searching I found in Stacks this: https://stacks.math.columbia.edu/tag/00T1 They are working with the concept of cotangent complex and the criterion/definition Definition 10.136.1 requiring to check quasi-isomorpism looks not really more accesible than the criterion above. Question II: Why the transition maps are etale after inverting ? ie when we invert in or localize at we obtain , right? So the question boils down why is the induced Frobenius etale? One criterion for etaleness (that I know) is flat and unramified. On flatness I have no idea, on ramification we have to show that the discriminant ideal becomes unit ideal after interting . The proplem is I haven't here an ideal how to calculate the discriminant ideal of .","m \in \mathbb{N} p A_m = \mathbb{Z}_p[p^{1/p^m},T^{\pm 1/p^m}] A_m R_m:= \mathbb{Z}_p[p^{1/p^m}] i_m:\mathbb{Z}_p[p^{1/p^m}] \to \mathbb{Z}_p[p^{1/p^m},T^{\pm 1/p^m}] R_m t_{mn}: R_m \to R_n m >n t_{m,m+1}: \mathbb{Z}_p[p^{1/p^{m}},T^{\pm 1/p^{m}}] \to \mathbb{Z}_p[p^{1/p^{m+1}},T^{\pm 1/p^{m+1}}] i_m t_{mn} i_m i_m f: X \to Y i_m \operatorname{Spec} \ A_m \to \operatorname{Spec} R_m \operatorname{Spec} t_{m+1,m} p p R_m R_m p (R_m)_p:=\mathbb{Z}_p[p^{ \pm 1/p^m},T^{\pm 1/p^m}] (t_{m,m+1})_p: (R_{m})_p \to (R_{m+1})_p p R_m","['algebraic-geometry', 'algebraic-number-theory']"
7,Isomorphism between schemes,Isomorphism between schemes,,I'm trying to show that every closed subscheme $Y$ of an affine scheme $X = \operatorname{Spec}(R)$ is isomorphic to $\operatorname{Spec}(R/I)$ for some ideal $I$ of $R$ . I try to show that there exists an isomorphism of schemes $Y \to \operatorname{Spec}(R/I)$ where $I = \ker\big( R \to \mathcal{O}_Y(Y)\big)$ . I already managed to show that the map on the underlying topological spaces is a homeomorphism but I'm having trouble proving that the map $\mathcal{O}_{\operatorname{Spec}(R/I)} \to \mathcal{O}_Y$ is a bijection. I know that by definition it is surjective but I don't really know how I can show injectivity.,I'm trying to show that every closed subscheme of an affine scheme is isomorphic to for some ideal of . I try to show that there exists an isomorphism of schemes where . I already managed to show that the map on the underlying topological spaces is a homeomorphism but I'm having trouble proving that the map is a bijection. I know that by definition it is surjective but I don't really know how I can show injectivity.,Y X = \operatorname{Spec}(R) \operatorname{Spec}(R/I) I R Y \to \operatorname{Spec}(R/I) I = \ker\big( R \to \mathcal{O}_Y(Y)\big) \mathcal{O}_{\operatorname{Spec}(R/I)} \to \mathcal{O}_Y,"['algebraic-geometry', 'schemes']"
8,What is the degree of a vector bundle?,What is the degree of a vector bundle?,,"I heard that the degree of a vector bundle encodes the number of ""twists"" of the bundle. I heard also that it is roughly the difference between number of roots and number of poles of a  function in a local ring. Which one is true? I couldn't find any reference to that in Hartshorne or in the Vakil. Thank you for any help/hints.","I heard that the degree of a vector bundle encodes the number of ""twists"" of the bundle. I heard also that it is roughly the difference between number of roots and number of poles of a  function in a local ring. Which one is true? I couldn't find any reference to that in Hartshorne or in the Vakil. Thank you for any help/hints.",,"['algebraic-geometry', 'vector-bundles']"
9,Any section of a smooth morphism is regular,Any section of a smooth morphism is regular,,"Let $f:X\to Y$ be a smooth morphism of relative dimension $n$ of separated schemes which are of finite type over $\text{Spec}(k)$ , where $k$ is any field. Suppose that $i: Y\to X$ is a section of $f$ , i.e. $f\circ i = \text{id}_Y$ . I want to prove that in this case, $i$ is a regular closed embedding of codimension $n$ . By this I mean that $i$ is a closed embedding, and every point $y\in Y$ has an affine open neighborhood $\text{Spec}(A)$ in $X$ such that if $Y$ corresponds to an ideal $I\subset A$ , we have that $I$ can be generated by a regular sequence of length $n$ . This statement is in Fultons 'Intersection Theory', Appendix B.7.3. It is also in the Stacks Project, Tag 067R. However, I do not completely understand the given proofs. So far I can prove the following: $i$ is a closed immersion. $i$ is regular if and only if for every closed point of $Y$ , say corresponding to a maximal ideal $\mathfrak{m}$ in an affine open $\text{Spec}(A)$ , the image $I_{\mathfrak{m}}$ of $I$ in the local ring $A_{\mathfrak{m}}$ can be generated by a regular sequence. For every closed point as above, the inclusion $\text{Spec}(A/\mathfrak{m})\to X$ is a regular embedding. So the embedding is regular on the fibers. But how to conclude from this that $i$ is a regular embedding? Any help would be really appreciated.","Let be a smooth morphism of relative dimension of separated schemes which are of finite type over , where is any field. Suppose that is a section of , i.e. . I want to prove that in this case, is a regular closed embedding of codimension . By this I mean that is a closed embedding, and every point has an affine open neighborhood in such that if corresponds to an ideal , we have that can be generated by a regular sequence of length . This statement is in Fultons 'Intersection Theory', Appendix B.7.3. It is also in the Stacks Project, Tag 067R. However, I do not completely understand the given proofs. So far I can prove the following: is a closed immersion. is regular if and only if for every closed point of , say corresponding to a maximal ideal in an affine open , the image of in the local ring can be generated by a regular sequence. For every closed point as above, the inclusion is a regular embedding. So the embedding is regular on the fibers. But how to conclude from this that is a regular embedding? Any help would be really appreciated.",f:X\to Y n \text{Spec}(k) k i: Y\to X f f\circ i = \text{id}_Y i n i y\in Y \text{Spec}(A) X Y I\subset A I n i i Y \mathfrak{m} \text{Spec}(A) I_{\mathfrak{m}} I A_{\mathfrak{m}} \text{Spec}(A/\mathfrak{m})\to X i,"['algebraic-geometry', 'intersection-theory']"
